timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2022.07.01 04:45:00	2022.07.01 04:45:00	BT_A1_XAU_SHORT_WR50_S5_V2_STRICT_RETEST_STRUCTURAL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1801.45	1801.51	6	1801.45	1804.95	1794.45	350.00	0.0171	10009	done at 1801.45	2	2	1801.45	pass	
2022.07.01 10:45:00	2022.07.01 10:45:00	BT_A1_XAU_SHORT_WR50_S5_V2_STRICT_RETEST_STRUCTURAL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1790.09	1790.15	6	1790.09	1794.09	1782.08	400.31	0.0150	10009	done at 1790.09	4	4	1790.09	pass	
2022.07.01 10:55:00	2022.07.01 10:55:00	BT_A1_XAU_SHORT_WR50_S5_V2_STRICT_RETEST_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1790.18	1790.25	7	1790.18	0.00	0.00	396.14	0.0177	0		0	0	0.00	own_position_exists	
2022.07.01 11:45:00	2022.07.01 11:45:00	BT_A1_XAU_SHORT_WR50_S5_V2_STRICT_RETEST_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1785.52	1785.55	3	1785.45	0.00	0.00	350.00	0.0086	0		0	0	0.00	own_position_exists	
2022.07.01 16:40:00	2022.07.01 16:40:00	BT_A1_XAU_SHORT_WR50_S5_V2_STRICT_RETEST_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1802.48	1802.49	1	1802.55	0.00	0.00	350.00	0.0029	0		0	0	0.00	h1_trend_filter_block	
2022.07.01 16:45:00	2022.07.01 16:45:00	BT_A1_XAU_SHORT_WR50_S5_V2_STRICT_RETEST_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1801.61	1801.62	1	1801.61	0.00	0.00	350.00	0.0029	0		0	0	0.00	h1_trend_filter_block	
2022.07.01 16:55:00	2022.07.01 16:55:00	BT_A1_XAU_SHORT_WR50_S5_V2_STRICT_RETEST_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1800.85	1800.87	2	1800.83	0.00	0.00	350.00	0.0057	0		0	0	0.00	h1_trend_filter_block	
2022.07.01 17:00:00	2022.07.01 17:00:00	BT_A1_XAU_SHORT_WR50_S5_V2_STRICT_RETEST_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1799.38	1799.40	2	1799.38	0.00	0.00	478.89	0.0042	0		0	0	0.00	h1_trend_filter_block	
2022.07.01 17:10:00	2022.07.01 17:10:00	BT_A1_XAU_SHORT_WR50_S5_V2_STRICT_RETEST_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1798.84	1798.85	1	1798.84	0.00	0.00	532.24	0.0019	0		0	0	0.00	h1_trend_filter_block	
2022.07.04 00:00:00	2022.07.04 00:00:00	BT_A1_XAU_SHORT_WR50_S5_V2_STRICT_RETEST_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1808.12	1808.26	14	1808.12	0.00	0.00	350.00	0.0400	0		0	0	0.00	h1_trend_filter_block	
