timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2022.07.01 00:10:00	2022.07.01 00:10:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1805.99	1806.08	9	1805.99	1809.49	1798.99	350.00	0.0257	10009	done at 1805.99	2	2	1805.99	pass	
2022.07.04 00:35:00	2022.07.04 00:35:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1809.09	1809.18	9	1809.08	0.00	0.00	350.00	0.0257	0		0	0	0.00	h1_trend_filter_block	
2022.07.04 01:35:00	2022.07.04 01:35:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1806.59	1806.68	9	1806.60	0.00	0.00	350.00	0.0257	0		0	0	0.00	direction_mode_block	
2022.07.04 16:20:00	2022.07.04 16:20:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1805.91	1805.96	5	1805.90	0.00	0.00	350.00	0.0143	0		0	0	0.00	direction_mode_block	
2022.07.04 18:25:00	2022.07.04 18:25:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1807.50	1807.60	10	1807.50	1811.00	1800.50	350.00	0.0286	10009	done at 1807.50	4	4	1807.50	pass	
2022.07.05 13:20:00	2022.07.05 13:20:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1795.87	1795.89	2	1795.87	0.00	0.00	684.20	0.0029	0		0	0	0.00	direction_mode_block	
2022.07.06 05:45:00	2022.07.06 05:45:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1764.52	1764.61	9	1764.59	0.00	0.00	350.00	0.0257	0		0	0	0.00	direction_mode_block	
2022.07.07 01:55:00	2022.07.07 01:55:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1737.12	1737.16	4	1737.13	0.00	0.00	350.00	0.0114	0		0	0	0.00	direction_mode_block	
2022.07.07 03:50:00	2022.07.07 03:50:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1745.82	1745.85	3	1745.82	1749.32	1738.82	350.00	0.0086	10009	done at 1745.82	6	6	1745.82	pass	
2022.07.07 09:00:00	2022.07.07 09:00:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1742.13	1742.14	1	1742.11	0.00	0.00	350.00	0.0029	0		0	0	0.00	direction_mode_block	
2022.07.07 12:55:00	2022.07.07 12:55:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1740.05	1740.09	4	1740.11	0.00	0.00	422.40	0.0095	0		0	0	0.00	direction_mode_block	
2022.07.07 13:10:00	2022.07.07 13:10:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1739.44	1739.48	4	1739.45	0.00	0.00	457.91	0.0087	0		0	0	0.00	direction_mode_block	
2022.07.08 00:05:00	2022.07.08 00:05:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1741.42	1741.51	9	1741.42	1744.92	1734.42	350.00	0.0257	10009	done at 1741.42	8	8	1741.42	pass	
2022.07.08 19:05:00	2022.07.08 19:05:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1742.29	1742.34	5	1742.29	0.00	0.00	350.00	0.0143	0		0	0	0.00	direction_mode_block	
2022.07.11 07:55:00	2022.07.11 07:55:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1736.95	1737.00	5	1736.96	0.00	0.00	350.00	0.0143	0		0	0	0.00	direction_mode_block	
2022.07.11 22:45:00	2022.07.11 22:45:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1733.88	1733.96	8	1733.88	1737.38	1726.88	350.00	0.0229	10009	done at 1733.88	10	10	1733.88	pass	
2022.07.12 13:55:00	2022.07.12 13:55:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1729.35	1729.38	3	1729.36	0.00	0.00	486.04	0.0062	0		0	0	0.00	direction_mode_block	
2022.07.12 18:15:00	2022.07.12 18:15:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1725.83	1725.86	3	1725.82	0.00	0.00	350.00	0.0086	0		0	0	0.00	direction_mode_block	
2022.07.12 20:00:00	2022.07.12 20:00:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1725.76	1725.86	10	1725.79	0.00	0.00	350.00	0.0286	0		0	0	0.00	direction_mode_block	
2022.07.13 01:00:00	2022.07.13 01:00:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1724.87	1724.95	8	1724.89	0.00	0.00	350.00	0.0229	0		0	0	0.00	direction_mode_block	
2022.07.13 06:55:00	2022.07.13 06:55:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1725.94	1725.95	1	1725.94	1729.44	1718.94	350.00	0.0029	10009	done at 1725.94	12	12	1725.94	pass	
2022.07.13 08:00:00	2022.07.13 08:00:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1726.89	1726.97	8	1726.90	0.00	0.00	350.00	0.0229	0		0	0	0.00	own_position_exists	
2022.07.13 11:25:00	2022.07.13 11:25:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1731.03	1731.05	2	1731.05	0.00	0.00	350.00	0.0057	0		0	0	0.00	h1_trend_filter_block	
2022.07.13 20:15:00	2022.07.13 20:15:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1733.14	1733.23	9	1733.15	0.00	0.00	350.00	0.0257	0		0	0	0.00	direction_mode_block	
2022.07.14 11:10:00	2022.07.14 11:10:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1712.43	1712.45	2	1712.43	0.00	0.00	350.00	0.0057	0		0	0	0.00	direction_mode_block	
2022.07.14 18:45:00	2022.07.14 18:45:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1710.76	1710.84	8	1710.76	1714.26	1703.76	350.00	0.0229	10009	done at 1710.76	14	14	1710.76	pass	
2022.07.14 22:05:00	2022.07.14 22:05:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1710.89	1711.02	13	1710.96	0.00	0.00	350.00	0.0371	0		0	0	0.00	direction_mode_block	
2022.07.14 23:50:00	2022.07.14 23:50:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1711.19	1711.33	14	1711.08	0.00	0.00	350.00	0.0400	0		0	0	0.00	own_position_exists	
2022.07.15 03:35:00	2022.07.15 03:35:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1709.22	1709.26	4	1709.13	0.00	0.00	350.00	0.0114	0		0	0	0.00	direction_mode_block	
2022.07.17 23:30:00	2022.07.17 23:30:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1709.66	1709.80	14	1709.66	0.00	0.00	350.00	0.0400	0		0	0	0.00	h1_trend_filter_block	
2022.07.18 03:30:00	2022.07.18 03:30:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1716.43	1716.51	8	1716.51	0.00	0.00	350.00	0.0229	0		0	0	0.00	h1_trend_filter_block	
2022.07.18 07:30:00	2022.07.18 07:30:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1718.52	1718.54	2	1718.51	0.00	0.00	357.66	0.0056	0		0	0	0.00	h1_trend_filter_block	
2022.07.18 12:35:00	2022.07.18 12:35:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1713.73	1713.80	7	1713.70	0.00	0.00	374.16	0.0187	0		0	0	0.00	direction_mode_block	
2022.07.18 18:20:00	2022.07.18 18:20:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1710.24	1710.27	3	1710.28	0.00	0.00	350.00	0.0086	0		0	0	0.00	direction_mode_block	
2022.07.18 23:30:00	2022.07.18 23:30:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1708.57	1708.71	14	1708.57	0.00	0.00	350.00	0.0400	0		0	0	0.00	direction_mode_block	
2022.07.18 23:50:00	2022.07.18 23:50:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1707.38	1707.52	14	1707.39	0.00	0.00	350.00	0.0400	0		0	0	0.00	direction_mode_block	
2022.07.19 02:25:00	2022.07.19 02:25:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1707.78	1707.86	8	1707.78	1711.28	1700.78	350.00	0.0229	10009	done at 1707.78	16	16	1707.78	pass	
2022.07.21 10:50:00	2022.07.21 10:50:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1684.06	1684.08	2	1684.10	0.00	0.00	350.00	0.0057	0		0	0	0.00	direction_mode_block	
2022.07.22 07:35:00	2022.07.22 07:35:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1716.11	1716.12	1	1716.10	0.00	0.00	350.00	0.0029	0		0	0	0.00	h1_trend_filter_block	
2022.07.25 01:05:00	2022.07.25 01:05:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1722.10	1722.18	8	1722.07	0.00	0.00	350.00	0.0229	0		0	0	0.00	direction_mode_block	
2022.07.25 03:45:00	2022.07.25 03:45:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1727.86	1727.94	8	1727.82	0.00	0.00	350.00	0.0229	0		0	0	0.00	h1_trend_filter_block	
2022.07.25 05:35:00	2022.07.25 05:35:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1725.96	1726.03	7	1725.97	0.00	0.00	350.00	0.0200	0		0	0	0.00	direction_mode_block	
2022.07.25 14:30:00	2022.07.25 14:30:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1718.93	1718.97	4	1718.91	0.00	0.00	463.26	0.0086	0		0	0	0.00	direction_mode_block	
2022.07.26 03:45:00	2022.07.26 03:45:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1724.95	1725.02	7	1724.93	0.00	0.00	350.00	0.0200	0		0	0	0.00	direction_mode_block	
2022.07.27 01:35:00	2022.07.27 01:35:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1718.55	1718.63	8	1718.56	0.00	0.00	350.00	0.0229	0		0	0	0.00	direction_mode_block	
2022.07.27 16:20:00	2022.07.27 16:20:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1719.81	1719.84	3	1719.82	0.00	0.00	350.00	0.0086	0		0	0	0.00	h1_trend_filter_block	
2022.07.27 17:25:00	2022.07.27 17:25:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1721.39	1721.43	4	1721.40	0.00	0.00	350.00	0.0114	0		0	0	0.00	h1_trend_filter_block	
2022.07.28 10:35:00	2022.07.28 10:35:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1741.59	1741.66	7	1741.60	0.00	0.00	350.00	0.0200	0		0	0	0.00	direction_mode_block	
2022.07.28 12:55:00	2022.07.28 12:55:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1747.30	1747.35	5	1747.27	0.00	0.00	541.36	0.0092	0		0	0	0.00	h1_trend_filter_block	
2022.07.29 05:55:00	2022.07.29 05:55:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1764.02	1764.10	8	1763.98	0.00	0.00	350.00	0.0229	0		0	0	0.00	h1_trend_filter_block	
2022.07.29 09:45:00	2022.07.29 09:45:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1759.11	1759.16	5	1759.11	0.00	0.00	350.00	0.0143	0		0	0	0.00	direction_mode_block	
2022.07.29 19:20:00	2022.07.29 19:20:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1762.34	1762.41	7	1762.24	0.00	0.00	350.00	0.0200	0		0	0	0.00	direction_mode_block	
2022.07.31 23:30:00	2022.07.31 23:30:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1762.40	1762.54	14	1762.58	0.00	0.00	350.00	0.0400	0		0	0	0.00	direction_mode_block	
2022.08.01 03:25:00	2022.08.01 03:25:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1762.61	1762.68	7	1762.63	0.00	0.00	350.00	0.0200	0		0	0	0.00	direction_mode_block	
2022.08.01 03:45:00	2022.08.01 03:45:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1762.07	1762.15	8	1762.05	0.00	0.00	350.00	0.0229	0		0	0	0.00	direction_mode_block	
2022.08.01 12:25:00	2022.08.01 12:25:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1772.42	1772.44	2	1772.52	0.00	0.00	350.00	0.0057	0		0	0	0.00	h1_trend_filter_block	
2022.08.01 18:30:00	2022.08.01 18:30:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1768.70	1768.73	3	1768.69	0.00	0.00	350.00	0.0086	0		0	0	0.00	direction_mode_block	
2022.08.01 19:40:00	2022.08.01 19:40:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1770.82	1770.84	2	1770.84	0.00	0.00	350.00	0.0057	0		0	0	0.00	h1_trend_filter_block	
2022.08.02 00:05:00	2022.08.02 00:05:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1771.65	1771.73	8	1771.65	0.00	0.00	350.00	0.0229	0		0	0	0.00	h1_trend_filter_block	
2022.08.02 05:10:00	2022.08.02 05:10:00	BT_A1_XAU_SHORT_WR50_S1_M5_SWEEP_STRUCTURAL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1773.58	1773.66	8	1773.57	0.00	0.00	350.00	0.0229	0		0	0	0.00	direction_mode_block	
