entry_time,entry_date,entry_hour,entry_session,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_session,date,hour,session,exit_deal,exit_price,profit_aed,balance,exit_comment
2022.07.01 00:10:00,2022-07-01,0,night,SHORT,2,0.01,1805.99,A1_M5_MOM_WR50_S3_EM,2022.07.01 05:36:37,2022-07-01,5,night,2022-07-01,0,night,3,1798.94,7.05,1007.05,tp 1798.99
2022.07.01 07:50:00,2022-07-01,7,morning,SHORT,4,0.01,1794.56,A1_M5_MOM_WR50_S3_EM,2022.07.01 11:40:38,2022-07-01,11,morning,2022-07-01,7,morning,5,1786.36,8.2,1015.25,tp 1786.38
2022.07.01 12:15:00,2022-07-01,12,afternoon,SHORT,6,0.01,1788.33,A1_M5_MOM_WR50_S3_EM,2022.07.01 13:03:38,2022-07-01,13,afternoon,2022-07-01,12,afternoon,7,1792.64,-4.31,1010.94,sl 1792.59
2022.07.04 11:45:00,2022-07-04,11,morning,SHORT,8,0.01,1806.12,A1_M5_MOM_WR50_S3_EM,2022.07.04 12:47:00,2022-07-04,12,afternoon,2022-07-04,11,morning,9,1809.65,-3.53,1007.41,sl 1809.62
2022.07.05 09:50:00,2022-07-05,9,morning,SHORT,10,0.01,1802.84,A1_M5_MOM_WR50_S3_EM,2022.07.05 13:09:40,2022-07-05,13,afternoon,2022-07-05,9,morning,11,1795.83,7.01,1014.42,tp 1795.84
2022.07.05 19:00:00,2022-07-05,19,evening,SHORT,12,0.01,1766.06,A1_M5_MOM_WR50_S3_EM,2022.07.05 23:45:29,2022-07-05,23,night,2022-07-05,19,evening,13,1769.57,-3.51,1010.91,sl 1769.56
2022.07.06 01:30:00,2022-07-06,1,night,SHORT,14,0.01,1768.99,A1_M5_MOM_WR50_S3_EM,2022.07.06 03:06:36,2022-07-06,3,night,2022-07-06,1,night,15,1772.49,-3.5,1007.41,sl 1772.49
2022.07.06 05:30:00,2022-07-06,5,night,SHORT,16,0.01,1766.43,A1_M5_MOM_WR50_S3_EM,2022.07.06 07:16:38,2022-07-06,7,morning,2022-07-06,5,night,17,1769.94,-3.51,1003.9,sl 1769.93
2022.07.06 08:40:00,2022-07-06,8,morning,SHORT,18,0.01,1766.63,A1_M5_MOM_WR50_S3_EM,2022.07.06 13:50:20,2022-07-06,13,afternoon,2022-07-06,8,morning,19,1759.21,7.42,1011.32,tp 1759.26
2022.07.06 17:20:00,2022-07-06,17,evening,SHORT,20,0.01,1736.66,A1_M5_MOM_WR50_S3_EM,2022.07.06 19:13:14,2022-07-06,19,evening,2022-07-06,17,evening,21,1740.16,-3.5,1007.82,sl 1740.16
2022.07.06 20:00:00,2022-07-06,20,night,SHORT,22,0.01,1739.43,A1_M5_MOM_WR50_S3_EM,2022.07.07 02:46:36,2022-07-07,2,night,2022-07-06,20,night,23,1742.93,-3.5,1004.32,sl 1742.93
2022.07.07 04:50:00,2022-07-07,4,night,SHORT,24,0.01,1744.40,A1_M5_MOM_WR50_S3_EM,2022.07.07 13:49:39,2022-07-07,13,afternoon,2022-07-07,4,night,25,1747.90,-3.5,1000.82,sl 1747.90
2022.07.07 17:15:00,2022-07-07,17,evening,SHORT,26,0.01,1741.38,A1_M5_MOM_WR50_S3_EM,2022.07.08 00:59:34,2022-07-08,0,night,2022-07-07,17,evening,27,1744.88,-3.5,997.32,sl 1744.88
2022.07.08 08:25:00,2022-07-08,8,morning,SHORT,28,0.01,1736.55,A1_M5_MOM_WR50_S3_EM,2022.07.08 10:32:39,2022-07-08,10,morning,2022-07-08,8,morning,29,1742.04,-5.49,991.83,sl 1742.00
2022.07.08 11:10:00,2022-07-08,11,morning,SHORT,30,0.01,1739.74,A1_M5_MOM_WR50_S3_EM,2022.07.08 12:12:05,2022-07-08,12,afternoon,2022-07-08,11,morning,31,1743.24,-3.5,988.33,sl 1743.24
2022.07.08 13:45:00,2022-07-08,13,afternoon,SHORT,32,0.01,1739.08,A1_M5_MOM_WR50_S3_EM,2022.07.08 14:31:28,2022-07-08,14,afternoon,2022-07-08,13,afternoon,33,1745.69,-6.61,981.72,sl 1745.67
2022.07.11 03:20:00,2022-07-11,3,night,SHORT,34,0.01,1741.50,A1_M5_MOM_WR50_S3_EM,2022.07.11 10:06:15,2022-07-11,10,morning,2022-07-11,3,night,35,1734.50,7.0,988.72,tp 1734.50
2022.07.11 11:25:00,2022-07-11,11,morning,SHORT,36,0.01,1736.37,A1_M5_MOM_WR50_S3_EM,2022.07.11 13:51:15,2022-07-11,13,afternoon,2022-07-11,11,morning,37,1739.88,-3.51,985.21,sl 1739.87
2022.07.11 17:25:00,2022-07-11,17,evening,SHORT,38,0.01,1734.49,A1_M5_MOM_WR50_S3_EM,2022.07.12 01:01:37,2022-07-12,1,night,2022-07-11,17,evening,39,1727.46,7.03,992.24,tp 1727.49
2022.07.12 03:20:00,2022-07-12,3,night,SHORT,40,0.01,1734.13,A1_M5_MOM_WR50_S3_EM,2022.07.12 05:13:14,2022-07-12,5,night,2022-07-12,3,night,41,1727.12,7.01,999.25,tp 1727.13
2022.07.12 08:10:00,2022-07-12,8,morning,SHORT,42,0.01,1732.84,A1_M5_MOM_WR50_S3_EM,2022.07.12 08:32:29,2022-07-12,8,morning,2022-07-12,8,morning,43,1736.34,-3.5,995.75,sl 1736.34
