timestamp_broker,run_id,account,symbol,magic,action,direction,lots,bid,ask,spread_points,sl,tp,stop_points,retcode,retcode_description,order_ticket,deal_and_reason,setup_bar_open,decision_tick_broker
2022.07.01 15:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.03902,1.03909,7,1.03616,1.04143,293.00,10009,done at 1.03909,2,2|result_price=1.03909|reason=entered,2022.07.01 14:30:00,2022.07.01 15:00:00
2023.02.09 10:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07637,1.07638,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.02.09 10:00:00,2023.02.09 10:30:00
2023.02.09 13:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07866,1.07867,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.02.09 13:00:00,2023.02.09 13:30:00
2023.02.10 09:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.07074,1.07075,1,1.06884,1.07228,191.00,10009,done at 1.07075,168,168|result_price=1.07075|reason=entered,2023.02.10 09:00:00,2023.02.10 09:30:00
2023.02.10 11:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,LONG,0.00,1.06986,1.06987,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists,2023.02.10 10:30:00,2023.02.10 11:00:00
2023.02.10 12:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.06945,1.06946,1,1.06717,1.07129,229.00,10009,done at 1.06946,170,170|result_price=1.06946|reason=entered,2023.02.10 12:00:00,2023.02.10 12:30:00
2023.02.13 01:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.06670,1.06671,1,1.06555,1.06764,116.00,10009,done at 1.06671,172,172|result_price=1.06671|reason=entered,2023.02.13 00:30:00,2023.02.13 01:00:00
2023.02.13 03:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,LONG,0.00,1.06660,1.06661,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists,2023.02.13 03:00:00,2023.02.13 03:30:00
2023.02.13 14:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07133,1.07134,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.02.13 14:00:00,2023.02.13 14:30:00
2023.02.14 08:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07584,1.07585,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.02.14 08:00:00,2023.02.14 08:30:00
2023.02.15 05:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.07152,1.07153,1,1.07066,1.07223,87.00,10009,done at 1.07153,174,174|result_price=1.07153|reason=entered,2023.02.15 04:30:00,2023.02.15 05:00:00
2023.02.15 14:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.06730,1.06731,1,1.06533,1.06889,198.00,10009,done at 1.06731,176,176|result_price=1.06731|reason=entered,2023.02.15 14:00:00,2023.02.15 14:30:00
2023.02.16 02:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07084,1.07085,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.02.16 02:00:00,2023.02.16 02:30:00
2023.02.17 16:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06911,1.06912,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.02.17 16:00:00,2023.02.17 16:30:00
2023.02.20 07:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06948,1.06949,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.02.20 07:00:00,2023.02.20 07:30:00
2023.02.22 10:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.06345,1.06346,1,1.06212,1.06453,134.00,10009,done at 1.06346,178,178|result_price=1.06346|reason=entered,2023.02.22 10:00:00,2023.02.22 10:30:00
2023.02.22 19:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.06043,1.06044,1,1.05855,1.06195,189.00,10009,done at 1.06044,180,180|result_price=1.06044|reason=entered,2023.02.22 19:00:00,2023.02.22 19:30:00
2023.02.23 16:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.05822,1.05823,1,1.05626,1.05981,197.00,10009,done at 1.05823,182,182|result_price=1.05823|reason=entered,2023.02.23 16:00:00,2023.02.23 16:30:00
2023.02.24 14:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.05474,1.05475,1,1.05286,1.05626,189.00,10009,done at 1.05475,184,184|result_price=1.05475|reason=entered,2023.02.24 13:30:00,2023.02.24 14:00:00
2023.02.27 13:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.05846,1.05859,13,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.02.27 13:00:00,2023.02.27 13:30:00
2023.02.27 15:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06011,1.06024,13,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.02.27 14:30:00,2023.02.27 15:00:00
2023.03.01 07:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06417,1.06418,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.01 06:30:00,2023.03.01 07:00:00
2023.03.01 08:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06439,1.06440,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.01 08:00:00,2023.03.01 08:30:00
2023.03.02 10:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.06211,1.06212,1,1.06065,1.06330,147.00,10009,done at 1.06212,186,186|result_price=1.06212|reason=entered,2023.03.02 10:00:00,2023.03.02 10:30:00
2023.03.02 12:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.06068,1.06069,1,1.05896,1.06207,173.00,10009,done at 1.06069,188,188|result_price=1.06069|reason=entered,2023.03.02 12:00:00,2023.03.02 12:30:00
2023.03.02 13:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.05976,1.05977,1,1.05780,1.06135,197.00,10009,done at 1.05977,190,190|result_price=1.05977|reason=entered,2023.03.02 13:00:00,2023.03.02 13:30:00
2023.03.06 14:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06747,1.06748,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.06 14:00:00,2023.03.06 14:30:00
2023.03.06 16:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06860,1.06861,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.06 16:00:00,2023.03.06 16:30:00
2023.03.08 03:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.05316,1.05317,1,1.05236,1.05382,81.00,10009,done at 1.05317,192,192|result_price=1.05317|reason=entered,2023.03.08 03:00:00,2023.03.08 03:30:00
2023.03.09 09:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.05586,1.05587,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.09 08:30:00,2023.03.09 09:00:00
2023.03.09 11:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.05711,1.05712,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.09 10:30:00,2023.03.09 11:00:00
2023.03.09 18:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.05853,1.05854,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.09 18:00:00,2023.03.09 18:30:00
2023.03.10 00:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.05987,1.05988,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.09 23:30:00,2023.03.10 00:00:00
2023.03.10 14:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06669,1.06674,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.10 13:30:00,2023.03.10 14:00:00
2023.03.10 15:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06874,1.06879,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.10 14:30:00,2023.03.10 15:00:00
2023.03.13 02:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07226,1.07227,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.13 02:00:00,2023.03.13 02:30:00
2023.03.14 07:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.06899,1.06900,1,1.06759,1.07013,141.00,10009,done at 1.06900,194,194|result_price=1.06900|reason=entered,2023.03.14 06:30:00,2023.03.14 07:00:00
2023.03.15 02:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07562,1.07563,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.15 01:30:00,2023.03.15 02:00:00
2023.03.15 13:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.05452,1.05453,1,1.05056,1.05771,397.00,10009,done at 1.05453,196,196|result_price=1.05453|reason=entered,2023.03.15 12:30:00,2023.03.15 13:00:00
2023.03.16 07:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06232,1.06233,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.16 07:00:00,2023.03.16 07:30:00
2023.03.17 03:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06401,1.06402,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.17 02:30:00,2023.03.17 03:00:00
2023.03.17 04:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.06492,1.06493,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.17 03:30:00,2023.03.17 04:00:00
2023.03.20 08:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.06614,1.06615,1,1.06313,1.06857,302.00,10009,done at 1.06615,198,198|result_price=1.06615|reason=entered,2023.03.20 07:30:00,2023.03.20 08:00:00
2023.03.20 13:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07238,1.07239,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.20 12:30:00,2023.03.20 13:00:00
2023.03.21 08:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07296,1.07297,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.21 07:30:00,2023.03.21 08:00:00
2023.03.21 09:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07462,1.07463,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.21 08:30:00,2023.03.21 09:00:00
2023.03.21 10:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07789,1.07790,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.21 10:00:00,2023.03.21 10:30:00
2023.03.22 09:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07867,1.07868,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.22 08:30:00,2023.03.22 09:00:00
2023.03.22 10:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07949,1.07950,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.22 10:00:00,2023.03.22 10:30:00
2023.03.22 18:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.08807,1.08812,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.22 17:30:00,2023.03.22 18:00:00
2023.03.23 06:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.09153,1.09154,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.23 05:30:00,2023.03.23 06:00:00
2023.03.24 10:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.07455,1.07456,1,1.07124,1.07722,332.00,10009,done at 1.07456,200,200|result_price=1.07456|reason=entered,2023.03.24 10:00:00,2023.03.24 10:30:00
2023.03.27 14:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.07843,1.07844,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.27 13:30:00,2023.03.27 14:00:00
2023.03.28 00:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.08063,1.08064,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.27 23:30:00,2023.03.28 00:00:00
2023.03.28 01:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.08136,1.08137,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.28 01:00:00,2023.03.28 01:30:00
2023.03.28 08:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.08206,1.08207,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.28 07:30:00,2023.03.28 08:00:00
2023.03.28 13:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.08395,1.08396,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.28 12:30:00,2023.03.28 13:00:00
2023.03.29 07:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.08327,1.08328,1,1.08178,1.08448,150.00,10009,done at 1.08328,202,202|result_price=1.08328|reason=entered,2023.03.29 07:00:00,2023.03.29 07:30:00
2023.03.29 10:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.08556,1.08557,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.29 10:00:00,2023.03.29 10:30:00
2023.03.30 09:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.08740,1.08741,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.30 08:30:00,2023.03.30 09:00:00
2023.03.30 11:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.08750,1.08751,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.30 11:00:00,2023.03.30 11:30:00
2023.03.30 13:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.09103,1.09104,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.30 12:30:00,2023.03.30 13:00:00
2023.03.31 01:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.09205,1.09206,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.03.31 01:00:00,2023.03.31 01:30:00
2023.03.31 09:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.08893,1.08894,1,1.08730,1.09025,164.00,10009,done at 1.08894,204,204|result_price=1.08894|reason=entered,2023.03.31 08:30:00,2023.03.31 09:00:00
2023.04.02 21:02:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.08398,1.08444,46,1.08274,1.08580,170.00,10009,done at 1.08444,206,206|result_price=1.08444|reason=entered,2023.03.31 20:30:00,2023.04.02 21:02:00
2023.04.03 00:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.08074,1.08075,1,1.07931,1.08190,144.00,10009,done at 1.08075,208,208|result_price=1.08075|reason=entered,2023.04.03 00:00:00,2023.04.03 00:30:00
2023.04.03 11:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.08704,1.08705,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.04.03 10:30:00,2023.04.03 11:00:00
2023.04.04 08:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.09200,1.09201,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.04.04 08:00:00,2023.04.04 08:30:00
2023.04.04 10:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.09316,1.09317,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.04.04 09:30:00,2023.04.04 10:00:00
2023.04.04 15:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.09694,1.09695,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2023.04.04 14:30:00,2023.04.04 15:00:00
2023.04.05 17:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.08977,1.08978,1,1.08760,1.09152,218.00,10009,done at 1.08978,210,210|result_price=1.08978|reason=entered,2023.04.05 17:00:00,2023.04.05 17:30:00
2023.04.06 02:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,LONG,0.00,1.08923,1.08924,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists,2023.04.06 01:30:00,2023.04.06 02:00:00
2023.04.06 03:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,LONG,0.00,1.08904,1.08905,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists,2023.04.06 03:00:00,2023.04.06 03:30:00
