entry_time,entry_date,entry_hour,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_deal,exit_price,profit,balance,exit_comment,commission,swap,price_profit,net
2022.10.19 07:30:00,2022-10-19,7,LONG,96,0.01,0.98246,EU_M30_R1,2022.10.19 07:40:29,2022-10-19,7,97,0.98353,1.07,994.86,tp 0.98349,0.0,0.0,1.07,1.07
2022.10.21 13:00:00,2022-10-21,13,LONG,98,0.01,0.97574,EU_M30_R1,2022.10.21 13:58:24,2022-10-21,13,99,0.97994,4.2,999.06,tp 0.97993,0.0,0.0,4.2,4.2
2022.10.31 13:30:00,2022-10-31,13,LONG,100,0.01,0.99048,EU_M30_R1,2022.10.31 13:38:37,2022-10-31,13,101,0.98828,-2.2,996.86,sl 0.98828,0.0,0.0,-2.2,-2.2
2022.11.03 09:00:00,2022-11-03,9,LONG,102,0.01,0.97535,EU_M30_R1,2022.11.03 09:37:40,2022-11-03,9,103,0.97345,-1.9,994.96,sl 0.97346,0.0,0.0,-1.9,-1.9
2022.11.03 10:00:00,2022-11-03,10,LONG,104,0.01,0.97451,EU_M30_R1,2022.11.03 11:17:38,2022-11-03,11,105,0.97617,1.66,996.62,tp 0.97617,0.0,0.0,1.66,1.66
2022.11.10 10:00:00,2022-11-10,10,LONG,106,0.01,0.99553,EU_M30_R1,2022.11.10 12:30:03,2022-11-10,12,107,0.99729,1.76,998.38,tp 0.99724,0.0,0.0,1.76,1.76
2022.11.17 13:30:00,2022-11-17,13,LONG,108,0.01,1.03274,EU_M30_R1,2022.11.17 16:05:42,2022-11-17,16,109,1.03521,2.47,1000.85,tp 1.03520,0.0,0.0,2.47,2.47
2022.11.21 02:30:00,2022-11-21,2,LONG,110,0.01,1.02979,EU_M30_R1,2022.11.21 03:34:12,2022-11-21,3,111,1.02830,-1.49,999.36,sl 1.02830,0.0,0.0,-1.49,-1.49
2022.11.21 04:30:00,2022-11-21,4,LONG,112,0.01,1.02795,EU_M30_R1,2022.11.21 05:50:39,2022-11-21,5,113,1.02630,-1.65,997.71,sl 1.02630,0.0,0.0,-1.65,-1.65
2022.11.21 06:30:00,2022-11-21,6,LONG,114,0.01,1.02639,EU_M30_R1,2022.11.21 08:09:29,2022-11-21,8,115,1.02445,-1.94,995.77,sl 1.02445,0.0,0.0,-1.94,-1.94
2022.11.21 09:30:00,2022-11-21,9,LONG,116,0.01,1.02360,EU_M30_R1,2022.11.21 12:25:16,2022-11-21,12,117,1.02534,1.74,997.51,tp 1.02534,0.0,0.0,1.74,1.74
2022.11.25 13:00:00,2022-11-25,13,LONG,118,0.01,1.03729,EU_M30_R1,2022.11.25 14:30:40,2022-11-25,14,119,1.03923,1.94,999.45,tp 1.03922,0.0,0.0,1.94,1.94
2022.11.28 01:30:00,2022-11-28,1,LONG,120,0.01,1.03525,EU_M30_R1,2022.11.28 05:36:39,2022-11-28,5,121,1.03675,1.5,1000.95,tp 1.03672,0.0,0.0,1.5,1.5
2022.11.30 15:30:00,2022-11-30,15,LONG,122,0.01,1.03153,EU_M30_R1,2022.11.30 17:30:40,2022-11-30,17,123,1.03424,2.71,1003.66,tp 1.03424,0.0,0.0,2.71,2.71
2022.12.02 15:00:00,2022-12-02,15,LONG,124,0.01,1.04735,EU_M30_R1,2022.12.02 15:38:31,2022-12-02,15,125,1.05104,3.69,1007.35,tp 1.05098,0.0,0.0,3.69,3.69
2022.12.05 16:30:00,2022-12-05,16,LONG,126,0.01,1.05124,EU_M30_R1,2022.12.06 05:20:38,2022-12-06,5,127,1.04777,-3.47,1003.77,sl 1.04779,0.0,-0.11,-3.47,-3.58
2022.12.12 00:30:00,2022-12-12,0,LONG,128,0.01,1.05138,EU_M30_R1,2022.12.12 05:45:18,2022-12-12,5,129,1.05227,0.89,1004.66,tp 1.05227,0.0,0.0,0.89,0.89
2022.12.15 09:00:00,2022-12-15,9,LONG,130,0.01,1.06220,EU_M30_R1,2022.12.15 12:16:24,2022-12-15,12,131,1.06351,1.31,1005.97,tp 1.06350,0.0,0.0,1.31,1.31
2023.01.05 15:30:00,2023-01-05,15,LONG,132,0.01,1.05318,EU_M30_R1,2023.01.06 08:21:27,2023-01-06,8,133,1.05059,-2.59,1003.27,sl 1.05059,0.0,-0.11,-2.59,-2.6999999999999997
2023.01.13 13:30:00,2023-01-13,13,LONG,134,0.01,1.08019,EU_M30_R1,2023.01.13 14:00:02,2023-01-13,14,135,1.08206,1.87,1005.14,tp 1.08205,0.0,0.0,1.87,1.87
2023.01.16 08:30:00,2023-01-16,8,LONG,136,0.01,1.08167,EU_M30_R1,2023.01.16 09:26:29,2023-01-16,9,137,1.08295,1.28,1006.42,tp 1.08293,0.0,0.0,1.28,1.28
2023.01.17 17:00:00,2023-01-17,17,LONG,138,0.01,1.07823,EU_M30_R1,2023.01.18 06:11:40,2023-01-18,6,139,1.08065,2.42,1008.73,tp 1.08064,0.0,-0.11,2.42,2.31
2023.01.23 14:00:00,2023-01-23,14,LONG,140,0.01,1.08626,EU_M30_R1,2023.01.24 00:41:03,2023-01-24,0,141,1.08794,1.68,1010.3,tp 1.08794,0.0,-0.11,1.68,1.5699999999999998
2023.01.24 14:30:00,2023-01-24,14,LONG,142,0.01,1.08619,EU_M30_R1,2023.01.24 15:30:15,2023-01-24,15,143,1.08833,2.14,1012.44,tp 1.08833,0.0,0.0,2.14,2.14
2023.01.27 04:30:00,2023-01-27,4,LONG,144,0.01,1.08679,EU_M30_R1,2023.01.27 06:20:43,2023-01-27,6,145,1.08750,0.71,1013.15,tp 1.08750,0.0,0.0,0.71,0.71
2023.01.27 14:00:00,2023-01-27,14,LONG,146,0.01,1.08651,EU_M30_R1,2023.01.27 14:44:05,2023-01-27,14,147,1.08452,-1.99,1011.16,sl 1.08452,0.0,0.0,-1.99,-1.99
2023.01.27 15:30:00,2023-01-27,15,LONG,148,0.01,1.08570,EU_M30_R1,2023.01.29 23:03:37,2023-01-29,23,149,1.08745,1.75,1012.58,tp 1.08745,0.0,-0.33,1.75,1.42
2023.01.31 04:00:00,2023-01-31,4,LONG,150,0.01,1.08461,EU_M30_R1,2023.01.31 04:58:00,2023-01-31,4,151,1.08386,-0.75,1011.83,sl 1.08386,0.0,0.0,-0.75,-0.75
2023.01.31 05:30:00,2023-01-31,5,LONG,152,0.01,1.08386,EU_M30_R1,2023.01.31 06:18:03,2023-01-31,6,153,1.08454,0.68,1012.51,tp 1.08454,0.0,0.0,0.68,0.68
2023.01.31 08:30:00,2023-01-31,8,LONG,154,0.01,1.08210,EU_M30_R1,2023.01.31 10:55:16,2023-01-31,10,155,1.08364,1.54,1014.05,tp 1.08364,0.0,0.0,1.54,1.54
2023.02.03 14:00:00,2023-02-03,14,LONG,156,0.01,1.08619,EU_M30_R1,2023.02.03 14:01:41,2023-02-03,14,157,1.08252,-3.67,1010.38,sl 1.08265,0.0,0.0,-3.67,-3.67
2023.02.06 11:00:00,2023-02-06,11,LONG,158,0.01,1.07663,EU_M30_R1,2023.02.06 11:40:44,2023-02-06,11,159,1.07801,1.38,1011.76,tp 1.07800,0.0,0.0,1.38,1.38
2023.02.06 16:30:00,2023-02-06,16,LONG,160,0.01,1.07180,EU_M30_R1,2023.02.06 18:07:37,2023-02-06,18,161,1.07329,1.49,1013.25,tp 1.07329,0.0,0.0,1.49,1.49
2023.02.07 08:00:00,2023-02-07,8,LONG,162,0.01,1.07192,EU_M30_R1,2023.02.07 12:16:44,2023-02-07,12,163,1.06971,-2.21,1011.04,sl 1.06971,0.0,0.0,-2.21,-2.21
2023.02.07 13:00:00,2023-02-07,13,LONG,164,0.01,1.06955,EU_M30_R1,2023.02.07 14:12:46,2023-02-07,14,165,1.06747,-2.08,1008.96,sl 1.06750,0.0,0.0,-2.08,-2.08
2023.02.07 15:00:00,2023-02-07,15,LONG,166,0.01,1.06929,EU_M30_R1,2023.02.07 15:48:15,2023-02-07,15,167,1.07122,1.93,1010.89,tp 1.07119,0.0,0.0,1.93,1.93
2023.02.10 09:30:00,2023-02-10,9,LONG,168,0.01,1.07075,EU_M30_R1,2023.02.10 11:36:28,2023-02-10,11,169,1.06884,-1.91,1008.98,sl 1.06884,0.0,0.0,-1.91,-1.91
2023.02.10 12:30:00,2023-02-10,12,LONG,170,0.01,1.06946,EU_M30_R1,2023.02.10 15:48:30,2023-02-10,15,171,1.06717,-2.29,1006.69,sl 1.06717,0.0,0.0,-2.29,-2.29
2023.02.13 01:00:00,2023-02-13,1,LONG,172,0.01,1.06671,EU_M30_R1,2023.02.13 05:32:32,2023-02-13,5,173,1.06765,0.94,1007.63,tp 1.06764,0.0,0.0,0.94,0.94
2023.02.15 05:00:00,2023-02-15,5,LONG,174,0.01,1.07153,EU_M30_R1,2023.02.15 05:34:37,2023-02-15,5,175,1.07065,-0.88,1006.75,sl 1.07066,0.0,0.0,-0.88,-0.88
2023.02.15 14:30:00,2023-02-15,14,LONG,176,0.01,1.06731,EU_M30_R1,2023.02.15 19:59:31,2023-02-15,19,177,1.06890,1.59,1008.34,tp 1.06889,0.0,0.0,1.59,1.59
2023.02.22 10:30:00,2023-02-22,10,LONG,178,0.01,1.06346,EU_M30_R1,2023.02.22 11:34:30,2023-02-22,11,179,1.06453,1.07,1009.41,tp 1.06453,0.0,0.0,1.07,1.07
2023.02.22 19:30:00,2023-02-22,19,LONG,180,0.01,1.06044,EU_M30_R1,2023.02.23 00:52:18,2023-02-23,0,181,1.06195,1.51,1010.81,tp 1.06195,0.0,-0.11,1.51,1.4
2023.02.23 16:30:00,2023-02-23,16,LONG,182,0.01,1.05823,EU_M30_R1,2023.02.23 18:21:34,2023-02-23,18,183,1.05981,1.58,1012.39,tp 1.05981,0.0,0.0,1.58,1.58
2023.02.24 14:00:00,2023-02-24,14,LONG,184,0.01,1.05475,EU_M30_R1,2023.02.27 09:37:37,2023-02-27,9,185,1.05626,1.51,1013.57,tp 1.05626,0.0,-0.33,1.51,1.18
2023.03.02 10:30:00,2023-03-02,10,LONG,186,0.01,1.06212,EU_M30_R1,2023.03.02 11:51:39,2023-03-02,11,187,1.06065,-1.47,1012.1,sl 1.06065,0.0,0.0,-1.47,-1.47
2023.03.02 12:30:00,2023-03-02,12,LONG,188,0.01,1.06069,EU_M30_R1,2023.03.02 12:31:37,2023-03-02,12,189,1.05896,-1.73,1010.37,sl 1.05896,0.0,0.0,-1.73,-1.73
2023.03.02 13:30:00,2023-03-02,13,LONG,190,0.01,1.05977,EU_M30_R1,2023.03.02 14:53:41,2023-03-02,14,191,1.06135,1.58,1011.95,tp 1.06135,0.0,0.0,1.58,1.58
2023.03.08 03:30:00,2023-03-08,3,LONG,192,0.01,1.05317,EU_M30_R1,2023.03.08 05:14:34,2023-03-08,5,193,1.05382,0.65,1012.6,tp 1.05382,0.0,0.0,0.65,0.65
2023.03.14 07:00:00,2023-03-14,7,LONG,194,0.01,1.06900,EU_M30_R1,2023.03.14 07:29:15,2023-03-14,7,195,1.07013,1.13,1013.73,tp 1.07013,0.0,0.0,1.13,1.13
2023.03.15 13:00:00,2023-03-15,13,LONG,196,0.01,1.05453,EU_M30_R1,2023.03.15 17:27:42,2023-03-15,17,197,1.05771,3.18,1016.91,tp 1.05771,0.0,0.0,3.18,3.18
2023.03.20 08:00:00,2023-03-20,8,LONG,198,0.01,1.06615,EU_M30_R1,2023.03.20 09:16:38,2023-03-20,9,199,1.06857,2.42,1019.33,tp 1.06857,0.0,0.0,2.42,2.42
2023.03.24 10:30:00,2023-03-24,10,LONG,200,0.01,1.07456,EU_M30_R1,2023.03.26 21:02:28,2023-03-26,21,201,1.07728,2.72,1021.72,tp 1.07722,0.0,-0.33,2.72,2.39
2023.03.29 07:30:00,2023-03-29,7,LONG,202,0.01,1.08328,EU_M30_R1,2023.03.29 09:22:04,2023-03-29,9,203,1.08449,1.21,1022.93,tp 1.08448,0.0,0.0,1.21,1.21
2023.03.31 09:00:00,2023-03-31,9,LONG,204,0.01,1.08894,EU_M30_R1,2023.03.31 10:52:23,2023-03-31,10,205,1.08730,-1.64,1021.29,sl 1.08730,0.0,0.0,-1.64,-1.64
2023.04.02 21:02:00,2023-04-02,21,LONG,206,0.01,1.08444,EU_M30_R1,2023.04.02 22:31:27,2023-04-02,22,207,1.08269,-1.75,1019.54,sl 1.08274,0.0,0.0,-1.75,-1.75
2023.04.03 00:30:00,2023-04-03,0,LONG,208,0.01,1.08075,EU_M30_R1,2023.04.03 02:56:31,2023-04-03,2,209,1.07930,-1.45,1018.09,sl 1.07931,0.0,0.0,-1.45,-1.45
2023.04.05 17:30:00,2023-04-05,17,LONG,210,0.01,1.08978,EU_M30_R1,2023.04.06 07:10:04,2023-04-06,7,211,1.09152,1.74,1019.72,tp 1.09152,0.0,-0.11,1.74,1.63
2023.04.14 16:30:00,2023-04-14,16,LONG,212,0.01,1.09803,EU_M30_R1,2023.04.14 18:59:33,2023-04-14,18,213,1.09985,1.82,1021.54,tp 1.09985,0.0,0.0,1.82,1.82
2023.04.17 09:30:00,2023-04-17,9,LONG,214,0.01,1.09757,EU_M30_R1,2023.04.17 12:45:25,2023-04-17,12,215,1.09637,-1.2,1020.34,sl 1.09638,0.0,0.0,-1.2,-1.2
2023.04.17 15:30:00,2023-04-17,15,LONG,216,0.01,1.09166,EU_M30_R1,2023.04.18 01:40:05,2023-04-18,1,217,1.09321,1.55,1021.78,tp 1.09320,0.0,-0.11,1.55,1.44
2023.04.19 11:00:00,2023-04-19,11,LONG,218,0.01,1.09339,EU_M30_R1,2023.04.19 12:43:31,2023-04-19,12,219,1.09476,1.37,1023.15,tp 1.09476,0.0,0.0,1.37,1.37
2023.04.25 15:30:00,2023-04-25,15,LONG,220,0.01,1.09838,EU_M30_R1,2023.04.25 17:15:39,2023-04-25,17,221,1.09650,-1.88,1021.27,sl 1.09650,0.0,0.0,-1.88,-1.88
2023.04.27 14:00:00,2023-04-27,14,LONG,222,0.01,1.10101,EU_M30_R1,2023.04.27 19:09:03,2023-04-27,19,223,1.10295,1.94,1023.21,tp 1.10295,0.0,0.0,1.94,1.94
2023.04.28 09:00:00,2023-04-28,9,LONG,224,0.01,1.09915,EU_M30_R1,2023.04.28 12:18:37,2023-04-28,12,225,1.09720,-1.95,1021.26,sl 1.09720,0.0,0.0,-1.95,-1.95
2023.05.01 16:00:00,2023-05-01,16,LONG,226,0.01,1.09695,EU_M30_R1,2023.05.02 01:04:59,2023-05-02,1,227,1.09833,1.38,1022.53,tp 1.09833,0.0,-0.11,1.38,1.2699999999999998
2023.05.04 13:30:00,2023-05-04,13,LONG,228,0.01,1.10318,EU_M30_R1,2023.05.04 14:55:29,2023-05-04,14,229,1.10013,-3.05,1019.48,sl 1.10013,0.0,0.0,-3.05,-3.05
2023.05.04 15:30:00,2023-05-04,15,LONG,230,0.01,1.10019,EU_M30_R1,2023.05.04 16:41:25,2023-05-04,16,231,1.10294,2.75,1022.23,tp 1.10293,0.0,0.0,2.75,2.75
2023.05.05 14:00:00,2023-05-05,14,LONG,232,0.01,1.09915,EU_M30_R1,2023.05.05 15:04:35,2023-05-05,15,233,1.10114,1.99,1024.22,tp 1.10113,0.0,0.0,1.99,1.99
2023.05.09 01:00:00,2023-05-09,1,LONG,234,0.01,1.09899,EU_M30_R1,2023.05.09 06:11:41,2023-05-09,6,235,1.09958,0.59,1024.81,tp 1.09958,0.0,0.0,0.59,0.59
2023.05.09 22:30:00,2023-05-09,22,LONG,236,0.01,1.09659,EU_M30_R1,2023.05.10 12:21:17,2023-05-10,12,237,1.09449,-2.1,1022.6,sl 1.09450,0.0,-0.11,-2.1,-2.21
2023.05.12 13:00:00,2023-05-12,13,LONG,238,0.01,1.08870,EU_M30_R1,2023.05.12 14:47:40,2023-05-12,14,239,1.08718,-1.52,1021.08,sl 1.08719,0.0,0.0,-1.52,-1.52
2023.05.17 06:30:00,2023-05-17,6,LONG,240,0.01,1.08603,EU_M30_R1,2023.05.17 07:23:15,2023-05-17,7,241,1.08502,-1.01,1020.07,sl 1.08502,0.0,0.0,-1.01,-1.01
2023.05.17 08:30:00,2023-05-17,8,LONG,242,0.01,1.08433,EU_M30_R1,2023.05.17 08:55:41,2023-05-17,8,243,1.08307,-1.26,1018.81,sl 1.08308,0.0,0.0,-1.26,-1.26
2023.05.18 10:00:00,2023-05-18,10,LONG,244,0.01,1.08184,EU_M30_R1,2023.05.18 10:32:36,2023-05-18,10,245,1.08056,-1.28,1017.53,sl 1.08058,0.0,0.0,-1.28,-1.28
2023.05.18 14:30:00,2023-05-18,14,LONG,246,0.01,1.07846,EU_M30_R1,2023.05.18 14:53:00,2023-05-18,14,247,1.07681,-1.65,1015.88,sl 1.07681,0.0,0.0,-1.65,-1.65
2023.05.18 15:30:00,2023-05-18,15,LONG,248,0.01,1.07731,EU_M30_R1,2023.05.19 06:23:05,2023-05-19,6,249,1.07866,1.35,1017.12,tp 1.07865,0.0,-0.11,1.35,1.24
2023.05.23 08:00:00,2023-05-23,8,LONG,250,0.01,1.08036,EU_M30_R1,2023.05.23 09:38:25,2023-05-23,9,251,1.07849,-1.87,1015.25,sl 1.07849,0.0,0.0,-1.87,-1.87
2023.05.23 11:00:00,2023-05-23,11,LONG,252,0.01,1.07779,EU_M30_R1,2023.05.23 14:02:40,2023-05-23,14,253,1.07900,1.21,1016.46,tp 1.07900,0.0,0.0,1.21,1.21
