period,start_inclusive_utc,end_exclusive_utc,raw_trades,raw_net_pnl_usd,raw_win_rate_pct,raw_profit_factor,raw_closed_trade_drawdown_usd,ml_trades,ml_net_pnl_usd,ml_win_rate_pct,ml_profit_factor,ml_closed_trade_drawdown_usd,delta_trades,delta_net_pnl_usd,delta_win_rate_percentage_points,delta_profit_factor,delta_closed_trade_drawdown_usd,v12_vetoed_before_cooldown,model_abstained_retained_before_cooldown
3M,2026-04-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,64,349.7255047803485,46.875,1.6550995134596662,137.17251039308542,60,331.401776172413,46.666666666666664,1.6461429038387136,140.8508204465345,-4,-18.323728607935493,-0.2083333333333326,-0.008956609620952571,3.6783100534490814,4,10
6M,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,147,1669.9513830676406,42.857142857142854,2.3167525435684926,137.17251039308553,141,1677.8255493705733,43.262411347517734,2.374052362736184,140.85082044653473,-6,7.874166302932736,0.4052684903748771,0.057299819167691446,3.678310053449195,6,28
1Y,2025-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,356,2502.7232508824322,44.10112359550562,1.9837293720046052,208.4143543521311,335,2569.445801464434,44.776119402985074,2.079047679325535,191.66779906090608,-21,66.72255058200199,0.674995807479456,0.09531830732092983,-16.746555291225036,21,67
2Y,2024-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,787,3717.0678404402656,45.23506988564168,1.8281863716964044,279.03947729639003,743,3803.8571754897566,45.76043068640646,1.8982694648672742,270.87368678850305,-44,86.789335049491,0.5253608007647848,0.0700830931708698,-8.165790507886982,46,160
5Y,2021-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,1512,4800.891382860866,45.370370370370374,1.7260403480254378,279.03947729639003,1468,4887.680717910356,45.64032697547684,1.768638753898392,270.8736867885033,-44,86.78933504949055,0.26995660510646946,0.04259840587295427,-8.165790507886754,46,278
10Y,2016-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2069,5198.999448166458,45.094248429192845,1.6526979073034245,279.03947729639003,2025,5285.788783215949,45.28395061728395,1.685411468953072,270.8736867885027,-44,86.78933504949055,0.1897021880911065,0.03271356164964745,-8.165790507887323,46,605
ALL,,,2153,5432.465955672466,44.7282861124013,1.6593777127678904,279.03947729639003,2109,5519.255290721957,44.90279753437648,1.691183412304738,270.8736867885027,-44,86.78933504949055,0.174511421975182,0.03180569953684764,-8.165790507887323,46,689
