trade_id,candidate_id,month,family_id,decision_time_utc,entry_time_utc,exit_time_utc,direction,xau_feature_status,model_score,threshold,ml_action,ml_retained,raw_pnl_usd,ml_pnl_usd
V9_BREAK_20250909T002000Z_LONG,45476cb8e794e8186dd652be08b88d9f03884745cee249a18c63e3539fc8b6a9,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-09 00:20:00+00:00,2025-09-09 00:20:00+00:00,2025-09-09 02:10:00+00:00,LONG,PASS,0.3559837327032498,0.059173643554119026,RETAIN,True,8.53381582170208,8.53381582170208
V9_BREAK_20250909T021000Z_LONG,cb5173535ae820904b818bfdfe6e771e6a848dbe0bef096466f516de2fe8ecaf,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-09 02:10:00+00:00,2025-09-09 02:10:00+00:00,2025-09-09 03:05:00+00:00,LONG,PASS,0.03977211136946633,0.059173643554119026,VETO,False,-8.037753402496884,0.0
2025-09-09 13:15:00|LONG|r1_h1_pullback_long_v1,e8a028cf4007dafb9a1106a23e377f2b5d9a5e6b2c09e54f406850cceb52a690,2025-09,R1_UPTREND,2025-09-09 13:15:00+00:00,2025-09-09 13:15:00+00:00,2025-09-09 14:00:38+00:00,LONG,PASS,0.3642918579396201,0.3311466856105185,RETAIN,True,19.779999999999998,19.779999999999998
2025-09-09 13:30:00|LONG|r1_h1_pullback_long_v1,8aa87b0cc0e745aa578b02c7ff40606cd6601993160c107273966675be7a3758,2025-09,R1_UPTREND,2025-09-09 13:30:00+00:00,2025-09-09 13:30:00+00:00,2025-09-09 14:08:42+00:00,LONG,PASS,0.33799028379049045,0.3311466856105185,RETAIN,True,-18.36,-18.36
V9_BREAK_20250910T015500Z_LONG,146630607db57a98bc0864ec7bb8f64511ffaf1a3bdd38eb5beb5a0c1402e26e,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-10 01:55:00+00:00,2025-09-10 01:55:00+00:00,2025-09-10 07:50:00+00:00,LONG,PASS,0.13963509111752032,0.059173643554119026,RETAIN,True,15.189661887795804,15.189661887795804
V9_BREAK_20250910T094500Z_LONG,4071209f1905f93de1ea60e2bceadfc3aaed6826c33a79b8457b76461077fe20,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-10 09:45:00+00:00,2025-09-10 09:45:00+00:00,2025-09-10 12:40:00+00:00,LONG,PASS,0.29687074021294213,0.059173643554119026,RETAIN,True,-4.876704734448024,-4.876704734448024
V9_BREAK_20250911T000500Z_LONG,87c9c6c9b42e049059323df5b3b0b4f2ebf07e1b98ebe9186cedf8eb85fb779d,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-11 00:05:00+00:00,2025-09-11 00:05:00+00:00,2025-09-11 00:55:00+00:00,LONG,PASS,-0.01347504516787229,0.059173643554119026,VETO,False,-4.240531332467511,0.0
V9_BREAK_20250911T015000Z_SHORT,135e0583ce0e235564a3112b0f660e3520d7e5e7b959016ce84146cd1edfa063,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-11 01:50:00+00:00,2025-09-11 01:50:00+00:00,2025-09-11 03:45:00+00:00,SHORT,PASS,-0.07959710583489948,0.059173643554119026,VETO,False,9.658953020912127,0.0
V9_BREAK_20250912T005000Z_LONG,1c4e1384e04a3a03cafcfb4a20de3707f978a4e3c7c2e3b3459c91caa86547ae,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-12 00:50:00+00:00,2025-09-12 00:50:00+00:00,2025-09-12 01:35:00+00:00,LONG,PASS,-0.0642550334928002,0.059173643554119026,VETO,False,7.348637303015797,0.0
V9_BREAK_20250912T021000Z_LONG,9cee2399201888223731466bf558c0ad5ebd11ebf68539f4e6a1cfe8de13f0b7,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-12 02:10:00+00:00,2025-09-12 02:10:00+00:00,2025-09-12 08:15:00+00:00,LONG,PASS,-0.03656889435033417,0.059173643554119026,VETO,False,-6.792710179279628,0.0
V9_BREAK_20250915T001500Z_LONG,23ded6a9f4f1ae6b8a0d092a2bf56e4351062c602dcd2776623f6edf712622ff,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-15 00:15:00+00:00,2025-09-15 00:15:00+00:00,2025-09-15 00:35:00+00:00,LONG,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,-4.338696497934728,-4.338696497934728
V9_BREAK_20250915T004000Z_SHORT,744955323b893a7165261da05618aa00e71c9e6a3588c880a0d6a3763c37f671,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-15 00:40:00+00:00,2025-09-15 00:40:00+00:00,2025-09-15 02:10:00+00:00,SHORT,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,-5.212764655442438,-5.212764655442438
2025-09-15 09:00:00|LONG|r1_h1_pullback_long_v1,0d756c46e26a144862a7b4427597d6b316a44b0907de9bbf1b86ab28cd3eeee6,2025-09,R1_UPTREND,2025-09-15 09:00:00+00:00,2025-09-15 09:00:00+00:00,2025-09-15 15:23:39+00:00,LONG,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,20.16,20.16
2025-09-15 13:00:00|LONG|r1_h1_pullback_long_v1,c8cd415a95b5cde5e706479acad956bd6848f1b60286f735636c0b95cdaa1e73,2025-09,R1_UPTREND,2025-09-15 13:00:00+00:00,2025-09-15 13:00:00+00:00,2025-09-15 15:55:40+00:00,LONG,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,28.47,28.47
2025-09-15 13:30:00|LONG|r1_h1_pullback_long_v1,0a1c96eb809a6ae11da728e89f00c3965a6d6180996b74d0dfe0f69c4ec5a83c,2025-09,R1_UPTREND,2025-09-15 13:30:00+00:00,2025-09-15 13:30:00+00:00,2025-09-16 06:44:45+00:00,LONG,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,35.220000000000006,35.220000000000006
2025-09-15 14:15:00|LONG|r1_h1_pullback_long_v1,32522771781912e321a780e63acb8ab02fa8f380996084888440046440675c0c,2025-09,R1_UPTREND,2025-09-15 14:15:00+00:00,2025-09-15 14:15:00+00:00,2025-09-16 08:14:28+00:00,LONG,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,34.6,34.6
V9_BREAK_20250916T010000Z_LONG,e915c1a10eb4fe2d0709e530465129378efdade3c0077de9d246c37a6938900a,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-16 01:00:00+00:00,2025-09-16 01:00:00+00:00,2025-09-16 01:05:00+00:00,LONG,PASS,0.23358516009797398,0.059173643554119026,RETAIN,True,-4.728565405431127,-4.728565405431127
V9_BREAK_20250916T012000Z_SHORT,b9393a8ad1883373b29b8ae8aa0f63df4238c1c24470c727d114ec7fb43a5297,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-16 01:20:00+00:00,2025-09-16 01:20:00+00:00,2025-09-16 02:10:00+00:00,SHORT,PASS,0.07700843920528021,0.059173643554119026,RETAIN,True,-6.062826456606985,-6.062826456606985
2025-09-16 14:15:00|LONG|r1_h1_pullback_long_v1,2eb34d928385d05462265925b1db12bc55037362150624034df8f97e7888a6dd,2025-09,R1_UPTREND,2025-09-16 14:15:00+00:00,2025-09-16 14:15:00+00:00,2025-09-16 15:05:26+00:00,LONG,PASS,0.33678626619420227,0.3311466856105185,RETAIN,True,-15.67,-15.67
V9_BREAK_20250917T025000Z_LONG,d7656fbc6de5513e37e20dec6e4c2bddcbb2f0bf26e8bacb3d1f46ee53e51127,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-17 02:50:00+00:00,2025-09-17 02:50:00+00:00,2025-09-17 05:40:00+00:00,LONG,PASS,0.21778803202341585,0.059173643554119026,RETAIN,True,-6.746187506034548,-6.746187506034548
V9_BREAK_20250917T072000Z_SHORT,97ea93a03eecfd287cf351203c7b4463300604c1ae26f5daebb925b8f50f06bf,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-17 07:20:00+00:00,2025-09-17 07:20:00+00:00,2025-09-17 12:50:00+00:00,SHORT,PASS,0.06024660245975032,0.059173643554119026,RETAIN,True,-7.079970099994214,-7.079970099994214
V9_BREAK_20250918T012000Z_SHORT,d50d7f1e14b01d68d5761a6d0496bc69081a84d3b7c28606899a72431feecd7a,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-18 01:20:00+00:00,2025-09-18 01:20:00+00:00,2025-09-18 02:10:00+00:00,SHORT,PASS,-0.23766178880571293,0.059173643554119026,VETO,False,-9.292019857702059,0.0
V9_BREAK_20250918T055500Z_SHORT,4ff52e6fb11ec30b811b2850de0ba3064af3af828c4aa73bcc95105a0741d9d7,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-18 05:55:00+00:00,2025-09-18 05:55:00+00:00,2025-09-18 06:15:00+00:00,SHORT,PASS,-0.08921237215639816,0.059173643554119026,VETO,False,10.084136116055562,0.0
V7_20250919T093000Z_SHORT,962e8ccda66ae2d8cd1a28be37e890ad386f008263aeb89c715320c8f110caeb,2025-09,V7_SWING_HEALTH,2025-09-19 09:30:00+00:00,2025-09-19 09:30:00+00:00,2025-09-19 11:55:00+00:00,SHORT,PASS,-0.2561795937964302,0.07779505977910199,VETO,False,8.248343344744402,0.0
V9_BREAK_20250922T160500Z_LONG,a73d88577eb3da64abe7385266c33f29d15b7680437700a5da6c6d60d46bd2f1,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-22 16:05:00+00:00,2025-09-22 16:05:00+00:00,2025-09-23 01:10:00+00:00,LONG,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,12.631966875793774,12.631966875793774
V9_BREAK_20250923T035000Z_LONG,cb349b71367d1ae0f2b877550e584e4747b31f1b55ce2c8ea6fd00c3d0e28656,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-23 03:50:00+00:00,2025-09-23 03:50:00+00:00,2025-09-23 08:35:00+00:00,LONG,PASS,0.26381946649324683,0.059173643554119026,RETAIN,True,12.673379986568195,12.673379986568195
V9_BREAK_20250923T083500Z_LONG,a74d4644c218dd9a5fc6caaa693bbf6032d0d7f589c384119af7545f839a8156,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-23 08:35:00+00:00,2025-09-23 08:35:00+00:00,2025-09-23 09:05:00+00:00,LONG,PASS,0.45750204113791637,0.059173643554119026,RETAIN,True,12.126322250761357,12.126322250761357
V9_BREAK_20250924T000500Z_SHORT,00880e891d6a9ea73de3756fd887880bef20f5efd2a19e3199edc8427ea3c5cc,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-24 00:05:00+00:00,2025-09-24 00:05:00+00:00,2025-09-24 00:25:00+00:00,SHORT,PASS,-0.030589324872530743,0.059173643554119026,VETO,False,-5.680395270063707,0.0
V9_BREAK_20250924T011000Z_LONG,a3224ddc32e226687e8d3d8d8fe248eafafe6ecb6620a2eddb863eca5a53be81,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-24 01:10:00+00:00,2025-09-24 01:10:00+00:00,2025-09-24 01:20:00+00:00,LONG,PASS,0.03013187213898577,0.059173643554119026,VETO,False,-6.53165427614743,0.0
2025-09-24 12:00:00|LONG|r1_h1_pullback_long_v1,773870daf41041315a13cbc3fd34c172a0906f02996b873c185243e5128e861a,2025-09,R1_UPTREND,2025-09-24 12:00:00+00:00,2025-09-24 12:00:00+00:00,2025-09-24 14:00:15+00:00,LONG,PASS,0.4941123041077342,0.3311466856105185,RETAIN,True,-10.5,-10.5
2025-09-24 13:15:00|LONG|r1_h1_pullback_long_v1,63af6c932798339b637a4ea2d1c3de18a0893faca4ccf1c5674c72ab40a6f3db,2025-09,R1_UPTREND,2025-09-24 13:15:00+00:00,2025-09-24 13:15:00+00:00,2025-09-24 13:33:43+00:00,LONG,PASS,0.15678359481022897,0.3311466856105185,VETO,False,-8.88,0.0
V9_BREAK_20250925T001500Z_LONG,37a2e4b3255b825e0ffc9ae8c1e42387e4cda905e61ff3a615899e179781f9d6,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-25 00:15:00+00:00,2025-09-25 00:15:00+00:00,2025-09-25 01:05:00+00:00,LONG,PASS,-0.023391842239734117,0.059173643554119026,VETO,False,-5.591076961415099,0.0
V9_BREAK_20250925T011000Z_SHORT,f5e6bd4870695b326b8a02457963c8056d3fe06fd99c3eeaacff2a1084f6280b,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-25 01:10:00+00:00,2025-09-25 01:10:00+00:00,2025-09-25 02:10:00+00:00,SHORT,PASS,-0.21179549847617546,0.059173643554119026,VETO,False,10.719765404826292,0.0
2025-09-25 11:30:00|LONG|r1_h1_pullback_long_v1,15a6e58afecc9dc1e943a95444968b30b73e6e4bbdf10da5513dbd72e0505090,2025-09,R1_UPTREND,2025-09-25 11:30:00+00:00,2025-09-25 11:30:00+00:00,2025-09-25 12:36:42+00:00,LONG,PASS,0.3214119932023692,0.3311466856105185,VETO,False,-10.5,0.0
2025-09-25 11:45:00|LONG|r1_h1_pullback_long_v1,ddb21459d0670fd6492213e116d58aed1c7ef991622111b3bfdde57951e0f37f,2025-09,R1_UPTREND,2025-09-25 11:45:00+00:00,2025-09-25 11:45:00+00:00,2025-09-25 12:36:41+00:00,LONG,PASS,0.5388876529848363,0.3311466856105185,RETAIN,True,-11.67,-11.67
2025-09-25 12:00:00|LONG|r1_h1_pullback_long_v1,eb45b3baddc737cda23efa4c4ea5529264421cb90bb3ddf8f4083b45ada78ce6,2025-09,R1_UPTREND,2025-09-25 12:00:00+00:00,2025-09-25 12:00:00+00:00,2025-09-25 12:36:41+00:00,LONG,PASS,0.4736872060907135,0.3311466856105185,RETAIN,True,-13.56,-13.56
2025-09-26 10:00:00|LONG|r1_h1_pullback_long_v1,1fd140897fb2cf5937308b23d9d560f7843d986169a00d3a248acde9f408a94a,2025-09,R1_UPTREND,2025-09-26 10:00:00+00:00,2025-09-26 10:00:00+00:00,2025-09-26 10:40:37+00:00,LONG,PASS,-0.049421711088420306,0.3311466856105185,VETO,False,-5.569999999999999,0.0
2025-09-26 12:15:00|LONG|r1_h1_pullback_long_v1,4901e068a4d60a95ea2fded90cf592a2313b80742ebb6511b9a0bc9f6375ae2d,2025-09,R1_UPTREND,2025-09-26 12:15:00+00:00,2025-09-26 12:15:00+00:00,2025-09-26 14:08:30+00:00,LONG,PASS,0.1134894800842188,0.3311466856105185,VETO,False,18.79,0.0
2025-09-26 13:15:00|LONG|r1_h1_pullback_long_v1,1054d2870e7f4e10ee0d05947dd37fef883d64b1589b1fc7471f797afd63e6aa,2025-09,R1_UPTREND,2025-09-26 13:15:00+00:00,2025-09-26 13:15:00+00:00,2025-09-29 04:37:29+00:00,LONG,PASS,0.037985068504613834,0.3311466856105185,VETO,False,37.900000000000006,0.0
2025-09-26 14:00:00|LONG|r1_h1_pullback_long_v1,1a745ab4fd693d040dedfb6525a25c949be6e57c6f57889e0b77f92d4233b9fc,2025-09,R1_UPTREND,2025-09-26 14:00:00+00:00,2025-09-26 14:00:00+00:00,2025-09-29 02:21:30+00:00,LONG,PASS,0.07957726794631961,0.3311466856105185,VETO,False,33.550000000000004,0.0
V8_20250929T075500Z_SHORT,ccaea7631bf90dd6fb86eeaaed6b829af1ce24f20917be09cf8b452b0e38250c,2025-09,V8_RETEST_HEALTH,2025-09-29 07:55:00+00:00,2025-09-29 07:55:00+00:00,2025-09-29 08:05:00+00:00,SHORT,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,-6.419312790758588,-6.419312790758588
V9_BREAK_20250929T205500Z_LONG,895b0a4ce174b49142a7778954ed8c78e6d798e9a40deda51cbc1ea7b90d086f,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-29 20:55:00+00:00,2025-09-29 20:55:00+00:00,2025-09-29 22:05:00+00:00,LONG,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,-4.906630253355033,-4.906630253355033
V9_BREAK_20250930T012500Z_LONG,1962e63b425cc5e5286de330eda3c1dc1b9ef843a0dae5bb6e71fb6c942c7353,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-30 01:25:00+00:00,2025-09-30 01:25:00+00:00,2025-09-30 03:45:00+00:00,LONG,PASS,0.04486858095784586,0.059173643554119026,VETO,False,14.1075147852961,0.0
V9_BREAK_20250930T034500Z_LONG,4c8e48f4451095e707d915fde2076fa09dc247a54b814c88acc17b5700ec96c9,2025-09,V57_BREAK_SWING_H4ADX_HIGH,2025-09-30 03:45:00+00:00,2025-09-30 03:45:00+00:00,2025-09-30 06:55:00+00:00,LONG,PASS,0.1825357227047761,0.059173643554119026,RETAIN,True,-7.549916076467221,-7.549916076467221
V9_BREAK_20251001T020500Z_LONG,2ac83bbf5b7c5d5374b530913b6cd2a13d3a39214406c94536e93a7dd9304194,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-01 02:05:00+00:00,2025-10-01 02:05:00+00:00,2025-10-01 02:20:00+00:00,LONG,PASS,0.17101264308792866,0.059173643554119026,RETAIN,True,-5.469013778977541,-5.469013778977541
V9_BREAK_20251001T050500Z_LONG,b52d95f5a00c1418b2086a26da23b16315267a88b083f93e76515e1b0fa8cf71,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-01 05:05:00+00:00,2025-10-01 05:05:00+00:00,2025-10-01 05:10:00+00:00,LONG,PASS,0.12128842796373857,0.059173643554119026,RETAIN,True,-7.061711336500859,-7.061711336500859
V9_BREAK_20251002T012500Z_LONG,676b2f98bc1dc44b5839e2acc88adc162336f10b1dc6aa19b131507549a50aaf,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-02 01:25:00+00:00,2025-10-02 01:25:00+00:00,2025-10-02 09:00:00+00:00,LONG,PASS,-0.029437225960170954,0.059173643554119026,VETO,False,12.586587201069994,0.0
V9_BREAK_20251002T112000Z_LONG,a5a188fb106fed01a62343b132a077e07e57f772e33336663a11a40cbe50b289,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-02 11:20:00+00:00,2025-10-02 11:20:00+00:00,2025-10-02 13:50:00+00:00,LONG,PASS,0.22101029871612882,0.059173643554119026,RETAIN,True,-6.579039145645031,-6.579039145645031
V9_BREAK_20251007T045000Z_LONG,cef819c8f56b3ebbbfa5474fcb99329bd2021e830e38ba3a0289fd37d99615fe,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-07 04:50:00+00:00,2025-10-07 04:50:00+00:00,2025-10-07 05:10:00+00:00,LONG,PASS,0.17717274507376224,0.059173643554119026,RETAIN,True,-6.104514867379344,-6.104514867379344
V9_BREAK_20251007T091000Z_LONG,70c2591120920c8f1882bf3411e5fad665b147a44cda30d60a24d76a78313e4e,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-07 09:10:00+00:00,2025-10-07 09:10:00+00:00,2025-10-07 12:10:00+00:00,LONG,PASS,0.22588713353182382,0.059173643554119026,RETAIN,True,14.285320996191775,14.285320996191775
V9_BREAK_20251008T000500Z_LONG,08810205e6cfb222d8faf5185bbffa02f9603562aedbaaff3672d476ce442f8d,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-08 00:05:00+00:00,2025-10-08 00:05:00+00:00,2025-10-08 00:35:00+00:00,LONG,PASS,0.003980024741626842,0.059173643554119026,VETO,False,-5.641214752161858,0.0
V9_BREAK_20251008T010500Z_SHORT,af80b491f5d245d2cc7deb44679d53f31ff92cf169c0f3baa6cd59ef88be0a0e,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-08 01:05:00+00:00,2025-10-08 01:05:00+00:00,2025-10-08 01:30:00+00:00,SHORT,PASS,-0.04883660737180817,0.059173643554119026,VETO,False,-7.3702523409156875,0.0
V9_BREAK_20251009T002500Z_LONG,1b7d0c8630528b8defabc8717c64bba4e1d1c9ada2a003cedb0b29b079ea230e,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-09 00:25:00+00:00,2025-10-09 00:25:00+00:00,2025-10-09 01:05:00+00:00,LONG,PASS,0.05092136528531205,0.059173643554119026,VETO,False,-13.355505880201493,0.0
V9_BREAK_20251009T013000Z_LONG,be813945650d5ee60c9c56f37e73439582f0e637c690eb5d52648424f3c639ac,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-09 01:30:00+00:00,2025-10-09 01:30:00+00:00,2025-10-09 02:00:00+00:00,LONG,PASS,0.14508945303914633,0.059173643554119026,RETAIN,True,-14.861459884782152,-14.861459884782152
V9_BREAK_20251028T232000Z_LONG,31fe2609cdff2691c904c29528da625f6424fb3ca34805275381a88994c80c5c,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-28 23:20:00+00:00,2025-10-28 23:20:00+00:00,2025-10-29 07:15:00+00:00,LONG,PASS,0.0011221544903309288,0.059173643554119026,VETO,False,30.540249297236038,0.0
V9_BREAK_20251029T071500Z_LONG,16b75cfd62aae99b7b18df5cf570a2db386ddce75e28f0967ed33432cb4c954b,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-29 07:15:00+00:00,2025-10-29 07:15:00+00:00,2025-10-29 09:50:00+00:00,LONG,PASS,0.3172211494974309,0.059173643554119026,RETAIN,True,25.188147119213422,25.188147119213422
V9_BREAK_20251029T095000Z_LONG,602314b4441481654a90a604b26db5875d1a16cf797ddce2d09e009ef87c7a87,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-29 09:50:00+00:00,2025-10-29 09:50:00+00:00,2025-10-29 10:10:00+00:00,LONG,PASS,0.31269001552030984,0.059173643554119026,RETAIN,True,-11.974373840932767,-11.974373840932767
V9_BREAK_20251030T020500Z_SHORT,7ffcea628747c3c64163d255946658889ab676fc7b413177e0cad12059bdc7d4,2025-10,V57_BREAK_SWING_H4ADX_HIGH,2025-10-30 02:05:00+00:00,2025-10-30 02:05:00+00:00,2025-10-30 04:30:00+00:00,SHORT,PASS,-0.2133286337359807,0.059173643554119026,VETO,False,-19.10127686776337,0.0
V8_20251030T022500Z_SHORT,5030ed9b012dd4993f1a6242d43c602760ea7ab6e503f6515727eacb72e72867,2025-10,V8_RETEST_HEALTH,2025-10-30 02:25:00+00:00,2025-10-30 02:25:00+00:00,2025-10-30 03:05:00+00:00,SHORT,PASS,-0.056545826071277366,0.09655066187150227,VETO,False,16.90456317182018,0.0
V7_20251031T081500Z_SHORT,7f3b2617c3dd7e5ee780788de6a9edf1114351034e17fe6ff3f18407782f7974,2025-10,V7_SWING_HEALTH,2025-10-31 08:15:00+00:00,2025-10-31 08:15:00+00:00,2025-10-31 12:50:00+00:00,SHORT,PASS,-0.12925457260311002,0.07779505977910199,VETO,False,-12.885498426219575,0.0
V25_865b34ed40e0aa35de9d7b92,0d95d3f5970aa0e842dd5d459d96066dd74ab6d679bb48947fae34607f597360,2025-11,V25_CHOP,2025-11-03 09:15:00+00:00,2025-11-03 09:15:00.058000+00:00,2025-11-03 09:31:12.647000+00:00,LONG,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,-20.54434307088184,-20.54434307088184
V7_20251104T081500Z_SHORT,2990b935e5e3f713b179c928933a3f812c91aaa9937b56fcd4ba3b9aa5fccf9f,2025-11,V7_SWING_HEALTH,2025-11-04 08:15:00+00:00,2025-11-04 08:15:00+00:00,2025-11-04 14:05:00+00:00,SHORT,PASS,0.10356630598782515,0.07779505977910199,RETAIN,True,19.82348241603016,19.82348241603016
V8_20251104T142000Z_SHORT,bbb0a99b4ab6c637dfb6fbccf3d31c10943333fa7e8a8eb4322653d92a74c619,2025-11,V8_RETEST_HEALTH,2025-11-04 14:20:00+00:00,2025-11-04 14:20:00+00:00,2025-11-04 14:30:00+00:00,SHORT,PASS,0.30073446354489336,0.09655066187150227,RETAIN,True,11.605301666742792,11.605301666742792
V7_20251105T101000Z_LONG,cc9be9f239b4b21e04d9bb3b277132dd5f93cff52cd45562c5cd952356025ecf,2025-11,V7_SWING_HEALTH,2025-11-05 10:10:00+00:00,2025-11-05 10:10:00+00:00,2025-11-05 16:50:00+00:00,LONG,PASS,0.49168306201139406,0.07779505977910199,RETAIN,True,19.68137100358316,19.68137100358316
c51720f96136212a5a9afa4f,37059b53264187ad5abf2ad490c5a69690d62d4ee588233ecbee39e7a959548d,2025-11,R4_CHOP,2025-11-09 23:15:00+00:00,2025-11-09 23:15:00.028000+00:00,2025-11-10 01:21:02.226000+00:00,LONG,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,25.4905625118036,25.4905625118036
V25_de32bfa05c66ff8c281e2840,eba6f00160b05897ada088f9bd597ae781c990c97d4b50b0b751ca898700f2d7,2025-11,V25_CHOP,2025-11-09 23:30:00+00:00,2025-11-09 23:30:00.084000+00:00,2025-11-10 01:20:51.314000+00:00,LONG,ABSTAIN_MISSING_MANDATORY_XAU,,,MODEL_ABSTAIN_RETAIN_ALL,True,25.49425277569249,25.49425277569249
V7_20251112T081500Z_LONG,2c13311a4c7620657a25d1162773597dc363b4b96e18039176604236988bd5e6,2025-11,V7_SWING_HEALTH,2025-11-12 08:15:00+00:00,2025-11-12 08:15:00+00:00,2025-11-12 12:30:00+00:00,LONG,PASS,0.18259366053097903,0.07779505977910199,RETAIN,True,16.970433529867144,16.970433529867144
2025-11-12 11:00:00|LONG|r1_h1_pullback_long_v1,d2ec87b97d4614154eb6c4d3fbd3558b78234dd58e7e3903d0ff1eaf98f9b661,2025-11,R1_UPTREND,2025-11-12 11:00:00+00:00,2025-11-12 11:00:00+00:00,2025-11-12 15:10:39+00:00,LONG,PASS,0.34883007773190833,0.3311466856105185,RETAIN,True,22.62,22.62
2025-11-12 11:15:00|LONG|r1_h1_pullback_long_v1,cb59b76fa10f28487c897dbadd95015ae0998baa2f6060e1cf26490ff4f19e7d,2025-11,R1_UPTREND,2025-11-12 11:15:00+00:00,2025-11-12 11:15:00+00:00,2025-11-12 15:13:36+00:00,LONG,PASS,0.37392648595092365,0.3311466856105185,RETAIN,True,29.02,29.02
2025-11-12 11:45:00|LONG|r1_h1_pullback_long_v1,b9c2e2fd9ef44c0cd6b85706fa8f234867521f88b1b11327182b825774114e64,2025-11,R1_UPTREND,2025-11-12 11:45:00+00:00,2025-11-12 11:45:00+00:00,2025-11-12 15:10:42+00:00,LONG,PASS,0.3733317885091757,0.3311466856105185,RETAIN,True,23.75,23.75
2025-11-12 12:15:00|LONG|r1_h1_pullback_long_v1,3721e1ab6ca0f391495a2b783e1c442ef4817a8110005880140008d3532dcccd,2025-11,R1_UPTREND,2025-11-12 12:15:00+00:00,2025-11-12 12:15:00+00:00,2025-11-12 15:10:30+00:00,LONG,PASS,0.2222761109929312,0.3311466856105185,VETO,False,17.62,0.0
2025-11-12 12:30:00|LONG|r1_h1_pullback_long_v1,3d6fac214430f10bc8c8c7c8dd8a658a339c25ece5a3a5e3debce756b3a30896,2025-11,R1_UPTREND,2025-11-12 12:30:00+00:00,2025-11-12 12:30:00+00:00,2025-11-12 15:16:38+00:00,LONG,PASS,0.3280317227300345,0.3311466856105185,VETO,False,29.46,0.0
