period,start_inclusive_utc,end_exclusive_utc,raw_trades,raw_net_pnl_usd,raw_win_rate_pct,raw_profit_factor,raw_closed_trade_drawdown_usd,ml_trades,ml_net_pnl_usd,ml_win_rate_pct,ml_profit_factor,ml_closed_trade_drawdown_usd,delta_trades,delta_net_pnl_usd,delta_win_rate_percentage_points,delta_profit_factor,delta_closed_trade_drawdown_usd,v12_vetoed_before_cooldown,model_abstained_retained_before_cooldown
F2020,2020-07-01T00:00:00+00:00,2021-07-01T00:00:00+00:00,297,401.38786419774357,46.12794612794613,1.5292797120651729,93.65780600172616,297,401.38786419774357,46.12794612794613,1.5292797120651729,93.65780600172616,0,0.0,0.0,0.0,0.0,0,67
F2021,2021-07-01T00:00:00+00:00,2022-07-01T00:00:00+00:00,141,26.221009305395526,37.5886524822695,1.069755937144279,64.76874378129705,141,26.221009305395526,37.5886524822695,1.069755937144279,64.76874378129705,0,0.0,0.0,0.0,0.0,0,31
F2022,2022-07-01T00:00:00+00:00,2023-07-01T00:00:00+00:00,292,203.29453158517805,42.465753424657535,1.2103809265853505,112.59799617191521,292,203.29453158517805,42.465753424657535,1.2103809265853505,112.59799617191521,0,0.0,0.0,0.0,0.0,0,46
F2023,2023-07-01T00:00:00+00:00,2024-07-01T00:00:00+00:00,292,854.3080015300259,52.3972602739726,2.09244366936516,154.52294424181665,292,854.3080015300259,52.3972602739726,2.09244366936516,154.52294424181665,0,0.0,0.0,0.0,0.0,0,41
F2024,2024-07-01T00:00:00+00:00,2025-07-01T00:00:00+00:00,431,1214.3445895578334,46.17169373549884,1.6246357065307224,276.86585968330894,402,1208.1491891289957,46.517412935323385,1.653507414951396,283.38368678850316,-29,-6.195400428837729,0.34571919982454014,0.028871708420673547,6.517827105194215,31,93
F2025,2025-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,356,2502.7232508824322,44.10112359550562,1.9837293720046052,208.4143543521311,325,2565.658074658697,44.92307692307692,2.119299265944333,191.66779906090608,-31,62.93482377626469,0.8219533275713009,0.13556989393972785,-16.746555291225036,32,67
