period,start_inclusive_utc,end_exclusive_utc,raw_trades,raw_net_pnl_usd,raw_win_rate_pct,raw_profit_factor,raw_closed_trade_drawdown_usd,ml_trades,ml_net_pnl_usd,ml_win_rate_pct,ml_profit_factor,ml_closed_trade_drawdown_usd,delta_trades,delta_net_pnl_usd,delta_win_rate_percentage_points,delta_profit_factor,delta_closed_trade_drawdown_usd,v12_vetoed_before_cooldown,model_abstained_retained_before_cooldown
3M,2026-04-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,64,349.7255047803485,46.875,1.6550995134596662,137.17251039308542,59,305.9410836386625,45.76271186440678,1.595528811851978,128.16979431482588,-5,-43.78442114168598,-1.1122881355932202,-0.05957070160768829,-9.002716078259539,6,10
6M,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,147,1669.9513830676406,42.857142857142854,2.3167525435684926,137.17251039308553,134,1694.1947792847689,44.02985074626866,2.481739428607019,128.16979431482605,-13,24.243396217128293,1.1727078891258014,0.16498688503852632,-9.002716078259482,14,28
1Y,2025-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,356,2502.7232508824322,44.10112359550562,1.9837293720046052,208.4143543521311,325,2565.658074658697,44.92307692307692,2.119299265944333,191.66779906090608,-31,62.93482377626469,0.8219533275713009,0.13556989393972785,-16.746555291225036,32,67
2Y,2024-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,787,3717.0678404402656,45.23506988564168,1.8281863716964044,279.03947729639003,727,3773.807263787692,45.80467675378267,1.911346092132928,283.38368678850316,-60,56.73942334742651,0.5696068681409927,0.08315972043652353,4.344209492113123,63,160
5Y,2021-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,1512,4800.891382860866,45.370370370370374,1.7260403480254378,279.03947729639003,1452,4857.630806208292,45.66115702479338,1.775342238945542,283.38368678850327,-60,56.739423347426055,0.2907866544230142,0.049301890920104174,4.344209492113237,63,278
10Y,2016-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2069,5198.999448166458,45.094248429192845,1.6526979073034245,279.03947729639003,2009,5255.738871513884,45.29616724738676,1.6899003766757261,283.3836867885027,-60,56.739423347426055,0.20191881819391355,0.03720246937230165,4.344209492112668,63,605
ALL,,,2153,5432.465955672466,44.7282861124013,1.6593777127678904,279.03947729639003,2093,5489.2053790198925,44.91161012900143,1.6955853737891495,283.3836867885027,-60,56.739423347426055,0.18332401660013375,0.03620766102125916,4.344209492112668,63,689
