month,trades,pnl_usd,win_rate_pct,profit_factor
2025-07,32,-33.06892584904604,34.375,0.8180119172812623
2025-08,22,237.96232291297645,54.54545454545454,2.7219878786715253
2025-09,63,243.992193692659,44.44444444444444,1.8836215978367759
2025-10,16,-10.898993335948266,31.25,0.9012806868778269
2025-11,31,232.69661984048653,58.06451612903226,2.372394947462961
2025-12,48,147.9420665287239,43.75,1.349480997401266
2026-01,42,695.671714280377,40.476190476190474,3.168500950735434
2026-02,10,83.41100606640123,30.0,1.815589562780181
2026-03,32,527.8672733496674,40.625,2.6263024663927332
2026-04,18,61.09430237920253,50.0,1.484721836097896
2026-05,16,78.4123435671493,50.0,1.7636114261246174
2026-06,33,209.72501254718463,42.42424242424242,1.6196860203115733
