candidate_id,instrument_id,feature_time_utc,first_event_utc,last_event_utc,known_trade_count,contract_volume,signed_volume,same_side_transitions,known_transitions,terminal_run_trades,terminal_run_volume,terminal_run_sign,price_last,current_trade_count_5s,prior_trade_count_30s,current_volume_5s,current_signed_volume_5s,current_imbalance_5s,same_side_transition_share_5s,arrival_acceleration,current_directional_impulse_ticks,instrument_age_seconds,family,direction
sequence_ignition_continuation:1657119475000:SHORT:5568,5568,2022-07-06 14:57:55+00:00,2022-07-06 14:57:54.114878775+00:00,2022-07-06 14:57:54.865109951+00:00,11,48.0,-48.0,10,11,11,48.0,-1.0,1745.2,30.0,108.0,92.0,-70.0,-0.7608695652173914,0.8,1.6666666666666667,3.9999999999986358,9474.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657122863000:SHORT:5568,5568,2022-07-06 15:54:23+00:00,2022-07-06 15:54:22.308528565+00:00,2022-07-06 15:54:22.308767357+00:00,2,2.0,-2.0,2,2,5,11.0,-1.0,1733.8,290.0,41.0,823.0,-371.0,-0.4507897934386391,0.7551724137931034,42.4390243902439,12.999999999999545,12862.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657128572000:LONG:5568,5568,2022-07-06 17:29:32+00:00,2022-07-06 17:29:31.059095429+00:00,2022-07-06 17:29:31.177707747+00:00,14,30.0,26.0,13,14,13,28.0,1.0,1737.1,83.0,317.0,189.0,77.0,0.4074074074074074,0.7710843373493976,1.5709779179810726,5.0,18571.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657198096000:SHORT:5568,5568,2022-07-07 12:48:16+00:00,2022-07-07 12:48:15.119712841+00:00,2022-07-07 12:48:15.934746531+00:00,51,158.0,-114.0,41,51,11,12.0,-1.0,1737.9,77.0,35.0,227.0,-161.0,-0.7092511013215859,0.7792207792207793,13.200000000000001,6.999999999998181,1695.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657201149000:SHORT:5568,5568,2022-07-07 13:39:09+00:00,2022-07-07 13:39:08.239075411+00:00,2022-07-07 13:39:08.883121857+00:00,52,97.0,-63.0,42,52,9,9.0,-1.0,1743.0,81.0,126.0,194.0,-132.0,-0.6804123711340206,0.7654320987654321,3.857142857142857,5.0,4748.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657205890000:SHORT:5568,5568,2022-07-07 14:58:10+00:00,2022-07-07 14:58:09.024543611+00:00,2022-07-07 14:58:09.993815867+00:00,8,12.0,-12.0,8,8,10,21.0,-1.0,1740.9,34.0,69.0,57.0,-37.0,-0.6491228070175439,0.7647058823529411,2.9565217391304346,5.0,9489.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657283402000:SHORT:5568,5568,2022-07-08 12:30:02+00:00,2022-07-08 12:30:01.065612109+00:00,2022-07-08 12:30:01.065612109+00:00,120,422.0,-422.0,119,120,120,422.0,-1.0,1728.9,125.0,39.0,429.0,-423.0,-0.986013986013986,0.984,19.23076923076923,105.0,601.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657290715000:LONG:5568,5568,2022-07-08 14:31:55+00:00,2022-07-08 14:31:54.040986997+00:00,2022-07-08 14:31:54.963514681+00:00,10,12.0,2.0,9,10,5,7.0,1.0,1745.0,260.0,95.0,827.0,491.0,0.5937122128174124,0.8076923076923077,16.421052631578945,10.0,7914.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657542726000:SHORT:5568,5568,2022-07-11 12:32:06+00:00,2022-07-11 12:32:05.269583067+00:00,2022-07-11 12:32:05.955487699+00:00,15,22.0,-22.0,14,15,15,22.0,-1.0,1734.0,43.0,33.0,62.0,-40.0,-0.6451612903225806,0.813953488372093,7.818181818181818,2.9999999999995453,725.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657546471000:SHORT:5568,5568,2022-07-11 13:34:31+00:00,2022-07-11 13:34:30.304026983+00:00,2022-07-11 13:34:30.998255013+00:00,35,92.0,-60.0,28,35,5,14.0,-1.0,1735.3,44.0,92.0,124.0,-72.0,-0.5806451612903226,0.75,2.869565217391304,4.0000000000009095,4470.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657550344000:LONG:5568,5568,2022-07-11 14:39:04+00:00,2022-07-11 14:39:03.074812717+00:00,2022-07-11 14:39:03.371273353+00:00,3,3.0,3.0,3,3,7,7.0,1.0,1736.6,36.0,23.0,70.0,34.0,0.4857142857142857,0.75,9.391304347826086,5.0,8343.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657628815000:SHORT:5568,5568,2022-07-12 12:26:55+00:00,2022-07-12 12:26:54.022299311+00:00,2022-07-12 12:26:54.468569865+00:00,2,3.0,-3.0,2,2,5,13.0,-1.0,1729.8,31.0,63.0,65.0,-41.0,-0.6307692307692307,0.7419354838709677,2.9523809523809526,2.9999999999995453,414.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657634433000:LONG:5568,5568,2022-07-12 14:00:33+00:00,2022-07-12 14:00:32.067669975+00:00,2022-07-12 14:00:32.843755853+00:00,48,106.0,70.0,39,48,10,23.0,1.0,1728.8,59.0,85.0,134.0,90.0,0.6716417910447762,0.7796610169491526,4.1647058823529415,7.999999999999545,6032.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657637890000:LONG:5568,5568,2022-07-12 14:58:10+00:00,2022-07-12 14:58:09.413516551+00:00,2022-07-12 14:58:09.413516551+00:00,1,4.0,4.0,1,1,5,12.0,1.0,1728.9,30.0,41.0,76.0,56.0,0.7368421052631579,0.7666666666666667,4.390243902439025,3.000000000001819,9489.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657644874000:LONG:5568,5568,2022-07-12 16:54:34+00:00,2022-07-12 16:54:33.083450255+00:00,2022-07-12 16:54:33.965785797+00:00,24,52.0,26.0,20,24,5,6.0,1.0,1728.2,56.0,11.0,115.0,89.0,0.7739130434782608,0.9285714285714286,30.545454545454547,1.0000000000013642,16473.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657715383000:LONG:5568,5568,2022-07-13 12:29:43+00:00,2022-07-13 12:29:42.067620719+00:00,2022-07-13 12:29:42.451448907+00:00,13,17.0,15.0,11,13,12,16.0,1.0,1727.7,33.0,28.0,46.0,44.0,0.9565217391304348,0.9393939393939394,7.071428571428571,12.999999999999545,582.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657719454000:LONG:5568,5568,2022-07-13 13:37:34+00:00,2022-07-13 13:37:33.168516293+00:00,2022-07-13 13:37:33.724213893+00:00,13,26.0,22.0,10,13,9,18.0,1.0,1723.8,99.0,371.0,222.0,84.0,0.3783783783783784,0.7575757575757576,1.601078167115903,12.999999999999545,4653.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657722812000:SHORT:5568,5568,2022-07-13 14:33:32+00:00,2022-07-13 14:33:31.496070351+00:00,2022-07-13 14:33:31.911708485+00:00,33,101.0,-45.0,23,33,5,8.0,-1.0,1726.4,39.0,147.0,114.0,-58.0,-0.5087719298245614,0.717948717948718,1.5918367346938775,6.999999999998181,8011.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657726778000:LONG:5568,5568,2022-07-13 15:39:38+00:00,2022-07-13 15:39:37.355056509+00:00,2022-07-13 15:39:37.396510349+00:00,11,16.0,16.0,10,11,11,16.0,1.0,1736.9,41.0,71.0,75.0,41.0,0.5466666666666666,0.7317073170731707,3.464788732394366,1.0000000000013642,11977.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657730957000:LONG:5568,5568,2022-07-13 16:49:17+00:00,2022-07-13 16:49:16.067374771+00:00,2022-07-13 16:49:16.898388761+00:00,10,22.0,10.0,6,10,7,15.0,1.0,1735.7,67.0,24.0,122.0,84.0,0.6885245901639344,0.8208955223880597,16.75,2.9999999999995453,16156.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657801807000:SHORT:5568,5568,2022-07-14 12:30:07+00:00,2022-07-14 12:30:06.011463139+00:00,2022-07-14 12:30:06.968947337+00:00,20,23.0,-19.0,18,20,16,19.0,-1.0,1709.9,58.0,68.0,85.0,-43.0,-0.5058823529411764,0.8275862068965517,5.117647058823529,10.0,606.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657805071000:SHORT:5568,5568,2022-07-14 13:24:31+00:00,2022-07-14 13:24:30.377569527+00:00,2022-07-14 13:24:30.974322003+00:00,17,24.0,-18.0,14,17,9,15.0,-1.0,1701.4,68.0,256.0,115.0,-53.0,-0.4608695652173913,0.7352941176470589,1.59375,1.999999999998181,3870.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657808423000:LONG:5568,5568,2022-07-14 14:20:23+00:00,2022-07-14 14:20:22.124834233+00:00,2022-07-14 14:20:22.871766615+00:00,9,9.0,7.0,7,9,7,7.0,1.0,1701.9,95.0,94.0,195.0,125.0,0.6410256410256411,0.8,6.0638297872340425,8.000000000001819,7222.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657811527000:SHORT:5568,5568,2022-07-14 15:12:07+00:00,2022-07-14 15:12:06.306051611+00:00,2022-07-14 15:12:06.723243531+00:00,8,11.0,-3.0,6,8,7,7.0,-1.0,1703.7,69.0,59.0,136.0,-92.0,-0.6764705882352942,0.7391304347826086,7.016949152542373,12.999999999999545,10326.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657816753000:LONG:5568,5568,2022-07-14 16:39:13+00:00,2022-07-14 16:39:12.026295917+00:00,2022-07-14 16:39:12.048074849+00:00,3,4.0,4.0,3,3,5,8.0,1.0,1705.2,84.0,92.0,203.0,155.0,0.7635467980295566,0.7619047619047619,5.478260869565217,7.999999999999545,15552.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657888204000:SHORT:5568,5568,2022-07-15 12:30:04+00:00,2022-07-15 12:30:03.023898565+00:00,2022-07-15 12:30:03.992335819+00:00,14,30.0,-22.0,9,14,6,10.0,-1.0,1700.8,50.0,43.0,108.0,-48.0,-0.4444444444444444,0.7,6.976744186046512,17.000000000000455,603.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657891164000:SHORT:5568,5568,2022-07-15 13:19:24+00:00,2022-07-15 13:19:23.226482203+00:00,2022-07-15 13:19:23.692985605+00:00,5,5.0,-5.0,5,5,6,6.0,-1.0,1709.0,36.0,154.0,86.0,-58.0,-0.6744186046511628,0.7777777777777778,1.4025974025974026,2.9999999999995453,3563.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1657893920000:LONG:5568,5568,2022-07-15 14:05:20+00:00,2022-07-15 14:05:19.090167127+00:00,2022-07-15 14:05:19.960381161+00:00,23,23.0,17.0,17,23,9,9.0,1.0,1704.4,69.0,113.0,84.0,54.0,0.6428571428571429,0.7971014492753623,3.6637168141592924,4.0000000000009095,6319.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1657899931000:LONG:5568,5568,2022-07-15 15:45:31+00:00,2022-07-15 15:45:30.112698085+00:00,2022-07-15 15:45:30.112698085+00:00,2,2.0,2.0,2,2,6,14.0,1.0,1704.7,35.0,20.0,61.0,25.0,0.4098360655737705,0.7428571428571429,10.5,6.000000000001364,12330.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658147468000:LONG:5568,5568,2022-07-18 12:31:08+00:00,2022-07-18 12:31:07.002983631+00:00,2022-07-18 12:31:07.333735303+00:00,13,32.0,32.0,12,13,13,32.0,1.0,1709.9,31.0,100.0,66.0,54.0,0.8181818181818182,0.8709677419354839,1.8599999999999999,2.0000000000004547,667.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658150922000:LONG:5568,5568,2022-07-18 13:28:42+00:00,2022-07-18 13:28:41.560297831+00:00,2022-07-18 13:28:41.823125607+00:00,25,70.0,44.0,19,25,6,9.0,1.0,1716.2,30.0,22.0,80.0,54.0,0.675,0.8,8.181818181818182,7.000000000000455,4121.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658157306000:SHORT:5568,5568,2022-07-18 15:15:06+00:00,2022-07-18 15:15:05.008811591+00:00,2022-07-18 15:15:05.863465221+00:00,5,14.0,-14.0,5,5,6,15.0,-1.0,1709.4,30.0,73.0,64.0,-42.0,-0.65625,0.8,2.4657534246575343,1.999999999998181,10505.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1658165355000:SHORT:5568,5568,2022-07-18 17:29:15+00:00,2022-07-18 17:29:14.036602611+00:00,2022-07-18 17:29:14.071189135+00:00,33,165.0,-165.0,32,33,33,165.0,-1.0,1710.1,46.0,112.0,218.0,-174.0,-0.7981651376146789,0.9130434782608695,2.464285714285714,1.0000000000013642,18554.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1658233893000:SHORT:5568,5568,2022-07-19 12:31:33+00:00,2022-07-19 12:31:32.078815555+00:00,2022-07-19 12:31:32.950281445+00:00,35,75.0,-67.0,31,35,12,24.0,-1.0,1706.9,39.0,44.0,81.0,-67.0,-0.8271604938271605,0.8461538461538461,5.318181818181818,5.9999999999990905,692.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1658324370000:SHORT:5568,5568,2022-07-20 13:39:30+00:00,2022-07-20 13:39:29.793402133+00:00,2022-07-20 13:39:29.954063449+00:00,15,47.0,-27.0,14,15,12,37.0,-1.0,1710.4,31.0,36.0,73.0,-33.0,-0.4520547945205479,0.8064516129032258,5.166666666666667,2.9999999999995453,4769.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1658328005000:SHORT:5568,5568,2022-07-20 14:40:05+00:00,2022-07-20 14:40:04.108258481+00:00,2022-07-20 14:40:04.846740435+00:00,22,32.0,-32.0,22,22,40,63.0,-1.0,1707.8,44.0,96.0,69.0,-67.0,-0.9710144927536232,0.9545454545454546,2.75,2.9999999999995453,8404.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1658335494000:LONG:5568,5568,2022-07-20 16:44:54+00:00,2022-07-20 16:44:53.096176469+00:00,2022-07-20 16:44:53.615679417+00:00,3,19.0,19.0,3,3,6,32.0,1.0,1702.7,32.0,131.0,112.0,46.0,0.4107142857142857,0.71875,1.465648854961832,4.0000000000009095,15893.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658406580000:SHORT:5568,5568,2022-07-21 12:29:40+00:00,2022-07-21 12:29:39.359972929+00:00,2022-07-21 12:29:39.526294189+00:00,2,2.0,-2.0,2,2,5,9.0,-1.0,1686.9,33.0,67.0,94.0,-36.0,-0.3829787234042553,0.7878787878787878,2.955223880597015,5.0,579.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1658409350000:LONG:5568,5568,2022-07-21 13:15:50+00:00,2022-07-21 13:15:49.119493421+00:00,2022-07-21 13:15:49.774756323+00:00,7,11.0,9.0,4,7,5,9.0,1.0,1701.7,113.0,75.0,203.0,79.0,0.3891625615763547,0.7079646017699115,9.04,7.000000000000455,3349.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658413814000:LONG:5568,5568,2022-07-21 14:30:14+00:00,2022-07-21 14:30:13.775426015+00:00,2022-07-21 14:30:13.984044249+00:00,24,30.0,28.0,23,24,23,29.0,1.0,1703.0,47.0,42.0,68.0,46.0,0.6764705882352942,0.8085106382978723,6.714285714285714,2.0000000000004547,7813.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658493077000:LONG:5568,5568,2022-07-22 12:31:17+00:00,2022-07-22 12:31:16.097557751+00:00,2022-07-22 12:31:16.922144785+00:00,21,49.0,43.0,18,21,10,13.0,1.0,1723.2,32.0,89.0,74.0,58.0,0.7837837837837838,0.78125,2.157303370786517,7.000000000000455,676.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658496485000:LONG:5568,5568,2022-07-22 13:28:05+00:00,2022-07-22 13:28:04.325840951+00:00,2022-07-22 13:28:04.902659621+00:00,21,94.0,84.0,17,21,9,27.0,1.0,1723.0,37.0,60.0,123.0,99.0,0.8048780487804879,0.7297297297297297,3.7,7.000000000000455,4084.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658499604000:SHORT:5568,5568,2022-07-22 14:20:04+00:00,2022-07-22 14:20:03.571687039+00:00,2022-07-22 14:20:03.732013735+00:00,5,10.0,-10.0,5,5,6,11.0,-1.0,1734.4,32.0,68.0,78.0,-52.0,-0.6666666666666666,0.75,2.8235294117647056,2.9999999999995453,7203.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1658756710000:LONG:5568,5568,2022-07-25 13:45:10+00:00,2022-07-25 13:45:09.062365007+00:00,2022-07-25 13:45:09.956309595+00:00,12,25.0,11.0,10,12,10,17.0,1.0,1719.3,32.0,45.0,53.0,21.0,0.39622641509433965,0.75,4.266666666666667,2.9999999999995453,5109.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658759996000:SHORT:5568,5568,2022-07-25 14:39:56+00:00,2022-07-25 14:39:55.139062835+00:00,2022-07-25 14:39:55.655003033+00:00,14,19.0,-19.0,14,14,15,20.0,-1.0,1715.3,47.0,22.0,53.0,-35.0,-0.660377358490566,0.7659574468085106,12.818181818181818,7.999999999999545,8395.0,sequence_ignition_continuation,SHORT
sequence_ignition_continuation:1658769989000:LONG:5568,5568,2022-07-25 17:26:29+00:00,2022-07-25 17:26:28.009341569+00:00,2022-07-25 17:26:28.799013999+00:00,10,18.0,16.0,8,10,9,17.0,1.0,1718.8,37.0,104.0,72.0,42.0,0.5833333333333334,0.7567567567567568,2.1346153846153846,5.0,18388.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658845172000:LONG:5568,5568,2022-07-26 14:19:32+00:00,2022-07-26 14:19:31.108160223+00:00,2022-07-26 14:19:31.940621143+00:00,24,58.0,44.0,18,24,8,20.0,1.0,1718.3,33.0,23.0,69.0,55.0,0.7971014492753623,0.8181818181818182,8.608695652173912,7.000000000000455,7171.0,sequence_ignition_continuation,LONG
sequence_ignition_continuation:1658927282000:SHORT:5568,5568,2022-07-27 13:08:02+00:00,2022-07-27 13:08:01.334233093+00:00,2022-07-27 13:08:01.968843627+00:00,4,9.0,-9.0,4,4,6,11.0,-1.0,1714.0,51.0,31.0,170.0,-74.0,-0.43529411764705883,0.803921568627451,9.870967741935484,2.0000000000004547,2881.0,sequence_ignition_continuation,SHORT
