schema_version,rule_version,rule_sha256,candidate_id,box_id,episode_id,symbol,router_state,timestamp_basis,impulse_start_h4_time,impulse_end_h4_time,box_start_h4_time,box_end_h4_time,breakdown_h4_time,reclaim_h1_time,decision_time,entry_tick_time,entry_tick_sequence,A_impulse,A_box,A_reclaim,impulse_low,impulse_high,impulse_range_atr,impulse_net_advance_atr,impulse_bullish_bars,impulse_final_location,box_low,box_high,box_width_atr,box_inner_close_count,box_overlap_pair_count,box_net_drift_atr,breakdown_distance_atr,breakdown_body_fraction,breakdown_close_location,reclaim_touch_distance_atr,reclaim_body_fraction,reclaim_close_location,entry_bid,entry_ask,spread_points,raw_structural_stop,structural_stop,risk_exit_price,stop_points,volume_min,volume_step,contract_size,tick_size,tick_value_loss,point,digits,minimum_contract_risk_usd,reference_risk_feasible,deployment_risk_feasible,availability_status,exclusion_reason,entry_proxy
a1_xau_r6_outcome_blind_census_row_v1,R6_H4_DISTRIBUTION_BREAK_FAILED_RECLAIM_SHORT_V1,456b3a1d153110cf55906d1b4ab82c18cf65d733fcdfe8498f0f768ef06a8181,6acbee585e2cf3b3b57766a6b3791882655f25057f2cff5d28e21c24424b3637,7ad5cc20a17bbbcab7cf3723dbf64beb2aea1bfec01ff54313fb8b88442a08de,2502491837d8fe8f415e7cf22483370fdfc6073b3f006d6752f91fed118a178b,XAUUSD,CHOP,BROKER_SERVER_WALL_CLOCK,2024-08-28T12:00:00,2024-08-29T08:00:00,2024-08-29T12:00:00,2024-08-30T08:00:00,2024-08-30T12:00:00,2024-08-30T16:00:00,2024-08-30T17:00:00,2024-08-30T17:00:00,0,10.791611728656283,10.893280152506575,6.751257573320126,2493.55,2524.29,2.8485087096278776,1.7152210870270987,6,0.8545868575146444,2503.55,2528.6,2.2995828299004732,6,5,0.03671988550740153,0.10832366224683661,0.6902726902726999,0.09035409035408327,0.3540081198271511,0.5037194473964197,0.11583421891601568,2497.63,2497.6800000000003,5.00000000001819,2507.62781439333,2507.63,2507.65,1001.9999999999982,0.01,0.01,100.0,0.01,1.0,0.01,2,10.02,True,False,RAW_OPPORTUNITY_AVAILABLE,,NATIVE_NEXT_H1_OPEN_WITH_CAPTURED_H1_SPREAD
