strategy_id,direction,signal_time,setup_key,regime,regime_episode_id,h1_structure_time,atr15,h1_box_high,h1_box_low,h1_box_mid,signal_accepted,rejection_reason,entry_time,entry_price,exit_time,exit_price,stop,target,initial_risk_price,stop_atr,expected_reward_r,exit_reason,gross_mid_r,spread_cost_r,funding_cost_r,net_r,stress_spread_cost_r,stress_funding_cost_r,stress_net_r,mfe_r,mae_r,holding_minutes,holding_overrun_minutes,ambiguous_m5,funding_weights,risk_budget_usd,minimum_volume_stop_loss_usd,requested_volume,normalized_volume,required_margin_usd,risk_expressible,evaluation_scope
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2017-03-31 03:30:00+00:00,51:LONG,BALANCED_RANGE,51,2017-03-31 03:00:00+00:00,0.9875716094730462,1251.44,1240.84,1246.1399999999999,True,,2017-03-31 03:30:00+00:00,1241.4199999999998,2017-03-31 04:00:00+00:00,1241.015,1240.4912428390526,1246.1399999999999,0.9287571609472707,0.9404453834419582,5.0820604119875,REGIME_OWNERSHIP_EXIT,-0.15073908001644043,0.28532754431695606,0.0,-0.4360666243333965,0.38761477718543647,0.0,-0.5883538572018769,0.0,0.5706550886339121,30.0,0.0,False,0.0,5.0,0.9287571609472707,0.053835385720206255,0.05,12.427980526687474,True,STANDALONE
MR_COMPRESSION_BREAKOUT_V1,LONG,2017-04-04 07:00:00+00:00,2017-04-04 07:00:00+00:00:LONG,COMPRESSION,55,2017-04-04 07:00:00+00:00,0.7319862464701948,1257.03,1244.41,1250.72,True,,2017-04-04 07:00:00+00:00,1257.9299999999998,2017-04-04 11:50:00+00:00,1260.2763972492935,1256.756801375353,1260.2763972492935,1.1731986246468296,1.6027604757661251,2.0,TARGET,2.204568940806617,0.20456894080661697,0.0,2.0,0.3068534112099255,0.0,1.8477155295966916,2.0,0.8864654101625883,290.0,0.0,False,0.0,5.0,1.1731986246468296,0.04261852933475063,0.04,10.074611038285816,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-04-04 09:00:00+00:00,56:SHORT,BALANCED_RANGE,56,2017-04-04 09:00:00+00:00,0.8449369566372752,1257.94,1244.41,1251.1750000000002,True,,2017-04-04 09:00:00+00:00,1257.71,2017-04-04 09:05:00+00:00,1258.4744936956638,1258.4744936956638,1251.1750000000002,0.7644936956637594,0.9047937714860192,8.548141125383573,STOP,-0.6860667375531389,0.3139332624468611,-0.0,-1.0,0.47089989367029167,-0.0,-1.2069666312234306,0.0,1.0,5.0,0.0,False,0.0,5.0,0.7644936956637594,0.06540276300982222,0.06,15.109273626866107,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2017-04-05 14:30:00+00:00,56:LONG,BALANCED_RANGE,56,2017-04-05 14:00:00+00:00,1.54482781137774,1257.24,1247.68,1252.46,True,,2017-04-05 14:30:00+00:00,1248.29,2017-04-05 16:50:00+00:00,1246.185517218862,1246.185517218862,1252.46,2.1044827811379037,1.3622766017275676,1.981484494610754,STOP,-0.8859577269289832,0.11404227307107083,0.0,-1.000000000000054,0.17106340960652522,0.0,-1.1070211365355085,0.32787153507949746,1.0,140.0,0.0,False,0.0,5.0,2.1044827811379037,0.02375880688981678,0.02,4.998702715167697,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-04-07 03:45:00+00:00,59:SHORT,BALANCED_RANGE,59,2017-04-07 03:00:00+00:00,1.953635146407522,1264.39,1249.72,1257.055,True,,2017-04-07 03:45:00+00:00,1263.7800000000002,2017-04-07 05:05:00+00:00,1264.7953635146407,1264.7953635146407,1257.055,1.0153635146405122,0.5197303685427815,6.623243698470997,STOP,-0.7636314516532995,0.23636854834670057,-0.0,-1.0,0.3545528225203867,-0.0,-1.1681842741736863,1.8023101811456073,1.0,80.0,0.0,False,0.0,5.0,1.0153635146405122,0.04924344757227407,0.04,10.121462989168597,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-04-10 16:30:00+00:00,61:SHORT,BALANCED_RANGE,61,2017-04-10 16:00:00+00:00,1.4261711331794364,1255.91,1247.08,1251.495,True,,2017-04-10 16:30:00+00:00,1254.84,2017-04-10 17:35:00+00:00,1251.495,1256.622617113318,1251.495,1.7826171133181106,1.2499321237445262,1.8764545538182025,TARGET,2.0110880644060596,0.13463351058779333,-0.0,1.8764545538182662,0.20195026588159432,-0.0,1.7591377985244652,1.8764545538182025,0.2973156692148245,65.0,0.0,False,0.0,5.0,1.7826171133181106,0.028048648039135832,0.02,5.02493179878156,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2017-04-17 17:00:00+00:00,63:LONG:2017-04-17 17:00:00+00:00,TREND_UP,63,2017-04-17 17:00:00+00:00,1.2682035304885657,1295.45,1285.65,1290.5500000000002,True,,2017-04-17 17:00:00+00:00,1289.36,2017-04-17 18:20:00+00:00,1287.463179646951,1287.463179646951,1293.1536407060978,1.8968203530489518,1.4956750296367778,2.0,STOP,-0.8682004863571174,0.13179951364294248,0.0,-1.00000000000006,0.1897912996459307,0.0,-1.1079917860030482,0.4481183463862802,1.0,80.0,0.0,False,0.0,5.0,1.8968203530489518,0.026359902728600487,0.02,5.163165076086985,True,STANDALONE
MR_COMPRESSION_BREAKOUT_V1,LONG,2017-05-26 18:00:00+00:00,2017-05-26 18:00:00+00:00:LONG,COMPRESSION,76,2017-05-26 18:00:00+00:00,1.271421455963295,1268.04,1253.12,1260.58,True,,2017-05-26 18:00:00+00:00,1268.5,2017-05-26 19:15:00+00:00,1267.5328578544038,1267.5328578544038,1270.4342842911924,0.967142145596199,0.760677854742857,2.0,STOP,-0.7518461985214876,0.2481538014785124,0.0,-1.0,0.3722307022177686,0.0,-1.1740769007392562,0.7961601130778344,1.0,75.0,0.0,False,0.0,5.0,0.967142145596199,0.05169870864140377,0.05,12.69908113136816,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-05-31 10:30:00+00:00,79:SHORT,BALANCED_RANGE,79,2017-05-31 10:00:00+00:00,0.8114948095546013,1264.65,1259.31,1261.98,True,,2017-05-31 10:30:00+00:00,1264.3300000000002,2017-05-31 12:05:00+00:00,1265.2711494809555,1265.2711494809555,1261.98,0.941149480955346,1.1597726441058904,2.496946603651833,STOP,-0.7449926872868681,0.25500731271313193,-0.0,-1.0,0.3825109690696979,-0.0,-1.177503656356566,0.7012701099620792,1.0,95.0,0.0,False,0.0,5.0,0.941149480955346,0.0531265234819508,0.05,12.657334841799535,True,STANDALONE
MR_COMPRESSION_BREAKOUT_V1,LONG,2017-06-02 15:15:00+00:00,2017-06-02 15:00:00+00:00:LONG,COMPRESSION,81,2017-06-02 15:00:00+00:00,1.7876575007819238,1276.37,1258.93,1267.65,True,,2017-06-02 15:15:00+00:00,1277.9799999999998,2017-06-02 16:10:00+00:00,1275.731234249922,1275.731234249922,1282.4775315001555,2.248765750077837,1.2579399292617426,2.0,STOP,-0.8932747886295073,0.1067252113704927,0.0,-1.0,0.16008781705573907,0.0,-1.1033626056852464,0.40466642644695705,1.0,55.0,0.0,False,0.0,5.0,2.248765750077837,0.022234419035539535,0.02,5.117594546083052,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2017-06-07 04:30:00+00:00,83:LONG:2017-06-07 04:30:00+00:00,TREND_UP,83,2017-06-07 04:00:00+00:00,0.7072631500196424,1296.01,1286.27,1291.1399999999999,True,,2017-06-07 04:30:00+00:00,1291.3300000000002,2017-06-07 04:45:00+00:00,1290.699273684998,1290.699273684998,1292.5914526300046,0.6307263150022209,0.8917845005564112,2.0,STOP,-0.5639947256693696,0.43600527433063047,0.0,-1.0,0.5707705409416559,0.0,-1.1847652666110255,0.0,1.0,15.0,0.0,False,0.0,5.0,0.6307263150022209,0.07927368624190659,0.07,18.098688381803317,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,SHORT,2017-06-13 02:45:00+00:00,85:SHORT:2017-06-13 02:45:00+00:00,TREND_DOWN,85,2017-06-13 02:00:00+00:00,0.936949131945966,1270.26,1263.51,1266.885,True,,2017-06-13 02:45:00+00:00,1266.16,2017-06-13 07:35:00+00:00,1264.232610173611,1267.1236949131946,1264.232610173611,0.9636949131945585,1.028545606518727,2.0,TARGET,2.24904147226865,0.249041472268768,-0.0,1.999999999999882,0.37356220840297505,-0.0,1.825479263865675,2.0,0.700429140756168,290.0,0.0,False,0.0,5.0,0.9636949131945585,0.051883640056015944,0.05,12.675655155926774,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,SHORT,2017-06-20 23:30:00+00:00,87:SHORT:2017-06-20 23:30:00+00:00,TREND_DOWN,87,2017-06-20 23:00:00+00:00,0.7556270015493919,1248.04,1241.25,1244.645,True,,2017-06-20 23:30:00+00:00,1244.41,2017-06-20 23:35:00+00:00,1245.015562700155,1245.015562700155,1243.1988745996903,0.6055627001549055,0.8014042628349917,2.0,STOP,-0.5706472675191491,0.42935273248103867,-0.0,-1.0000000000001878,0.5944883988196397,-0.0,-1.215135666338789,0.0,1.0,5.0,0.0,False,0.0,5.0,0.6055627001549055,0.0825678331693973,0.08,19.9326619480468,True,STANDALONE
MR_COMPRESSION_BREAKOUT_V1,LONG,2017-06-23 12:30:00+00:00,2017-06-23 12:00:00+00:00:LONG,COMPRESSION,89,2017-06-23 12:00:00+00:00,0.9302763376821683,1257.79,1246.62,1252.205,True,,2017-06-23 12:30:00+00:00,1258.07,2017-06-23 13:10:00+00:00,1256.4769723662316,1256.4769723662316,1261.2560552675366,1.5930276337683154,1.7124241144705736,2.0,STOP,-0.8493434797285591,0.15065652027144089,0.0,-1.0,0.22598478040716133,0.0,-1.1253282601357204,0.38291865569034045,1.0,40.0,0.0,False,0.0,5.0,1.5930276337683154,0.03138677505657873,0.03,7.556799211166106,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,SHORT,2017-07-06 10:30:00+00:00,97:SHORT:2017-07-06 10:30:00+00:00,TREND_DOWN,97,2017-07-06 10:00:00+00:00,0.9435984034399921,1229.09,1217.71,1223.4,True,,2017-07-06 10:30:00+00:00,1223.98,2017-07-06 12:15:00+00:00,1225.494359840344,1225.494359840344,1220.951280319312,1.5143598403440137,1.60487749324633,2.0,STOP,-0.8415171918813817,0.15848280811861826,-0.0,-1.0,0.23772421217815262,-0.0,-1.1292414040595344,0.825431292285371,1.0,105.0,0.0,False,0.0,5.0,1.5143598403440137,0.03301725169140884,0.03,7.352032159166891,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,SHORT,2017-07-06 18:00:00+00:00,97:SHORT:2017-07-06 18:00:00+00:00,TREND_DOWN,97,2017-07-06 18:00:00+00:00,1.1776910550270623,1229.09,1222.45,1225.77,True,,2017-07-06 18:00:00+00:00,1223.75,2017-07-06 19:40:00+00:00,1225.0377691055028,1225.0377691055028,1221.1744617889944,1.2877691055027753,1.0934693780731684,2.0,STOP,-0.8097485030872541,0.19025149691274593,-0.0,-1.0,0.27955321995354715,-0.0,-1.1393017230408014,0.0,1.0,100.0,0.0,False,0.0,5.0,1.2877691055027753,0.038826836104659326,0.03,7.350650627281886,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2017-08-03 00:00:00+00:00,109:LONG,BALANCED_RANGE,109,2017-08-03 00:00:00+00:00,1.4141746314346795,1272.75,1262.79,1267.77,True,,2017-08-03 00:00:00+00:00,1263.085,2017-08-03 01:00:00+00:00,1261.7685825368567,1261.7685825368567,1267.77,1.3164174631433525,0.9308733404500742,3.5589014360331133,STOP,-0.806292451187186,0.1937075488129004,0.0,-1.0000000000000864,0.273469480676792,0.0,-1.129761931863978,0.4937643401112199,1.0,60.0,0.0,False,0.0,5.0,1.3164174631433525,0.03798187231625565,0.03,7.586922612919583,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-08-03 20:00:00+00:00,109:SHORT,BALANCED_RANGE,109,2017-08-03 20:00:00+00:00,1.173976317883408,1269.69,1256.77,1263.23,True,,2017-08-03 20:00:00+00:00,1268.4,2017-08-03 23:55:00+00:00,1270.1573976317884,1270.1573976317884,1263.23,1.757397631788308,1.4969617402136062,2.941849873064378,STOP,-0.8492088556359103,0.15079114436408966,-0.0,-1.0,0.20484834706054708,-0.0,-1.1040572026964575,0.4637538968177166,1.0,235.0,0.0,False,0.0,5.0,1.757397631788308,0.02845115931396844,0.02,5.0792320085226255,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-08-09 19:15:00+00:00,111:SHORT,BALANCED_RANGE,111,2017-08-09 19:00:00+00:00,1.5290687281261182,1276.11,1260.71,1268.4099999999999,True,,2017-08-09 19:15:00+00:00,1275.8300000000002,2017-08-09 20:50:00+00:00,1277.2329068728125,1277.2329068728125,1268.4099999999999,1.4029068728123093,0.9174910499488006,5.289018211968657,STOP,-0.7897223217614726,0.21027767823860838,-0.0,-1.000000000000081,0.25661004801996556,-0.0,-1.0963323697814382,0.3670949298065064,1.0,95.0,0.0,False,0.0,5.0,1.4029068728123093,0.0356402844472267,0.03,7.663477499329969,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2017-08-11 15:15:00+00:00,113:LONG:2017-08-11 15:15:00+00:00,TREND_UP,113,2017-08-11 15:00:00+00:00,2.0207834843376524,1291.93,1281.23,1286.58,True,,2017-08-11 15:15:00+00:00,1287.37,2017-08-13 22:05:00+00:00,1289.155,1284.877921651566,1292.3541566968674,2.492078348433779,1.2332238301376468,2.0,MAX_HOLD,0.8266192759527862,0.11034966062471332,0.16530105113223986,0.5509685641958331,0.14445773754512548,0.20662631391529984,0.42553522449236086,1.6572512668374697,0.4454113574307506,3290.0,1850.0,False,2.0,5.0,2.492078348433779,0.02006357465904874,0.02,5.155196239996666,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2017-08-24 09:00:00+00:00,118:LONG,BALANCED_RANGE,118,2017-08-24 09:00:00+00:00,1.0000908084488418,1291.42,1285.59,1288.505,True,,2017-08-24 09:00:00+00:00,1285.9599999999998,2017-08-24 12:10:00+00:00,1288.505,1284.829990919155,1288.505,1.1300090808447294,1.1299064757903265,2.252194290419158,TARGET,2.4645819641716304,0.2123876737524725,0.0,2.252194290419158,0.31858151062870876,0.0,2.096000453542922,2.252194290419158,0.8584001814168467,190.0,0.0,False,0.0,5.0,1.1300090808447294,0.044247432031805346,0.04,10.299099958498509,True,STANDALONE
MR_COMPRESSION_BREAKOUT_V1,LONG,2017-08-25 14:30:00+00:00,2017-08-25 14:00:00+00:00:LONG,COMPRESSION,119,2017-08-25 14:00:00+00:00,3.1594076683517818,1288.36,1285.02,1286.69,True,,2017-08-25 14:30:00+00:00,1290.4799999999998,2017-08-27 22:05:00+00:00,1292.31,1285.9940592331648,1299.4518815336698,4.485940766835029,1.4198676580332794,2.0,MAX_HOLD,0.4725876042932784,0.06464641756840844,0.09205168947679641,0.3158894972480735,0.08025072525737903,0.11506461184599552,0.22727226718990384,0.7579235163194374,0.57513019767757,3335.0,2615.0,False,2.0,5.0,4.485940766835029,0.011145934063520095,0.01,2.583825024581471,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,SHORT,2017-09-14 08:15:00+00:00,130:SHORT:2017-09-14 08:15:00+00:00,TREND_DOWN,130,2017-09-14 08:00:00+00:00,0.9616070031488014,1334.59,1319.1,1326.8449999999998,True,,2017-09-14 08:15:00+00:00,1323.37,2017-09-14 10:30:00+00:00,1324.5961607003148,1324.5961607003148,1320.91767859937,1.2261607003149493,1.275116233866706,2.0,STOP,-0.8042670916313309,0.19573290836857637,-0.0,-0.9999999999999073,0.2935993625527255,-0.0,-1.1478664541840564,1.0520643824815268,1.0,135.0,0.0,False,0.0,5.0,1.2261607003149493,0.04077768924347118,0.04,10.598712177733502,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,SHORT,2017-10-03 11:00:00+00:00,140:SHORT:2017-10-03 11:00:00+00:00,TREND_DOWN,140,2017-10-03 11:00:00+00:00,0.9271113421673381,1277.14,1268.22,1272.68,True,,2017-10-03 11:00:00+00:00,1270.85,2017-10-03 13:25:00+00:00,1271.79,1271.7727111342167,1269.0045777315663,0.9227111342167973,0.9952538516676386,2.0,GAP_THROUGH_STOP,-0.7586339581717627,0.2601030713730455,-0.0,-1.0187370295448082,0.3901546070593835,-0.0,-1.1987885652311463,1.66899470797773,1.0187370295449314,145.0,0.0,False,0.0,5.0,0.9227111342167973,0.0541881398694081,0.05,12.722607217815709,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2017-10-31 12:00:00+00:00,144:LONG,BALANCED_RANGE,144,2017-10-31 12:00:00+00:00,1.0295827381543226,1278.67,1271.68,1275.1750000000002,True,,2017-10-31 12:00:00+00:00,1272.43,2017-10-31 12:50:00+00:00,1271.1770417261846,1271.1770417261846,1275.1750000000002,1.2529582738154659,1.2169573433812386,2.1908151750665548,STOP,-0.7126799770403626,0.28732002295963743,0.0,-1.0,0.28732002295963743,0.0,-1.05,0.07981111748868736,1.0,50.0,0.0,False,0.0,5.0,1.2529582738154659,0.039905558744379975,0.03,7.643054854073372,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-11-02 01:00:00+00:00,146:SHORT,BALANCED_RANGE,146,2017-11-02 01:00:00+00:00,1.319881835613339,1280.71,1269.26,1274.9850000000001,True,,2017-11-02 01:00:00+00:00,1280.07,2017-11-02 04:00:00+00:00,1280.04,1281.3919881835614,1274.9850000000001,1.321988183561416,1.0015958610015252,3.8464791616373577,REGIME_OWNERSHIP_EXIT,0.3025745653206196,0.27988147292151294,-0.0,0.022693092399106662,0.272317108788411,-0.0,-0.019742543467791376,0.8736840573630699,0.5711094920426223,180.0,0.0,False,0.0,5.0,1.321988183561416,0.03782182066506885,0.03,7.688945739297016,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-11-08 16:00:00+00:00,152:SHORT,BALANCED_RANGE,152,2017-11-08 16:00:00+00:00,1.5382619338733783,1285.72,1274.32,1280.02,True,,2017-11-08 16:00:00+00:00,1285.38,2017-11-08 16:10:00+00:00,1286.8138261933875,1286.8138261933875,1280.02,1.4338261933874037,0.932107960168394,3.7382494647675304,STOP,-0.7489235434112118,0.25107645658878824,-0.0,-1.0,0.25107645658894684,-0.0,-1.0500000000001586,0.0,1.0,10.0,0.0,False,0.0,5.0,1.4338261933874037,0.03487173008178584,0.03,7.720841105859523,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2017-11-15 16:45:00+00:00,156:LONG,BALANCED_RANGE,156,2017-11-15 16:00:00+00:00,1.7394521930822928,1289.39,1277.59,1283.49,True,,2017-11-15 16:45:00+00:00,1278.12,2017-11-15 18:40:00+00:00,1276.6560547806916,1276.6560547806916,1283.49,1.4639452193082434,0.8416127934589259,3.668170044325565,STOP,-0.754089159039856,0.24591084096029933,0.0,-1.0000000000001552,0.24591084096045465,0.0,-1.0500000000003107,0.17077141733358867,1.0,115.0,0.0,False,0.0,5.0,1.4639452193082434,0.03415428346671773,0.03,7.67723275157632,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2017-11-16 04:45:00+00:00,158:LONG,BALANCED_RANGE,158,2017-11-16 04:00:00+00:00,0.7108263824456124,1289.39,1276.57,1282.98,True,,2017-11-16 04:45:00+00:00,1276.915,2017-11-16 04:55:00+00:00,1276.3689173617554,1276.3689173617554,1282.98,0.5460826382445703,0.7682363116092596,11.106377634521618,STOP,-0.3316029947901188,0.6683970052100894,0.0,-1.0000000000002083,0.6592408818514692,0.0,-1.040843876641588,0.0,1.0,10.0,0.0,False,0.0,5.0,0.5460826382445703,0.09156123359044945,0.09,23.009984177492907,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-11-17 10:15:00+00:00,158:SHORT,BALANCED_RANGE,158,2017-11-17 10:00:00+00:00,0.8551115483722246,1283.88,1276.26,1280.0700000000002,True,,2017-11-17 10:15:00+00:00,1283.01,2017-11-17 12:55:00+00:00,1284.205511154837,1284.205511154837,1280.0700000000002,1.1955111548370496,1.3980762593053546,2.4591991367914545,STOP,-0.6988735750868267,0.3011264249131733,-0.0,-1.0,0.3011264249133635,-0.0,-1.0500000000001901,1.1877764538245745,1.0,160.0,0.0,False,0.0,5.0,1.1955111548370496,0.041823114571285694,0.04,10.275473761044802,True,STANDALONE
