strategy_id,direction,signal_time,setup_key,regime,regime_episode_id,h1_structure_time,atr15,h1_box_high,h1_box_low,h1_box_mid,signal_accepted,rejection_reason,entry_time,entry_price,exit_time,exit_price,stop,target,initial_risk_price,stop_atr,expected_reward_r,exit_reason,gross_mid_r,spread_cost_r,funding_cost_r,net_r,stress_spread_cost_r,stress_funding_cost_r,stress_net_r,mfe_r,mae_r,holding_minutes,holding_overrun_minutes,ambiguous_m5,funding_weights,risk_budget_usd,minimum_volume_stop_loss_usd,requested_volume,normalized_volume,required_margin_usd,risk_expressible,evaluation_scope
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2017-01-25 06:30:00+00:00,17:LONG,BALANCED_RANGE,17,2017-01-25 06:00:00+00:00,0.934551677747521,1217.67,1203.3,1210.4850000000001,True,,2017-01-25 06:30:00+00:00,1204.1799999999998,2017-01-25 07:55:00+00:00,1202.6865448322253,1202.6865448322253,1210.4850000000001,1.4934551677745276,1.5980444991272063,4.221753780125645,STOP,-0.8392988251817309,0.16070117481826907,0.0,-1.0,0.2410517622274036,0.0,-1.1303505874091346,0.8035058740922588,1.0,85.0,0.0,False,0.0,5.0,1.4934551677745276,0.033479411420503175,0.03,7.233100283849071,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,SHORT,2017-01-27 13:30:00+00:00,19:SHORT:2017-01-27 13:30:00+00:00,TREND_DOWN,19,2017-01-27 13:00:00+00:00,1.928645124622918,1191.14,1181.21,1186.1750000000002,True,,2017-01-27 13:30:00+00:00,1185.17,2017-01-27 14:50:00+00:00,1188.0828645124625,1188.0828645124625,1179.3442709750752,2.91286451246242,1.5103164782748373,2.0,STOP,-0.9176068783930855,0.0823931216069925,-0.0,-1.000000000000078,0.12358968241037166,-0.0,-1.0911965608034573,0.37763514069874815,1.0,80.0,0.0,False,0.0,5.0,2.91286451246242,0.017165233668122788,0.01,2.3729712234077422,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-01-31 15:00:00+00:00,21:SHORT,BALANCED_RANGE,21,2017-01-31 15:00:00+00:00,2.295454663980741,1214.29,1192.92,1203.605,True,,2017-01-31 15:00:00+00:00,1212.325,2017-01-31 20:00:00+00:00,1212.0800000000002,1214.849545466398,1203.605,2.524545466397967,1.0998019285730265,3.4540871281838164,REGIME_OWNERSHIP_EXIT,0.20201656368964557,0.10496939093681812,-0.0,0.09704717275282745,0.1425999273104425,-0.0,0.009416636379203078,1.3962909549136975,0.9684911729827046,300.0,0.0,False,0.0,5.0,2.524545466397967,0.019805545459769525,0.01,2.4273415108531187,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2017-02-13 15:00:00+00:00,27:LONG,BALANCED_RANGE,27,2017-02-13 15:00:00+00:00,1.5205027233027542,1237.04,1221.84,1229.44,True,,2017-02-13 15:00:00+00:00,1223.12,2017-02-14 03:00:00+00:00,1226.495,1220.9279497276696,1229.44,2.1920502723303343,1.4416615233472787,2.8831455554536487,MAX_HOLD,1.6559839187178462,0.1163294488355456,0.08927304700542472,1.4503814228768759,0.16422981012090046,0.1115913087567809,1.3301627998401648,1.9547909343542407,0.4790036128521307,720.0,0.0,False,1.0,5.0,2.1920502723303343,0.02280969585010739,0.02,4.89791095416603,True,STANDALONE
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2017-02-15 22:15:00+00:00,29:SHORT,BALANCED_RANGE,29,2017-02-15 21:00:00+00:00,1.16313348888764,1233.16,1216.64,1224.9,True,,2017-02-15 22:15:00+00:00,1232.4699999999998,2017-02-15 23:10:00+00:00,1233.7163133488887,1233.7163133488887,1224.9,1.2463133488888616,1.0715135973608416,6.073913921205023,STOP,-0.7552782369923395,0.2447217630076605,-0.0,-1.0,0.28885191699253726,-0.0,-1.094130153984877,0.26478092390963165,1.0,55.0,0.0,False,0.0,5.0,1.2463133488888616,0.04011832180452613,0.04,9.870704940939575,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2017-02-27 07:00:00+00:00,37:LONG:2017-02-27 07:00:00+00:00,TREND_UP,37,2017-02-27 07:00:00+00:00,0.8637952981543373,1260.05,1252.18,1256.115,True,,2017-02-27 07:00:00+00:00,1256.32,2017-02-27 07:10:00+00:00,1255.4636204701844,1255.4636204701844,1258.032759059631,0.8563795298155128,0.9914149007818522,2.0,STOP,-0.7197504241472421,0.28024957585275795,0.0,-1.0,0.4203743637791369,0.0,-1.190124787926379,0.0,1.0,10.0,0.0,False,0.0,5.0,0.8563795298155128,0.058385328302711,0.05,12.57714592586555,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,SHORT,2017-03-09 14:00:00+00:00,41:SHORT:2017-03-09 14:00:00+00:00,TREND_DOWN,41,2017-03-09 14:00:00+00:00,1.492849036766501,1210.2,1203.13,1206.665,True,,2017-03-09 14:00:00+00:00,1206.0400000000002,2017-03-09 19:50:00+00:00,1201.441430192647,1208.3392849036768,1201.441430192647,2.2992849036766074,1.5401992077221953,2.0,TARGET,2.1043802791102646,0.10438027911026442,-0.0,2.0,0.15657041866539662,-0.0,1.8978098604448679,2.0,0.30879165903473,350.0,0.0,False,0.0,5.0,2.2992849036766074,0.021745891481324865,0.02,4.82951511475767,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2017-03-23 00:15:00+00:00,47:LONG:2017-03-23 00:15:00+00:00,TREND_UP,47,2017-03-23 00:00:00+00:00,0.9805144355559151,1251.23,1244.47,1247.85,True,,2017-03-23 00:15:00+00:00,1246.885,2017-03-23 00:45:00+00:00,1245.4519485564444,1245.4519485564444,1249.751102887111,1.4330514435555415,1.4615301841456876,2.0,STOP,-0.8150799113377384,0.1849200886622616,0.0,-1.0,0.25121219591843624,0.0,-1.1162921072561747,0.09420457346949293,1.0,30.0,0.0,False,0.0,5.0,1.4330514435555415,0.034890582766481215,0.03,7.4896147149322765,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2017-03-23 14:00:00+00:00,47:LONG:2017-03-23 14:00:00+00:00,TREND_UP,47,2017-03-23 14:00:00+00:00,1.5539815840893172,1253.22,1244.25,1248.7350000000001,True,,2017-03-23 14:00:00+00:00,1248.1,2017-03-23 14:20:00+00:00,1246.464601841591,1246.464601841591,1251.3707963168176,1.6353981584088615,1.0523922388483498,2.0,STOP,-0.85324674681468,0.14675325318545904,0.0,-1.000000000000139,0.22012987977798001,0.0,-1.1233766265926601,0.5136363861491762,1.0,20.0,0.0,False,0.0,5.0,1.6353981584088615,0.030573594413636142,0.03,7.496912807281324,True,STANDALONE
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2017-03-27 16:30:00+00:00,49:LONG:2017-03-27 16:30:00+00:00,TREND_UP,49,2017-03-27 16:00:00+00:00,1.5454560884199176,1260.97,1244.83,1252.9,True,,2017-03-27 16:30:00+00:00,1255.355,2017-03-27 20:00:00+00:00,1255.0600000000002,1252.265454391158,1261.534091217684,3.089545608841945,1.9991157510018371,2.0,REGIME_OWNERSHIP_EXIT,-0.012946887686489545,0.08253640900140764,0.0,-0.09548329668789719,0.1165219891784059,0.0,-0.17946887686489543,0.22333381259216542,0.8383109777009339,210.0,0.0,False,0.0,5.0,3.089545608841945,0.016183609608126648,0.01,2.513497042754226,True,STANDALONE
