attempt_no,composite_id,component_attempts_json,component_count,tie_priority,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2023_trades,era_2021_2023_stress_net_r,era_2021_2023_stress_pf,era_2021_2023_average_stress_r,era_2021_2023_closed_drawdown_r,era_2023_2024_trades,era_2023_2024_stress_net_r,era_2023_2024_stress_pf,era_2023_2024_average_stress_r,era_2023_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,selection_adjusted_pvalue,statistical_pass
25130,9aee71ab0ababe30,"[24995, 25048]",2,ATTEMPT_ASCENDING,201,21.5965488831943,1.1603646961070384,0.10744551683181243,17.041045247501728,53,4.828321535542554,1.144490680334555,0.09110040633099159,7.895056808128429,61,-3.7847280617946932,0.9170379947557344,-0.06204472232450317,15.340638521938132,59,14.338274464569253,1.3848310973964304,0.2430216010943941,7.847019445268392,28,6.214680944877185,1.3381828567697391,0.2219528908884709,9.88914783352829,8.226789081033054,0.1524464412614774,28,0.9170379947557344,-0.06204472232450317,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25131,63cc1a632cd9a1b4,"[24995, 25048]",2,ATTEMPT_DESCENDING,202,13.385175607568884,1.0967505354982592,0.06626324558202418,13.653958560692807,54,0.5824984806749351,1.0161714103020505,0.010787008901387687,8.009431014893526,61,-0.28326716822067133,0.9936384187555285,-0.004643724069191333,12.645353544333913,59,10.608914266769052,1.2766776379366793,0.1798121062164246,7.847019445268392,28,2.477030028345568,1.1273190824458987,0.08846535815519886,9.889147833528288,0.015415805407638317,0.27662008915024394,28,0.9936384187555285,-0.004643724069191333,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25132,e77236013d957402,"[24640, 24877, 24995]",3,ATTEMPT_ASCENDING,284,13.842070482143187,1.0756595120074652,0.048739684796278826,14.654152070234106,58,-9.062746373582016,0.7769172197997966,-0.15625424782037958,9.142119828466392,98,14.738587855524246,1.2464025801214682,0.15039375362779842,7.519349647665917,86,2.6433893397635337,1.0465966669153677,0.0307370853460876,13.357675793661015,42,5.522839660437421,1.2142055958477007,0.13149618239136715,9.481302310378844,0.4575168119749149,0.2871204221389327,42,0.7769172197997966,-0.15625424782037958,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25133,4e6e3e554416fe6e,"[24640, 24877, 24995]",3,ATTEMPT_DESCENDING,284,13.842070482143187,1.0756595120074652,0.048739684796278826,14.654152070234106,58,-9.062746373582016,0.7769172197997966,-0.15625424782037958,9.142119828466392,98,14.738587855524246,1.2464025801214682,0.15039375362779842,7.519349647665917,86,2.6433893397635337,1.0465966669153677,0.0307370853460876,13.357675793661015,42,5.522839660437421,1.2142055958477007,0.13149618239136715,9.481302310378844,0.4575168119749149,0.2871204221389327,42,0.7769172197997966,-0.15625424782037958,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25134,3e4189a0cb3c751f,"[24640, 24877, 25048]",3,ATTEMPT_ASCENDING,316,27.362935062333342,1.1324441019957843,0.08659156665295362,9.209636960687714,71,0.37357393665315786,1.007599982581176,0.005261604741593773,9.209636960687714,102,16.81320798295406,1.267381777679851,0.16483537238190257,6.633186438696544,101,11.486243401423073,1.1719717528574445,0.11372518219230765,8.82579403678175,42,-1.3100902586969465,0.9528285350758903,-0.031192625207070154,7.352254083362091,14.029942660773141,0.15603369974468226,42,0.9528285350758903,-0.031192625207070154,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25135,c7175d3ebf5ed975,"[24640, 24877, 25048]",3,ATTEMPT_DESCENDING,319,17.38189865621483,1.081945451082199,0.05448871052104962,10.587574947891328,71,0.37357393665315786,1.007599982581176,0.005261604741593773,9.209636960687714,104,8.648421647908922,1.1284941098141341,0.08315790046066271,10.587574947891328,101,11.486243401423073,1.1719717528574445,0.11372518219230765,8.82579403678175,43,-3.1263403297703283,0.8916852237125766,-0.07270558906442624,9.268738739133603,4.048906254654614,0.2604313328791999,43,0.8916852237125766,-0.07270558906442624,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25136,e00e79c12397925a,"[24640, 24995, 25048]",3,ATTEMPT_ASCENDING,250,8.422241069945988,1.0499413587851922,0.033688964279783955,14.439569138818602,60,-0.20045337727536694,0.9950080769247978,-0.0033408896212561157,8.943424841555238,78,3.3895805984945464,1.0644907487635837,0.04345616151916085,12.375494625671259,73,3.439209641949579,1.0674940863173088,0.04711246084862437,11.49109487182677,39,1.7939042067772342,1.0718361262065672,0.045997543763518826,14.4395691388186,-4.935618301170219,0.35377003867235157,39,0.9950080769247978,-0.0033408896212561157,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25137,9554a33241559b98,"[24640, 24995, 25048]",3,ATTEMPT_DESCENDING,252,6.623168219052746,1.0386847831308452,0.026282413567669628,14.439569138818598,61,-4.429416366402163,0.8963704720770639,-0.07261338305577315,8.94342484155524,78,6.89104149206857,1.1338925525885044,0.0883466857957509,9.411683498558526,74,6.105289803140724,1.1198335461547921,0.08250391625865842,8.618014204800996,39,-1.9437467097543824,0.9253862318633841,-0.049839659224471346,14.4395691388186,-6.734375187571072,0.3918882707423667,39,0.8963704720770639,-0.07261338305577315,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25138,09ec9eefca44d5b5,"[24877, 24995, 25048]",3,ATTEMPT_ASCENDING,288,37.344465485737246,1.2002887847319186,0.12966828293658766,12.356884628071931,69,8.624316383510562,1.1979838516503258,0.12499009251464584,8.29994003931605,93,8.93128832596699,1.1455940276596965,0.09603535834373109,11.292098913382372,90,15.291667320367761,1.2685214817005643,0.1699074146707529,10.987279557155421,36,4.4971934558919315,1.1828055699792925,0.12492204044144255,7.904336994675299,23.974705683576005,0.06897554217379281,36,1.1455940276596965,0.09603535834373109,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": true, ""minimum_stress_pf_each_era"": true, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25139,ee866826bf2f7a50,"[24877, 24995, 25048]",3,ATTEMPT_DESCENDING,291,16.476204122418608,1.0841911374241389,0.056619258152641266,13.522519056477359,70,4.378493328642939,1.0948447925261953,0.06254990469489913,8.299940039316049,94,1.592111202921177,1.0245954003712328,0.016937353222565715,11.262871146364287,90,11.56230712256756,1.19923681343802,0.12847007913963956,10.987279557155421,37,-1.0567075317130668,0.9605265752618172,-0.028559663019272076,9.830025448157226,3.1064443202573626,0.2640101651436103,37,0.9605265752618172,-0.028559663019272076,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25140,e42b633198b1d619,"[24640, 24877, 24995, 25048]",4,ATTEMPT_ASCENDING,335,19.78549557603684,1.0897827459117349,0.05906118082399057,12.454758299965619,76,0.7411359383991849,1.0144367345783105,0.00975178866314717,9.217785396323569,109,13.42974530468154,1.1965183404275093,0.12320867252001412,9.911567771615744,103,5.538197615164147,1.0796872643985633,0.05376890888508881,9.917516016287248,47,0.07641671779198123,1.0024495324608098,0.0016258876125953452,12.454758299965611,6.427636204920647,0.229576909618765,47,1.0024495324608098,0.0016258876125953452,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25141,a080fbf355273178,"[24640, 24877, 24995, 25048]",4,ATTEMPT_DESCENDING,340,8.005386319025082,1.035041811434128,0.023545253879485535,14.38044675344754,77,-3.4878270507276135,0.935319665166561,-0.045296455204254724,9.21778539632357,111,8.766419863210416,1.1223143491990453,0.07897675552441816,9.01922709398102,104,8.204277776355294,1.1180615612548699,0.0788872863111086,9.917516016287248,48,-5.477484269813019,0.8358343119231679,-0.11411425562110455,14.380446753447538,-5.35215708759873,0.3863308626736944,48,0.8358343119231679,-0.11411425562110455,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
