attempt_no,composite_id,component_attempts_json,component_count,tie_priority,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2023_trades,era_2021_2023_stress_net_r,era_2021_2023_stress_pf,era_2021_2023_average_stress_r,era_2021_2023_closed_drawdown_r,era_2023_2024_trades,era_2023_2024_stress_net_r,era_2023_2024_stress_pf,era_2023_2024_average_stress_r,era_2023_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,selection_adjusted_pvalue,statistical_pass
25120,9f07d07a86fefed4,"[24640, 24877]",2,ATTEMPT_ASCENDING,252,18.11453481458592,1.1137058754973375,0.07188307466105523,14.342180640583239,45,-4.680803272585674,0.8473361718389744,-0.10401785050190387,6.5546970940825755,88,17.363434745759317,1.3353765320576227,0.1973117584745377,7.5135605539838535,82,5.812162232672952,1.1088578723075948,0.07088002722771893,13.04570436401015,37,-0.38025889126068024,0.9838080469425263,-0.010277267331369737,11.077394902091237,4.769048119551246,0.22083092986737143,37,0.8473361718389744,-0.10401785050190387,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25121,a53c74cc983b03f1,"[24640, 24877]",2,ATTEMPT_DESCENDING,252,18.11453481458592,1.1137058754973375,0.07188307466105523,14.342180640583239,45,-4.680803272585674,0.8473361718389744,-0.10401785050190387,6.5546970940825755,88,17.363434745759317,1.3353765320576227,0.1973117584745377,7.5135605539838535,82,5.812162232672952,1.1088578723075948,0.07088002722771893,13.04570436401015,37,-0.38025889126068024,0.9838080469425263,-0.010277267331369737,11.077394902091237,4.769048119551246,0.22083092986737143,37,0.8473361718389744,-0.10401785050190387,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25122,1f443b1e922491ff,"[24640, 24995]",2,ATTEMPT_ASCENDING,189,10.30326384943753,1.0853948481699043,0.05451462354199751,10.494262125461308,42,-7.870187156832805,0.722183550270291,-0.18738540849601917,7.870187156832806,62,7.643113300448921,1.1984729360722486,0.12327602097498261,7.82180266787099,54,2.290840616737123,1.0628825604537226,0.042422974384020797,9.542944601595384,31,8.239497089084292,1.4739263513432805,0.26579022868013846,9.954934401563374,-3.0812898207307455,0.30790893583188045,31,0.722183550270291,-0.18738540849601917,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25123,1806641463d9c576,"[24640, 24995]",2,ATTEMPT_DESCENDING,189,10.30326384943753,1.0853948481699043,0.05451462354199751,10.494262125461308,42,-7.870187156832805,0.722183550270291,-0.18738540849601917,7.870187156832806,62,7.643113300448921,1.1984729360722486,0.12327602097498261,7.82180266787099,54,2.290840616737123,1.0628825604537226,0.042422974384020797,9.542944601595384,31,8.239497089084292,1.4739263513432805,0.26579022868013846,9.954934401563374,-3.0812898207307455,0.30790893583188045,31,0.722183550270291,-0.18738540849601917,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25124,f789adf7b4ab15fa,"[24640, 25048]",2,ATTEMPT_ASCENDING,233,16.8523674630476,1.108121369083473,0.07232775735213562,10.001222372048709,55,-0.5680153790213938,0.9850417196472685,-0.010327552345843522,8.935276405919385,72,8.717452163077681,1.1854636128262348,0.12107572448719,9.32526193545345,72,8.295533448703004,1.168130877164207,0.11521574234309728,8.618014204800996,34,0.40739723028830555,1.0189059168121424,0.01198227147906781,10.001222372048705,3.519375061487401,0.23638115402843832,34,0.9850417196472685,-0.010327552345843522,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25125,31f2cf7f36670f6e,"[24640, 25048]",2,ATTEMPT_DESCENDING,233,16.8523674630476,1.108121369083473,0.07232775735213562,10.001222372048709,55,-0.5680153790213938,0.9850417196472685,-0.010327552345843522,8.935276405919385,72,8.717452163077681,1.1854636128262348,0.12107572448719,9.32526193545345,72,8.295533448703004,1.168130877164207,0.11521574234309728,8.618014204800996,34,0.40739723028830555,1.0189059168121424,0.01198227147906781,10.001222372048705,3.519375061487401,0.23638115402843832,34,0.9850417196472685,-0.010327552345843522,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25126,145d4b5ff3cd287d,"[24877, 24995]",2,ATTEMPT_ASCENDING,217,23.947160069770817,1.1735946373084412,0.11035557635839086,12.840383656479565,47,-2.948181985078128,0.9066618380562507,-0.06272727627825804,6.5820841384871,75,12.074289534609969,1.257987754362454,0.16099052712813292,4.247603056849881,66,10.242094357652899,1.2536835747549653,0.15518324784322574,12.840383656479563,29,4.57895816258607,1.2386439347004239,0.15789510905469206,7.224793879953328,10.597271390778825,0.13279828316086464,29,0.9066618380562507,-0.06272727627825804,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25127,55044acd55f2a21f,"[24877, 24995]",2,ATTEMPT_DESCENDING,217,23.947160069770817,1.1735946373084412,0.11035557635839086,12.840383656479565,47,-2.948181985078128,0.9066618380562507,-0.06272727627825804,6.5820841384871,75,12.074289534609969,1.257987754362454,0.16099052712813292,4.247603056849881,66,10.242094357652899,1.2536835747549653,0.15518324784322574,12.840383656479563,29,4.57895816258607,1.2386439347004239,0.15789510905469206,7.224793879953328,10.597271390778825,0.13279828316086464,29,0.9066618380562507,-0.06272727627825804,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25128,a9d10a46256a194c,"[24877, 25048]",2,ATTEMPT_ASCENDING,223,7.181750594611616,1.0467347129631928,0.03220515961709245,22.028279286330132,55,10.478890686837266,1.2950219612568659,0.19052528521522302,7.714777744838511,74,-2.482944694950425,0.9518696745850994,-0.03355330668851926,12.380612305265817,70,1.2534551633767212,1.026010435158141,0.01790650233395316,12.054816618287974,24,-2.0676505606519546,0.8874634325659448,-0.08615210669383144,6.988690276744407,-6.13121199616869,0.375561504052938,24,0.8874634325659448,-0.08615210669383144,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25129,1db962fc85286cee,"[24877, 25048]",2,ATTEMPT_DESCENDING,226,-0.8921507393314383,0.9943490864710853,-0.003947569643059461,28.552436291992798,55,10.478890686837266,1.2950219612568659,0.19052528521522302,7.714777744838511,76,-10.668303548147012,0.8096087902202065,-0.14037241510719753,15.353068640919886,70,1.2534551633767212,1.026010435158141,0.01790650233395316,12.054816618287974,25,-1.9561930413984152,0.8921267106902384,-0.0782477216559366,7.475440283218272,-14.20511333011173,1.0,25,0.8096087902202065,-0.14037241510719753,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
