trade_index,trade_entry_time_utc,trade_side,oracle_entry_time_utc,oracle_trade_number,absolute_difference_minutes,walk_forward_window
139,2023-01-06 00:00:00+00:00,LONG,2023-01-06 00:00:00+00:00,1,0.0,validation_2023
140,2023-01-25 00:00:00+00:00,SHORT,2023-01-25 00:00:00+00:00,1,0.0,validation_2023
141,2023-03-29 00:00:00+00:00,SHORT,2023-03-29 00:05:00+00:00,2,5.0,validation_2023
142,2023-04-13 00:00:00+00:00,LONG,2023-04-13 00:10:00+00:00,3,10.0,validation_2023
144,2023-04-28 00:00:00+00:00,LONG,2023-04-28 00:00:00+00:00,1,0.0,validation_2023
145,2023-05-11 00:00:00+00:00,LONG,2023-05-11 00:00:00+00:00,1,0.0,validation_2023
146,2023-05-31 00:00:00+00:00,LONG,2023-05-31 00:10:00+00:00,1,10.0,validation_2023
150,2023-06-28 00:00:00+00:00,SHORT,2023-06-28 00:10:00+00:00,1,10.0,validation_2023
151,2023-07-07 00:00:00+00:00,SHORT,2023-07-07 00:00:00+00:00,1,0.0,validation_2023
152,2023-07-11 00:00:00+00:00,LONG,2023-07-11 00:05:00+00:00,1,5.0,validation_2023
156,2023-08-30 00:00:00+00:00,SHORT,2023-08-30 00:00:00+00:00,1,0.0,validation_2023
157,2023-09-15 00:00:00+00:00,LONG,2023-09-15 00:00:00+00:00,1,0.0,validation_2023
159,2023-10-06 00:00:00+00:00,SHORT,2023-10-06 00:00:00+00:00,1,0.0,validation_2023
160,2023-10-13 00:00:00+00:00,LONG,2023-10-13 00:00:00+00:00,1,0.0,validation_2023
162,2023-11-01 00:00:00+00:00,SHORT,2023-11-01 00:00:00+00:00,1,0.0,validation_2023
163,2023-11-10 00:00:00+00:00,LONG,2023-11-10 00:05:00+00:00,1,5.0,validation_2023
166,2023-12-13 00:00:00+00:00,SHORT,2023-12-13 00:00:00+00:00,1,0.0,validation_2023
167,2024-01-12 00:00:00+00:00,SHORT,2024-01-12 00:00:00+00:00,1,0.0,validation_2024
168,2024-01-25 00:00:00+00:00,SHORT,2024-01-25 00:00:00+00:00,1,0.0,validation_2024
172,2024-03-27 00:00:00+00:00,SHORT,2024-03-27 00:00:00+00:00,1,0.0,validation_2024
178,2024-05-22 00:00:00+00:00,LONG,2024-05-22 00:00:00+00:00,1,0.0,validation_2024
179,2024-05-29 00:00:00+00:00,LONG,2024-05-29 00:05:00+00:00,1,5.0,validation_2024
183,2024-07-03 00:00:00+00:00,SHORT,2024-07-03 00:10:00+00:00,1,10.0,validation_2024
184,2024-07-26 00:00:00+00:00,LONG,2024-07-26 00:00:00+00:00,1,0.0,validation_2024
190,2024-09-19 00:00:00+00:00,SHORT,2024-09-19 00:00:00+00:00,1,0.0,validation_2024
195,2024-11-06 00:00:00+00:00,SHORT,2024-11-06 00:00:00+00:00,1,0.0,validation_2024
197,2024-12-05 00:00:00+00:00,LONG,2024-12-05 00:05:00+00:00,1,5.0,validation_2024
202,2025-02-05 00:00:00+00:00,LONG,2025-02-05 00:00:00+00:00,1,0.0,pseudo_oos_2025
204,2025-02-20 00:00:00+00:00,LONG,2025-02-20 00:00:00+00:00,1,0.0,pseudo_oos_2025
205,2025-02-28 00:00:00+00:00,LONG,2025-02-28 00:00:00+00:00,1,0.0,pseudo_oos_2025
206,2025-03-06 00:00:00+00:00,LONG,2025-03-06 00:10:00+00:00,2,10.0,pseudo_oos_2025
207,2025-03-19 00:00:00+00:00,LONG,2025-03-19 00:10:00+00:00,2,10.0,pseudo_oos_2025
208,2025-04-02 00:00:00+00:00,LONG,2025-04-02 00:15:00+00:00,2,15.0,pseudo_oos_2025
210,2025-04-16 00:00:00+00:00,LONG,2025-04-16 00:00:00+00:00,1,0.0,pseudo_oos_2025
211,2025-04-23 00:00:00+00:00,LONG,2025-04-23 00:00:00+00:00,1,0.0,pseudo_oos_2025
212,2025-05-01 00:00:00+00:00,LONG,2025-05-01 00:00:00+00:00,1,0.0,pseudo_oos_2025
213,2025-05-07 00:00:00+00:00,SHORT,2025-05-07 00:05:00+00:00,2,5.0,pseudo_oos_2025
215,2025-05-30 00:00:00+00:00,LONG,2025-05-30 00:00:00+00:00,1,0.0,pseudo_oos_2025
216,2025-06-12 00:00:00+00:00,LONG,2025-06-12 00:10:00+00:00,2,10.0,pseudo_oos_2025
218,2025-07-03 00:00:00+00:00,LONG,2025-07-03 00:00:00+00:00,1,0.0,pseudo_oos_2025
219,2025-07-11 00:00:00+00:00,SHORT,2025-07-11 00:00:00+00:00,1,0.0,pseudo_oos_2025
220,2025-07-31 00:00:00+00:00,LONG,2025-07-31 00:00:00+00:00,1,0.0,pseudo_oos_2025
221,2025-08-13 00:00:00+00:00,SHORT,2025-08-13 00:00:00+00:00,1,0.0,pseudo_oos_2025
223,2025-09-19 00:00:00+00:00,LONG,2025-09-19 00:15:00+00:00,3,15.0,pseudo_oos_2025
225,2025-12-31 00:00:00+00:00,SHORT,2025-12-31 00:05:00+00:00,1,5.0,pseudo_oos_2025
227,2026-01-14 00:00:00+00:00,LONG,2026-01-14 00:15:00+00:00,1,15.0,pseudo_oos_2026h1
228,2026-01-21 00:00:00+00:00,SHORT,2026-01-21 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
229,2026-01-29 00:00:00+00:00,SHORT,2026-01-29 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
231,2026-02-18 00:00:00+00:00,SHORT,2026-02-18 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
235,2026-05-01 00:00:00+00:00,LONG,2026-05-01 00:15:00+00:00,1,15.0,pseudo_oos_2026h1
237,2026-06-03 00:00:00+00:00,LONG,2026-06-03 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
238,2026-06-12 00:00:00+00:00,SHORT,2026-06-12 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
239,2026-06-18 00:00:00+00:00,LONG,2026-06-18 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
