Open_Interest_All_futures,Dealer_Positions_Long_All_futures,Dealer_Positions_Short_All_futures,Asset_Mgr_Positions_Long_All_futures,Asset_Mgr_Positions_Short_All_futures,Lev_Money_Positions_Long_All_futures,Lev_Money_Positions_Short_All_futures,report_date_utc,Open_Interest_All_combined,Dealer_Positions_Long_All_combined,Dealer_Positions_Short_All_combined,Asset_Mgr_Positions_Long_All_combined,Asset_Mgr_Positions_Short_All_combined,Lev_Money_Positions_Long_All_combined,Lev_Money_Positions_Short_All_combined,dealer_options_equivalent_net,dealer_flow_change,vote_dealer,dealer_futures_flow_change,futures_vote_dealer,asset_options_equivalent_net,asset_flow_change,vote_asset,asset_futures_flow_change,futures_vote_asset,leveraged_options_equivalent_net,leveraged_flow_change,vote_leveraged,leveraged_futures_flow_change,futures_vote_leveraged,three_valid_nonzero_votes,vote_sum,side,futures_vote_sum,futures_side,availability_utc
469299,26448,98716,277321,142490,26929,112156,2018-10-16 00:00:00+00:00,532383,25399,102722,280817,142083,25959,110312,-5055.0,-1747.0,1.0,0.004224172359186679,-1.0,3903.0,-1062.0,-1.0,0.02261618406189969,1.0,874.0,3136.0,1.0,-0.012275302556801343,-1.0,True,1.0,LONG,-1.0,SHORT,2018-10-24 00:00:00+00:00
489829,34236,93885,278532,149999,30236,123394,2018-10-23 00:00:00+00:00,560984,30202,99269,282561,148544,29517,118962,-9418.0,-4363.0,1.0,0.03221622852727764,-1.0,5484.0,1581.0,1.0,-0.024899158944085786,-1.0,3713.0,2839.0,1.0,-0.008579833603116732,-1.0,True,3.0,LONG,-3.0,SHORT,2018-10-31 00:00:00+00:00
504458,44616,90445,274114,156358,37046,130192,2018-10-30 00:00:00+00:00,592036,36503,98807,279566,152931,36770,124977,-16475.0,-7057.0,1.0,0.030927150864616462,-1.0,8879.0,3395.0,1.0,-0.02897308687834671,-1.0,4939.0,1226.0,1.0,0.005539038990980322,1.0,True,3.0,LONG,-1.0,SHORT,2018-11-07 00:00:00+00:00
510193,39582,92922,284738,159077,28935,131185,2018-11-06 00:00:00+00:00,590939,34831,97521,290681,156326,26200,128945,-9350.0,7125.0,-1.0,-0.013700671558342745,1.0,8694.0,-185.0,-1.0,0.012870178058677267,1.0,-495.0,-5434.0,-1.0,-0.01576865405156913,-1.0,True,-3.0,SHORT,1.0,LONG,2018-11-14 00:00:00+00:00
520240,38877,99121,296644,159348,41857,130776,2018-11-13 00:00:00+00:00,590543,41516,104856,302319,158793,37627,130664,-3096.0,6254.0,-1.0,-0.011251729018340068,1.0,6230.0,-2464.0,-1.0,0.017608055437276254,1.0,-4118.0,-3623.0,-1.0,0.029495161857197583,1.0,True,-3.0,SHORT,3.0,LONG,2018-11-21 00:00:00+00:00
535707,37248,91480,291421,160146,36514,136774,2018-11-20 00:00:00+00:00,598856,37548,93888,297487,159944,32541,137102,-2108.0,988.0,-1.0,0.014565956360372126,-1.0,6268.0,38.0,1.0,-0.01885896574637619,-1.0,-4301.0,-183.0,-1.0,-0.016235354159266524,-1.0,True,-1.0,SHORT,-3.0,SHORT,2018-11-28 00:00:00+00:00
538454,37412,90395,291947,161608,26502,138103,2018-11-27 00:00:00+00:00,604473,35819,95490,298722,160764,24862,138673,-6688.0,-4580.0,1.0,0.002836065877811586,-1.0,7619.0,1351.0,1.0,-0.0029884676280708677,-1.0,-2210.0,2091.0,1.0,-0.020107356364807233,-1.0,True,3.0,LONG,-3.0,SHORT,2018-12-05 00:00:00+00:00
545537,40564,90605,289315,167905,29362,131441,2018-12-04 00:00:00+00:00,614890,40689,95937,295577,167628,27859,130924,-5207.0,1481.0,-1.0,0.006670410454982734,-1.0,6539.0,-1080.0,-1.0,-0.01951017406548547,-1.0,-986.0,1224.0,1.0,0.020145354118061093,1.0,True,-1.0,SHORT,-1.0,SHORT,2018-12-12 00:00:00+00:00
613745,38430,94974,291948,171007,31728,124184,2018-12-11 00:00:00+00:00,664537,39042,96454,298189,170329,27931,125834,-868.0,4339.0,-1.0,-0.000401500327533319,1.0,6919.0,380.0,1.0,-0.025497206499120545,-1.0,-5447.0,-4461.0,-1.0,0.03647417978996542,1.0,True,-1.0,SHORT,1.0,LONG,2018-12-19 00:00:00+00:00
505711,43212,98632,294314,182612,27921,112509,2018-12-18 00:00:00+00:00,557285,42905,98354,300669,181965,24203,113950,-29.0,839.0,-1.0,-0.01745881518589798,1.0,7002.0,83.0,1.0,0.023826944966135133,1.0,-5159.0,288.0,1.0,-0.016623125774270775,-1.0,True,1.0,LONG,1.0,LONG,2018-12-26 00:00:00+00:00
528376,48921,116287,296739,173758,30866,113046,2019-02-26 00:00:00+00:00,584331,48407,116155,300997,174194,27830,112978,-382.0,-353.0,1.0,-0.017908045736485134,1.0,3822.0,-3180.0,-1.0,0.011871716271059957,1.0,-2968.0,2191.0,1.0,0.011732312616247603,1.0,True,1.0,LONG,3.0,LONG,2019-03-06 00:00:00+00:00
541753,53779,106320,294176,180693,44045,125120,2019-03-05 00:00:00+00:00,600510,50663,109202,299676,176966,41448,125570,-5998.0,-5616.0,1.0,0.03051301678926592,-1.0,9227.0,5405.0,1.0,-0.02327912235161922,-1.0,-3047.0,-79.0,-1.0,0.005880110236808345,1.0,True,1.0,LONG,-1.0,SHORT,2019-03-13 00:00:00+00:00
536724,53613,94320,290054,180396,35487,118661,2019-03-12 00:00:00+00:00,585955,56345,92732,293631,179661,30319,120368,4320.0,10318.0,-1.0,0.02113986131801321,-1.0,4312.0,-4915.0,-1.0,-0.005163839911744322,-1.0,-6875.0,-3828.0,-1.0,-0.005312982636231617,-1.0,True,-3.0,SHORT,-3.0,SHORT,2019-03-20 00:00:00+00:00
483172,32568,77657,290890,172261,26752,113593,2019-03-19 00:00:00+00:00,530038,32943,75048,295341,173527,23709,115268,2984.0,-1336.0,1.0,-0.017475285092240653,1.0,3185.0,-1127.0,-1.0,0.041211413521571205,1.0,-4718.0,2157.0,1.0,-0.024764974144157237,-1.0,True,1.0,LONG,1.0,LONG,2019-03-27 00:00:00+00:00
486804,31375,79934,289890,169190,27064,115577,2019-03-26 00:00:00+00:00,544893,31780,80628,295012,166804,24084,119915,-289.0,-3273.0,1.0,-0.006431882961484947,1.0,7508.0,4323.0,1.0,0.002422467297773734,1.0,-7318.0,-2600.0,-1.0,-0.002093690496102224,-1.0,True,1.0,LONG,1.0,LONG,2019-04-03 00:00:00+00:00
497717,37759,66177,289108,181139,29983,133701,2019-04-02 00:00:00+00:00,565421,36526,66172,294989,174740,23619,139301,-1228.0,-939.0,1.0,0.04265391477026424,-1.0,12280.0,4772.0,1.0,-0.031015235436656435,-1.0,-11964.0,-4646.0,-1.0,-0.026562779356427202,-1.0,True,1.0,LONG,-3.0,SHORT,2019-04-10 00:00:00+00:00
494804,36587,73697,286960,170975,29006,132688,2019-04-09 00:00:00+00:00,547667,36809,70848,292596,169968,22349,136141,3071.0,4299.0,-1.0,-0.01790269015092137,1.0,6643.0,-5637.0,-1.0,0.01747745108653545,1.0,-10110.0,1854.0,1.0,-0.0011540585356464017,-1.0,True,-1.0,SHORT,1.0,LONG,2019-04-17 00:00:00+00:00
499280,35335,82776,291476,165477,33281,132662,2019-04-16 00:00:00+00:00,553608,36176,80910,298177,165069,24516,135285,2707.0,-364.0,1.0,-0.020019433411716525,1.0,7109.0,466.0,1.0,0.017955453819563483,1.0,-11388.0,-1278.0,-1.0,0.010492925821137117,1.0,True,1.0,LONG,3.0,LONG,2019-04-24 00:00:00+00:00
507722,37322,74854,293134,170852,35713,139533,2019-04-23 00:00:00+00:00,569620,38476,76340,297957,166053,28897,142807,-332.0,-3039.0,1.0,0.02109648378142251,-1.0,9622.0,2513.0,1.0,-0.011517001316304842,-1.0,-10090.0,1298.0,1.0,-0.005433350269064663,-1.0,True,3.0,LONG,-3.0,SHORT,2019-05-01 00:00:00+00:00
517935,35660,73113,298222,172776,35648,145173,2019-04-30 00:00:00+00:00,586672,36522,72762,303882,168367,27305,147906,1213.0,1545.0,-1.0,0.0016101806064957591,-1.0,10069.0,447.0,1.0,0.0013597384845370486,1.0,-11076.0,-986.0,-1.0,-0.006982778795087907,-1.0,True,-1.0,SHORT,-1.0,SHORT,2019-05-08 00:00:00+00:00
516282,38508,78754,299854,164500,32252,146844,2019-05-07 00:00:00+00:00,573680,40485,78234,305558,163094,25971,150589,2497.0,1284.0,-1.0,-0.0056413588019363775,1.0,7110.0,-2959.0,-1.0,0.01996653658161182,1.0,-10026.0,1050.0,1.0,-0.010491458634579676,-1.0,True,-1.0,SHORT,1.0,LONG,2019-05-15 00:00:00+00:00
504460,35439,83982,295911,156229,30438,142131,2019-05-14 00:00:00+00:00,556741,36646,82252,301180,155196,25262,146244,2937.0,440.0,-1.0,-0.01827412784258263,1.0,6302.0,-808.0,-1.0,0.014723430420639338,1.0,-9289.0,737.0,1.0,0.0005452039686864307,1.0,True,-1.0,SHORT,3.0,LONG,2019-05-22 00:00:00+00:00
516122,35156,87482,300566,163388,35410,142820,2019-05-21 00:00:00+00:00,572863,38496,87125,305941,160477,26318,146259,3697.0,760.0,-1.0,-0.005155356975820785,1.0,8286.0,1984.0,1.0,-0.011108108252883164,-1.0,-12531.0,-3242.0,-1.0,0.013301303262479525,1.0,True,-1.0,SHORT,1.0,LONG,2019-05-29 00:00:00+00:00
536798,35669,89806,296488,165340,36534,140497,2019-05-28 00:00:00+00:00,595571,37984,88550,302501,162324,26737,143708,3571.0,-126.0,1.0,0.0005312893102384919,-1.0,9029.0,743.0,1.0,-0.02147063003253727,-1.0,-13008.0,-477.0,-1.0,0.01443723034398528,1.0,True,1.0,LONG,-1.0,SHORT,2019-06-05 00:00:00+00:00
517428,31491,101255,295762,163488,42983,134965,2019-06-04 00:00:00+00:00,586063,33238,96332,302117,163913,28699,135850,6670.0,3099.0,-1.0,-0.033976703539301156,1.0,5930.0,-3099.0,-1.0,0.011322133021914565,1.0,-15169.0,-2161.0,-1.0,0.015904752080441342,1.0,True,-3.0,SHORT,3.0,LONG,2019-06-12 00:00:00+00:00
542810,35062,112458,297222,148904,31166,134565,2019-06-11 00:00:00+00:00,597323,34360,105980,304246,152926,21916,135787,5776.0,-894.0,1.0,-0.0077555406662150606,1.0,3002.0,-2928.0,-1.0,0.01760359792960514,1.0,-10472.0,4697.0,1.0,-0.01272065644722395,-1.0,True,1.0,LONG,1.0,LONG,2019-06-19 00:00:00+00:00
503825,33650,122836,291949,152022,35140,123984,2019-06-18 00:00:00+00:00,559379,36545,123994,298115,151290,25787,124641,1737.0,-4039.0,1.0,-0.03443385248626457,1.0,6898.0,3896.0,1.0,0.004488273063891879,1.0,-10010.0,462.0,1.0,0.014149377918089123,1.0,True,3.0,LONG,3.0,LONG,2019-06-26 00:00:00+00:00
521907,32056,139701,304947,141172,37864,130813,2019-06-25 00:00:00+00:00,590267,35092,139306,310998,146568,27985,127955,3431.0,1694.0,-1.0,-0.029235407634357252,1.0,655.0,-6243.0,-1.0,0.036071747506599194,1.0,-7021.0,2989.0,1.0,-0.0017559413509832256,-1.0,True,-1.0,SHORT,1.0,LONG,2019-07-03 00:00:00+00:00
520970,33935,143117,308798,143058,36190,122545,2019-07-02 00:00:00+00:00,583643,35869,145040,315600,144850,26170,120729,11.0,-3420.0,1.0,-0.003321226305571745,1.0,5010.0,4355.0,1.0,0.004336202943357126,1.0,-8204.0,-1183.0,-1.0,0.012336842877268162,1.0,True,1.0,LONG,3.0,LONG,2019-07-10 00:00:00+00:00
521379,36339,136361,307059,155404,31821,123452,2019-07-09 00:00:00+00:00,572518,38956,139222,311492,152580,26945,126234,-244.0,-255.0,1.0,0.017733195907573857,-1.0,7257.0,2247.0,1.0,-0.02726446244323938,-1.0,-7658.0,546.0,1.0,-0.009989287898103022,-1.0,True,3.0,LONG,-3.0,SHORT,2019-07-17 00:00:00+00:00
535848,36780,138651,310748,161311,37455,126557,2019-07-16 00:00:00+00:00,595995,39098,138694,315494,157934,29734,128172,2275.0,2519.0,-1.0,0.001729503649686548,-1.0,8123.0,866.0,1.0,-0.011993399969929819,-1.0,-9336.0,-1678.0,-1.0,0.009465163682428973,1.0,True,-1.0,SHORT,-1.0,SHORT,2019-07-24 00:00:00+00:00
541102,39821,126163,314173,166611,37526,133778,2019-07-23 00:00:00+00:00,610661,44344,131674,320004,161148,29915,135701,-988.0,-3263.0,1.0,0.03054479030674015,-1.0,11294.0,3171.0,1.0,-0.006173018532903529,-1.0,-9534.0,-198.0,-1.0,-0.011599205265026002,-1.0,True,1.0,LONG,-3.0,SHORT,2019-07-31 00:00:00+00:00
563024,43359,121181,329299,181779,38230,141494,2019-07-30 00:00:00+00:00,633289,46490,125599,335412,175942,29101,142168,-1287.0,-299.0,1.0,0.02134549654883633,-1.0,11950.0,656.0,1.0,-0.010692742358682839,-1.0,-9803.0,-269.0,-1.0,-0.005528153669663777,-1.0,True,1.0,LONG,-3.0,SHORT,2019-08-07 00:00:00+00:00
545453,47944,113552,311225,189217,42290,127634,2019-08-06 00:00:00+00:00,618928,48038,113319,316678,186394,34831,128576,327.0,1614.0,-1.0,0.017939787120685793,-1.0,8276.0,-3674.0,-1.0,-0.03833173036336837,-1.0,-8401.0,1402.0,1.0,0.02694514490766986,1.0,True,-1.0,SHORT,-1.0,SHORT,2019-08-14 00:00:00+00:00
550607,38480,131449,337807,165411,28720,137251,2019-08-13 00:00:00+00:00,613825,42152,130819,342586,165998,23310,137998,4302.0,3975.0,-1.0,-0.04856652431139945,1.0,4192.0,-4084.0,-1.0,0.08941975518213943,1.0,-6157.0,2244.0,1.0,-0.040647108117313674,-1.0,True,-1.0,SHORT,1.0,LONG,2019-08-21 00:00:00+00:00
542806,38169,134916,331434,169715,30643,126115,2019-08-20 00:00:00+00:00,613127,38593,135960,337978,167097,25151,127412,-620.0,-4922.0,1.0,-0.009386751060327908,1.0,9162.0,4970.0,1.0,-0.015170232945998341,-1.0,-6789.0,-632.0,-1.0,0.021225507432248963,1.0,True,1.0,LONG,1.0,LONG,2019-08-28 00:00:00+00:00
525065,41098,123741,307404,167978,33930,121825,2019-08-27 00:00:00+00:00,600158,39774,122691,314852,164652,26620,124138,-274.0,346.0,-1.0,0.020839198500880535,-1.0,10774.0,1612.0,1.0,-0.03239103243923497,-1.0,-9623.0,-2834.0,-1.0,0.008487721888487093,1.0,True,-1.0,SHORT,-1.0,SHORT,2019-09-04 00:00:00+00:00
546954,50038,116421,300518,174966,48225,138243,2019-09-03 00:00:00+00:00,652161,43720,113994,310179,165713,38698,142256,-3891.0,-3617.0,1.0,0.03602722640969515,-1.0,18914.0,8140.0,1.0,-0.03599281669206633,-1.0,-13540.0,-3917.0,-1.0,0.0028177540939832713,1.0,True,1.0,LONG,-1.0,SHORT,2019-09-11 00:00:00+00:00
585117,50879,106109,294520,167404,36765,133494,2019-09-10 00:00:00+00:00,653359,49210,101965,300124,166171,31153,136788,2475.0,6366.0,-1.0,0.026977146457932227,-1.0,6837.0,-12077.0,-1.0,-0.01229878228302303,-1.0,-8906.0,4634.0,1.0,-0.0007350867992373111,-1.0,True,-1.0,SHORT,-3.0,SHORT,2019-09-18 00:00:00+00:00
503272,41963,92881,289150,167451,30517,137178,2019-09-17 00:00:00+00:00,578380,47267,95746,293538,166985,26727,140045,2439.0,-36.0,1.0,-0.006782539746754732,1.0,4854.0,-1983.0,-1.0,0.024566701061298102,1.0,-6657.0,2249.0,1.0,-0.04661944190926398,-1.0,True,1.0,LONG,1.0,LONG,2019-09-25 00:00:00+00:00
502612,38660,96892,290799,169341,29730,121019,2019-09-24 00:00:00+00:00,578955,43763,100970,295492,167033,23850,123904,1025.0,-1414.0,1.0,-0.014684835988400036,1.0,7001.0,2147.0,1.0,-0.00016195739670335496,-1.0,-8765.0,-2108.0,-1.0,0.030305927507023628,1.0,True,1.0,LONG,1.0,LONG,2019-10-02 00:00:00+00:00
511934,36143,88334,287328,182172,44921,134406,2019-10-01 00:00:00+00:00,601576,44630,95177,293905,174971,33001,138713,1644.0,619.0,-1.0,0.013910065171631764,-1.0,13778.0,6777.0,1.0,-0.036244310543894986,-1.0,-16227.0,-7462.0,-1.0,0.006831246050211154,1.0,True,-1.0,SHORT,-1.0,SHORT,2019-10-09 00:00:00+00:00
514638,41243,90402,294473,172706,38991,141981,2019-10-08 00:00:00+00:00,570835,46868,91792,301561,171883,31214,146828,4235.0,2591.0,-1.0,0.006427176489570918,-1.0,7911.0,-5867.0,-1.0,0.03119779976803888,1.0,-12624.0,3603.0,1.0,-0.02532332710711005,-1.0,True,-1.0,SHORT,-1.0,SHORT,2019-10-16 00:00:00+00:00
517182,43522,103975,300558,168198,33138,134965,2019-10-15 00:00:00+00:00,575023,44874,105555,307510,169066,29341,138357,-228.0,-4463.0,1.0,-0.021367706673746115,1.0,6084.0,-1827.0,-1.0,0.019318289424188617,1.0,-7189.0,5435.0,1.0,0.0032331141855370393,1.0,True,1.0,LONG,3.0,LONG,2019-10-23 00:00:00+00:00
528545,38431,135994,309658,155408,38461,133011,2019-10-22 00:00:00+00:00,593975,38246,135095,317716,158850,34685,136175,714.0,942.0,-1.0,-0.06769865916022309,1.0,4616.0,-1468.0,-1.0,0.035913536036487004,1.0,-6940.0,249.0,1.0,0.018000813346841005,1.0,True,-1.0,SHORT,3.0,LONG,2019-10-30 00:00:00+00:00
538847,36422,142746,320665,156342,40929,134425,2019-10-29 00:00:00+00:00,599252,36894,143692,328896,159637,37390,136234,-474.0,-1188.0,1.0,-0.012729727882693304,1.0,4936.0,320.0,1.0,0.013114066673072411,1.0,-5348.0,1592.0,1.0,0.005376103418807204,1.0,True,3.0,LONG,3.0,LONG,2019-11-06 00:00:00+00:00
563336,36535,153199,341086,155298,42111,143181,2019-11-05 00:00:00+00:00,624202,36947,155173,349233,155974,36610,145206,-1562.0,-1088.0,1.0,-0.009777271732139797,1.0,7471.0,2535.0,1.0,0.024846639307098684,1.0,-7526.0,-2178.0,-1.0,-0.0059021325637501065,-1.0,True,1.0,LONG,1.0,LONG,2019-11-13 00:00:00+00:00
569527,37325,156847,346877,169889,39577,137093,2019-11-12 00:00:00+00:00,616392,36539,158494,352114,166555,34839,139293,-2433.0,-871.0,1.0,-0.0027669901732896574,1.0,8571.0,1100.0,1.0,-0.01903648020436549,-1.0,-6938.0,588.0,1.0,0.0081905652612565,1.0,True,3.0,LONG,1.0,LONG,2019-11-20 00:00:00+00:00
577689,42000,154759,346363,176896,43096,131953,2019-11-19 00:00:00+00:00,625648,38760,155023,351263,176064,41282,132717,-3504.0,-1071.0,1.0,0.014672068474964856,-1.0,5732.0,-2839.0,-1.0,-0.01740979794557107,-1.0,-2578.0,4360.0,1.0,0.017408190885510016,1.0,True,1.0,LONG,-1.0,SHORT,2019-11-27 00:00:00+00:00
578450,40926,149719,344342,178987,41461,138868,2019-11-26 00:00:00+00:00,629940,37752,150316,349348,174770,39255,142229,-3771.0,-267.0,1.0,0.00711304250550554,-1.0,9223.0,3491.0,1.0,-0.007494583619777617,-1.0,-5567.0,-2989.0,-1.0,-0.014578523800915927,-1.0,True,1.0,LONG,-3.0,SHORT,2019-12-04 00:00:00+00:00
590124,38562,150823,344451,181222,43557,137918,2019-12-03 00:00:00+00:00,648810,34798,151730,351142,181032,42546,138845,-4671.0,-900.0,1.0,-0.0021561433538217767,1.0,6881.0,-2342.0,-1.0,-0.009257571577923396,-1.0,-1938.0,3629.0,1.0,0.008492827401617414,1.0,True,1.0,LONG,1.0,LONG,2019-12-11 00:00:00+00:00
646417,32123,144361,342508,170315,45034,146272,2019-12-10 00:00:00+00:00,690434,33579,144468,347922,172020,42484,148154,1349.0,6020.0,-1.0,0.016601946810163054,-1.0,3709.0,-3172.0,-1.0,-0.010220508939118411,-1.0,-4432.0,-2494.0,-1.0,0.0032862179453032325,1.0,True,-3.0,SHORT,-1.0,SHORT,2019-12-18 00:00:00+00:00
542923,26947,137932,338095,157942,44265,148057,2019-12-17 00:00:00+00:00,591708,30597,137064,343415,161160,37344,148952,4518.0,3169.0,-1.0,-0.030790299712011332,1.0,2102.0,-1607.0,-1.0,0.06543985444003653,1.0,-7816.0,-3384.0,-1.0,-0.03455852302243956,-1.0,True,-3.0,SHORT,1.0,LONG,2019-12-25 00:00:00+00:00
540395,25899,135424,330683,152924,42584,155491,2019-12-24 00:00:00+00:00,582686,27388,134042,338667,153890,36759,159947,2871.0,-1647.0,1.0,0.0017454326412130738,-1.0,7018.0,4916.0,1.0,-0.0028778165768145736,-1.0,-10281.0,-2465.0,-1.0,-0.01776160831571344,-1.0,True,1.0,LONG,-3.0,SHORT,2020-01-01 00:00:00+00:00
557585,25642,144791,338307,139559,44827,172022,2019-12-31 00:00:00+00:00,616838,30439,144120,340992,146204,38707,171744,5468.0,2597.0,-1.0,-0.01101177873546183,1.0,-3960.0,-10978.0,-1.0,0.027501591112669366,1.0,-5842.0,4439.0,1.0,-0.019183480557863092,-1.0,True,-1.0,SHORT,1.0,LONG,2020-01-08 00:00:00+00:00
555940,25266,157726,341010,139549,42151,159703,2020-01-07 00:00:00+00:00,597223,27358,157899,347024,139526,34531,161717,1919.0,-3549.0,1.0,-0.024575522719509663,1.0,6037.0,9997.0,1.0,0.005934724769229349,1.0,-9634.0,-3792.0,-1.0,0.016670407609413795,1.0,True,1.0,LONG,3.0,LONG,2020-01-15 00:00:00+00:00
571239,27371,165063,341560,148751,41577,150952,2020-01-14 00:00:00+00:00,614421,28856,164101,346822,148520,34101,152981,2447.0,528.0,-1.0,-0.002777843420620013,1.0,5493.0,-544.0,-1.0,-0.024851308885963652,-1.0,-9505.0,129.0,1.0,0.01997750838706014,1.0,True,-1.0,SHORT,1.0,LONG,2020-01-22 00:00:00+00:00
582164,26912,169292,345091,156105,46342,147131,2020-01-21 00:00:00+00:00,627893,27170,168574,352307,154005,35869,148632,976.0,-1471.0,1.0,-0.0035292932123211773,1.0,9316.0,3823.0,1.0,-0.012900987339801329,-1.0,-11974.0,-2469.0,-1.0,0.01834157941456585,1.0,True,1.0,LONG,1.0,LONG,2020-01-29 00:00:00+00:00
598793,31072,158705,348865,177105,55726,159127,2020-01-28 00:00:00+00:00,655157,31307,159864,358122,171023,44829,164221,-924.0,-1900.0,1.0,0.03141980422194435,-1.0,15339.0,6023.0,1.0,-0.037783036905246536,-1.0,-15991.0,-4017.0,-1.0,0.0004458112951309934,1.0,True,1.0,LONG,-1.0,SHORT,2020-02-05 00:00:00+00:00
594698,30736,147847,354830,176008,46758,163930,2020-02-04 00:00:00+00:00,651676,30968,148777,364434,171118,35186,169744,-698.0,226.0,-1.0,0.01622529231562253,-1.0,14494.0,-845.0,-1.0,0.013850096946459445,1.0,-17386.0,-1395.0,-1.0,-0.024345355699174787,-1.0,True,-3.0,SHORT,-1.0,SHORT,2020-02-12 00:00:00+00:00
612444,27850,145522,374399,171729,44521,178070,2020-02-11 00:00:00+00:00,672682,28118,146901,380551,168458,37897,181333,-1111.0,-413.0,1.0,0.004790044355268863,-1.0,9423.0,-5071.0,-1.0,0.030226253941808445,1.0,-9887.0,7499.0,1.0,-0.02103138542163699,-1.0,True,1.0,LONG,-1.0,SHORT,2020-02-19 00:00:00+00:00
617487,31811,135546,364356,176239,48476,186683,2020-02-18 00:00:00+00:00,696623,32112,137883,370661,171014,40557,190964,-2036.0,-925.0,1.0,0.02413967807963255,-1.0,11530.0,2107.0,1.0,-0.026270722816096048,-1.0,-12200.0,-2313.0,-1.0,-0.005762595577366747,-1.0,True,1.0,LONG,-3.0,SHORT,2020-02-26 00:00:00+00:00
625563,32179,122225,371589,178431,49751,195284,2020-02-25 00:00:00+00:00,710390,32607,121644,381509,173149,36821,200472,1009.0,3045.0,-1.0,0.024051504277025543,-1.0,15202.0,3672.0,1.0,0.004125327140230395,1.0,-18118.0,-5918.0,-1.0,-0.008821518889224389,-1.0,True,-1.0,SHORT,-1.0,SHORT,2020-03-04 00:00:00+00:00
640357,29626,170652,376688,142371,42754,183133,2020-03-03 00:00:00+00:00,752287,27479,166797,392199,143962,34078,189677,1708.0,699.0,-1.0,-0.07628634249508673,1.0,13920.0,-1282.0,-1.0,0.05714154407969585,1.0,-15220.0,2898.0,1.0,0.013423331076578227,1.0,True,-1.0,SHORT,3.0,LONG,2020-03-11 00:00:00+00:00
659151,30452,284950,407364,103946,38294,145905,2020-03-10 00:00:00+00:00,754022,30842,281237,410321,104821,31321,146560,4103.0,2395.0,-1.0,-0.16586941711240868,1.0,2082.0,-11838.0,-1.0,0.09440017680265633,1.0,-7628.0,7592.0,1.0,0.05596292636110228,1.0,True,-1.0,SHORT,3.0,LONG,2020-03-18 00:00:00+00:00
588116,35155,306928,381361,97512,38965,101775,2020-03-17 00:00:00+00:00,680940,35764,305847,386796,96783,33460,105254,1690.0,-2413.0,1.0,-0.07600812055440193,1.0,6164.0,4082.0,1.0,0.02232480295881273,1.0,-8984.0,-1356.0,-1.0,0.05645831876825683,1.0,True,1.0,LONG,3.0,LONG,2020-03-25 00:00:00+00:00
571086,34420,294478,353661,96182,43370,85717,2020-03-24 00:00:00+00:00,666348,39079,295115,357095,92337,34561,88898,4022.0,2332.0,-1.0,0.006733318454018256,-1.0,7279.0,1115.0,1.0,-0.031782639936682344,-1.0,-11990.0,-3006.0,-1.0,0.03264695482148222,1.0,True,-1.0,SHORT,-1.0,SHORT,2020-04-01 00:00:00+00:00
551752,35658,300144,339477,84875,43712,79721,2020-03-31 00:00:00+00:00,634755,37332,300165,343860,84567,37599,81809,1653.0,-2369.0,1.0,-0.02398217047733381,1.0,4691.0,-2588.0,-1.0,0.010584282442935189,1.0,-8201.0,3789.0,1.0,0.008888687228860173,1.0,True,1.0,LONG,3.0,LONG,2020-04-08 00:00:00+00:00
554697,30805,309723,335104,88094,48500,76019,2020-04-07 00:00:00+00:00,615155,34240,309683,338701,88217,41908,77209,3475.0,1822.0,-1.0,-0.02347280517876782,1.0,3474.0,-1217.0,-1.0,-0.016136645972837205,-1.0,-7782.0,419.0,1.0,0.015652148081265083,1.0,True,-1.0,SHORT,1.0,LONG,2020-04-15 00:00:00+00:00
543361,30783,309033,328993,86037,51052,72530,2020-04-14 00:00:00+00:00,600593,33447,308632,332058,86510,44420,72053,3065.0,-410.0,1.0,-0.009261015976770093,1.0,2592.0,-882.0,-1.0,0.001829337793846808,1.0,-6155.0,1627.0,1.0,0.010082820064630835,1.0,True,1.0,LONG,3.0,LONG,2020-04-22 00:00:00+00:00
546661,31161,306834,329495,87086,53217,72546,2020-04-21 00:00:00+00:00,608534,32469,306642,332992,86677,47475,71751,1500.0,-1565.0,1.0,0.007805383249444575,-1.0,3906.0,1314.0,1.0,-0.0036998198080034905,-1.0,-4947.0,1208.0,1.0,0.0041697552235970894,1.0,True,3.0,LONG,-1.0,SHORT,2020-04-29 00:00:00+00:00
545082,36440,295274,321211,91655,55128,74633,2020-04-28 00:00:00+00:00,608104,37307,295383,324364,91100,48884,72851,758.0,-742.0,1.0,0.029431780573532573,-1.0,3708.0,-198.0,-1.0,-0.022295388655168225,-1.0,-4462.0,485.0,1.0,-0.00042531352199622757,-1.0,True,1.0,LONG,-3.0,SHORT,2020-05-06 00:00:00+00:00
541624,37803,287314,316209,93995,54435,78604,2020-05-05 00:00:00+00:00,605228,39973,287078,319310,93527,46999,76821,2406.0,1648.0,-1.0,0.014181345735730821,-1.0,3569.0,-139.0,-1.0,-0.010866757794331827,-1.0,-5653.0,-1191.0,-1.0,-0.008839600373242343,-1.0,True,-3.0,SHORT,-3.0,SHORT,2020-05-13 00:00:00+00:00
