candidate_id,family,regime,side,signal_time_utc,completion_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,risk_pips,target_first,fixed_0p01_lot_usd,r,extra_half_pip_stress_r,report_date_utc,availability_utc,vote_sum,vote_dealer,dealer_flow_change,vote_asset,asset_flow_change,vote_leveraged,leveraged_flow_change,oracle_member
20190308T000000Z_LONG,N11_NEUTRAL_CFTC_OPTIONS_EQUIVALENT_FLOW,NEUTRAL,LONG,2019-03-07 23:55:00+00:00,2019-03-08 00:00:00+00:00,2019-03-08 00:00:00+00:00,2019-03-08 00:00:00+00:00,1.11988,1.11948,1.12048,1.11947,STOP,0.0004,4.0,0,-0.41000000000002146,-1.0250000000000536,-1.1500000000000536,2019-02-26 00:00:00+00:00,2019-03-06 00:00:00+00:00,1.0,1.0,-353.0,-1.0,-3180.0,1.0,2191.0,0
20190327T000000Z_LONG,N11_NEUTRAL_CFTC_OPTIONS_EQUIVALENT_FLOW,NEUTRAL,LONG,2019-03-26 23:55:00+00:00,2019-03-27 00:00:00+00:00,2019-03-27 00:00:00+00:00,2019-03-27 00:25:00+00:00,1.12745,1.12705,1.12805,1.12704,STOP,0.0004,4.0,0,-0.41000000000002146,-1.0250000000000536,-1.1500000000000536,2019-03-19 00:00:00+00:00,2019-03-27 00:00:00+00:00,1.0,1.0,-1336.0,-1.0,-1127.0,1.0,2157.0,0
20190412T000000Z_LONG,N11_NEUTRAL_CFTC_OPTIONS_EQUIVALENT_FLOW,NEUTRAL,LONG,2019-04-11 23:55:00+00:00,2019-04-12 00:00:00+00:00,2019-04-12 00:00:00+00:00,2019-04-12 00:35:00+00:00,1.1261,1.1257000000000001,1.1267,1.12669,TARGET,0.0004,4.0,1,0.5899999999998684,1.474999999999671,1.349999999999671,2019-04-02 00:00:00+00:00,2019-04-10 00:00:00+00:00,1.0,1.0,-939.0,1.0,4772.0,-1.0,-4646.0,1
20190425T000000Z_LONG,N11_NEUTRAL_CFTC_OPTIONS_EQUIVALENT_FLOW,NEUTRAL,LONG,2019-04-24 23:55:00+00:00,2019-04-25 00:00:00+00:00,2019-04-25 00:00:00+00:00,2019-04-25 00:00:00+00:00,1.11542,1.1150200000000001,1.11602,1.11501,STOP,0.0004,4.0,0,-0.41000000000002146,-1.0250000000000536,-1.1500000000000536,2019-04-16 00:00:00+00:00,2019-04-24 00:00:00+00:00,1.0,1.0,-364.0,1.0,466.0,-1.0,-1278.0,0
20190503T000000Z_LONG,N11_NEUTRAL_CFTC_OPTIONS_EQUIVALENT_FLOW,NEUTRAL,LONG,2019-05-02 23:55:00+00:00,2019-05-03 00:00:00+00:00,2019-05-03 00:00:00+00:00,2019-05-03 04:40:00+00:00,1.1173600000000001,1.1169600000000002,1.11796,1.11695,STOP,0.0004,4.0,0,-0.41000000000002146,-1.0250000000000536,-1.1500000000000536,2019-04-23 00:00:00+00:00,2019-05-01 00:00:00+00:00,3.0,1.0,-3039.0,1.0,2513.0,1.0,1298.0,0
20190515T000000Z_SHORT,N11_NEUTRAL_CFTC_OPTIONS_EQUIVALENT_FLOW,NEUTRAL,SHORT,2019-05-14 23:55:00+00:00,2019-05-15 00:00:00+00:00,2019-05-15 00:00:00+00:00,2019-05-15 01:35:00+00:00,1.1202999999999999,1.1206999999999998,1.1197,1.1207099999999999,STOP,0.0004,4.0,0,-0.41000000000002146,-1.0250000000000536,-1.1500000000000536,2019-05-07 00:00:00+00:00,2019-05-15 00:00:00+00:00,-1.0,-1.0,1284.0,-1.0,-2959.0,1.0,1050.0,0
20190523T000000Z_SHORT,N11_NEUTRAL_CFTC_OPTIONS_EQUIVALENT_FLOW,NEUTRAL,SHORT,2019-05-22 23:55:00+00:00,2019-05-23 00:00:00+00:00,2019-05-23 00:00:00+00:00,2019-05-23 01:35:00+00:00,1.1155199999999998,1.1159199999999998,1.11492,1.11493,TARGET,0.0004,4.0,1,0.5899999999998684,1.474999999999671,1.349999999999671,2019-05-14 00:00:00+00:00,2019-05-22 00:00:00+00:00,-1.0,-1.0,440.0,-1.0,-808.0,1.0,737.0,1
20190529T000000Z_SHORT,N11_NEUTRAL_CFTC_OPTIONS_EQUIVALENT_FLOW,NEUTRAL,SHORT,2019-05-28 23:55:00+00:00,2019-05-29 00:00:00+00:00,2019-05-29 00:00:00+00:00,2019-05-29 00:10:00+00:00,1.1168099999999999,1.1172099999999998,1.11621,1.1172199999999999,STOP,0.0004,4.0,0,-0.41000000000002146,-1.0250000000000536,-1.1500000000000536,2019-05-21 00:00:00+00:00,2019-05-29 00:00:00+00:00,-1.0,-1.0,760.0,1.0,1984.0,-1.0,-3242.0,0
20190614T000000Z_SHORT,N11_NEUTRAL_CFTC_OPTIONS_EQUIVALENT_FLOW,NEUTRAL,SHORT,2019-06-13 23:55:00+00:00,2019-06-14 00:00:00+00:00,2019-06-14 00:00:00+00:00,2019-06-14 03:10:00+00:00,1.1279299999999999,1.1283299999999998,1.12733,1.12734,TARGET,0.0004,4.0,1,0.5899999999998684,1.474999999999671,1.349999999999671,2019-06-04 00:00:00+00:00,2019-06-12 00:00:00+00:00,-3.0,-1.0,3099.0,-1.0,-3099.0,-1.0,-2161.0,1
20190619T000000Z_LONG,N11_NEUTRAL_CFTC_OPTIONS_EQUIVALENT_FLOW,NEUTRAL,LONG,2019-06-18 23:55:00+00:00,2019-06-19 00:00:00+00:00,2019-06-19 00:00:00+00:00,2019-06-19 01:35:00+00:00,1.11986,1.1194600000000001,1.12046,1.11945,STOP,0.0004,4.0,0,-0.41000000000002146,-1.0250000000000536,-1.1500000000000536,2019-06-11 00:00:00+00:00,2019-06-19 00:00:00+00:00,1.0,1.0,-894.0,-1.0,-2928.0,1.0,4697.0,0
