sample_kind,time,time_msc,bid,ask,last,volume,volume_real,flags
EARLIEST_ACCESSIBLE,1741697665,1741697665888,1.29278,1.29308,0.0,0,0.0,134
FIRST_AT_OR_AFTER_REQUIRED_START,1747293128,1747293128086,1.32886,1.3289900000000001,0.0,0,0.0,134
FINAL_REQUIRED_DAY_FIRST,1782777600,1782777600202,1.32527,1.3254000000000001,0.0,0,0.0,134
FINAL_REQUIRED_DAY_LAST,1782863998,1782863998279,1.32494,1.32507,0.0,0,0.0,134
