specialist_id,owned_regime,source_candidate,stage,status,trades,wins,win_rate,net_pips,pnl_usd_001_lot,stress_net_r,average_r,stress_profit_factor,positive_active_month_share,maximum_drawdown_r,removed_profit_factor,gate_pass,family,archetype,direction,threshold,stop_atr,target_r,max_hold_bars,parameter_sha256,train_trades,train_stress_profit_factor,train_removed_profit_factor,train_robust_score,profile,reference_hours,decision_hours,buffer_atr,body_min,cross_window_score
V3_EURHUNT01_0496,compression,EURHUNT01_0496,development_2020_2022,OPENED,36,22,0.6111111111111112,40.60912374143521,4.060912374143522,0.9411702381700275,0.02614361772694521,1.0643839148224568,0.5384615384615384,5.545906585660319,0.819178829489735,False,v1_archetype,compression_breakout_long,long,0.95,1.5,0.75,24,c271bf440285d684016b588e1c041792312696996cb7da41ad6076a326250329,90,1.1684090791438078,0.9592977200376652,0.9592977200376652,,,,,,0.819178829489735
V3_EURHUNT01_0476,compression,EURHUNT01_0476,development_2020_2022,OPENED,23,16,0.6956521739130435,83.85354994367769,8.38535499436777,3.9358485069373916,0.17112384812771267,1.536141779270276,0.5454545454545454,3.478792941067276,1.0511796152920048,False,v1_archetype,compression_breakout_long,long,0.85,1.5,0.75,24,77060bbf730bf52bb13321e2306e86a738ae8c02e4619c07e40614f5dbe9d2b9,66,1.2541774106332144,0.9576595675515645,0.9576595675515645,,,,,,0.9576595675515645
V3_EURHUNT01_0272,trend_up,EURHUNT01_0272,development_2020_2022,OPENED,74,38,0.5135135135135135,-6.388231363998468,-0.6388231363998469,-1.1519117058757176,-0.015566374403725913,0.969285865317325,0.4444444444444444,5.7451123815975045,0.839757253069123,False,v1_archetype,range_breakout_long,long,0.15,1.25,1.0,18,df1ba016b94d35656b5d28b8c7ba6bc91e685ddceaedef71e1b855e97c9eeebe,142,1.081887962373736,0.9378345999150556,0.9378345999150556,,,,,,0.839757253069123
V3_EURHUNT01_0252,trend_up,EURHUNT01_0252,development_2020_2022,OPENED,78,40,0.5128205128205128,-7.738960385010881,-0.7738960385010881,-0.8261652581052032,-0.010591862283400042,0.9788579124937618,0.5555555555555556,5.868643254618459,0.854541760767494,False,v1_archetype,range_breakout_long,long,0.1,1.25,1.0,18,e15b6410c69c74c41d404e435680dd6c740812615b1c3e0831c17119e6a8c1b4,144,1.079474138054899,0.937612177772541,0.937612177772541,,,,,,0.854541760767494
V3_EURHUNT01_0788,chop,EURHUNT01_0788,development_2020_2022,OPENED,122,52,0.4262295081967213,-115.14395717571396,-11.514395717571396,-12.942709098246617,-0.10608777949382472,0.8237729368292738,0.5833333333333334,20.33275742663418,0.7407411266563847,False,v1_archetype,zscore_reversion_short,short,2.0,1.0,1.25,18,5a36191399874cb66c40767a34233c2a1f84e571dc3056534fa7745afb10995c,153,1.0754295214793566,0.923688515418755,0.923688515418755,,,,,,0.7407411266563847
V3_EURHUNT01_0232,trend_up,EURHUNT01_0232,development_2020_2022,OPENED,79,41,0.5189873417721519,2.953469095485776,0.2953469095485776,0.1155221875810375,0.001462306171911867,1.0029563773653905,0.5555555555555556,5.86864325461846,0.8786594691910441,False,v1_archetype,range_breakout_long,long,0.05,1.25,1.0,18,62b57858f0ba4be9295f41ee6714eb43630ad0908de435dd4b00dc5bef7778f6,153,1.0553267630943373,0.9233776445886364,0.9233776445886364,,,,,,0.8786594691910441
V3_EURHUNT01_0732,chop,EURHUNT01_0732,development_2020_2022,OPENED,238,105,0.4411764705882353,-568.5226390402033,-56.85226390402033,-38.40394402675164,-0.16136110935609932,0.7204812965857235,0.2916666666666667,45.85397219415531,0.6849577533926325,False,v1_archetype,zscore_reversion_short,short,1.25,1.25,1.0,18,5084775c406c7494f76983dc3f376d6702b82250314385fbab192364deed12cc,344,0.9764095976570268,0.9191635181965468,0.9191635181965468,,,,,,0.6849577533926325
V3_EURHUNT01_0499,compression,EURHUNT01_0499,development_2020_2022,OPENED,31,10,0.3225806451612903,-82.52908490061996,-8.252908490061996,-7.33810577962226,-0.2367130896652342,0.6654403520792986,0.38461538461538464,13.001787500928813,0.33147738381630487,False,v1_archetype,compression_breakout_long,long,0.95,1.5,1.5,24,e92aa44602bcc35601041f9cb449ba991cd7383c7ac1f507fe75c73d3e5df2aa,76,1.2764780641887066,0.9150146869320608,0.9150146869320608,,,,,,0.33147738381630487
V3_EURHUNT01_0212,trend_up,EURHUNT01_0212,development_2020_2022,OPENED,82,43,0.524390243902439,10.498380840071597,1.0498380840071597,0.9703628828344357,0.011833693693102875,1.0241861623738293,0.6111111111111112,5.761686458248193,0.903126725398259,False,v1_archetype,range_breakout_long,long,0.0,1.25,1.0,18,b2abb96f904430e32d7793a4189aa3fdef5b3fd504519a4beb9e9fa0b4fc39e9,154,1.0408608886944644,0.9107204605794824,0.9107204605794824,,,,,,0.903126725398259
V3_EURHUNT01_0292,trend_up,EURHUNT01_0292,development_2020_2022,OPENED,71,37,0.5211267605633803,18.329713405684792,1.8329713405684793,-0.008127711060829101,-0.00011447480367364932,0.9997705554944839,0.47058823529411764,5.7451123815975045,0.8626331193157663,False,v1_archetype,range_breakout_long,long,0.2,1.25,1.0,18,93299114f1bae1a6752100308f1f8a8895147d9178297b00128726ffec6483e9,136,1.0575203373435689,0.9089015768653588,0.9089015768653588,,,,,,0.8626331193157663
V3_EURHUNT01_0787,chop,EURHUNT01_0787,development_2020_2022,OPENED,127,60,0.47244094488188976,-104.46850328996516,-10.446850328996517,-14.002550471677244,-0.11025630292659247,0.8008582925943554,0.4583333333333333,19.849685156471544,0.7318471078780261,False,v1_archetype,zscore_reversion_short,short,2.0,1.0,1.0,18,ec45c19f12a1e8de0edc23790037a90952699a9088b92c11d4e86c201bcf4aee,159,1.0338812609205954,0.9076846910506065,0.9076846910506065,,,,,,0.7318471078780261
V3_EURHUNT01_0798,chop,EURHUNT01_0798,development_2020_2022,OPENED,90,34,0.37777777777777777,-400.8490650790119,-40.084906507901195,-18.86687606953013,-0.20963195632811255,0.6523347940422907,0.30434782608695654,22.670805257731825,0.5393734351915045,False,v1_archetype,zscore_reversion_short,short,2.0,1.5,1.25,18,3660a641853a0e70d7a8e3b5cb622fb7adbe93189e49ae26afe819233c94a402,125,1.09646829423658,0.8929607504169598,0.8929607504169598,,,,,,0.5393734351915045
V3_EURHUNT01_0786,chop,EURHUNT01_0786,development_2020_2022,OPENED,136,74,0.5441176470588235,-94.09636958512164,-9.409636958512165,-13.116506377076057,-0.0964448998314416,0.798433320507631,0.5,20.458743696221223,0.7430255859800976,False,v1_archetype,zscore_reversion_short,short,2.0,1.0,0.75,18,79e98589a58445deff15976db618248f1a969910915b52be75627f7d8f3711a8,176,0.9804409082135545,0.8837915846871661,0.8837915846871661,,,,,,0.7430255859800976
V3_EURHUNT01_0800,chop,EURHUNT01_0800,development_2020_2022,OPENED,89,30,0.33707865168539325,-321.04594625492314,-32.10459462549232,-16.267828818915667,-0.18278459347096254,0.7164242420971214,0.43478260869565216,23.52723506071063,0.5443234013684213,False,v1_archetype,zscore_reversion_short,short,2.0,1.5,2.0,18,8306fb9c1a68ee0dea149e36031855bb2b3262aa2c5cec4d0bcb57b864dfcb8f,121,1.1944960856411413,0.8833029113485166,0.8833029113485166,,,,,,0.5443234013684213
V3_EURHUNT01_0791,chop,EURHUNT01_0791,development_2020_2022,OPENED,121,63,0.5206611570247934,-167.26294528535382,-16.726294528535384,-14.75393063241023,-0.12193331101165479,0.7498305631215203,0.4583333333333333,20.385783880515724,0.6882461035880869,False,v1_archetype,zscore_reversion_short,short,2.0,1.25,0.75,18,9b6ea7748506c662afa94e774d24ea1775bc5cff2154c700842663fe4f19baf9,149,0.9976643265055942,0.8798430847371224,0.8798430847371224,,,,,,0.6882461035880869
V3_EURHUNT01_0794,chop,EURHUNT01_0794,development_2020_2022,OPENED,103,36,0.34951456310679613,-332.8662952719209,-33.28662952719209,-20.60736059452887,-0.20007146208280457,0.6921649204053342,0.30434782608695654,25.172075620370855,0.5821422025706426,False,v1_archetype,zscore_reversion_short,short,2.0,1.25,1.5,18,0b0b4c97582ca85664445afb6f2da0b6a39afb4c224554d619ed0904847122d0,132,1.0875720840858372,0.8793696161383718,0.8793696161383718,,,,,,0.5821422025706426
V3_EURHUNT01_0117,trend_down,EURHUNT01_0117,development_2020_2022,OPENED,84,37,0.44047619047619047,-280.3699773886037,-28.036997738860368,-14.116001317051605,-0.1680476347268048,0.7102742479567145,0.4,15.287791167948445,0.6101988732385273,False,v1_archetype,trend_pullback_short,short,0.0,1.5,1.0,24,5c1e761ab95d6435440c1c62a0170b4ccc941beea6ba89f704726efbe50c9f54,187,0.9826095912849772,0.8771990081682821,0.8771990081682821,,,,,,0.6101988732385273
V3_EURHUNT01_0712,chop,EURHUNT01_0712,development_2020_2022,OPENED,291,137,0.47079037800687284,-430.44857116343746,-43.04485711634375,-30.646149577847687,-0.1053132287898546,0.8076495711319418,0.5,49.876614325478606,0.7770157433170278,False,v1_archetype,zscore_reversion_short,short,1.0,1.25,1.0,18,ca4f79f570ae61388324dc3ae42bfc576c68c15de9de38f297c9195981befced,440,0.9198040304517758,0.8763817662748099,0.8763817662748099,,,,,,0.7770157433170278
V3_EURHUNT01_0728,chop,EURHUNT01_0728,development_2020_2022,OPENED,259,102,0.3938223938223938,-537.1499432551466,-53.71499432551466,-44.79487879610477,-0.1729531999849605,0.7284175919113006,0.2916666666666667,54.18233258595895,0.6914292797946703,False,v1_archetype,zscore_reversion_short,short,1.25,1.0,1.25,18,5ab65ed72255a8defc6b44996ff0d624087dbf35b10f44317f30b3e5874fa558,389,0.9288884744061408,0.8740291512867088,0.8740291512867088,,,,,,0.6914292797946703
V3_EURHUNT01_0271,trend_up,EURHUNT01_0271,development_2020_2022,OPENED,79,42,0.5316455696202531,-137.5811409874661,-13.758114098746612,-8.92717098071026,-0.1130021643127881,0.7685476404622177,0.4444444444444444,10.383621528988993,0.6750071538393805,False,v1_archetype,range_breakout_long,long,0.15,1.25,0.75,18,634acc42674978efb60e0f4662c772e34723333bbd52ef52a855fd5bb8bcae7e,154,0.9846698827705404,0.874008509886961,0.874008509886961,,,,,,0.6750071538393805
V3_EURHUNT01_0251,trend_up,EURHUNT01_0251,development_2020_2022,OPENED,83,45,0.5421686746987951,-122.23747683782537,-12.223747683782538,-7.331594479674387,-0.08833246361053479,0.8124069476435722,0.5,9.622801726025763,0.720092392848584,False,v1_archetype,range_breakout_long,long,0.1,1.25,0.75,18,4a2b6fd011ca8c4f159dd662e9c293f3f2960abd6f1b686682cab1c479358c2d,156,0.9798937426437409,0.8709705271294109,0.8709705271294109,,,,,,0.720092392848584
V3_EURHUNT01_0112,trend_down,EURHUNT01_0112,development_2020_2022,OPENED,90,38,0.4222222222222222,-283.89648873072167,-28.38964887307217,-17.661133822828173,-0.19623482025364636,0.6707441979933488,0.35,18.86728164390438,0.580259035172653,False,v1_archetype,trend_pullback_short,short,0.0,1.25,1.0,24,92fb8665575032e80d161a30670ade4151cd12d31160dad8c55eb0f7c92a402e,194,0.9621931976550724,0.8632247437358903,0.8632247437358903,,,,,,0.580259035172653
V3_EURHUNT01_0464,compression,EURHUNT01_0464,development_2020_2022,OPENED,24,10,0.4166666666666667,9.185900166370768,0.9185900166370768,-1.213565090043477,-0.05056521208514487,0.9207879331327591,0.36363636363636365,8.72184154702444,0.4575815722252133,False,v1_archetype,compression_breakout_long,long,0.85,0.75,1.5,24,aaa1c5f00f32bc5b976cc95df3cc75d804ead2cd2eefbf95f7dc6d15118972ca,67,1.247010370960955,0.863094380922437,0.863094380922437,,,,,,0.4575815722252133
V3_EURHUNT01_0236,trend_up,EURHUNT01_0236,development_2020_2022,OPENED,81,46,0.5679012345679012,-68.70956178010923,-6.870956178010923,-2.8250972999864645,-0.03487774444427734,0.9206995854060084,0.5,6.182820597397509,0.8187827658272545,False,v1_archetype,range_breakout_long,long,0.05,1.5,0.75,18,38e0bc6200036f412febe85d9476525df02f05cbf8f98df129f5cfc32f1cb79a,156,0.9673424046068364,0.8581716726543314,0.8581716726543314,,,,,,0.8187827658272545
V3_EURHUNT01_0291,trend_up,EURHUNT01_0291,development_2020_2022,OPENED,76,41,0.5394736842105263,-110.0821576355271,-11.00821576355271,-7.533386985895372,-0.09912351297230752,0.7935457276658144,0.47058823529411764,9.337858699439522,0.6946709631368871,False,v1_archetype,range_breakout_long,long,0.2,1.25,0.75,18,6fbd165c6f3ce8f781602dbb178bde896e52a2474568ffd4bd938a7ec2835223,147,0.9607543975775412,0.8464620248909401,0.8464620248909401,,,,,,0.6946709631368871
V3_EURHUNT01_0216,trend_up,EURHUNT01_0216,development_2020_2022,OPENED,84,48,0.5714285714285714,-69.98844756781475,-6.998844756781475,-2.439168010140662,-0.029037714406436453,0.933457606457926,0.5,5.884738715206838,0.8344062294047718,False,v1_archetype,range_breakout_long,long,0.0,1.5,0.75,18,c3f6eb16dd9eade9df3ac7bb0c17a71183433e908715b92a5ccc11dd4764ed50,157,0.952776610420603,0.8452497208192735,0.8452497208192735,,,,,,0.8344062294047718
V3_EURHUNT01_0118,trend_down,EURHUNT01_0118,development_2020_2022,OPENED,79,33,0.4177215189873418,-175.5723410776522,-17.557234107765222,-9.182402807638548,-0.11623294693213351,0.8074944209518787,0.45,11.154875048234041,0.6790679595757525,False,v1_archetype,trend_pullback_short,short,0.0,1.5,1.25,24,5d82ee701a0d0f755332e5fc7f87e3ef2896c4c3edef99c7d3b54b0ed3c519f4,179,0.9536754047943684,0.8302282103004374,0.8302282103004374,,,,,,0.6790679595757525
V3_EURHUNT01_0109,trend_down,EURHUNT01_0109,development_2020_2022,OPENED,95,33,0.3473684210526316,-215.21979068944486,-21.52197906894449,-18.69397505870312,-0.1967786848284539,0.7118221072869784,0.4,21.91274689788278,0.5990242331226187,False,v1_archetype,trend_pullback_short,short,0.0,1.0,1.5,24,5fde50c52813201c679adbdb57a2af5515fee8d79a1101c8ab1013181041a498,201,0.9393749332944132,0.8220862504431232,0.8220862504431232,,,,,,0.5990242331226187
V3_EURHUNT01_0484,compression,EURHUNT01_0484,development_2020_2022,OPENED,38,14,0.3684210526315789,-30.06044856994404,-3.006044856994404,-6.295078766375875,-0.16565996753620724,0.7588199272224807,0.38461538461538464,12.672377040764982,0.48520485438276467,False,v1_archetype,compression_breakout_long,long,0.95,0.75,1.5,24,12afe8f3cb910bef108e9d040ce2334e683246746af20bd9d4bbc5fd98b5b975,95,1.074754972356029,0.8199899407187254,0.8199899407187254,,,,,,0.48520485438276467
V3_EURHUNT01_0116,trend_down,EURHUNT01_0116,development_2020_2022,OPENED,92,48,0.5217391304347826,-239.61344404416667,-23.961344404416668,-11.63104860497798,-0.12642444135845632,0.7450081366304123,0.45,13.58177789979855,0.6655168959529834,False,v1_archetype,trend_pullback_short,short,0.0,1.5,0.75,24,6f79e3dcef297f1d73bf28dd8a5230ee150ce27a3fcf053ac1611ee61280f055,193,0.904514364311604,0.8193134326654614,0.8193134326654614,,,,,,0.6655168959529834
V3_EURHUNT01_0108,trend_down,EURHUNT01_0108,development_2020_2022,OPENED,96,35,0.3645833333333333,-275.23475424660046,-27.52347542466005,-22.394419274366093,-0.2332752007746468,0.648997849248011,0.3,24.11319111354566,0.5539035133233119,False,v1_archetype,trend_pullback_short,short,0.0,1.0,1.25,24,151050986f5e0220218c2ae2febb9c72ffd08b30e2345d4ee8ef2ebbc6c6096b,204,0.9172372927122308,0.8146857459594185,0.8146857459594185,,,,,,0.5539035133233119
V3_EURHUNT01_0113,trend_down,EURHUNT01_0113,development_2020_2022,OPENED,86,33,0.38372093023255816,-251.22521456994116,-25.122521456994118,-16.23030468432479,-0.18872447307354406,0.703290043527952,0.35,17.723388753151557,0.5917090185643381,False,v1_archetype,trend_pullback_short,short,0.0,1.25,1.25,24,ba8aff9b3363bc0be8c909edde2ed0624acdb17a23123820384debc848b404e3,188,0.9233186563254688,0.809886101366733,0.809886101366733,,,,,,0.5917090185643381
V3_EURHUNT01_0114,trend_down,EURHUNT01_0114,development_2020_2022,OPENED,83,31,0.37349397590361444,-142.2766149621868,-14.227661496218682,-10.330405920880192,-0.12446272193831558,0.8075139197450583,0.4,13.902945673636694,0.6704948617393057,False,v1_archetype,trend_pullback_short,short,0.0,1.25,1.5,24,5c7ab4124a1d31aaa089f8d1fee905531d94b715d95754dad0ae5b2f2de8e2c9,183,0.9357279666874232,0.8044608926946663,0.8044608926946663,,,,,,0.6704948617393057
V3_EURHUNT01_0196,trend_down,EURHUNT01_0196,development_2020_2022,OPENED,41,21,0.5121951219512195,-68.60245563882205,-6.860245563882206,-4.940168415088559,-0.12049191256313559,0.7527453047864491,0.47368421052631576,7.016115438345514,0.5715133723928785,False,v1_archetype,trend_pullback_short,short,0.4,1.5,0.75,24,f9e5584043985bd2a2a1b0c24fa2677ec21a9dbf4086ec3057407521e200cdb2,85,0.9738699355863316,0.7740092279704547,0.7740092279704547,,,,,,0.5715133723928785
V3_EURHUNT01_0498,compression,EURHUNT01_0498,development_2020_2022,OPENED,31,12,0.3870967741935484,-47.1153382947076,-4.71153382947076,-5.338182128285507,-0.17219942349308087,0.7311335133887381,0.38461538461538464,12.959939214740102,0.4250415251269046,False,v1_archetype,compression_breakout_long,long,0.95,1.5,1.25,24,13e18a65bfd7a7a6de34095444e86ce2461809dffb29c51b1d6a39050f07773f,80,1.0472810012382496,0.7686604779171055,0.7686604779171055,,,,,,0.4250415251269046
V3_EURHUNT01_0111,trend_down,EURHUNT01_0111,development_2020_2022,OPENED,102,50,0.49019607843137253,-295.0905875003662,-29.509058750036623,-18.48582734190733,-0.18123360139124833,0.6555696072341811,0.4,20.337361775012948,0.5883495895940543,False,v1_archetype,trend_pullback_short,short,0.0,1.25,0.75,24,6a4cb402addb4b021dbd4a9da734d969ab6ab50bfa905168fc65721d42ba265d,204,0.8439432386564852,0.7670263442785903,0.7670263442785903,,,,,,0.5883495895940543
V3_EURHUNT01_0491,compression,EURHUNT01_0491,development_2020_2022,OPENED,38,23,0.6052631578947368,32.087622475918096,3.20876224759181,0.25959633434122,0.006831482482663684,1.0164184359614572,0.5384615384615384,6.796339529843763,0.7918117100724139,False,v1_archetype,compression_breakout_long,long,0.95,1.25,0.75,24,dbe9b3d64b18fe5a74669eb7e3b9f06198589db2797bc16623d914eb426677e0,92,0.900592230869631,0.7266501191847909,0.7266501191847909,,,,,,0.7266501191847909
V3_EURHUNT01_0826,chop,EURHUNT01_0826,development_2020_2022,OPENED,95,56,0.5894736842105263,2.7599648741460925,0.27599648741460925,-4.413288242696141,-0.04645566571259096,0.8924964731126914,0.34782608695652173,7.947517510754004,0.8050083933857568,False,v1_archetype,failed_break_reversion_long,long,0.05,1.0,0.75,12,9d1fcc4796e1b2112b03d4430579554ba99d19e84a720ec586ee2258ea1f57c6,159,0.8162615560308871,0.7177367276594723,0.7177367276594723,,,,,,0.7177367276594723
V3_EURHUNT01_0487,compression,EURHUNT01_0487,development_2020_2022,OPENED,37,20,0.5405405405405406,41.94578237094239,4.194578237094239,0.5978087793166953,0.016156994035586358,1.0329235949715116,0.46153846153846156,6.470664472976724,0.7712323786676438,False,v1_archetype,compression_breakout_long,long,0.95,1.0,1.0,24,3d369ea917903dd15f20771b7c8553dde14070cc0333fa16e48db4eb202a3af4,92,0.9157687799391916,0.716806406622449,0.716806406622449,,,,,,0.716806406622449
V3_EURHUNT01_0812,chop,EURHUNT01_0812,development_2020_2022,OPENED,112,59,0.5267857142857143,51.106971691039504,5.11069716910395,-2.9644016453715256,-0.026467871833674335,0.9445685805946119,0.5,10.869062095477204,0.8534129413424616,False,v1_archetype,failed_break_reversion_long,long,0.0,1.25,1.0,12,4e59b135b4099910e3bdd69b89628c12dc9cab345906ed7eb0ac3b1afc2c6200,176,0.817918953544425,0.707850354510359,0.707850354510359,,,,,,0.707850354510359
V3_EURHUNT01_0814,chop,EURHUNT01_0814,development_2020_2022,OPENED,111,55,0.4954954954954955,180.7428061503935,18.074280615039353,4.130494167026646,0.03721165916240222,1.0749725856959356,0.5416666666666666,9.975146036702252,0.9413615298740917,False,v1_archetype,failed_break_reversion_long,long,0.0,1.25,1.5,12,cc3d6187539cbe43fd34bb47ec151f47d7cd1c05adb288847ebe8fd19a51bca5,174,0.8566477708492038,0.6993989651113364,0.6993989651113364,,,,,,0.6993989651113364
V3_EURHUNT01_0811,chop,EURHUNT01_0811,development_2020_2022,OPENED,115,65,0.5652173913043478,-49.96032526211943,-4.996032526211944,-9.03603974870291,-0.07857425868437314,0.8237840125161792,0.4166666666666667,14.608974302229749,0.7530217249824062,False,v1_archetype,failed_break_reversion_long,long,0.0,1.25,0.75,12,b879a73b4e10ece6aeb25e5f21df82e6c3fc07a3670d43c92bed13f14ebce468,178,0.7821873011699041,0.6930485246651572,0.6930485246651572,,,,,,0.6930485246651572
V3_EURHUNT01_0813,chop,EURHUNT01_0813,development_2020_2022,OPENED,111,56,0.5045045045045045,143.52457392543755,14.352457392543755,2.6822640797352606,0.02416454125887622,1.049636597593269,0.5416666666666666,10.062564823131655,0.9363023867877256,False,v1_archetype,failed_break_reversion_long,long,0.0,1.25,1.25,12,f814aecd002e5154536296b3992bd8db32d92b12941c70de332d16980d3f396a,174,0.8244235973218731,0.691447812425671,0.691447812425671,,,,,,0.691447812425671
V3_EURHUNT01_0806,chop,EURHUNT01_0806,development_2020_2022,OPENED,119,67,0.5630252100840336,-55.598360787112426,-5.559836078711243,-11.114814198129741,-0.09340179998428354,0.7970622833757774,0.3333333333333333,13.846958350285066,0.7313651620284303,False,v1_archetype,failed_break_reversion_long,long,0.0,1.0,0.75,12,200ec8f2a47243d17ed916266957baf628b0031f87c7b55cf633b1761df63c3b,192,0.7703070294533116,0.6912183839226068,0.6912183839226068,,,,,,0.6912183839226068
V3_EURHUNT01_0463,compression,EURHUNT01_0463,development_2020_2022,OPENED,25,12,0.48,15.830266106231505,1.5830266106231505,-0.3041210979340119,-0.012164843917360476,0.9786261763624298,0.36363636363636365,7.562397554915216,0.5677281092107557,False,v1_archetype,compression_breakout_long,long,0.85,0.75,1.25,24,1c176ce06a526005d2e9ac4d0f095849c9e5de668de0ccc70cde24a746b0fa9f,68,0.9962438728255169,0.6884896865826674,0.6884896865826674,,,,,,0.5677281092107557
V3_EURHUNT01_0815,chop,EURHUNT01_0815,development_2020_2022,OPENED,111,50,0.45045045045045046,149.62430590909287,14.962430590909287,3.4088245232533287,0.03071013084012008,1.058175016004418,0.4166666666666667,11.883895633446883,0.8902057188683954,False,v1_archetype,failed_break_reversion_long,long,0.0,1.25,2.0,12,4028da582cd2ce6cc4e298f1bf0640c616d72e69094aa5e23fd6f29c9d9900c3,173,0.893836348665271,0.6880262157148385,0.6880262157148385,,,,,,0.6880262157148385
V3_EURHUNT01_0488,compression,EURHUNT01_0488,development_2020_2022,OPENED,37,16,0.43243243243243246,0.8467819493618265,0.08467819493618266,-3.402191220683343,-0.09195111407252278,0.8482100584679226,0.5384615384615384,11.09685408035698,0.580444488406167,False,v1_archetype,compression_breakout_long,long,0.95,1.0,1.25,24,d44b4fcb1959e9ce231cab28cfc5536af8f8e2c391452d59663ad633f002934d,89,0.9069694626095032,0.6764270676126404,0.6764270676126404,,,,,,0.580444488406167
V3_EURHUNT01_0816,chop,EURHUNT01_0816,development_2020_2022,OPENED,112,65,0.5803571428571429,3.427990715332328,0.3427990715332328,-4.610079707404731,-0.041161425958970814,0.9017532826648368,0.4583333333333333,10.526482743013158,0.8239926136889447,False,v1_archetype,failed_break_reversion_long,long,0.0,1.5,0.75,12,b1f36bb3318b0fb2c5c257a77f89fd06ef08bea92675af5b4dee6f59ef1ad141,174,0.7714608294492299,0.6758247393993744,0.6758247393993744,,,,,,0.6758247393993744
V3_EURHUNT01_0818,chop,EURHUNT01_0818,development_2020_2022,OPENED,108,55,0.5092592592592593,72.40169786149939,7.240169786149939,-1.2629681109634632,-0.011694149175587622,0.975044412875513,0.5,10.793620448777776,0.8538350745211262,False,v1_archetype,failed_break_reversion_long,long,0.0,1.5,1.25,12,d124187ba577883458b9b7f972f02c7597b1e50309eb70fee8c5848703f2f43c,172,0.8178358088820831,0.6701559633487456,0.6701559633487456,,,,,,0.6701559633487456
V3_EURHUNT01_0841,chop,EURHUNT01_0841,development_2020_2022,OPENED,84,45,0.5357142857142857,-69.66942104736027,-6.966942104736027,-11.562567727260559,-0.13764961580072094,0.7225622388153167,0.25,13.275765295493025,0.6376308790051218,False,v1_archetype,failed_break_reversion_long,long,0.1,0.75,0.75,12,43120753418f66d1da2c9c949ddf72e194c6cc105edbf7551fdcbd5771ebdb73,139,0.7656944197989035,0.661133388752081,0.661133388752081,,,,,,0.6376308790051218
V3_EURSESSIONV2R_0152,compression,EURSESSIONV2R_0152,development_2020_2022,OPENED,34,16,0.47058823529411764,81.60889977388179,8.160889977388178,5.4616274411241434,0.16063610120953364,1.2875626095902664,0.46153846153846156,5.148666663163028,0.773723774230897,False,session_expansion,,short,,1.25,2.0,12,d6b94cfcde050be1b0160f817278ff5cd86b9f299d4e5851586779848a7046c6,61,1.9173839978367069,1.2843524520442942,1.2843524520442942,ASIA_LONDON,"[0, 1, 2, 3, 4, 5]","[6, 7, 8, 9]",0.0,0.55,0.773723774230897
V3_EURSESSIONV2R_0368,compression,EURSESSIONV2R_0368,development_2020_2022,OPENED,45,17,0.37777777777777777,-46.85117510841552,-4.685117510841552,-3.0738344809940656,-0.06830743291097924,0.895708301917828,0.42857142857142855,7.237433080760595,0.5645879757960265,False,session_expansion,,short,,1.25,2.0,12,f91bf75ccde534a5685a70b782d9a7730a7325a990feeb33f22fb4615a7865ba,78,1.7236920654254884,1.250435333839056,1.250435333839056,FRANKFURT_LONDON,"[0, 1, 2, 3, 4, 5]","[6, 7, 8, 9, 10, 11]",0.0,0.55,0.5645879757960265
V3_EURSESSIONV2R_0422,compression,EURSESSIONV2R_0422,development_2020_2022,OPENED,42,15,0.35714285714285715,-59.39612667513305,-5.939612667513305,-4.0431890841015585,-0.09626640676432283,0.8576361888458253,0.35714285714285715,7.3491111964528235,0.5140053485178482,False,session_expansion,,short,,1.25,2.0,12,5dd11c7c69373d00a44fc2d00d6df119bff14b3a6b69aea02748ed84e1af9a93,76,1.7119323588953774,1.2264760979104476,1.2264760979104476,FRANKFURT_LONDON,"[0, 1, 2, 3, 4, 5]","[6, 7, 8, 9, 10, 11]",0.1,0.55,0.5140053485178482
V3_EURSESSIONV2R_0377,compression,EURSESSIONV2R_0377,development_2020_2022,OPENED,45,20,0.4444444444444444,34.47334373887894,3.447334373887894,3.312216132298435,0.07360480293996523,1.1277410512939727,0.5,6.186854232856751,0.7487066389131116,False,session_expansion,,short,,1.75,2.0,12,191a6d9c8e7f07d245cf1057f76bd03d8d56f3112ff9e4cf4a887fa6c1d371f7,78,1.7403115077651556,1.2179826702066006,1.2179826702066006,FRANKFURT_LONDON,"[0, 1, 2, 3, 4, 5]","[6, 7, 8, 9, 10, 11]",0.0,0.55,0.7487066389131116
V3_EURSESSIONV2R_0431,compression,EURSESSIONV2R_0431,development_2020_2022,OPENED,42,17,0.40476190476190477,-26.31341148650266,-2.6313411486502662,-0.6658942984927718,-0.015854626154589806,0.9743143552557175,0.42857142857142855,7.6179695568245,0.5952159142833563,False,session_expansion,,short,,1.75,2.0,12,240f06207e6102c6dd43808d54e71caa3f64a148e563f0ce4d5eb6c25b2ffc9f,76,1.746751341442612,1.2097668877035277,1.2097668877035277,FRANKFURT_LONDON,"[0, 1, 2, 3, 4, 5]","[6, 7, 8, 9, 10, 11]",0.1,0.55,0.5952159142833563
