family,symbol,rr,atr_mult,context_mult,trades,win_rate_pct,net_usd,profit_factor,expectancy_usd,avg_win_usd,avg_loss_usd,avg_stop_points,max_closed_drawdown_usd,max_closed_drawdown_pct,pf_excluding_best_5pct,active_days,trades_per_active_day,months_active,months_positive,months_positive_pct,median_bars_held,timeout_pct,ambiguous_bars
donchian_h4,USDJPY,2.0,3.0,0.5,209,36.36,-121.64,0.8782,-0.582,11.5399,-7.5088,880.4,189.29,1.893,0.6111,206,1.015,66,29,43.9,1361,23.0,0
donchian_h4,USDJPY,2.0,3.0,1.0,175,35.43,-226.59,0.7706,-1.2948,12.2737,-8.7395,1187.8,260.38,2.604,0.5215,172,1.017,66,25,37.9,1997,41.1,0
donchian_h4,USDJPY,2.5,1.0,0.0,452,26.33,-75.69,0.9125,-0.1674,6.6342,-2.5981,285.5,112.45,1.124,0.6304,400,1.13,66,28,42.4,182,0.4,0
donchian_h4,USDJPY,2.5,1.0,0.5,227,31.72,-35.31,0.9597,-0.1556,11.6716,-5.6494,685.4,193.6,1.936,0.5968,223,1.018,66,33,50.0,967,21.6,0
donchian_h4,USDJPY,2.5,1.0,1.0,171,35.09,-150.74,0.8399,-0.8815,13.1774,-8.481,1179.5,217.41,2.174,0.5212,168,1.018,66,26,39.4,2295,45.0,0
donchian_h4,USDJPY,2.5,1.5,0.0,340,26.76,-121.21,0.8744,-0.3565,9.2744,-3.8763,424.7,179.62,1.796,0.6099,326,1.043,66,28,42.4,385,2.4,0
donchian_h4,USDJPY,2.5,1.5,0.5,227,31.72,-36.36,0.9585,-0.1602,11.6716,-5.6562,685.9,193.6,1.936,0.5961,223,1.018,66,33,50.0,967,21.6,0
donchian_h4,USDJPY,2.5,1.5,1.0,171,35.09,-150.74,0.8399,-0.8815,13.1774,-8.481,1179.5,217.41,2.174,0.5212,168,1.018,66,26,39.4,2295,45.0,0
donchian_h4,USDJPY,2.5,2.0,0.0,257,29.57,-117.62,0.8762,-0.4577,10.9556,-5.25,578.9,193.64,1.936,0.5911,252,1.02,66,34,51.5,727,10.1,0
donchian_h4,USDJPY,2.5,2.0,0.5,222,32.43,-39.27,0.9551,-0.1769,11.6023,-5.8309,704.4,195.63,1.956,0.6024,218,1.018,66,33,50.0,1074,22.5,0
donchian_h4,USDJPY,2.5,2.0,1.0,171,35.09,-150.74,0.8399,-0.8815,13.1774,-8.481,1179.5,217.41,2.174,0.5212,168,1.018,66,26,39.4,2295,45.0,0
donchian_h4,USDJPY,2.5,3.0,0.0,203,33.0,-168.58,0.8321,-0.8304,12.4688,-7.3823,859.2,219.5,2.195,0.5236,200,1.015,66,31,47.0,1372,27.6,0
donchian_h4,USDJPY,2.5,3.0,0.5,203,33.0,-178.65,0.8251,-0.88,12.5769,-7.5095,877.1,225.47,2.255,0.5147,200,1.015,66,30,45.5,1371,28.1,0
donchian_h4,USDJPY,2.5,3.0,1.0,171,35.09,-152.4,0.8384,-0.8912,13.1774,-8.4959,1180.8,219.06,2.191,0.5203,168,1.018,66,26,39.4,2295,45.0,0
asia_fade,EURUSD,1.2,1.0,0.0,1394,41.18,-237.34,0.823,-0.1703,1.9225,-1.6352,161.9,247.42,2.474,0.7127,1052,1.325,66,18,27.3,52,0.8,3
asia_fade,EURUSD,1.2,1.0,0.5,1374,40.9,-255.9,0.8118,-0.1862,1.9644,-1.6747,166.1,265.98,2.66,0.6872,1052,1.306,66,19,28.8,54,0.9,3
asia_fade,EURUSD,1.2,1.0,1.0,1280,41.25,-241.21,0.8364,-0.1884,2.3364,-1.9612,201.3,255.25,2.552,0.6382,1051,1.218,66,24,36.4,66,3.3,4
asia_fade,EURUSD,1.2,1.5,0.0,1365,41.32,-228.87,0.8324,-0.1677,2.0152,-1.7046,169.2,240.62,2.406,0.6902,1052,1.298,66,21,31.8,55,0.8,3
asia_fade,EURUSD,1.2,1.5,0.5,1354,41.14,-245.29,0.8212,-0.1812,2.0231,-1.7217,170.9,257.04,2.57,0.6791,1052,1.287,66,21,31.8,56,1.0,3
asia_fade,EURUSD,1.2,1.5,1.0,1280,41.25,-241.21,0.8364,-0.1884,2.3364,-1.9612,201.3,255.25,2.552,0.6382,1051,1.218,66,24,36.4,66,3.3,4
asia_fade,EURUSD,1.2,2.0,0.0,1307,40.47,-293.41,0.799,-0.2245,2.2054,-1.8767,186.6,307.05,3.071,0.6393,1052,1.242,66,21,31.8,62,1.3,3
asia_fade,EURUSD,1.2,2.0,0.5,1305,40.38,-303.6,0.7924,-0.2326,2.1992,-1.8799,186.7,317.23,3.172,0.6347,1052,1.24,66,21,31.8,63,1.3,3
asia_fade,EURUSD,1.2,2.0,1.0,1266,41.0,-273.76,0.8189,-0.2162,2.3845,-2.0232,206.3,288.79,2.888,0.6263,1051,1.205,66,24,36.4,67,3.3,3
asia_fade,EURUSD,1.2,3.0,0.0,1163,43.77,-157.71,0.9013,-0.1356,2.8288,-2.4428,255.4,208.05,2.081,0.7081,1049,1.109,66,27,40.9,89,7.7,0
asia_fade,EURUSD,1.2,3.0,0.5,1163,43.77,-157.71,0.9013,-0.1356,2.8288,-2.4428,255.4,208.05,2.081,0.7081,1049,1.109,66,27,40.9,89,7.7,0
asia_fade,EURUSD,1.2,3.0,1.0,1160,43.97,-139.78,0.9127,-0.1205,2.8645,-2.4626,260.5,203.54,2.035,0.7131,1049,1.106,66,30,45.5,90,8.5,0
asia_fade,EURUSD,1.5,1.0,0.0,1360,36.91,-209.22,0.8506,-0.1538,2.3729,-1.6322,161.9,223.5,2.235,0.7228,1050,1.295,66,22,33.3,58,1.8,2
asia_fade,EURUSD,1.5,1.0,0.5,1341,36.76,-230.69,0.8374,-0.172,2.4103,-1.6733,166.1,244.97,2.45,0.6967,1050,1.277,66,20,30.3,60,2.0,2
asia_fade,EURUSD,1.5,1.0,1.0,1253,36.55,-254.05,0.8368,-0.2028,2.8434,-1.9577,202.1,279.38,2.794,0.6187,1047,1.197,66,22,33.3,71,5.3,3
asia_fade,EURUSD,1.5,1.5,0.0,1335,36.63,-228.68,0.8411,-0.1713,2.4758,-1.7014,169.2,244.69,2.447,0.6827,1050,1.271,66,23,34.8,61,1.9,3
asia_fade,EURUSD,1.5,1.5,0.5,1324,36.48,-245.15,0.8305,-0.1852,2.4867,-1.7197,170.9,261.15,2.612,0.6697,1050,1.261,66,22,33.3,62,2.0,3
asia_fade,EURUSD,1.5,1.5,1.0,1253,36.55,-254.05,0.8368,-0.2028,2.8434,-1.9577,202.1,279.38,2.794,0.6187,1047,1.197,66,22,33.3,71,5.3,3
asia_fade,EURUSD,1.5,2.0,0.0,1275,36.39,-255.27,0.8317,-0.2002,2.7193,-1.8706,186.7,276.12,2.761,0.6486,1050,1.214,66,22,33.3,69,2.5,2
asia_fade,EURUSD,1.5,2.0,0.5,1274,36.42,-254.86,0.832,-0.2,2.7203,-1.8729,187.0,275.71,2.757,0.6487,1050,1.213,66,22,33.3,68,2.5,2
asia_fade,EURUSD,1.5,2.0,1.0,1237,36.94,-245.96,0.8439,-0.1988,2.9088,-2.0196,207.3,281.22,2.812,0.6297,1046,1.183,66,24,36.4,73,5.3,1
asia_fade,EURUSD,1.5,3.0,0.0,1148,40.16,-139.05,0.9167,-0.1211,3.3208,-2.4308,255.4,218.86,2.189,0.704,1046,1.098,66,28,42.4,95,11.5,0
asia_fade,EURUSD,1.5,3.0,0.5,1148,40.16,-139.05,0.9167,-0.1211,3.3208,-2.4308,255.4,218.86,2.189,0.704,1046,1.098,66,28,42.4,95,11.5,0
asia_fade,EURUSD,1.5,3.0,1.0,1142,40.28,-125.92,0.9246,-0.1103,3.357,-2.4489,260.6,225.56,2.256,0.704,1044,1.094,66,27,40.9,96,12.5,0
asia_fade,EURUSD,2.0,1.0,0.0,1334,31.63,-203.56,0.8627,-0.1526,3.0316,-1.626,161.9,246.03,2.46,0.7079,1048,1.273,66,20,30.3,66,4.0,3
asia_fade,EURUSD,2.0,1.0,0.5,1315,31.79,-203.14,0.864,-0.1545,3.0867,-1.6649,166.0,248.22,2.482,0.6944,1048,1.255,66,22,33.3,68,4.3,3
asia_fade,EURUSD,2.0,1.0,1.0,1233,33.58,-141.39,0.9114,-0.1147,3.5143,-1.9491,202.9,223.88,2.239,0.6567,1045,1.18,66,26,39.4,80,9.0,2
asia_fade,EURUSD,2.0,1.5,0.0,1308,31.8,-195.44,0.8704,-0.1494,3.1551,-1.6905,168.6,245.6,2.456,0.6837,1048,1.248,66,24,36.4,69,4.2,3
asia_fade,EURUSD,2.0,1.5,0.5,1298,31.97,-182.89,0.8785,-0.1409,3.1867,-1.7048,170.4,230.2,2.302,0.6847,1048,1.239,66,24,36.4,69,4.3,3
asia_fade,EURUSD,2.0,1.5,1.0,1233,33.58,-141.39,0.9114,-0.1147,3.5143,-1.9491,202.9,223.88,2.239,0.6567,1045,1.18,66,26,39.4,80,9.0,2
asia_fade,EURUSD,2.0,2.0,0.0,1255,32.83,-167.92,0.8929,-0.1338,3.3993,-1.8605,186.6,234.55,2.345,0.6748,1048,1.198,66,23,34.8,75,5.7,2
asia_fade,EURUSD,2.0,2.0,0.5,1254,32.85,-167.33,0.8933,-0.1334,3.4008,-1.8628,186.9,232.28,2.323,0.6749,1048,1.197,66,23,34.8,75,5.7,2
asia_fade,EURUSD,2.0,2.0,1.0,1217,33.61,-144.71,0.9104,-0.1189,3.5936,-1.9981,207.6,226.47,2.265,0.6563,1044,1.166,66,26,39.4,82,9.3,1
asia_fade,EURUSD,2.0,3.0,0.0,1122,36.54,-145.58,0.9147,-0.1298,3.8097,-2.3982,255.4,235.53,2.355,0.6746,1032,1.087,66,32,48.5,109,18.6,0
asia_fade,EURUSD,2.0,3.0,0.5,1122,36.54,-145.58,0.9147,-0.1298,3.8097,-2.3982,255.4,235.53,2.355,0.6746,1032,1.087,66,32,48.5,109,18.6,0
asia_fade,EURUSD,2.0,3.0,1.0,1117,36.79,-118.14,0.9307,-0.1058,3.862,-2.4156,260.7,227.72,2.277,0.6811,1031,1.083,66,31,47.0,111,19.6,0
asia_fade,EURUSD,2.5,1.0,0.0,1314,28.61,-188.31,0.8763,-0.1433,3.5469,-1.6225,161.9,256.85,2.569,0.6912,1044,1.259,66,22,33.3,71,6.6,2
asia_fade,EURUSD,2.5,1.0,0.5,1297,28.68,-202.68,0.868,-0.1563,3.5838,-1.6604,166.1,277.56,2.776,0.6727,1044,1.242,66,24,36.4,72,7.2,2
asia_fade,EURUSD,2.5,1.0,1.0,1216,31.09,-120.28,0.9258,-0.0989,3.9708,-1.9347,202.7,215.72,2.157,0.6411,1039,1.17,66,26,39.4,86,13.2,0
asia_fade,EURUSD,2.5,1.5,0.0,1291,28.97,-178.75,0.8845,-0.1385,3.6614,-1.6883,168.7,253.41,2.534,0.6705,1044,1.237,66,24,36.4,73,7.0,1
asia_fade,EURUSD,2.5,1.5,0.5,1280,28.91,-193.7,0.875,-0.1513,3.664,-1.7026,170.6,265.75,2.658,0.6601,1044,1.226,66,23,34.8,74,7.6,1
asia_fade,EURUSD,2.5,1.5,1.0,1216,31.09,-120.28,0.9258,-0.0989,3.9708,-1.9347,202.7,215.72,2.157,0.6411,1039,1.17,66,26,39.4,86,13.2,0
asia_fade,EURUSD,2.5,2.0,0.0,1236,29.77,-178.4,0.8891,-0.1443,3.8877,-1.8538,186.7,271.74,2.717,0.6411,1043,1.185,66,24,36.4,82,9.5,1
asia_fade,EURUSD,2.5,2.0,0.5,1234,29.82,-177.29,0.8898,-0.1437,3.8886,-1.8572,187.1,268.96,2.69,0.6415,1043,1.183,66,23,34.8,82,9.6,1
asia_fade,EURUSD,2.5,2.0,1.0,1200,31.25,-113.18,0.931,-0.0943,4.0727,-1.9884,207.7,220.51,2.205,0.6448,1037,1.157,66,27,40.9,88,13.6,0
asia_fade,EURUSD,2.5,3.0,0.0,1111,35.82,-93.66,0.9452,-0.0843,4.0624,-2.399,255.0,206.48,2.065,0.6693,1025,1.084,66,31,47.0,120,24.6,0
asia_fade,EURUSD,2.5,3.0,0.5,1111,35.82,-93.66,0.9452,-0.0843,4.0624,-2.399,255.0,206.48,2.065,0.6693,1025,1.084,66,31,47.0,120,24.6,0
asia_fade,EURUSD,2.5,3.0,1.0,1107,36.04,-60.8,0.9645,-0.0549,4.1428,-2.4206,260.7,198.73,1.987,0.6729,1024,1.081,66,31,47.0,122,25.3,0
asia_fade,GBPUSD,1.2,1.0,0.0,1322,41.53,-279.03,0.8409,-0.2111,2.6864,-2.2689,225.3,305.5,3.055,0.7195,983,1.345,66,19,28.8,48,0.5,0
asia_fade,GBPUSD,1.2,1.0,0.5,1308,41.82,-265.67,0.85,-0.2031,2.7519,-2.3272,231.8,303.68,3.037,0.71,983,1.331,66,20,30.3,49,0.7,0
asia_fade,GBPUSD,1.2,1.0,1.0,1218,41.46,-349.08,0.825,-0.2866,3.2595,-2.7982,284.3,376.66,3.767,0.6292,981,1.242,66,19,28.8,60,2.5,0
asia_fade,GBPUSD,1.2,1.5,0.0,1300,41.77,-282.54,0.8454,-0.2173,2.8459,-2.4147,239.3,329.76,3.298,0.6904,983,1.322,66,19,28.8,51,0.5,0
asia_fade,GBPUSD,1.2,1.5,0.5,1296,42.05,-255.96,0.8595,-0.1975,2.8734,-2.4261,241.8,305.4,3.054,0.6959,983,1.318,66,20,30.3,51,0.7,0
asia_fade,GBPUSD,1.2,1.5,1.0,1218,41.46,-349.08,0.825,-0.2866,3.2595,-2.7982,284.3,376.66,3.767,0.6292,981,1.242,66,19,28.8,60,2.5,0
asia_fade,GBPUSD,1.2,2.0,0.0,1226,42.09,-237.51,0.8741,-0.1937,3.1955,-2.6569,266.9,267.9,2.679,0.6804,983,1.247,66,20,30.3,59,1.1,0
asia_fade,GBPUSD,1.2,2.0,0.5,1226,42.17,-230.53,0.8777,-0.188,3.2008,-2.6592,267.7,261.47,2.615,0.6834,983,1.247,66,20,30.3,59,1.2,0
asia_fade,GBPUSD,1.2,2.0,1.0,1190,42.27,-278.44,0.8588,-0.234,3.368,-2.8712,293.0,297.15,2.972,0.6561,981,1.213,66,19,28.8,62,2.9,0
asia_fade,GBPUSD,1.2,3.0,0.0,1099,44.4,-169.72,0.9218,-0.1544,4.0989,-3.5515,370.0,208.11,2.081,0.7185,979,1.123,66,29,43.9,80,7.0,0
asia_fade,GBPUSD,1.2,3.0,0.5,1099,44.4,-169.72,0.9218,-0.1544,4.0989,-3.5515,370.0,208.11,2.081,0.7185,979,1.123,66,29,43.9,80,7.0,0
asia_fade,GBPUSD,1.2,3.0,1.0,1096,44.53,-180.31,0.9173,-0.1645,4.0981,-3.5858,375.8,220.37,2.204,0.7134,978,1.121,66,28,42.4,81,7.8,0
asia_fade,GBPUSD,1.5,1.0,0.0,1294,37.09,-245.47,0.8671,-0.1897,3.3357,-2.2686,225.3,266.14,2.661,0.7313,982,1.318,66,24,36.4,54,0.9,0
asia_fade,GBPUSD,1.5,1.0,0.5,1285,37.51,-221.65,0.8812,-0.1725,3.4111,-2.3236,231.8,252.44,2.524,0.7247,982,1.309,66,25,37.9,55,1.1,0
asia_fade,GBPUSD,1.5,1.0,1.0,1197,37.84,-269.29,0.8697,-0.225,3.9694,-2.7788,285.0,302.49,3.025,0.6558,977,1.225,66,25,37.9,66,4.1,0
asia_fade,GBPUSD,1.5,1.5,0.0,1272,37.42,-213.55,0.888,-0.1679,3.558,-2.3959,238.8,241.16,2.412,0.7076,982,1.295,66,25,37.9,57,0.9,0
asia_fade,GBPUSD,1.5,1.5,0.5,1269,37.51,-216.24,0.8871,-0.1704,3.5698,-2.4155,241.6,247.08,2.471,0.7024,982,1.292,66,24,36.4,58,1.2,0
asia_fade,GBPUSD,1.5,1.5,1.0,1197,37.84,-269.29,0.8697,-0.225,3.9694,-2.7788,285.0,302.49,3.025,0.6558,977,1.225,66,25,37.9,66,4.1,0
asia_fade,GBPUSD,1.5,2.0,0.0,1206,38.06,-190.85,0.9038,-0.1582,3.908,-2.6568,267.2,217.06,2.171,0.6938,981,1.229,66,28,42.4,63,2.2,0
asia_fade,GBPUSD,1.5,2.0,0.5,1206,37.98,-209.05,0.895,-0.1733,3.8911,-2.662,268.0,235.98,2.36,0.6875,981,1.229,66,28,42.4,63,2.4,0
asia_fade,GBPUSD,1.5,2.0,1.0,1172,38.65,-203.12,0.9011,-0.1733,4.0843,-2.8558,294.0,237.84,2.378,0.6814,977,1.2,66,29,43.9,68,4.6,0
asia_fade,GBPUSD,1.5,3.0,0.0,1082,40.94,-116.39,0.9484,-0.1076,4.8281,-3.5294,369.8,180.04,1.8,0.729,971,1.114,66,28,42.4,86,10.4,0
asia_fade,GBPUSD,1.5,3.0,0.5,1082,40.94,-116.39,0.9484,-0.1076,4.8281,-3.5294,369.8,180.04,1.8,0.729,971,1.114,66,28,42.4,86,10.4,0
asia_fade,GBPUSD,1.5,3.0,1.0,1080,41.02,-132.27,0.9415,-0.1225,4.8085,-3.5517,376.4,206.63,2.066,0.7253,969,1.115,66,29,43.9,88,11.4,0
asia_fade,GBPUSD,2.0,1.0,0.0,1269,32.55,-145.72,0.9247,-0.1148,4.3317,-2.2602,225.4,174.87,1.749,0.7562,976,1.3,66,29,43.9,61,2.5,0
asia_fade,GBPUSD,2.0,1.0,0.5,1257,32.86,-126.77,0.9351,-0.1008,4.425,-2.3155,232.1,175.13,1.751,0.7473,976,1.288,66,30,45.5,62,2.8,0
asia_fade,GBPUSD,2.0,1.0,1.0,1174,33.65,-232.82,0.8919,-0.1983,4.8631,-2.7647,285.9,273.74,2.737,0.6569,971,1.209,66,25,37.9,73,7.4,0
asia_fade,GBPUSD,2.0,1.5,0.0,1250,32.64,-141.34,0.9298,-0.1131,4.5906,-2.3923,239.1,185.66,1.857,0.7171,975,1.282,66,29,43.9,63,2.9,0
asia_fade,GBPUSD,2.0,1.5,0.5,1245,32.77,-142.69,0.9293,-0.1146,4.5937,-2.4097,241.8,197.44,1.974,0.7131,975,1.277,66,30,45.5,64,3.1,0
asia_fade,GBPUSD,2.0,1.5,1.0,1174,33.65,-232.82,0.8919,-0.1983,4.8631,-2.7647,285.9,273.74,2.737,0.6569,971,1.209,66,25,37.9,73,7.4,0
asia_fade,GBPUSD,2.0,2.0,0.0,1180,33.73,-93.04,0.9547,-0.0788,4.9298,-2.628,267.1,157.77,1.578,0.7239,973,1.213,66,31,47.0,72,5.2,0
asia_fade,GBPUSD,2.0,2.0,0.5,1180,33.81,-88.79,0.9568,-0.0752,4.9267,-2.6307,267.9,157.82,1.578,0.725,973,1.213,66,31,47.0,72,5.3,0
asia_fade,GBPUSD,2.0,2.0,1.0,1149,34.29,-177.72,0.9169,-0.1547,4.9762,-2.8322,294.6,211.75,2.117,0.6785,969,1.186,66,28,42.4,76,8.4,0
asia_fade,GBPUSD,2.0,3.0,0.0,1058,36.86,-236.15,0.898,-0.2232,5.329,-3.4647,370.2,305.56,3.056,0.669,956,1.107,66,26,39.4,99,18.5,0
asia_fade,GBPUSD,2.0,3.0,0.5,1058,36.86,-236.15,0.898,-0.2232,5.329,-3.4647,370.2,305.56,3.056,0.669,956,1.107,66,26,39.4,99,18.5,0
asia_fade,GBPUSD,2.0,3.0,1.0,1056,37.12,-225.61,0.9028,-0.2136,5.3466,-3.4962,376.5,298.59,2.986,0.6693,954,1.107,66,24,36.4,100,19.0,0
asia_fade,GBPUSD,2.5,1.0,0.0,1248,28.21,-196.76,0.9022,-0.1577,5.1594,-2.2465,225.3,231.15,2.311,0.7032,969,1.288,66,31,47.0,66,5.0,0
asia_fade,GBPUSD,2.5,1.0,0.5,1237,28.7,-168.76,0.9168,-0.1364,5.2378,-2.2995,232.1,198.93,1.989,0.7023,969,1.277,66,31,47.0,68,5.7,0
asia_fade,GBPUSD,2.5,1.0,1.0,1156,30.02,-343.7,0.8449,-0.2973,5.3942,-2.7386,286.0,366.72,3.667,0.6026,963,1.2,66,25,37.9,79,11.7,0
asia_fade,GBPUSD,2.5,1.5,0.0,1230,28.54,-191.11,0.9085,-0.1554,5.4036,-2.3752,239.2,216.37,2.164,0.6749,967,1.272,66,29,43.9,69,5.9,0
asia_fade,GBPUSD,2.5,1.5,0.5,1225,28.82,-181.95,0.9127,-0.1485,5.3879,-2.3898,241.8,217.82,2.178,0.6754,967,1.267,66,30,45.5,70,6.4,0
asia_fade,GBPUSD,2.5,1.5,1.0,1156,30.02,-343.7,0.8449,-0.2973,5.3942,-2.7386,286.0,366.72,3.667,0.6026,963,1.2,66,25,37.9,79,11.7,0
asia_fade,GBPUSD,2.5,2.0,0.0,1163,29.84,-210.82,0.9009,-0.1813,5.524,-2.6074,267.1,283.54,2.835,0.6536,964,1.206,66,28,42.4,78,9.9,0
asia_fade,GBPUSD,2.5,2.0,0.5,1163,29.92,-218.33,0.8974,-0.1877,5.4849,-2.6099,267.9,284.07,2.841,0.6529,964,1.206,66,29,43.9,78,10.1,0
asia_fade,GBPUSD,2.5,2.0,1.0,1132,30.74,-296.83,0.8651,-0.2622,5.471,-2.8071,294.7,321.59,3.216,0.618,960,1.179,66,27,40.9,83,13.2,0
asia_fade,GBPUSD,2.5,3.0,0.0,1039,35.13,-195.96,0.915,-0.1886,5.78,-3.4209,370.3,322.93,3.229,0.6509,946,1.098,66,26,39.4,109,23.8,0
asia_fade,GBPUSD,2.5,3.0,0.5,1039,35.13,-195.96,0.915,-0.1886,5.78,-3.4209,370.3,322.93,3.229,0.6509,946,1.098,66,26,39.4,109,23.8,0
asia_fade,GBPUSD,2.5,3.0,1.0,1034,35.69,-176.68,0.9233,-0.1709,5.7624,-3.4631,376.2,317.4,3.174,0.6583,942,1.098,66,27,40.9,110,24.5,0
asia_fade,USDJPY,1.2,1.0,0.0,1692,42.2,-233.48,0.8578,-0.138,1.9725,-1.6788,185.3,251.79,2.518,0.7279,1157,1.462,66,22,33.3,55,4.0,1
asia_fade,USDJPY,1.2,1.0,0.5,1659,42.01,-255.78,0.8482,-0.1542,2.0513,-1.7521,193.5,264.64,2.646,0.695,1157,1.434,66,22,33.3,59,4.2,1
asia_fade,USDJPY,1.2,1.0,1.0,1485,42.96,-212.43,0.8818,-0.1431,2.4851,-2.1227,246.8,236.29,2.363,0.6606,1147,1.295,66,22,33.3,82,8.6,1
asia_fade,USDJPY,1.2,1.5,0.0,1635,42.69,-202.94,0.8799,-0.1241,2.1308,-1.8039,199.6,258.67,2.587,0.7114,1157,1.413,66,23,34.8,62,4.2,2
asia_fade,USDJPY,1.2,1.5,0.5,1624,42.67,-205.62,0.8794,-0.1266,2.1635,-1.8313,202.9,244.29,2.443,0.7049,1157,1.404,66,24,36.4,62,4.2,2
asia_fade,USDJPY,1.2,1.5,1.0,1485,42.96,-212.43,0.8818,-0.1431,2.4851,-2.1227,246.8,236.29,2.363,0.6606,1147,1.295,66,22,33.3,82,8.6,1
asia_fade,USDJPY,1.2,2.0,0.0,1558,43.2,-158.12,0.9109,-0.1015,2.4007,-2.0043,224.5,234.5,2.345,0.7068,1157,1.347,66,26,39.4,74,5.2,0
asia_fade,USDJPY,1.2,2.0,0.5,1558,43.32,-138.2,0.9219,-0.0887,2.4158,-2.0032,225.3,214.5,2.145,0.7131,1157,1.347,66,25,37.9,74,5.3,0
asia_fade,USDJPY,1.2,2.0,1.0,1467,43.35,-205.46,0.887,-0.1401,2.5366,-2.1886,253.9,230.24,2.302,0.6679,1147,1.279,66,24,36.4,86,8.9,1
asia_fade,USDJPY,1.2,3.0,0.0,1359,45.03,-65.88,0.9644,-0.0485,2.9187,-2.4794,297.4,159.69,1.597,0.7371,1136,1.196,66,27,40.9,114,13.9,0
asia_fade,USDJPY,1.2,3.0,0.5,1359,45.03,-65.87,0.9644,-0.0485,2.9187,-2.4794,297.4,159.69,1.597,0.7371,1136,1.196,66,27,40.9,114,13.9,0
asia_fade,USDJPY,1.2,3.0,1.0,1341,44.74,-121.1,0.9352,-0.0903,2.9112,-2.5207,306.4,191.67,1.917,0.7066,1131,1.186,66,27,40.9,119,15.8,0
asia_fade,USDJPY,1.5,1.0,0.0,1645,39.45,-123.66,0.926,-0.0752,2.383,-1.6769,185.3,165.61,1.656,0.7725,1155,1.424,66,22,33.3,64,5.9,0
asia_fade,USDJPY,1.5,1.0,0.5,1613,39.0,-170.27,0.9012,-0.1056,2.4686,-1.751,193.6,186.36,1.864,0.7261,1155,1.397,66,25,37.9,68,6.2,0
asia_fade,USDJPY,1.5,1.0,1.0,1440,40.21,-122.69,0.9326,-0.0852,2.933,-2.1149,247.8,172.39,1.724,0.6852,1141,1.262,66,26,39.4,96,12.2,1
asia_fade,USDJPY,1.5,1.5,0.0,1594,39.21,-154.1,0.9121,-0.0967,2.5572,-1.8084,199.6,211.01,2.11,0.7221,1155,1.38,66,21,31.8,71,6.3,0
asia_fade,USDJPY,1.5,1.5,0.5,1584,38.89,-187.76,0.8945,-0.1185,2.5833,-1.8379,203.1,226.92,2.269,0.701,1155,1.371,66,22,33.3,73,6.5,0
asia_fade,USDJPY,1.5,1.5,1.0,1440,40.21,-122.69,0.9326,-0.0852,2.933,-2.1149,247.8,172.39,1.724,0.6852,1141,1.262,66,26,39.4,96,12.2,1
asia_fade,USDJPY,1.5,2.0,0.0,1515,39.87,-95.8,0.9476,-0.0632,2.8686,-2.0071,224.3,182.61,1.826,0.7163,1152,1.315,66,24,36.4,86,7.7,0
asia_fade,USDJPY,1.5,2.0,0.5,1515,40.0,-76.15,0.9582,-0.0503,2.8839,-2.0064,225.2,162.44,1.624,0.7229,1152,1.315,66,25,37.9,86,7.8,0
asia_fade,USDJPY,1.5,2.0,1.0,1428,40.62,-102.81,0.9443,-0.072,3.0027,-2.1749,254.5,173.32,1.733,0.694,1141,1.252,66,27,40.9,100,12.5,1
asia_fade,USDJPY,1.5,3.0,0.0,1313,42.35,-57.33,0.9691,-0.0437,3.2383,-2.4542,297.8,146.31,1.463,0.7092,1122,1.17,66,31,47.0,135,20.6,0
asia_fade,USDJPY,1.5,3.0,0.5,1313,42.35,-57.33,0.9691,-0.0437,3.2384,-2.4542,297.8,146.3,1.463,0.7092,1122,1.17,66,31,47.0,135,20.6,0
asia_fade,USDJPY,1.5,3.0,1.0,1299,42.42,-92.33,0.9507,-0.0711,3.2338,-2.5056,307.2,169.56,1.696,0.6909,1118,1.162,66,30,45.5,138,22.0,0
asia_fade,USDJPY,2.0,1.0,0.0,1592,35.11,-85.68,0.9506,-0.0538,2.9492,-1.6789,185.4,152.61,1.526,0.7691,1148,1.387,66,26,39.4,75,9.5,0
asia_fade,USDJPY,2.0,1.0,0.5,1563,34.93,-124.5,0.9301,-0.0797,3.0354,-1.7521,193.7,155.92,1.559,0.7266,1147,1.363,66,27,40.9,79,10.2,0
asia_fade,USDJPY,2.0,1.0,1.0,1391,37.46,-59.3,0.9678,-0.0426,3.4196,-2.116,248.9,149.54,1.495,0.6862,1122,1.24,66,26,39.4,116,18.7,0
asia_fade,USDJPY,2.0,1.5,0.0,1537,35.39,-75.58,0.9579,-0.0492,3.1609,-1.8077,199.9,142.89,1.429,0.7302,1146,1.341,66,24,36.4,85,10.5,0
asia_fade,USDJPY,2.0,1.5,0.5,1530,35.42,-81.88,0.9549,-0.0535,3.1955,-1.8359,203.5,143.16,1.432,0.7222,1146,1.335,66,25,37.9,87,10.8,0
asia_fade,USDJPY,2.0,1.5,1.0,1391,37.46,-59.3,0.9678,-0.0426,3.4196,-2.116,248.9,149.54,1.495,0.6862,1122,1.24,66,26,39.4,116,18.7,0
asia_fade,USDJPY,2.0,2.0,0.0,1454,36.24,-51.93,0.972,-0.0357,3.416,-1.998,224.4,154.35,1.543,0.7005,1138,1.278,66,26,39.4,103,13.9,0
