family,symbol,rr,atr_mult,context_mult,trades,win_rate_pct,net_usd,profit_factor,expectancy_usd,avg_win_usd,avg_loss_usd,avg_stop_points,max_closed_drawdown_usd,max_closed_drawdown_pct,pf_excluding_best_5pct,active_days,trades_per_active_day,months_active,months_positive,months_positive_pct,median_bars_held,timeout_pct,ambiguous_bars
london_breakout,USDJPY,2.5,1.0,0.5,972,32.61,-118.61,0.9014,-0.122,3.4223,-1.8374,212.4,202.09,2.021,0.6232,941,1.033,66,24,36.4,75,20.2,0
london_breakout,USDJPY,2.5,1.0,1.0,889,40.94,-51.91,0.9589,-0.0584,3.3284,-2.4065,342.5,142.53,1.425,0.6439,862,1.031,66,25,37.9,254,45.7,0
london_breakout,USDJPY,2.5,1.5,0.0,974,32.65,-136.29,0.8925,-0.1399,3.5572,-1.9321,219.0,228.89,2.289,0.6157,943,1.033,66,26,39.4,77,20.2,0
london_breakout,USDJPY,2.5,1.5,0.5,965,33.26,-134.94,0.8941,-0.1398,3.5495,-1.9788,228.2,239.27,2.393,0.6013,934,1.033,66,23,34.8,80,22.1,0
london_breakout,USDJPY,2.5,1.5,1.0,888,41.1,-45.88,0.9636,-0.0517,3.3296,-2.4115,342.5,135.81,1.358,0.6484,861,1.031,66,25,37.9,256,45.7,0
london_breakout,USDJPY,2.5,2.0,0.0,926,38.23,-50.66,0.9603,-0.0547,3.4592,-2.2294,267.3,172.13,1.721,0.6543,897,1.032,66,30,45.5,119,32.4,0
london_breakout,USDJPY,2.5,2.0,0.5,924,38.53,-40.79,0.9679,-0.0441,3.4547,-2.2371,270.2,166.28,1.663,0.6568,895,1.032,66,29,43.9,124,33.1,0
london_breakout,USDJPY,2.5,2.0,1.0,882,41.95,-12.31,0.9902,-0.014,3.3509,-2.4456,348.1,125.01,1.25,0.6665,855,1.032,66,30,45.5,266,47.3,0
london_breakout,USDJPY,2.5,3.0,0.0,834,45.8,38.56,1.0314,0.0462,3.3156,-2.7168,390.7,108.85,1.089,0.6891,824,1.012,66,33,50.0,288,56.2,0
london_breakout,USDJPY,2.5,3.0,0.5,834,45.8,38.56,1.0314,0.0462,3.3156,-2.7168,390.7,108.85,1.089,0.6891,824,1.012,66,33,50.0,288,56.2,0
london_breakout,USDJPY,2.5,3.0,1.0,830,46.02,29.51,1.0238,0.0355,3.3256,-2.7698,413.1,112.37,1.124,0.684,820,1.012,66,31,47.0,288,58.8,0
donchian_h4,EURUSD,1.2,1.0,0.0,573,44.68,-48.67,0.9457,-0.0849,3.3115,-2.8278,278.8,64.17,0.642,0.7714,489,1.172,66,31,47.0,156,0.2,1
donchian_h4,EURUSD,1.2,1.0,0.5,312,44.87,-51.36,0.9564,-0.1646,8.0434,-6.8455,712.6,140.8,1.408,0.749,299,1.043,66,30,45.5,658,5.4,0
donchian_h4,EURUSD,1.2,1.0,1.0,188,47.87,-62.89,0.9417,-0.3345,11.2972,-11.0167,1283.1,227.39,2.274,0.775,187,1.005,66,28,42.4,1890,29.8,0
donchian_h4,EURUSD,1.2,1.5,0.0,465,44.95,-22.3,0.9794,-0.048,5.0645,-4.2218,421.5,81.06,0.811,0.7898,423,1.099,66,28,42.4,245,0.2,0
donchian_h4,EURUSD,1.2,1.5,0.5,311,44.69,-62.0,0.9475,-0.1994,8.0491,-6.8652,714.0,150.8,1.508,0.7407,298,1.044,66,30,45.5,668,5.5,0
donchian_h4,EURUSD,1.2,1.5,1.0,188,47.87,-62.89,0.9417,-0.3345,11.2972,-11.0167,1283.1,227.39,2.274,0.775,187,1.005,66,28,42.4,1890,29.8,0
donchian_h4,EURUSD,1.2,2.0,0.0,381,45.14,-25.64,0.9782,-0.0673,6.6814,-5.6212,562.2,87.76,0.878,0.7906,361,1.055,66,31,47.0,457,0.8,0
donchian_h4,EURUSD,1.2,2.0,0.5,306,45.1,-56.29,0.9521,-0.1839,8.113,-6.9993,729.0,160.35,1.603,0.7448,293,1.044,66,28,42.4,716,5.9,0
donchian_h4,EURUSD,1.2,2.0,1.0,188,47.87,-62.89,0.9417,-0.3345,11.2972,-11.0167,1283.1,227.39,2.274,0.775,187,1.005,66,28,42.4,1890,29.8,0
donchian_h4,EURUSD,1.2,3.0,0.0,268,46.64,-42.19,0.964,-0.1574,9.0426,-8.1994,841.4,162.82,1.628,0.7857,261,1.027,66,33,50.0,916,8.6,0
donchian_h4,EURUSD,1.2,3.0,0.5,256,46.48,-52.99,0.9536,-0.207,9.1597,-8.343,883.3,175.3,1.753,0.7727,250,1.024,66,32,48.5,1010,11.3,0
donchian_h4,EURUSD,1.2,3.0,1.0,187,48.13,-64.62,0.9397,-0.3456,11.1909,-11.0495,1283.2,228.27,2.283,0.7718,186,1.005,66,28,42.4,1896,30.5,0
donchian_h4,EURUSD,1.5,1.0,0.0,531,39.55,-26.66,0.9704,-0.0502,4.1671,-2.8092,278.7,59.45,0.595,0.7696,463,1.147,66,32,48.5,174,0.2,0
donchian_h4,EURUSD,1.5,1.0,0.5,283,40.28,-64.23,0.9433,-0.227,9.3805,-6.7078,698.2,168.14,1.681,0.7104,276,1.025,66,31,47.0,828,6.7,0
donchian_h4,EURUSD,1.5,1.0,1.0,167,46.11,-124.2,0.8703,-0.7437,10.8225,-10.6393,1265.3,306.94,3.069,0.6588,166,1.006,66,28,42.4,2277,40.7,0
donchian_h4,EURUSD,1.5,1.5,0.0,423,38.53,-64.55,0.9407,-0.1526,6.2796,-4.1851,417.9,114.26,1.143,0.738,392,1.079,66,29,43.9,276,0.2,0
donchian_h4,EURUSD,1.5,1.5,0.5,282,40.07,-67.33,0.9406,-0.2388,9.4322,-6.7052,699.7,170.44,1.704,0.7076,275,1.025,66,30,45.5,831,6.7,0
donchian_h4,EURUSD,1.5,1.5,1.0,167,46.11,-124.2,0.8703,-0.7437,10.8225,-10.6393,1265.3,306.94,3.069,0.6588,166,1.006,66,28,42.4,2277,40.7,0
donchian_h4,EURUSD,1.5,2.0,0.0,339,38.35,-130.79,0.8894,-0.3858,8.0903,-5.658,560.6,167.29,1.673,0.6994,326,1.04,66,25,37.9,500,1.2,0
donchian_h4,EURUSD,1.5,2.0,0.5,280,40.36,-85.83,0.9252,-0.3065,9.4001,-6.8745,713.5,180.52,1.805,0.7079,273,1.026,66,30,45.5,845,6.8,0
donchian_h4,EURUSD,1.5,2.0,1.0,167,46.11,-124.2,0.8703,-0.7437,10.8225,-10.6393,1265.3,306.94,3.069,0.6588,166,1.006,66,28,42.4,2277,40.7,0
donchian_h4,EURUSD,1.5,3.0,0.0,239,41.42,-102.73,0.9091,-0.4298,10.3805,-8.0743,837.4,233.57,2.336,0.7208,237,1.008,66,29,43.9,1067,13.0,0
donchian_h4,EURUSD,1.5,3.0,0.5,234,43.16,-81.6,0.9276,-0.3487,10.3583,-8.4796,881.4,217.2,2.172,0.7298,232,1.009,66,32,48.5,1096,15.4,0
donchian_h4,EURUSD,1.5,3.0,1.0,167,46.11,-124.69,0.87,-0.7467,10.8329,-10.6537,1266.6,307.43,3.074,0.6588,166,1.006,66,28,42.4,2314,40.7,0
donchian_h4,EURUSD,2.0,1.0,0.0,471,34.18,21.93,1.0251,0.0466,5.5575,-2.8156,279.2,49.91,0.499,0.783,423,1.113,66,32,48.5,199,0.2,0
donchian_h4,EURUSD,2.0,1.0,0.5,239,33.89,-160.9,0.846,-0.6732,10.9119,-6.6125,705.9,247.29,2.473,0.6035,236,1.013,66,27,40.9,1037,13.4,0
donchian_h4,EURUSD,2.0,1.0,1.0,155,44.52,-126.92,0.8591,-0.8188,11.2142,-10.4733,1247.8,267.48,2.675,0.6263,155,1.0,66,31,47.0,2724,49.0,0
donchian_h4,EURUSD,2.0,1.5,0.0,368,31.25,-104.05,0.9022,-0.2827,8.347,-4.2054,420.0,113.28,1.133,0.6701,351,1.048,66,23,34.8,358,0.5,0
donchian_h4,EURUSD,2.0,1.5,0.5,238,34.03,-158.09,0.8483,-0.6643,10.9119,-6.6367,707.6,243.82,2.438,0.6051,235,1.013,66,27,40.9,1041,13.4,0
donchian_h4,EURUSD,2.0,1.5,1.0,155,44.52,-126.92,0.8591,-0.8188,11.2142,-10.4733,1247.8,267.48,2.675,0.6263,155,1.0,66,31,47.0,2724,49.0,0
donchian_h4,EURUSD,2.0,2.0,0.0,296,32.77,-155.4,0.8621,-0.525,10.0149,-5.6625,564.3,198.88,1.989,0.6473,288,1.028,66,28,42.4,628,4.7,0
donchian_h4,EURUSD,2.0,2.0,0.5,235,34.47,-164.56,0.8438,-0.7003,10.9745,-6.8409,725.9,252.93,2.529,0.6039,231,1.017,66,27,40.9,1082,14.0,0
donchian_h4,EURUSD,2.0,2.0,1.0,155,44.52,-126.92,0.8591,-0.8188,11.2142,-10.4733,1247.8,267.48,2.675,0.6263,155,1.0,66,31,47.0,2724,49.0,0
donchian_h4,EURUSD,2.0,3.0,0.0,209,36.84,-144.92,0.8594,-0.6934,11.5012,-7.8069,836.1,252.74,2.527,0.6275,207,1.01,66,27,40.9,1281,21.5,0
donchian_h4,EURUSD,2.0,3.0,0.5,204,36.76,-186.85,0.8202,-0.9159,11.3611,-8.0537,873.3,307.03,3.07,0.5704,202,1.01,66,24,36.4,1412,24.5,0
donchian_h4,EURUSD,2.0,3.0,1.0,155,44.52,-127.06,0.8591,-0.8197,11.2297,-10.4873,1249.1,267.62,2.676,0.6266,155,1.0,66,31,47.0,2724,49.0,0
donchian_h4,EURUSD,2.5,1.0,0.0,426,27.7,-58.87,0.9326,-0.1382,6.9032,-2.8359,280.3,101.02,1.01,0.6663,394,1.081,66,28,42.4,215,0.2,0
donchian_h4,EURUSD,2.5,1.0,0.5,221,31.22,-119.9,0.8792,-0.5425,12.647,-6.5299,697.7,212.06,2.121,0.583,217,1.018,66,26,39.4,1125,16.7,0
donchian_h4,EURUSD,2.5,1.0,1.0,148,43.24,-106.89,0.8725,-0.7222,11.433,-9.9834,1227.4,235.18,2.352,0.6159,148,1.0,66,29,43.9,2880,53.4,0
donchian_h4,EURUSD,2.5,1.5,0.0,330,25.76,-204.4,0.8022,-0.6194,9.7513,-4.2174,421.6,219.88,2.199,0.556,319,1.034,66,26,39.4,425,3.0,0
donchian_h4,EURUSD,2.5,1.5,0.5,220,31.36,-117.09,0.8817,-0.5322,12.647,-6.5545,699.6,208.6,2.086,0.6025,216,1.019,66,26,39.4,1139,16.8,0
donchian_h4,EURUSD,2.5,1.5,1.0,148,43.24,-106.89,0.8725,-0.7222,11.433,-9.9834,1227.4,235.18,2.352,0.6159,148,1.0,66,29,43.9,2880,53.4,0
donchian_h4,EURUSD,2.5,2.0,0.0,257,29.57,-150.31,0.8508,-0.5849,11.2809,-5.5671,561.2,245.15,2.451,0.6,252,1.02,66,29,43.9,825,9.3,0
donchian_h4,EURUSD,2.5,2.0,0.5,216,33.33,-80.04,0.9168,-0.3706,12.2425,-6.6771,708.4,191.11,1.911,0.631,212,1.019,66,25,37.9,1174,18.1,0
donchian_h4,EURUSD,2.5,2.0,1.0,148,43.24,-106.89,0.8725,-0.7222,11.433,-9.9834,1227.4,235.18,2.352,0.6159,148,1.0,66,29,43.9,2880,53.4,0
donchian_h4,EURUSD,2.5,3.0,0.0,190,37.89,-69.59,0.9254,-0.3662,11.9846,-7.9023,845.7,193.81,1.938,0.6331,189,1.005,66,26,39.4,1653,30.0,0
donchian_h4,EURUSD,2.5,3.0,0.5,185,38.38,-61.66,0.9323,-0.3333,11.9602,-7.9898,878.5,219.67,2.197,0.6237,184,1.005,66,25,37.9,1834,33.0,0
donchian_h4,EURUSD,2.5,3.0,1.0,148,42.57,-119.31,0.8589,-0.8062,11.5262,-9.9466,1224.7,247.61,2.476,0.6043,148,1.0,66,28,42.4,2880,53.4,0
donchian_h4,GBPUSD,1.2,1.0,0.0,578,42.73,-141.09,0.8948,-0.2441,4.8571,-4.0507,404.0,162.3,1.623,0.718,470,1.23,66,26,39.4,147,0.2,0
donchian_h4,GBPUSD,1.2,1.0,0.5,324,42.59,-287.68,0.8449,-0.8879,11.3526,-9.9696,1002.2,380.79,3.808,0.6817,313,1.035,66,29,43.9,524,3.4,0
donchian_h4,GBPUSD,1.2,1.0,1.0,228,42.11,-240.35,0.8619,-1.0542,15.6194,-13.1805,1460.0,336.81,3.368,0.7377,225,1.013,66,29,43.9,1317,16.2,0
donchian_h4,GBPUSD,1.2,1.5,0.0,464,42.46,-209.83,0.8726,-0.4522,7.2961,-6.1692,612.6,208.11,2.081,0.7012,423,1.097,66,21,31.8,237,0.2,0
donchian_h4,GBPUSD,1.2,1.5,0.5,324,42.59,-288.43,0.8446,-0.8902,11.3599,-9.979,1003.0,381.54,3.815,0.6816,313,1.035,66,29,43.9,524,3.4,0
donchian_h4,GBPUSD,1.2,1.5,1.0,228,42.11,-240.35,0.8619,-1.0542,15.6194,-13.1805,1460.0,336.81,3.368,0.7377,225,1.013,66,29,43.9,1317,16.2,0
donchian_h4,GBPUSD,1.2,2.0,0.0,397,42.57,-222.31,0.8797,-0.56,9.6167,-8.1033,811.0,254.55,2.545,0.7158,377,1.053,66,24,36.4,382,0.8,0
donchian_h4,GBPUSD,1.2,2.0,0.5,320,42.5,-306.41,0.8369,-0.9575,11.5616,-10.2108,1023.8,378.54,3.785,0.6849,310,1.032,66,27,40.9,545,3.4,0
donchian_h4,GBPUSD,1.2,2.0,1.0,228,42.11,-240.35,0.8619,-1.0542,15.6194,-13.1805,1460.0,336.81,3.368,0.7377,225,1.013,66,29,43.9,1317,16.2,0
donchian_h4,GBPUSD,1.2,3.0,0.0,290,42.41,-283.19,0.8512,-0.9765,13.1704,-11.3961,1173.2,421.44,4.214,0.7093,281,1.032,66,28,42.4,745,6.2,0
donchian_h4,GBPUSD,1.2,3.0,0.5,277,43.32,-278.14,0.8502,-1.0041,13.1503,-11.8228,1213.0,414.94,4.149,0.7144,271,1.022,66,30,45.5,793,7.9,0
donchian_h4,GBPUSD,1.2,3.0,1.0,227,42.29,-239.22,0.8615,-1.0539,15.5025,-13.1867,1461.8,335.68,3.357,0.7365,224,1.013,66,30,45.5,1350,16.7,0
donchian_h4,GBPUSD,1.5,1.0,0.0,535,37.01,-149.6,0.8905,-0.2796,6.1431,-4.0532,405.9,176.94,1.769,0.691,453,1.181,66,23,34.8,168,0.2,0
donchian_h4,GBPUSD,1.5,1.0,0.5,302,38.41,-256.45,0.8606,-0.8492,13.6508,-9.8922,1000.5,349.26,3.493,0.6678,296,1.02,66,25,37.9,543,5.3,0
donchian_h4,GBPUSD,1.5,1.0,1.0,207,42.03,-134.15,0.9154,-0.6481,16.692,-13.2197,1457.5,358.62,3.586,0.7594,204,1.015,66,28,42.4,1453,23.2,0
donchian_h4,GBPUSD,1.5,1.5,0.0,428,37.85,-145.74,0.9111,-0.3405,9.2193,-6.1627,615.0,168.7,1.687,0.7127,400,1.07,66,23,34.8,258,0.2,0
donchian_h4,GBPUSD,1.5,1.5,0.5,302,38.41,-256.95,0.8605,-0.8508,13.6615,-9.9016,1001.3,350.19,3.502,0.6679,296,1.02,66,25,37.9,543,5.3,0
donchian_h4,GBPUSD,1.5,1.5,1.0,207,42.03,-134.15,0.9154,-0.6481,16.692,-13.2197,1457.5,358.62,3.586,0.7594,204,1.015,66,28,42.4,1453,23.2,0
donchian_h4,GBPUSD,1.5,2.0,0.0,345,37.1,-236.62,0.8652,-0.6858,11.8689,-8.0914,813.7,281.82,2.818,0.6725,333,1.036,66,24,36.4,487,1.7,0
donchian_h4,GBPUSD,1.5,2.0,0.5,298,38.26,-262.28,0.8593,-0.8801,14.0467,-10.1283,1023.1,361.59,3.616,0.6787,293,1.017,66,24,36.4,593,5.0,0
donchian_h4,GBPUSD,1.5,2.0,1.0,207,42.03,-134.15,0.9154,-0.6481,16.692,-13.2197,1457.5,358.62,3.586,0.7594,204,1.015,66,28,42.4,1453,23.2,0
donchian_h4,GBPUSD,1.5,3.0,0.0,254,37.8,-327.97,0.8189,-1.2912,15.4468,-11.4612,1187.1,445.68,4.457,0.6575,250,1.016,66,28,42.4,856,10.2,0
donchian_h4,GBPUSD,1.5,3.0,0.5,250,38.4,-306.88,0.83,-1.2275,15.6034,-11.7195,1215.2,450.55,4.505,0.6679,246,1.016,66,28,42.4,917,11.2,0
donchian_h4,GBPUSD,1.5,3.0,1.0,207,42.03,-134.87,0.915,-0.6515,16.692,-13.2256,1458.7,359.34,3.593,0.7591,204,1.015,66,28,42.4,1453,23.2,0
donchian_h4,GBPUSD,2.0,1.0,0.0,497,31.19,-105.9,0.9233,-0.2131,8.2285,-4.0389,405.6,179.39,1.794,0.6913,432,1.15,66,29,43.9,186,0.4,0
donchian_h4,GBPUSD,2.0,1.0,0.5,249,30.52,-312.21,0.8048,-1.2539,16.9394,-9.2463,984.1,389.07,3.891,0.5774,247,1.008,66,28,42.4,765,10.0,0
donchian_h4,GBPUSD,2.0,1.0,1.0,185,38.38,-165.01,0.8877,-0.8919,18.3804,-12.8949,1449.5,337.78,3.378,0.6837,184,1.005,66,26,39.4,1799,32.4,0
donchian_h4,GBPUSD,2.0,1.5,0.0,367,30.79,-174.02,0.8877,-0.4742,12.1748,-6.1015,613.7,180.1,1.801,0.656,349,1.052,66,25,37.9,313,1.1,0
donchian_h4,GBPUSD,2.0,1.5,0.5,249,30.92,-296.49,0.8145,-1.1907,16.9122,-9.2949,986.7,373.35,3.734,0.587,247,1.008,66,29,43.9,765,10.0,0
donchian_h4,GBPUSD,2.0,1.5,1.0,185,38.38,-165.01,0.8877,-0.8919,18.3804,-12.8949,1449.5,337.78,3.378,0.6837,184,1.005,66,26,39.4,1799,32.4,0
donchian_h4,GBPUSD,2.0,2.0,0.0,289,30.8,-238.8,0.8488,-0.8263,15.0673,-7.8989,809.5,280.99,2.81,0.6298,285,1.014,66,28,42.4,530,4.8,0
donchian_h4,GBPUSD,2.0,2.0,0.5,244,31.97,-242.96,0.8458,-0.9957,17.0906,-9.4941,1009.5,331.04,3.31,0.6144,242,1.008,66,29,43.9,777,11.1,0
donchian_h4,GBPUSD,2.0,2.0,1.0,185,38.38,-165.01,0.8877,-0.8919,18.3804,-12.8949,1449.5,337.78,3.378,0.6837,184,1.005,66,26,39.4,1799,32.4,0
donchian_h4,GBPUSD,2.0,3.0,0.0,216,34.26,-227.43,0.8548,-1.0529,18.0878,-11.0277,1180.5,324.84,3.248,0.6522,214,1.009,66,32,48.5,1216,19.0,0
donchian_h4,GBPUSD,2.0,3.0,0.5,215,36.74,-115.97,0.9258,-0.5394,18.3276,-11.4989,1216.0,300.38,3.004,0.7191,213,1.009,66,33,50.0,1297,19.1,0
donchian_h4,GBPUSD,2.0,3.0,1.0,185,38.38,-165.72,0.8873,-0.8958,18.3804,-12.9012,1449.9,338.49,3.385,0.6833,184,1.005,66,26,39.4,1799,32.4,0
donchian_h4,GBPUSD,2.5,1.0,0.0,455,28.13,-14.64,0.9889,-0.0322,10.2057,-4.0396,406.1,171.6,1.716,0.7194,406,1.121,66,30,45.5,203,0.7,0
donchian_h4,GBPUSD,2.5,1.0,0.5,230,29.57,-273.52,0.82,-1.1892,18.3189,-9.3778,987.4,351.02,3.51,0.5657,229,1.004,66,28,42.4,804,14.8,0
donchian_h4,GBPUSD,2.5,1.0,1.0,174,40.23,-78.18,0.9426,-0.4493,18.3253,-13.0861,1448.6,307.07,3.071,0.696,174,1.0,65,31,47.7,1945,40.2,0
donchian_h4,GBPUSD,2.5,1.5,0.0,328,24.7,-286.06,0.8102,-0.8721,15.0712,-6.1005,619.4,286.71,2.867,0.5669,315,1.041,66,23,34.8,343,2.4,0
donchian_h4,GBPUSD,2.5,1.5,0.5,229,30.13,-257.02,0.8295,-1.1224,18.1198,-9.4206,989.7,343.9,3.439,0.5732,228,1.004,66,28,42.4,805,15.3,0
donchian_h4,GBPUSD,2.5,1.5,1.0,174,40.23,-78.18,0.9426,-0.4493,18.3253,-13.0861,1448.6,307.07,3.071,0.696,174,1.0,65,31,47.7,1945,40.2,0
donchian_h4,GBPUSD,2.5,2.0,0.0,258,27.52,-258.47,0.8258,-1.0018,17.2546,-7.9334,813.7,292.85,2.928,0.6007,256,1.008,66,26,39.4,693,7.8,0
donchian_h4,GBPUSD,2.5,2.0,0.5,228,28.95,-311.07,0.7999,-1.3643,18.8407,-9.596,1009.8,392.61,3.926,0.5512,227,1.004,66,29,43.9,861,14.9,0
donchian_h4,GBPUSD,2.5,2.0,1.0,174,40.23,-78.18,0.9426,-0.4493,18.3253,-13.0861,1448.6,307.07,3.071,0.696,174,1.0,65,31,47.7,1945,40.2,0
donchian_h4,GBPUSD,2.5,3.0,0.0,202,31.19,-300.88,0.8035,-1.4895,19.5294,-11.016,1182.7,371.37,3.714,0.5594,201,1.005,66,27,40.9,1193,24.8,0
donchian_h4,GBPUSD,2.5,3.0,0.5,203,33.99,-140.05,0.908,-0.6899,20.0281,-11.3582,1213.3,282.81,2.828,0.6514,202,1.005,66,31,47.0,1211,24.6,0
donchian_h4,GBPUSD,2.5,3.0,1.0,174,40.23,-78.9,0.9421,-0.4534,18.3253,-13.093,1449.0,307.07,3.071,0.6957,174,1.0,65,31,47.7,1945,40.2,0
donchian_h4,USDJPY,1.2,1.0,0.0,596,40.77,-135.41,0.8531,-0.2272,3.235,-2.6105,287.6,146.86,1.469,0.6589,474,1.257,66,25,37.9,102,0.2,0
donchian_h4,USDJPY,1.2,1.0,0.5,318,41.82,-137.91,0.875,-0.4337,7.2592,-5.9642,698.9,185.37,1.854,0.6601,306,1.039,66,31,47.0,532,6.6,0
donchian_h4,USDJPY,1.2,1.0,1.0,194,42.78,-156.92,0.838,-0.8089,9.7803,-8.7269,1202.2,215.55,2.156,0.6636,190,1.021,66,31,47.0,1837,33.0,0
donchian_h4,USDJPY,1.2,1.5,0.0,473,42.07,-118.89,0.8879,-0.2514,4.7345,-3.8725,427.2,158.26,1.583,0.6904,427,1.108,66,26,39.4,215,0.6,0
donchian_h4,USDJPY,1.2,1.5,0.5,318,41.82,-138.82,0.8743,-0.4365,7.2597,-5.9695,699.3,186.34,1.863,0.6596,306,1.039,66,31,47.0,532,6.6,0
donchian_h4,USDJPY,1.2,1.5,1.0,194,42.78,-156.92,0.838,-0.8089,9.7803,-8.7269,1202.2,215.55,2.156,0.6636,190,1.021,66,31,47.0,1837,33.0,0
donchian_h4,USDJPY,1.2,2.0,0.0,386,43.78,-87.26,0.9221,-0.2261,6.1119,-5.1621,569.6,121.74,1.217,0.7247,358,1.078,66,33,50.0,407,1.6,0
donchian_h4,USDJPY,1.2,2.0,0.5,315,41.59,-151.91,0.8652,-0.4823,7.443,-6.1247,716.8,201.46,2.015,0.6531,302,1.043,66,31,47.0,546,6.7,0
donchian_h4,USDJPY,1.2,2.0,1.0,194,42.78,-156.92,0.838,-0.8089,9.7803,-8.7269,1202.2,215.55,2.156,0.6636,190,1.021,66,31,47.0,1837,33.0,0
donchian_h4,USDJPY,1.2,3.0,0.0,282,43.26,-103.46,0.91,-0.3669,8.5773,-7.1868,844.8,209.85,2.099,0.7094,276,1.022,66,32,48.5,787,10.3,0
donchian_h4,USDJPY,1.2,3.0,0.5,272,42.65,-126.52,0.8902,-0.4652,8.845,-7.3881,879.8,225.78,2.258,0.6975,267,1.019,66,31,47.0,836,11.4,0
donchian_h4,USDJPY,1.2,3.0,1.0,194,42.78,-159.41,0.8359,-0.8217,9.7803,-8.7493,1203.8,218.03,2.18,0.6619,190,1.021,66,31,47.0,1837,33.0,0
donchian_h4,USDJPY,1.5,1.0,0.0,547,36.2,-112.78,0.8761,-0.2062,4.0258,-2.6071,286.5,130.94,1.309,0.66,456,1.2,66,27,40.9,126,0.2,0
donchian_h4,USDJPY,1.5,1.0,0.5,289,37.72,-76.03,0.9282,-0.2631,9.0169,-5.8826,695.5,158.67,1.587,0.6698,282,1.025,66,28,42.4,635,7.3,0
donchian_h4,USDJPY,1.5,1.0,1.0,179,37.43,-190.94,0.792,-1.0667,10.8531,-8.1973,1193.3,217.8,2.178,0.5891,176,1.017,66,27,40.9,2049,40.8,0
donchian_h4,USDJPY,1.5,1.5,0.0,428,38.55,-65.43,0.9357,-0.1529,5.7705,-3.8691,425.9,124.66,1.247,0.7141,393,1.089,66,29,43.9,256,0.9,0
donchian_h4,USDJPY,1.5,1.5,0.5,289,37.72,-76.92,0.9274,-0.2662,9.0177,-5.888,695.9,159.65,1.596,0.6693,282,1.025,66,28,42.4,635,7.3,0
donchian_h4,USDJPY,1.5,1.5,1.0,179,37.43,-190.94,0.792,-1.0667,10.8531,-8.1973,1193.3,217.8,2.178,0.5891,176,1.017,66,27,40.9,2049,40.8,0
donchian_h4,USDJPY,1.5,2.0,0.0,336,37.2,-119.83,0.889,-0.3566,7.68,-5.1177,572.5,165.86,1.659,0.6743,321,1.047,66,32,48.5,497,3.0,0
donchian_h4,USDJPY,1.5,2.0,0.5,283,37.1,-98.81,0.9081,-0.3492,9.2971,-6.0394,715.2,174.42,1.744,0.6536,276,1.025,66,28,42.4,739,7.4,0
donchian_h4,USDJPY,1.5,2.0,1.0,179,37.43,-190.94,0.792,-1.0667,10.8531,-8.1973,1193.3,217.8,2.178,0.5891,176,1.017,66,27,40.9,2049,40.8,0
donchian_h4,USDJPY,1.5,3.0,0.0,247,38.46,-126.64,0.8812,-0.5127,9.8906,-7.0148,837.1,220.93,2.209,0.6546,243,1.016,66,30,45.5,921,14.6,0
donchian_h4,USDJPY,1.5,3.0,0.5,238,38.66,-79.99,0.9218,-0.3361,10.2507,-7.0072,864.8,205.31,2.053,0.6967,234,1.017,66,33,50.0,1021,16.4,0
donchian_h4,USDJPY,1.5,3.0,1.0,179,37.43,-193.43,0.7899,-1.0806,10.8531,-8.2195,1195.1,220.28,2.203,0.5875,176,1.017,66,27,40.9,2049,40.8,0
donchian_h4,USDJPY,2.0,1.0,0.0,491,29.53,-122.69,0.8643,-0.2499,5.3878,-2.6125,287.7,146.16,1.462,0.6152,424,1.158,66,26,39.4,165,0.4,0
donchian_h4,USDJPY,2.0,1.0,0.5,250,36.0,-32.16,0.9656,-0.1286,10.0363,-5.8464,689.9,181.96,1.82,0.6607,245,1.02,66,35,53.0,807,14.8,0
donchian_h4,USDJPY,2.0,1.0,1.0,175,35.43,-225.71,0.7712,-1.2897,12.2737,-8.7317,1187.0,259.5,2.595,0.522,172,1.017,66,25,37.9,1997,41.1,0
donchian_h4,USDJPY,2.0,1.5,0.0,369,29.0,-204.75,0.7988,-0.5549,7.5979,-3.8845,425.3,248.29,2.483,0.57,348,1.06,66,23,34.8,313,1.4,0
donchian_h4,USDJPY,2.0,1.5,0.5,250,36.0,-33.2,0.9645,-0.1328,10.0363,-5.853,690.4,181.96,1.82,0.6599,245,1.02,66,35,53.0,807,14.8,0
donchian_h4,USDJPY,2.0,1.5,1.0,175,35.43,-225.71,0.7712,-1.2897,12.2737,-8.7317,1187.0,259.5,2.595,0.522,172,1.017,66,25,37.9,1997,41.1,0
donchian_h4,USDJPY,2.0,2.0,0.0,297,33.0,-101.88,0.902,-0.343,9.5643,-5.222,571.0,172.31,1.723,0.6557,288,1.031,66,29,43.9,563,5.1,0
donchian_h4,USDJPY,2.0,2.0,0.5,247,36.44,-23.46,0.9752,-0.095,10.2293,-6.0133,706.3,181.81,1.818,0.6709,242,1.021,66,33,50.0,821,15.0,0
donchian_h4,USDJPY,2.0,2.0,1.0,175,35.43,-225.71,0.7712,-1.2897,12.2737,-8.7317,1187.0,259.5,2.595,0.522,172,1.017,66,25,37.9,1997,41.1,0
donchian_h4,USDJPY,2.0,3.0,0.0,213,35.21,-167.13,0.8369,-0.7847,11.431,-7.4236,851.9,220.42,2.204,0.5817,210,1.014,66,28,42.4,1257,20.7,0
