policy_id,impulse_scale_multiple,maximum_retracement_fraction,minimum_resume_scale_multiple,cooldown_minutes,candidates,eligible_weekdays,candidates_per_weekday,active_day_share,long_candidates,short_candidates,minority_direction_share,first_half_candidates_per_weekday,second_half_candidates_per_weekday
I200__R35__S10__C60,20.0,0.35,1.0,60,31,33,0.9393939393939394,0.6666666666666666,16,15,0.4838709677419355,1.0625,0.8235294117647058
I200__R35__S10__C90,20.0,0.35,1.0,90,31,33,0.9393939393939394,0.6666666666666666,16,15,0.4838709677419355,1.0625,0.8235294117647058
I200__R35__S15__C120,20.0,0.35,1.5,120,24,33,0.7272727272727273,0.6060606060606061,10,14,0.4166666666666667,0.8125,0.6470588235294118
I200__R35__S15__C45,20.0,0.35,1.5,45,24,33,0.7272727272727273,0.6060606060606061,10,14,0.4166666666666667,0.8125,0.6470588235294118
I200__R35__S15__C60,20.0,0.35,1.5,60,24,33,0.7272727272727273,0.6060606060606061,10,14,0.4166666666666667,0.8125,0.6470588235294118
I200__R35__S15__C90,20.0,0.35,1.5,90,24,33,0.7272727272727273,0.6060606060606061,10,14,0.4166666666666667,0.8125,0.6470588235294118
I200__R35__S20__C120,20.0,0.35,2.0,120,23,33,0.696969696969697,0.5757575757575758,10,13,0.43478260869565216,0.75,0.6470588235294118
I200__R35__S20__C45,20.0,0.35,2.0,45,23,33,0.696969696969697,0.5757575757575758,10,13,0.43478260869565216,0.75,0.6470588235294118
I200__R35__S20__C60,20.0,0.35,2.0,60,23,33,0.696969696969697,0.5757575757575758,10,13,0.43478260869565216,0.75,0.6470588235294118
I200__R35__S20__C90,20.0,0.35,2.0,90,23,33,0.696969696969697,0.5757575757575758,10,13,0.43478260869565216,0.75,0.6470588235294118
I200__R35__S30__C120,20.0,0.35,3.0,120,13,33,0.3939393939393939,0.36363636363636365,5,8,0.38461538461538464,0.375,0.4117647058823529
I200__R35__S30__C45,20.0,0.35,3.0,45,13,33,0.3939393939393939,0.36363636363636365,5,8,0.38461538461538464,0.375,0.4117647058823529
I200__R35__S30__C60,20.0,0.35,3.0,60,13,33,0.3939393939393939,0.36363636363636365,5,8,0.38461538461538464,0.375,0.4117647058823529
I200__R35__S30__C90,20.0,0.35,3.0,90,13,33,0.3939393939393939,0.36363636363636365,5,8,0.38461538461538464,0.375,0.4117647058823529
I200__R50__S10__C120,20.0,0.5,1.0,120,33,33,1.0,0.6666666666666666,17,16,0.48484848484848486,1.125,0.8823529411764706
I200__R50__S10__C45,20.0,0.5,1.0,45,34,33,1.0303030303030303,0.6666666666666666,18,16,0.47058823529411764,1.125,0.9411764705882353
I200__R50__S10__C60,20.0,0.5,1.0,60,33,33,1.0,0.6666666666666666,17,16,0.48484848484848486,1.125,0.8823529411764706
I200__R50__S10__C90,20.0,0.5,1.0,90,33,33,1.0,0.6666666666666666,17,16,0.48484848484848486,1.125,0.8823529411764706
I200__R50__S15__C120,20.0,0.5,1.5,120,26,33,0.7878787878787878,0.6060606060606061,11,15,0.4230769230769231,0.875,0.7058823529411765
I200__R50__S15__C45,20.0,0.5,1.5,45,26,33,0.7878787878787878,0.6060606060606061,11,15,0.4230769230769231,0.875,0.7058823529411765
I200__R50__S15__C60,20.0,0.5,1.5,60,26,33,0.7878787878787878,0.6060606060606061,11,15,0.4230769230769231,0.875,0.7058823529411765
I200__R50__S15__C90,20.0,0.5,1.5,90,26,33,0.7878787878787878,0.6060606060606061,11,15,0.4230769230769231,0.875,0.7058823529411765
I200__R50__S20__C120,20.0,0.5,2.0,120,25,33,0.7575757575757576,0.5757575757575758,11,14,0.44,0.8125,0.7058823529411765
I200__R50__S20__C45,20.0,0.5,2.0,45,25,33,0.7575757575757576,0.5757575757575758,11,14,0.44,0.8125,0.7058823529411765
I200__R50__S20__C60,20.0,0.5,2.0,60,25,33,0.7575757575757576,0.5757575757575758,11,14,0.44,0.8125,0.7058823529411765
I200__R50__S20__C90,20.0,0.5,2.0,90,25,33,0.7575757575757576,0.5757575757575758,11,14,0.44,0.8125,0.7058823529411765
I200__R50__S30__C120,20.0,0.5,3.0,120,14,33,0.42424242424242425,0.3939393939393939,6,8,0.42857142857142855,0.375,0.47058823529411764
I200__R50__S30__C45,20.0,0.5,3.0,45,14,33,0.42424242424242425,0.3939393939393939,6,8,0.42857142857142855,0.375,0.47058823529411764
I200__R50__S30__C60,20.0,0.5,3.0,60,14,33,0.42424242424242425,0.3939393939393939,6,8,0.42857142857142855,0.375,0.47058823529411764
I200__R50__S30__C90,20.0,0.5,3.0,90,14,33,0.42424242424242425,0.3939393939393939,6,8,0.42857142857142855,0.375,0.47058823529411764
I200__R65__S10__C120,20.0,0.65,1.0,120,33,33,1.0,0.6666666666666666,17,16,0.48484848484848486,1.125,0.8823529411764706
I200__R65__S10__C45,20.0,0.65,1.0,45,34,33,1.0303030303030303,0.6666666666666666,18,16,0.47058823529411764,1.125,0.9411764705882353
I200__R65__S10__C60,20.0,0.65,1.0,60,33,33,1.0,0.6666666666666666,17,16,0.48484848484848486,1.125,0.8823529411764706
I200__R65__S10__C90,20.0,0.65,1.0,90,33,33,1.0,0.6666666666666666,17,16,0.48484848484848486,1.125,0.8823529411764706
I200__R65__S15__C120,20.0,0.65,1.5,120,26,33,0.7878787878787878,0.6060606060606061,11,15,0.4230769230769231,0.875,0.7058823529411765
I200__R65__S15__C45,20.0,0.65,1.5,45,26,33,0.7878787878787878,0.6060606060606061,11,15,0.4230769230769231,0.875,0.7058823529411765
I200__R65__S15__C60,20.0,0.65,1.5,60,26,33,0.7878787878787878,0.6060606060606061,11,15,0.4230769230769231,0.875,0.7058823529411765
I200__R65__S15__C90,20.0,0.65,1.5,90,26,33,0.7878787878787878,0.6060606060606061,11,15,0.4230769230769231,0.875,0.7058823529411765
I200__R65__S20__C120,20.0,0.65,2.0,120,25,33,0.7575757575757576,0.5757575757575758,11,14,0.44,0.8125,0.7058823529411765
I200__R65__S20__C45,20.0,0.65,2.0,45,25,33,0.7575757575757576,0.5757575757575758,11,14,0.44,0.8125,0.7058823529411765
I200__R65__S20__C60,20.0,0.65,2.0,60,25,33,0.7575757575757576,0.5757575757575758,11,14,0.44,0.8125,0.7058823529411765
I200__R65__S20__C90,20.0,0.65,2.0,90,25,33,0.7575757575757576,0.5757575757575758,11,14,0.44,0.8125,0.7058823529411765
I200__R65__S30__C120,20.0,0.65,3.0,120,14,33,0.42424242424242425,0.3939393939393939,6,8,0.42857142857142855,0.375,0.47058823529411764
I200__R65__S30__C45,20.0,0.65,3.0,45,14,33,0.42424242424242425,0.3939393939393939,6,8,0.42857142857142855,0.375,0.47058823529411764
I200__R65__S30__C60,20.0,0.65,3.0,60,14,33,0.42424242424242425,0.3939393939393939,6,8,0.42857142857142855,0.375,0.47058823529411764
I200__R65__S30__C90,20.0,0.65,3.0,90,14,33,0.42424242424242425,0.3939393939393939,6,8,0.42857142857142855,0.375,0.47058823529411764
