attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2016_2019_trades,era_2016_2019_stress_net_r,era_2016_2019_stress_pf,era_2016_2019_average_stress_r,era_2016_2019_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2024_trades,era_2021_2024_stress_net_r,era_2021_2024_stress_pf,era_2021_2024_average_stress_r,era_2021_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
30859,1eb901e47dd8226b,29859,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_BALANCED,227,45,"{""age_max"":16,""ancestry_max_bars"":1024,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""momentum_bars"":4,""reversal_momentum_atr"":1.0}",117,-22.21709331762813,0.7176965729292119,-0.1898896864754541,24.406107674252684,19,-4.321489323309457,0.6738918407058931,-0.22744680648997143,6.357940234292171,28,-7.416522767143922,0.6481888163922792,-0.2648758131122829,8.429864522011016,40,-8.678272721442928,0.675084509048756,-0.2169568180360732,9.568674180745852,30,-1.8008085057318224,0.898013580930673,-0.060026950191060746,5.329896538901286,-29.272507006731114,1.0,19,0.6481888163922792,-0.2648758131122829,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30913,fedb8a31d341cbb8,29913,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_BALANCED,341,69,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.4,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""momentum_bars"":12,""reversal_momentum_atr"":0.5}",105,-4.86954968524602,0.9256068533073408,-0.046376663669009714,18.16105112454633,17,8.078508223156645,2.302020189888394,0.4752063660680379,2.0414779603082476,24,-7.354858790133953,0.591712758512558,-0.3064524495889147,10.055103145509234,21,-1.9267271051831074,0.8620617912492615,-0.09174890977062417,6.578402844696555,43,-3.666472013085607,0.8655511879056884,-0.08526679100199086,9.028754321693697,-11.930015961031886,1.0,17,0.591712758512558,-0.3064524495889147,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30967,7cd520110e3016de,29967,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_EXTENDED,286,50,"{""age_max"":32,""ancestry_max_bars"":256,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""momentum_bars"":8,""reversal_momentum_atr"":0.25}",122,-11.093465042285462,0.8709995844730929,-0.09093004133020871,15.719467724052699,32,-5.9916211360611324,0.7560335061428517,-0.1872381605019104,9.204894311891415,24,-7.752582716628337,0.5744872844189015,-0.32302427985951404,7.752582716628337,37,5.733507736135252,1.2535326136505707,0.154959668544196,5.852967134505848,29,-3.0827689257312407,0.8503692527821662,-0.10630237674935313,8.101632103886793,-20.61656607442417,1.0,24,0.5744872844189015,-0.32302427985951404,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31064,bebafc7c5fd86aff,30064,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,284,65,"{""age_min"":16,""body_min"":0.25,""breakout_atr"":0.07,""efficiency_min"":0.4,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":6.0,""width_atr_min"":2.0}",120,-15.389877886602555,0.807465434101057,-0.12824898238835464,24.422565937648237,19,-8.359374888128814,0.48247024964253177,-0.43996709937520073,9.708888094552961,22,4.059478699093393,1.3464426449608475,0.1845217590496997,5.781872391382715,32,-5.972148292303106,0.72307461431736,-0.18662963413447206,10.501179159674642,47,-5.117833405264031,0.8321861923898745,-0.1088900724524262,15.663575214681577,-22.46609373660899,1.0,19,0.48247024964253177,-0.43996709937520073,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31057,034f3063373117be,30057,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_EXTENDED,166,37,"{""age_min"":16,""body_min"":0.1,""breakout_atr"":0.03,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":4.0,""width_atr_min"":2.0}",113,-1.0613647741840504,0.986746087869149,-0.009392608621097791,23.611722598882768,18,-12.298227694374706,0.2991672334750239,-0.6832348719097059,12.298227694374702,25,-11.313494904508069,0.4749007866122461,-0.45253979618032275,11.31349490450807,36,10.36307814401793,1.4695959411397082,0.2878632817782758,4.592307000494799,34,12.187279680680794,1.644222178572436,0.3584494023729645,5.200872600390359,-13.266325308969988,1.0,18,0.2991672334750239,-0.6832348719097059,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31216,fcea27fa99fb0c32,30216,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_EXTENDED,168,37,"{""age_min"":16,""body_min"":0.1,""breakout_atr"":0.0,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":4.0,""width_atr_min"":2.0}",114,-2.3336804456306686,0.9713136762793423,-0.020470881102023407,24.884038270329395,19,-13.570543365821322,0.2789425596015967,-0.7142391245169117,13.570543365821322,25,-11.313494904508069,0.4749007866122461,-0.45253979618032275,11.31349490450807,36,10.36307814401793,1.4695959411397082,0.2878632817782758,4.592307000494799,34,12.187279680680794,1.644222178572436,0.3584494023729645,5.200872600390359,-14.538640980416606,1.0,19,0.2789425596015967,-0.7142391245169117,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30621,3434ec255d92216d,29621,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,687,115,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":1.0}",222,-39.40015215654462,0.7604945630034697,-0.1774781628673181,48.294565350254445,31,3.318890615111428,1.1688099386721598,0.10706098758423961,6.153890031664161,66,-14.24812576578685,0.7075246597671985,-0.2158806934210129,19.823648344385255,73,-16.023514546808062,0.7151288430938678,-0.21950019927134332,23.876718552665128,52,-12.44740245906114,0.6878930031880708,-0.23937312421271423,16.615471570114696,-48.90201944595093,1.0,31,0.6878930031880708,-0.23937312421271423,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30581,c351fa637125bfd4,29581,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1816,339,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}",495,-133.96833818574882,0.6551398509778035,-0.2706431074459572,134.57178165018337,76,-22.57436378561985,0.6339640491691213,-0.2970311024423664,22.57436378561985,115,-26.918119603234192,0.6938099512716092,-0.2340706052455147,30.808152854752933,164,-46.22825247252965,0.6470081082048985,-0.281879588247132,56.930087803217425,140,-38.24760232436512,0.6456081943660134,-0.27319715945975087,41.78364862912958,-143.58841091360847,1.0,76,0.6339640491691213,-0.2970311024423664,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30444,f2d086b65a845ae2,29444,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,515,93,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}",190,-31.997554911313,0.7495646105726664,-0.16840818374375263,39.163071269793626,18,2.7722808453811627,1.284554283028673,0.15401560252117572,3.3847531109716096,54,-13.911866573243527,0.6328015426263592,-0.257627158763769,18.86680602882025,63,-8.631411003656227,0.7889318526464116,-0.13700652386755915,13.874120835894322,55,-12.226558179794406,0.6884533239490691,-0.22230105781444373,15.046954996897197,-39.0482295606112,1.0,18,0.6328015426263592,-0.257627158763769,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30338,4b3f3263f20c7743,29338,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_EXTENDED,497,102,"{""age_min"":16,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""reentry_atr"":0.0,""sweep_atr"":0.12,""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":1.0}",266,-87.08946984925328,0.5967582193577747,-0.327404021989674,87.91949513898994,39,-4.934043017167235,0.8261855988471336,-0.12651392351710858,7.404110321805848,46,-15.006679713412595,0.594009107415692,-0.3262321676828825,20.7622388650191,92,-34.95477238772806,0.5459256647216656,-0.37994317812747896,34.954772387728056,89,-32.193974730945385,0.562837867218089,-0.3617300531566897,33.024000020682074,-96.6526398339218,1.0,39,0.5459256647216656,-0.37994317812747896,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
