attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json
30295,ee7a3898047657f3,29295,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_BALANCED,244,47,"{""age_min"":8,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""reentry_atr"":0.07,""sweep_atr"":0.0,""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":1.0}"
30296,17ed551c5113d84a,29296,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_SCALP,146,29,"{""age_min"":32,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""reentry_atr"":0.07,""sweep_atr"":0.12,""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30297,f657829e009bf91d,29297,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_BALANCED,338,57,"{""age_min"":32,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""reentry_atr"":0.07,""sweep_atr"":0.07,""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30298,41001b630db10dc1,29298,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_BALANCED,1274,266,"{""age_min"":8,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""reentry_atr"":0.03,""sweep_atr"":0.0,""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30299,8c5227420a72b92f,29299,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_SCALP,303,55,"{""age_min"":16,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""reentry_atr"":0.03,""sweep_atr"":0.0,""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30300,00e94764e3ab6593,29300,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_SCALP,1006,220,"{""age_min"":16,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""reentry_atr"":0.03,""sweep_atr"":0.0,""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30301,87669ba7bb52e461,29301,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_SCALP,197,33,"{""age_min"":64,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""reentry_atr"":0.07,""sweep_atr"":0.0,""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30302,1a0de95950ad7f83,29302,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_EXTENDED,1001,194,"{""age_min"":8,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""reentry_atr"":0.0,""sweep_atr"":0.0,""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30303,3d15ffb234a22011,29303,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_SCALP,188,37,"{""age_min"":8,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""reentry_atr"":0.07,""sweep_atr"":0.07,""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":2.0}"
30304,936480e4b7a4188a,29304,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_BALANCED,1086,229,"{""age_min"":8,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""reentry_atr"":0.0,""sweep_atr"":0.12,""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30305,20290c8971870600,29305,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_SCALP,701,139,"{""age_min"":8,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""reentry_atr"":0.07,""sweep_atr"":0.03,""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30306,684ca08baa44725c,29306,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_BALANCED,1058,206,"{""age_min"":8,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""reentry_atr"":0.03,""sweep_atr"":0.03,""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30307,e47f3bc887f1e904,29307,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_BALANCED,693,135,"{""age_min"":32,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""reentry_atr"":0.07,""sweep_atr"":0.0,""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30308,8605281d963ecce0,29308,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_EXTENDED,1792,369,"{""age_min"":8,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""reentry_atr"":0.03,""sweep_atr"":0.0,""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30309,cba1a87f83810c39,29309,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_EXTENDED,1144,228,"{""age_min"":8,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""reentry_atr"":0.0,""sweep_atr"":0.07,""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30310,379a8abe05a17f35,29310,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_BALANCED,353,76,"{""age_min"":8,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""reentry_atr"":0.0,""sweep_atr"":0.0,""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30311,791d3610396574fa,29311,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_SCALP,108,19,"{""age_min"":32,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""reentry_atr"":0.0,""sweep_atr"":0.12,""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30312,61484a509b9606b5,29312,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_SCALP,958,209,"{""age_min"":16,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""reentry_atr"":0.0,""sweep_atr"":0.03,""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30313,2021ed0e791bd2ec,29313,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_BALANCED,366,78,"{""age_min"":32,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""reentry_atr"":0.03,""sweep_atr"":0.03,""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30314,5117796b726f0831,29314,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_EXTENDED,768,164,"{""age_min"":8,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""reentry_atr"":0.03,""sweep_atr"":0.07,""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30315,25c89d7cbb2ad401,29315,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_BALANCED,423,87,"{""age_min"":16,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""reentry_atr"":0.0,""sweep_atr"":0.03,""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30316,4a8e033674218630,29316,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_BALANCED,202,44,"{""age_min"":8,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""reentry_atr"":0.0,""sweep_atr"":0.0,""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30317,8cbae019eb78ec7f,29317,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_EXTENDED,721,156,"{""age_min"":16,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""reentry_atr"":0.07,""sweep_atr"":0.0,""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30318,4bb25fe6ee184f24,29318,CHOP,CHOP_MATURE_EDGE_REENTRY_REVERSE,C_SCALP,389,80,"{""age_min"":8,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""reentry_atr"":0.07,""sweep_atr"":0.07,""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}"
