attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json
30782,65a3096cf6ced944,29782,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,178,42,"{""age_max"":32,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30783,b61d8b3c9aa920f3,29783,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,543,127,"{""age_max"":64,""ancestry_max_bars"":1024,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":true}"
30784,c3895101bdcd114b,29784,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,102,19,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":0.25,""require_slow_side"":true}"
30785,560301093dff6519,29785,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,104,23,"{""age_max"":32,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30786,054c78b3e777c8e3,29786,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,598,137,"{""age_max"":16,""ancestry_max_bars"":512,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30787,5cb2b13cab05070d,29787,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,132,26,"{""age_max"":64,""ancestry_max_bars"":256,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30788,a40223384bf0a5fe,29788,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,225,48,"{""age_max"":8,""ancestry_max_bars"":512,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30789,d359c61edf005236,29789,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,181,34,"{""age_max"":64,""ancestry_max_bars"":256,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":true}"
30790,3dd6286678a5f2cc,29790,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,429,96,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":true}"
30791,96358c49248d429a,29791,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,464,100,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30792,ea50240663aba1cd,29792,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,553,135,"{""age_max"":32,""ancestry_max_bars"":1024,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30793,2c5dbfdafd985e05,29793,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,241,57,"{""age_max"":8,""ancestry_max_bars"":2048,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30794,7209dce7473bcbed,29794,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,214,53,"{""age_max"":32,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":1.0,""require_slow_side"":true}"
30795,3605e46b08fc3dd0,29795,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,164,19,"{""age_max"":32,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":true}"
30796,21cc51e6feb771b1,29796,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,102,23,"{""age_max"":32,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30797,6688f19530ff8d93,29797,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,172,40,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":true}"
30798,bbb45db12e9be9e3,29798,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,238,46,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.25,""require_slow_side"":true}"
30799,9c5230ef82d39c9e,29799,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,144,31,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.4,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30800,b99204cd359d081f,29800,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,944,220,"{""age_max"":16,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30801,44cb25e4bdf66479,29801,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,172,23,"{""age_max"":16,""ancestry_max_bars"":512,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30802,d6fb91391ab27de7,29802,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,191,41,"{""age_max"":64,""ancestry_max_bars"":256,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30803,e7b6952093fdce0d,29803,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,169,26,"{""age_max"":16,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30804,8fa195499e0e7852,29804,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,547,120,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30805,4ba0e4d05c869206,29805,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,173,40,"{""age_max"":16,""ancestry_max_bars"":1024,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30806,d9c6b61c32663888,29806,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,767,187,"{""age_max"":16,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30807,d44d22a55994e8a6,29807,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,129,26,"{""age_max"":64,""ancestry_max_bars"":128,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30808,7ec314998f775492,29808,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,175,31,"{""age_max"":64,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.25,""require_slow_side"":true}"
30809,263c9e41398ecde1,29809,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,200,45,"{""age_max"":64,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30810,38f6098ce9e0ee03,29810,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,511,102,"{""age_max"":64,""ancestry_max_bars"":256,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30811,63b577d3070fede1,29811,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,172,23,"{""age_max"":16,""ancestry_max_bars"":512,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30812,16daba1d6bc9eec8,29812,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,245,57,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30813,85833a57cfe6e03a,29813,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,214,48,"{""age_max"":64,""ancestry_max_bars"":256,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30814,2f26340b7b65b5c7,29814,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,495,109,"{""age_max"":8,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30815,e404c3a4fe25f337,29815,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,105,23,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30816,121eb335860148fc,29816,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,105,18,"{""age_max"":8,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30817,3c03c9490a53bfd9,29817,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,106,21,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.1,""require_slow_side"":false}"
30818,61e3e1ecb8468800,29818,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,145,29,"{""age_max"":32,""ancestry_max_bars"":2048,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30819,55255ee6b6d99980,29819,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,109,19,"{""age_max"":16,""ancestry_max_bars"":2048,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30820,b05fcd239f142162,29820,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,174,35,"{""age_max"":64,""ancestry_max_bars"":128,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30821,ce0bf3cedc58d123,29821,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,716,165,"{""age_max"":32,""ancestry_max_bars"":2048,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30822,2a74b2b04c5ed952,29822,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,176,40,"{""age_max"":8,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30823,420ba8f1503f3497,29823,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,104,23,"{""age_max"":32,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30824,87c93eb29a55b09c,29824,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,100,23,"{""age_max"":64,""ancestry_max_bars"":256,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30825,b49b568fb4f3d030,29825,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,139,29,"{""age_max"":8,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30826,f5f895a08bbddcfb,29826,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,228,52,"{""age_max"":64,""ancestry_max_bars"":1024,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30827,3ee62ee7af94e15d,29827,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,182,41,"{""age_max"":32,""ancestry_max_bars"":128,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30828,333b1acfe07b949b,29828,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,113,24,"{""age_max"":8,""ancestry_max_bars"":512,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30829,25f48cd73649af8c,29829,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,340,76,"{""age_max"":16,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30830,9d51359a0441018a,29830,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,359,83,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":0.25,""require_slow_side"":false}"
30831,055aefa8a724f3e5,29831,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,2791,674,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30832,d9165be3db215182,29832,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,129,26,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""pullback_distance_atr"":1.0,""require_slow_side"":true}"
30833,24b9a0ae1ff08849,29833,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,316,69,"{""age_max"":8,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30834,e911ad58c8872828,29834,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,198,44,"{""age_max"":32,""ancestry_max_bars"":256,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30835,b61028bafd8e6a0b,29835,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,842,181,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30836,bc6a97dd7849e9f2,29836,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,312,53,"{""age_max"":16,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}"
30837,5e4301c1a80bda9c,29837,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,105,20,"{""age_max"":32,""ancestry_max_bars"":2048,""body_min"":0.4,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30838,460e1e43379c24ea,29838,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,110,22,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.4,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":0.5,""require_slow_side"":false}"
30839,ca6d2b2276cba2a4,29839,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_EXTENDED,343,70,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.4,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""momentum_bars"":12,""reversal_momentum_atr"":0.25}"
30840,535bf6bf22a7c1dd,29840,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_BALANCED,435,103,"{""age_max"":16,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""momentum_bars"":4,""reversal_momentum_atr"":1.0}"
30841,b213d4a072c1a701,29841,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_SCALP,1275,258,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""momentum_bars"":12,""reversal_momentum_atr"":0.75}"
30842,29b7109658f4fb69,29842,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_SCALP,113,18,"{""age_max"":16,""ancestry_max_bars"":256,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""momentum_bars"":2,""reversal_momentum_atr"":0.75}"
30843,0fa809f5574609ea,29843,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_BALANCED,153,28,"{""age_max"":32,""ancestry_max_bars"":128,""body_min"":0.1,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""momentum_bars"":4,""reversal_momentum_atr"":0.25}"
30844,a1620308bed3b9c5,29844,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_SCALP,286,55,"{""age_max"":16,""ancestry_max_bars"":1024,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""momentum_bars"":8,""reversal_momentum_atr"":1.0}"
30845,9c1a4a86968489a3,29845,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_EXTENDED,172,26,"{""age_max"":16,""ancestry_max_bars"":1024,""body_min"":0.25,""efficiency_min"":0.4,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""momentum_bars"":2,""reversal_momentum_atr"":0.75}"
30846,ef9efe5b11a364b0,29846,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_BALANCED,139,18,"{""age_max"":8,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""momentum_bars"":2,""reversal_momentum_atr"":0.75}"
30847,627b40bbc07c2a82,29847,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_BALANCED,198,48,"{""age_max"":32,""ancestry_max_bars"":128,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""momentum_bars"":12,""reversal_momentum_atr"":1.0}"
30848,fd0c9145c3f17c3b,29848,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_EXTENDED,142,15,"{""age_max"":16,""ancestry_max_bars"":512,""body_min"":0.1,""efficiency_min"":0.4,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""momentum_bars"":8,""reversal_momentum_atr"":0.25}"
30849,49d99b9df737ef9c,29849,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_SCALP,220,21,"{""age_max"":32,""ancestry_max_bars"":512,""body_min"":0.1,""efficiency_min"":0.4,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""momentum_bars"":8,""reversal_momentum_atr"":0.25}"
30850,f0017834e7d19580,29850,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_SCALP,207,46,"{""age_max"":64,""ancestry_max_bars"":128,""body_min"":0.4,""efficiency_min"":0.25,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""momentum_bars"":12,""reversal_momentum_atr"":1.0}"
30851,32713bc0779c669d,29851,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_EXTENDED,833,176,"{""age_max"":32,""ancestry_max_bars"":1024,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""momentum_bars"":8,""reversal_momentum_atr"":0.5}"
30852,1ae0b71a0f6582db,29852,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_SCALP,191,19,"{""age_max"":32,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.4,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""momentum_bars"":12,""reversal_momentum_atr"":0.75}"
30853,0e77508f6908013c,29853,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_BALANCED,443,90,"{""age_max"":8,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""momentum_bars"":12,""reversal_momentum_atr"":0.25}"
30854,61f61a12373b00d2,29854,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_BALANCED,839,187,"{""age_max"":32,""ancestry_max_bars"":1024,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""momentum_bars"":12,""reversal_momentum_atr"":0.5}"
30855,66db8a205b0a1d58,29855,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_EXTENDED,200,36,"{""age_max"":16,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.4,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""momentum_bars"":2,""reversal_momentum_atr"":0.5}"
30856,bc3bc69a2de28960,29856,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_EXTENDED,165,28,"{""age_max"":8,""ancestry_max_bars"":1024,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""momentum_bars"":2,""reversal_momentum_atr"":0.5}"
30857,99e5e06d7be8b865,29857,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_SCALP,490,103,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""momentum_bars"":12,""reversal_momentum_atr"":1.0}"
30858,9f5c3cc78b54b70a,29858,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_SCALP,198,39,"{""age_max"":64,""ancestry_max_bars"":128,""body_min"":0.1,""efficiency_min"":0.25,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""momentum_bars"":4,""reversal_momentum_atr"":0.25}"
30859,1eb901e47dd8226b,29859,CHOP,CHOP_FRESH_ANCESTRY_REVERSAL_REVERSE,C_BALANCED,227,45,"{""age_max"":16,""ancestry_max_bars"":1024,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""momentum_bars"":4,""reversal_momentum_atr"":1.0}"
