attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2016_2019_trades,era_2016_2019_stress_net_r,era_2016_2019_stress_pf,era_2016_2019_average_stress_r,era_2016_2019_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2024_trades,era_2021_2024_stress_net_r,era_2021_2024_stress_pf,era_2021_2024_average_stress_r,era_2021_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
30680,e74c2e88019ab21f,29680,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,161,28,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.4,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":false}",84,-20.12038206160628,0.6671866933702227,-0.23952835787626522,24.640971182005263,13,-9.0674917955013,0.2793753912462544,-0.6974993688847154,10.819305762692567,15,-7.058256291390213,0.40153091506514577,-0.4705504194260142,7.899057994553557,29,-4.324602999878689,0.7609705408683127,-0.1491242413751272,9.707348441327504,27,0.32996902516392135,1.0183454299423975,0.01222107500607116,6.551680163110521,-29.644273886383452,1.0,13,0.2793753912462544,-0.6974993688847154,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30681,cb78a13782e41cba,29681,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,236,50,"{""age_max"":16,""ancestry_max_bars"":1024,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":true}",88,-25.547509987272974,0.6004882719101058,-0.29031261349173837,27.134013574127664,7,-4.1670754071700085,0.37424986114500813,-0.5952964867385726,6.659327978408433,20,-4.555130308882893,0.6771408312031553,-0.22775651544414463,8.335355717629394,26,-10.336563602429466,0.4734347309506038,-0.39756013855497946,12.44604413998086,35,-6.488740668790605,0.7244534348723255,-0.18539259053687443,12.383615053053205,-32.5686956208862,1.0,7,0.37424986114500813,-0.5952964867385726,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30682,c48ca5c12a1bc9be,29682,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,125,29,"{""age_max"":32,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""pullback_distance_atr"":0.25,""require_slow_side"":false}",28,-12.129768311897058,0.46782737191282364,-0.4332060111391806,13.673987556908346,1,-1.3266366616358376,0.0,-1.3266366616358376,1.3266366616358376,4,0.3242737856498654,1.1403668742526487,0.08106844641246636,2.3101874097887203,6,0.26958261129931094,1.075293982806789,0.04493043521655182,2.3824969505743154,17,-11.3969880472104,0.268283856897287,-0.6704110616006117,11.396988047210396,-18.96715388820648,1.0,1,0.0,-1.3266366616358376,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30683,836731ff3e6c62f0,29683,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,314,72,"{""age_max"":8,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",124,-33.24895367591832,0.6166780459048395,-0.26813672319288967,36.834575219367466,16,-5.3263034022016615,0.5542692115460008,-0.33289396263760385,8.108754821842485,21,0.07051452087863508,1.0058437103643498,0.0033578343275540512,6.165602740331941,47,-22.96692805600434,0.38129910793361593,-0.4886580437447732,23.915631450587597,40,-5.026236738590968,0.8036735705107044,-0.1256559184647742,8.475030348883273,-40.332482089445186,1.0,16,0.38129910793361593,-0.4886580437447732,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30684,1dea713a5e3ac60b,29684,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,405,92,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":false}",138,-53.87902243370988,0.49941389810934256,-0.3904276987949991,55.922684042791474,13,-8.522615002519085,0.31693888037738144,-0.655585769424545,10.04870872473884,29,-14.455624379244146,0.39207030913324653,-0.4984698061808326,15.508961839530794,35,-25.8310824254214,0.19032953385838758,-0.7380309264406114,25.831082425421407,61,-5.0697006265252496,0.871565801322483,-0.0831098463364795,8.28019195350262,-60.98515757323905,1.0,13,0.19032953385838758,-0.7380309264406114,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30685,f3a538aa5fe50893,29685,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,215,48,"{""age_max"":64,""ancestry_max_bars"":128,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",95,-24.96853359694231,0.6491988062587687,-0.262826669441498,29.649755259690238,19,-2.8616610905269733,0.7708979648721215,-0.1506137416066828,5.625329406190684,16,-8.30214067393592,0.3323175606269181,-0.518883792120995,8.302140673935918,26,-13.421944013099978,0.4134659706201097,-0.5162286158884607,15.197298291579678,34,-0.38278781937943807,0.9836185935772647,-0.011258465275865825,7.080012800161951,-34.52245407082181,1.0,16,0.3323175606269181,-0.518883792120995,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": true}",False,1.0,False
30686,e27613b5ccc7445f,29686,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,318,75,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.4,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",182,-61.721288321266734,0.5492707451726273,-0.3391279578091579,70.31511911336574,35,-15.923882179477417,0.46484901024759595,-0.45496806227078335,17.70922257239053,41,-13.195800308215155,0.5485273677369124,-0.3218487880052477,14.390497455775765,47,-30.67822468849801,0.2253753889190751,-0.6527281848616597,32.54433788130932,59,-1.9233811450761567,0.9498444173218872,-0.0325996804250196,11.360616179304543,-71.36093105644812,1.0,35,0.2253753889190751,-0.6527281848616597,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30687,5892ad706c56f409,29687,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,158,30,"{""age_max"":16,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""pullback_distance_atr"":0.5,""require_slow_side"":false}",14,-3.7996107146843663,0.5756786225131184,-0.2714007653345976,3.7996107146843663,0,0.0,0.0,0.0,0.0,2,-0.5620144102467295,0.5331848474565536,-0.28100720512336474,1.2039335209763202,0,0.0,0.0,0.0,0.0,12,-3.2375963044376372,0.5822793390410215,-0.26979969203646975,3.2375963044376372,-8.312639665423129,1.0,0,0.0,-0.28100720512336474,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30688,befd62ecc3ad0dd0,29688,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,366,86,"{""age_max"":16,""ancestry_max_bars"":2048,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":0.5,""require_slow_side"":false}",126,-38.78202558301156,0.5694021970574326,-0.30779385383342506,40.79627864430825,17,-4.679036813654793,0.6264533179875631,-0.27523745962675256,8.516845958691992,29,-5.55223181301576,0.7100148011541997,-0.19145626941433658,8.149772336053744,37,-27.08993647381934,0.17295612236540542,-0.7321604452383605,28.849302317682298,43,-1.4608204825216842,0.943020891170297,-0.0339725693609694,8.593936615955782,-45.882996514808454,1.0,17,0.17295612236540542,-0.7321604452383605,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30689,c056a58d417c6d11,29689,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,211,49,"{""age_max"":32,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":0.25,""require_slow_side"":false}",75,-26.962046646459452,0.5308606430794954,-0.35949395528612604,27.050309469398755,6,0.06943000997496362,1.0183309046909104,0.011571668329160604,2.5418228567073635,18,-7.629150372948191,0.45549480478716375,-0.4238416873860106,10.534183006059354,15,-7.5927842651853155,0.4097777031058834,-0.506185617679021,9.070879506018203,36,-11.80954201830091,0.559481246237529,-0.3280428338416919,14.59280600819647,-33.99385120115588,1.0,6,0.4097777031058834,-0.506185617679021,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30690,5e7a3cb02fb1599d,29690,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,620,149,"{""age_max"":16,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",198,-62.699654359031506,0.5703993324962124,-0.3166649210052096,65.32850331954647,18,-2.2096097157152217,0.8197289094475073,-0.12275609531751232,7.313512277700421,47,-13.212154762953917,0.6049586833296409,-0.28110967580753016,15.875461983947378,61,-26.92956737492218,0.4343131868057368,-0.44146831762167504,26.929567374922183,72,-20.34832250544019,0.6134544615492186,-0.282615590353336,20.348322505440184,-69.8375371928108,1.0,18,0.4343131868057368,-0.44146831762167504,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30691,7283bd4139f33707,29691,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,164,36,"{""age_max"":16,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":true}",52,-22.44595295364708,0.4545824300121393,-0.43165294141629,23.84603294479588,4,-5.155985929836136,0.0,-1.288996482459034,5.155985929836136,15,-6.2989681651877465,0.4686681931799184,-0.41993121101251646,7.84317122793908,12,-10.30362577210613,0.12243408891968778,-0.8586354810088442,10.394959136316775,21,-0.6873730865170695,0.9445734812046912,-0.03273205173890807,6.595682171110676,-29.40474630407617,1.0,4,0.0,-1.288996482459034,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30692,057344bb594441bc,29692,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,773,185,"{""age_max"":32,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",222,-52.29984483528476,0.6687259822300838,-0.23558488664542684,54.96383972100894,26,-7.29508844100871,0.6341603195439118,-0.28058032465418115,8.751857074571568,51,-2.2840545432681973,0.9280819564571915,-0.0447853832013372,11.427108795240914,68,-32.7243094231213,0.4021788915484161,-0.48123984445766615,33.281679068694274,77,-9.996392427886557,0.8056529264643485,-0.129823278284241,16.001416809764212,-59.57653013078322,1.0,26,0.4021788915484161,-0.48123984445766615,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30693,3dfe7147c017df02,29693,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,271,53,"{""age_max"":32,""ancestry_max_bars"":1024,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",88,-14.947476658633216,0.7821839986450237,-0.1698576893026502,27.11519762089134,9,-5.514379004425635,0.3786795257065532,-0.612708778269515,5.514379004425634,9,-7.510875602937642,0.19367970080623176,-0.8345417336597379,7.510875602937642,29,-6.93450571940291,0.7041164603547027,-0.23912088687596242,8.822695481009807,41,5.01228366813297,1.185657582331059,0.12225082117397489,7.15543729412516,-24.547620366231463,1.0,9,0.19367970080623176,-0.8345417336597379,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30694,1c11e0d686e6425d,29694,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,671,139,"{""age_max"":64,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",297,-91.50910492315799,0.5993744867999282,-0.30811146438773734,102.81508906505617,49,-27.390275841465954,0.37849534690235176,-0.5589852212544072,29.17561623437906,59,-20.916347419142312,0.5403087239249572,-0.3545143630363104,22.111044566702923,82,-46.5695973506694,0.3350411943953526,-0.5679219189106024,48.43571054348068,107,3.3671156881196636,1.0489335270779208,0.0314683709170062,13.485677845925363,-101.16478986928033,1.0,49,0.3350411943953526,-0.5679219189106024,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30695,88c0702a0400a4f5,29695,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,374,84,"{""age_max"":64,""ancestry_max_bars"":1024,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":true}",105,-34.74744694362568,0.554698316663421,-0.3309280661297684,37.37990584557237,6,-2.7020373975121266,0.47594166580706687,-0.4503395662520211,3.934416308310002,23,-13.804498084630422,0.3093048700178113,-0.6001955688969749,15.348701147381755,24,-10.777336175429824,0.4286788073273725,-0.44905567397624263,12.177060922051712,52,-7.4635752860533096,0.7806443509688514,-0.14353029396256364,13.47733117451359,-41.79882647778969,1.0,6,0.3093048700178113,-0.6001955688969749,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30696,b9da866e1be5a677,29696,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,186,39,"{""age_max"":16,""ancestry_max_bars"":512,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":0.5,""require_slow_side"":false}",88,-30.842235968029637,0.555850037076352,-0.350479954182155,33.83117993104543,15,-3.2237672112435525,0.7135064183358754,-0.2149178140829035,8.287929670269808,20,-10.600736457652333,0.38414589840163865,-0.5300368228826167,12.394218138128226,30,-18.38482588089434,0.3096405842778628,-0.6128275293631447,19.893982971525624,23,1.367093581760589,1.095303179279077,0.05943885138089517,7.70710341841364,-40.3752198255185,1.0,15,0.3096405842778628,-0.6128275293631447,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": true}",False,1.0,False
30697,be126deb018bb308,29697,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_SCALP,142,32,"{""age_max"":8,""ancestry_max_bars"":1024,""body_min"":0.25,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":0.5,""require_slow_side"":false}",32,-5.726863810793964,0.6934609598406791,-0.17896449408731138,11.45251889680286,0,0.0,0.0,0.0,0.0,5,2.1168545959502136,2.7742322067877017,0.4233709191900427,1.1931102297950278,9,-3.872096649767575,0.3881276002960699,-0.4302329610852861,6.328274737741376,18,-3.971621756976603,0.6441500794276414,-0.22064565316536683,5.124244159061482,-10.31280113512583,1.0,0,0.0,-0.4302329610852861,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30698,75907c04498d7268,29698,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,164,19,"{""age_max"":32,""ancestry_max_bars"":2048,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":true}",81,-30.615475553670144,0.5275584976544964,-0.37796883399592773,34.97821001054079,19,-6.758106238577637,0.5916938717184189,-0.35568980203040196,13.120414290725357,9,-4.0402657232627925,0.42297949042602323,-0.4489184136958658,4.720039604999611,24,-15.414066776000954,0.26071193651155333,-0.6422527823333731,15.414066776000958,29,-4.403036815828768,0.7841573417384889,-0.1518288557182334,6.082241520962801,-40.13862546686706,1.0,9,0.26071193651155333,-0.6422527823333731,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30699,b3f77103e7cde756,29699,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,576,136,"{""age_max"":32,""ancestry_max_bars"":1024,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",208,-50.58245324408229,0.6583289243170397,-0.24318487136578024,56.10623443694663,22,-14.186424580721491,0.3117438005887137,-0.644837480941886,15.56713811232009,45,-13.716333273064416,0.5824995659103123,-0.30480740606809814,15.641343453792635,59,-21.399540798002953,0.518090951665162,-0.3627040813220839,21.399540798002953,82,-1.2801545922934332,0.9744851594739902,-0.015611641369432112,11.56823289038836,-57.740108300192105,1.0,22,0.3117438005887137,-0.644837480941886,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30700,f55fa6e40bc4febf,29700,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,203,44,"{""age_max"":32,""ancestry_max_bars"":256,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",87,-7.617009836277049,0.860311583053779,-0.08755183719858677,17.674786785585162,14,0.3633984274720743,1.0425381257230204,0.025957030533719592,3.604007592754482,25,5.807512925720774,1.495497725956154,0.23230051702883095,2.4867856049664496,18,-11.152210447763451,0.267365535286511,-0.6195672470979695,12.465058437799351,30,-2.6357107417064465,0.8615920095168862,-0.08785702472354821,9.814354744891494,-14.56620594473864,1.0,14,0.267365535286511,-0.6195672470979695,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30701,f486031594be25dd,29701,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_BALANCED,803,181,"{""age_max"":64,""ancestry_max_bars"":256,""body_min"":0.1,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",201,-50.40101394992233,0.6481270878406605,-0.2507513131836932,53.93356682741959,23,-6.091825331392089,0.6489477276749455,-0.26486197093009084,8.648333970251166,48,3.434386659718263,1.128608736367798,0.07154972207746381,4.648062581565794,49,-30.972122047258306,0.2684383908180203,-0.6320841234134348,30.972122047258303,81,-16.7714532309902,0.7049472780641673,-0.20705497816037285,21.66289638139875,-57.472198787723855,1.0,23,0.2684383908180203,-0.6320841234134348,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30702,291574bbc88a8769,29702,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,182,40,"{""age_max"":8,""ancestry_max_bars"":512,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",104,-32.017535369559155,0.6070542378684085,-0.30786091701499185,43.81502100941652,18,-1.8838688268904427,0.8482960742319219,-0.10465937927169126,8.63100865973763,22,-8.874971608771919,0.5009632179932719,-0.4034078003987236,12.207346166956265,35,-16.03652674362071,0.44691281052955106,-0.4581864783891631,16.892057830204603,29,-5.222168190276081,0.7656535165708328,-0.18007476518193383,11.76168403763746,-41.6193137873287,1.0,18,0.44691281052955106,-0.4581864783891631,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30703,3e73348fc57a9530,29703,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,362,80,"{""age_max"":16,""ancestry_max_bars"":512,""body_min"":0.4,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",169,-59.232425930526844,0.5609124513190962,-0.35048772739956713,64.13504321078999,28,-8.62116867694449,0.6107087564881993,-0.3078988813194461,12.283187579050175,34,-13.90390122279794,0.4870034193511866,-0.4089382712587629,16.04638296497857,53,-25.823915915516647,0.416364162691441,-0.48724369651918203,25.82391591551665,54,-10.883440115267772,0.7371350578467477,-0.20154518731977356,13.191154265253664,-68.85453038034059,1.0,28,0.416364162691441,-0.48724369651918203,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30704,1079de49729d66df,29704,CHOP,CHOP_FRESH_ANCESTRY_CONTINUATION_REVERSE,C_EXTENDED,126,19,"{""age_max"":64,""ancestry_max_bars"":512,""body_min"":0.25,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""pullback_distance_atr"":1.0,""require_slow_side"":false}",37,-14.130897882820268,0.5480294732214505,-0.38191615899514236,14.133238697439069,4,-1.9731562381234136,0.4653927443656098,-0.4932890595308534,2.41518597033318,6,-0.9931412579941079,0.7846277693975133,-0.16552354299901798,4.611278135606779,10,-8.800120686775832,0.17080889557703768,-0.8800120686775832,8.800120686775832,17,-2.3644796999269153,0.8085450670520948,-0.1390870411721715,4.354132335203344,-23.45818459187187,1.0,4,0.17080889557703768,-0.8800120686775832,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
