attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json,side,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2016_2019_trades,era_2016_2019_stress_net_r,era_2016_2019_stress_pf,era_2016_2019_average_stress_r,era_2016_2019_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2024_trades,era_2021_2024_stress_net_r,era_2021_2024_stress_pf,era_2021_2024_average_stress_r,era_2021_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
30516,7e3448ae7fef42fd,29516,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,897,170,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}",LONG,100,-32.13270481705372,0.5147128840107437,-0.3213270481705372,34.52057234241469,8,0.45598823001870176,1.1647547565504588,0.05699852875233772,1.73787203232127,14,-6.495924728088471,0.3896293926878682,-0.4639946234348908,7.717087527490212,24,-8.303090762154525,0.4981976016999268,-0.34596211508977187,12.042271035664658,54,-17.789677556829425,0.5093449846029551,-0.32943847327461895,18.701866834663722,-36.74291483790731,1.0,8,0.3896293926878682,-0.4639946234348908,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30516,7e3448ae7fef42fd,29516,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,897,170,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}",SHORT,120,-28.647135339380313,0.6104953022920688,-0.23872612782816927,30.259786583789317,4,-3.020939016123231,0.1951464172111124,-0.7552347540308078,3.7534019612056824,21,-2.9170707756628387,0.7566076383081938,-0.13890813217442088,5.376428371978112,33,-5.902602470051461,0.6767159256114996,-0.17886674151671092,5.902602470051461,62,-16.80652307754278,0.5750658604743197,-0.27107295286359323,20.637246727283518,-33.16566913076045,1.0,4,0.1951464172111124,-0.7552347540308078,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30517,45b4f9783ccf96bc,29517,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,3095,641,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":2.0}",LONG,226,-84.55733410072511,0.46437850779519835,-0.3741474960209076,89.18814195784235,23,-8.763951693374935,0.46533057366234815,-0.3810413779728233,12.493493813523084,29,-5.6627177949225285,0.6577671490722478,-0.19526613085939754,9.06126115185602,65,-23.113926726212167,0.4851445123360122,-0.3555988727109564,23.11392672621217,109,-47.01673788621546,0.41255482059834075,-0.43134621913959137,47.918003623184575,-89.11408233889793,1.0,23,0.41255482059834075,-0.43134621913959137,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30517,45b4f9783ccf96bc,29517,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,3095,641,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":2.0}",SHORT,251,-84.35626109763923,0.5049431986426328,-0.33608072150453877,88.1786095981196,14,-3.7811111105122808,0.5693532606397655,-0.27007936503659147,6.699929375164911,47,-21.063596038965155,0.40308200909680564,-0.44816161785032244,21.063596038965155,73,-22.089008749187403,0.5349837834147825,-0.30258916094777266,22.862772561702744,117,-37.42254519897439,0.5252646119557054,-0.3198508136664478,39.109396821356064,-89.01936725674017,1.0,14,0.40308200909680564,-0.44816161785032244,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30518,0170eb16dd9e91f5,29518,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,946,172,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}",LONG,80,-29.328778912006193,0.47298996160481194,-0.36660973640007744,31.964566010360013,12,-1.3193348461252905,0.7877886732762328,-0.10994457051044088,3.95512194447911,13,-7.425951851484917,0.30479531267429516,-0.5712270654988397,7.831055191258979,20,-9.450252548972665,0.37957316366342503,-0.47251262744863326,10.290205095808677,35,-11.133239665423321,0.526661219397176,-0.31809256186923773,11.133239665423318,-33.88623062429719,1.0,12,0.30479531267429516,-0.5712270654988397,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30518,0170eb16dd9e91f5,29518,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,946,172,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}",SHORT,113,-45.209277873652624,0.44107328111947075,-0.4000821050765719,45.360253945480174,4,-1.0915368920313002,0.5653788373297224,-0.27288422300782506,1.268954460610274,37,-15.635441085832147,0.4248097305304075,-0.4225794888062742,17.30760329976815,40,-16.182608637863233,0.4304072563192858,-0.4045652159465808,18.004246747795328,32,-12.29969125792594,0.4600779059370713,-0.3843653518101856,14.024649382507832,-49.68542446023781,1.0,4,0.4248097305304075,-0.4225794888062742,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30519,cbe55750df22d8d1,29519,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,412,96,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":3.0}",LONG,90,-23.666565087311145,0.6317491464265562,-0.26296183430345715,27.57126976846377,14,-2.675358654623248,0.7340266015836413,-0.19109704675880343,6.430195536219342,15,-5.211190168960879,0.5239784043162236,-0.3474126779307253,6.784194648921273,32,-14.19091642272303,0.4351357219383598,-0.4434661382100947,15.53326393470447,29,-1.589099841003984,0.9123916536885313,-0.05479654624151669,5.3526202857277445,-30.694706312936514,1.0,14,0.4351357219383598,-0.4434661382100947,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30519,cbe55750df22d8d1,29519,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,412,96,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":3.0}",SHORT,85,-20.75562642947928,0.6629128291990727,-0.24418384034681503,26.05844393387586,10,-5.415440460205948,0.4040927440409492,-0.5415440460205948,9.08772364499969,17,-5.222669142459616,0.6029873022686251,-0.30721583190938917,6.564997841764346,26,-3.159282452692808,0.813202206648339,-0.121510863565108,8.445530855592464,32,-6.958234374120907,0.6896136962370343,-0.21744482419127834,12.149152635473456,-27.813862604643067,1.0,10,0.4040927440409492,-0.5415440460205948,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30520,1c4a3346789b7f28,29520,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,545,102,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}",LONG,106,-46.906431656086966,0.4643532791427269,-0.4425135061894997,48.95648981006193,14,-2.173850112661182,0.7756455226831717,-0.1552750080472273,3.623644074519051,17,-3.1375790900461826,0.7335771619482911,-0.18456347588506958,5.157779533264405,42,-28.01116466480228,0.27216399716364764,-0.6669324920191019,29.558656382180043,33,-13.583837788577322,0.5081550171555845,-0.4116314481387067,16.13308612042257,-56.39240799132159,1.0,14,0.27216399716364764,-0.6669324920191019,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30520,1c4a3346789b7f28,29520,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,545,102,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}",SHORT,124,-51.84685823939737,0.5055890631156853,-0.4181198245112691,56.02765582776992,16,1.0802101725754583,1.0984911220281988,0.06751313578596614,3.642427461184223,25,-12.853907394706644,0.4184462711880583,-0.5141562957882657,13.010448623444601,45,-25.78858819126672,0.3639660139792791,-0.5730797375837049,25.788588191266726,38,-14.284572825999462,0.54288934114499,-0.37590981121051215,17.649824089130902,-61.32215306666452,1.0,16,0.3639660139792791,-0.5730797375837049,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30521,6d4babeaef8e1b31,29521,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2440,541,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}",LONG,217,-66.73492944392063,0.533074634248618,-0.3075342370687587,68.80896410935424,24,-6.7560356118005105,0.559307411145767,-0.28150148382502127,7.739252850794253,35,-16.444975030577442,0.3696829346262646,-0.4698564294450698,17.888721436750046,63,-22.533421500282746,0.48309051043273254,-0.35767335714734516,24.052086598519328,95,-21.00049730125993,0.6373666535423463,-0.2210578663290519,22.913868246982744,-71.52251640622023,1.0,24,0.3696829346262646,-0.4698564294450698,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30521,6d4babeaef8e1b31,29521,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2440,541,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}",SHORT,258,-91.10699552932071,0.4827961887261995,-0.35312788964852987,95.78088278909951,13,-4.640302766992192,0.4758440750386268,-0.35694636669170704,6.326200577666126,60,-27.49428331165022,0.39211648854234127,-0.4582380551941704,28.338859010470998,69,-15.959190232736063,0.6155766122320215,-0.2312926120686386,19.411683855341398,116,-43.01321921794224,0.4660453148993731,-0.37080361394777794,46.703051325650584,-95.65954543096554,1.0,13,0.39211648854234127,-0.4582380551941704,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30522,871d493f92d848d6,29522,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1815,353,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}",LONG,379,-116.09468635021317,0.600615076294067,-0.3063184336417234,126.21265102088613,61,-11.959786146059638,0.7317270691825949,-0.19606206796819078,18.707034418893517,95,-38.139502326508264,0.5031561618976507,-0.40146844554219224,39.7203004596766,113,-43.852070150946005,0.5152599183215335,-0.3880714172650089,48.86311958455937,110,-22.143327726699255,0.7192581855655683,-0.2013029793336296,29.848844045830855,-125.71836832409937,1.0,61,0.5031561618976507,-0.40146844554219224,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30522,871d493f92d848d6,29522,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1815,353,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}",SHORT,358,-74.83212772802165,0.7169538424928984,-0.20902828974307722,84.31504981565847,51,-25.9905563284211,0.41997636165666696,-0.5096187515376687,29.944655526429578,84,-14.793621237370452,0.7602298589772284,-0.17611453854012443,20.430513764065147,118,-27.461452696174796,0.6807648701165582,-0.23272417539131182,28.962003806505976,105,-6.586497466055299,0.9083299500649642,-0.06272854729576476,19.245917324466046,-84.47540620038984,1.0,51,0.41997636165666696,-0.5096187515376687,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30523,2c1b33112a51aa8e,29523,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,167,26,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}",LONG,33,-24.00919099166585,0.2286303758966769,-0.7275512421716924,25.281146643946236,7,-1.0979034702748538,0.774817795380361,-0.1568433528964077,2.3698591225552406,8,-7.48081675535874,0.07872049423148164,-0.9351020944198425,7.480816755358741,8,-6.785953713260491,0.1635547793792953,-0.8482442141575613,6.78595371326049,10,-8.644517052771763,0.1370069793012653,-0.8644517052771763,8.644517052771763,-30.48619101662418,1.0,7,0.07872049423148164,-0.9351020944198425,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30523,2c1b33112a51aa8e,29523,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,167,26,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}",SHORT,53,-6.732313188243462,0.8067572525914956,-0.1270247771366691,11.107026439173257,3,1.3054793301049534,2.093014089247291,0.4351597767016511,1.194384722894082,12,-1.3429430574972607,0.8345655795597484,-0.11191192145810507,4.412176978322103,20,0.7788995352158354,1.069804510888868,0.03894497676079177,2.324471682047805,18,-7.473748996066991,0.47984365562114084,-0.4152082775592773,8.991884953011681,-13.687171575785793,1.0,3,0.47984365562114084,-0.4152082775592773,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30524,3ba557d61fab8bf7,29524,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,2859,651,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}",LONG,333,-139.3310790952063,0.4729057203179962,-0.4184116489345534,142.48486280416705,40,-26.29587051333811,0.29307456751060634,-0.6573967628334527,26.295870513338105,57,-26.511475561213537,0.4191910177054654,-0.4651136063370796,28.407945385072345,90,-37.73855976108891,0.4630863483849964,-0.41931733067876564,37.7385597610889,146,-48.78517325956574,0.5613113150806278,-0.33414502232579274,53.44498015980354,-146.47919887035295,1.0,40,0.29307456751060634,-0.6573967628334527,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30524,3ba557d61fab8bf7,29524,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,2859,651,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}",SHORT,381,-118.60278550946643,0.5791243993314871,-0.31129340028731345,122.44226488807242,41,-22.935334115854136,0.36196361513368386,-0.559398393069613,24.195683529706976,85,-21.132308103409517,0.6445338511203295,-0.24861538945187667,23.59543790579114,125,-43.90916440022009,0.5316845521388043,-0.35127331520176075,44.49911591349081,130,-30.625978889982697,0.6694228907979425,-0.2355844529998669,40.19157836401292,-125.72046060453388,1.0,41,0.36196361513368386,-0.559398393069613,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30525,eb5bae1e9365ac93,29525,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2078,424,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":1.0}",LONG,141,-48.39599173754644,0.4993665550625015,-0.34323398395423005,48.819583968100176,10,-2.6611162592315125,0.5853246616612435,-0.26611162592315124,3.0847084897852586,15,-1.7914518930067593,0.7842631719117833,-0.11943012620045063,4.793982322862585,37,-19.24069755198229,0.33921668739143596,-0.5200188527562781,19.240697551982294,79,-24.70272603332588,0.5324134523993658,-0.3126927345990618,24.70272603332589,-53.00222500690189,1.0,10,0.33921668739143596,-0.5200188527562781,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30525,eb5bae1e9365ac93,29525,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2078,424,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":1.0}",SHORT,131,-37.31090949780676,0.5627760150027613,-0.28481610303669286,38.99327427686868,4,-1.0664150639248244,0.5801233895553218,-0.2666037659812061,2.5398296485136846,19,-8.671690907874686,0.40052533514721045,-0.45640478462498346,9.486194684981252,27,-9.073187410554123,0.49487105441226387,-0.3360439781686712,13.466757050175008,81,-18.499616115453126,0.6327144401125959,-0.22839032241300156,20.358730400225223,-41.974015656907675,1.0,4,0.40052533514721045,-0.45640478462498346,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30526,8fab0ef78b120574,29526,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,2859,651,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}",LONG,333,-139.3310790952063,0.4729057203179962,-0.4184116489345534,142.48486280416705,40,-26.29587051333811,0.29307456751060634,-0.6573967628334527,26.295870513338105,57,-26.511475561213537,0.4191910177054654,-0.4651136063370796,28.407945385072345,90,-37.73855976108891,0.4630863483849964,-0.41931733067876564,37.7385597610889,146,-48.78517325956574,0.5613113150806278,-0.33414502232579274,53.44498015980354,-146.47919887035295,1.0,40,0.29307456751060634,-0.6573967628334527,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30526,8fab0ef78b120574,29526,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,2859,651,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}",SHORT,381,-118.60278550946643,0.5791243993314871,-0.31129340028731345,122.44226488807242,41,-22.935334115854136,0.36196361513368386,-0.559398393069613,24.195683529706976,85,-21.132308103409517,0.6445338511203295,-0.24861538945187667,23.59543790579114,125,-43.90916440022009,0.5316845521388043,-0.35127331520176075,44.49911591349081,130,-30.625978889982697,0.6694228907979425,-0.2355844529998669,40.19157836401292,-125.72046060453388,1.0,41,0.36196361513368386,-0.559398393069613,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30527,7c789f6f7fa07efa,29527,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1086,231,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}",LONG,122,-31.98711569822143,0.6791476195269658,-0.26218947293624123,32.817140987958105,12,-9.143176571310537,0.2775029830134005,-0.7619313809425448,10.877812777243976,24,-1.6214266272668612,0.909304595649334,-0.06755944280278588,5.848207176125175,37,-13.930227323498295,0.5650776127686105,-0.3764926303648188,18.172104097922574,49,-7.292285176145736,0.8036132843758511,-0.1488221464519538,12.130918636047062,-41.52815208843104,1.0,12,0.2775029830134005,-0.7619313809425448,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30527,7c789f6f7fa07efa,29527,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1086,231,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}",SHORT,124,-38.45532010429214,0.6249558498314755,-0.31012354922816243,47.09307251674226,14,1.7764204517309978,1.2006226275512615,0.1268871751236427,5.097214501083962,20,-11.38004753627797,0.3919668095738746,-0.5690023768138985,15.006358338697645,50,-32.08671417804462,0.33678084514966955,-0.6417342835608925,35.157337989697936,40,3.2350211582994506,1.1216882854030727,0.08087552895748626,7.943882846566808,-47.95426750263393,1.0,14,0.33678084514966955,-0.6417342835608925,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30528,6c31e30f370fa605,29528,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,2063,394,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}",LONG,174,-74.70687559701828,0.46215672118574713,-0.4293498597529786,81.9434166351615,19,-1.0313975352266291,0.916534201721263,-0.054284080801401534,3.7349772135298505,32,-19.233639056350526,0.31070714208755323,-0.6010512205109539,21.2196472819681,57,-35.693167801748736,0.27658619643356824,-0.626195926346469,36.42549036531117,66,-18.7486712036924,0.6197051706666438,-0.2840707758135212,23.281632563532373,-81.83678458224398,1.0,19,0.27658619643356824,-0.626195926346469,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
