attempt_no,policy_id,mechanic,parameters_json,trades,calendar_weekdays,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,block_pvalue,profitable_segments,worst_segment_pf,current_account_feasible_share,long_trades,short_trades,minimum_fold_auc,minimum_fold_frequency,fdr_qvalue,gate_checks_json,fold_diagnostics_json,gate_pass,segment_metrics_json
130001,34c4725ad45f6c11,PRICE_EVENT_STATE,"{""event_pool_id"":0,""feature_set"":""PRICE_EVENT_STATE"",""hold_hours"":3,""model_id"":0,""stop_atr"":1.0,""target_addon_trades_per_weekday"":0.85,""target_r"":1.5}",306,521,0.5873320537428023,-67.86966448273459,0.6933277994989077,-0.22179628915926336,0.2916666666666667,71.08835190286732,-74.81951067289197,1.0,0,0.5201793865993258,0.9967320261437909,155,151,0.48021707927459945,0.24615384615384617,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_direction_share"":true,""minimum_fold_auc"":false,""minimum_fold_frequency"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}","[{""auc"":0.4954825442187377,""fold_id"":""D1"",""threshold"":0.35721081310598735,""trades"":64,""trades_per_weekday"":0.48854961832061067},{""auc"":0.48021707927459945,""fold_id"":""D2"",""threshold"":0.33498990122189043,""trades"":127,""trades_per_weekday"":0.9769230769230769},{""auc"":0.532976062635853,""fold_id"":""D3"",""threshold"":0.3707824144836903,""trades"":32,""trades_per_weekday"":0.24615384615384617},{""auc"":0.5059167821402653,""fold_id"":""D4"",""threshold"":0.36498004182959387,""trades"":83,""trades_per_weekday"":0.6384615384615384}]",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-24.350887024508424,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.5201793865993258,""trades"":64},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-38.928312045659226,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.6001912593561202,""trades"":127},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-3.4296030498020453,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.8373205789092931,""trades"":32},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-1.160862362764894,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.9777232077487181,""trades"":83}]"
130002,cfff96a5d7efc4cd,PRICE_EVENT_STATE,"{""event_pool_id"":0,""feature_set"":""PRICE_EVENT_STATE"",""hold_hours"":3,""model_id"":0,""stop_atr"":1.0,""target_addon_trades_per_weekday"":0.875,""target_r"":1.5}",311,521,0.5969289827255279,-73.6863512530611,0.6756045311855892,-0.23693360531530902,0.2916666666666667,76.90503867319384,-80.63619744321848,1.0,0,0.4864137427502762,0.9967845659163987,160,151,0.48021707927459945,0.24615384615384617,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_direction_share"":true,""minimum_fold_auc"":false,""minimum_fold_frequency"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}","[{""auc"":0.4954825442187377,""fold_id"":""D1"",""threshold"":0.35633317520176894,""trades"":67,""trades_per_weekday"":0.5114503816793893},{""auc"":0.48021707927459945,""fold_id"":""D2"",""threshold"":0.333088640689959,""trades"":128,""trades_per_weekday"":0.9846153846153847},{""auc"":0.532976062635853,""fold_id"":""D3"",""threshold"":0.3701685693888701,""trades"":32,""trades_per_weekday"":0.24615384615384617},{""auc"":0.5059167821402653,""fold_id"":""D4"",""threshold"":0.3645905588193823,""trades"":84,""trades_per_weekday"":0.6461538461538462}]",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-27.898045553395697,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.4864137427502762,""trades"":67},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-40.06997552676337,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5932353827858944,""trades"":128},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-3.4296030498020453,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.8373205789092931,""trades"":32},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-2.2887271230999917,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.9570100902766648,""trades"":84}]"
130003,86dc92cea4b515c4,PRICE_EVENT_STATE,"{""event_pool_id"":0,""feature_set"":""PRICE_EVENT_STATE"",""hold_hours"":3,""model_id"":0,""stop_atr"":1.0,""target_addon_trades_per_weekday"":0.9,""target_r"":1.5}",313,521,0.6007677543186181,-86.05307667936817,0.6323575523686683,-0.2749299574420708,0.25,89.27176409950083,-92.99938832942401,1.0,0,0.48603901479388373,0.9968051118210862,163,150,0.48021707927459945,0.25384615384615383,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_direction_share"":true,""minimum_fold_auc"":false,""minimum_fold_frequency"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}","[{""auc"":0.4954825442187377,""fold_id"":""D1"",""threshold"":0.35567902714128197,""trades"":67,""trades_per_weekday"":0.5114503816793893},{""auc"":0.48021707927459945,""fold_id"":""D2"",""threshold"":0.32907649171164777,""trades"":128,""trades_per_weekday"":0.9846153846153847},{""auc"":0.532976062635853,""fold_id"":""D3"",""threshold"":0.36925494600219766,""trades"":33,""trades_per_weekday"":0.25384615384615383},{""auc"":0.5059167821402653,""fold_id"":""D4"",""threshold"":0.36316813235663914,""trades"":85,""trades_per_weekday"":0.6538461538461539}]",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-27.939925425587756,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.48603901479388373,""trades"":67},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-45.10719252909078,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5525534826655111,""trades"":128},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-4.575975243561937,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.7941378295579863,""trades"":33},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-8.429983481127703,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.8512358256867595,""trades"":85}]"
130004,5f12f789ac2fe2ac,PRICE_EVENT_STATE,"{""event_pool_id"":0,""feature_set"":""PRICE_EVENT_STATE"",""hold_hours"":3,""model_id"":0,""stop_atr"":1.0,""target_addon_trades_per_weekday"":0.925,""target_r"":1.5}",322,521,0.6180422264875239,-86.63241115587326,0.6389371694019967,-0.2690447551424635,0.25,89.71864709823524,-93.59025911801848,1.0,0,0.4654927132779137,0.9968944099378882,167,155,0.48021707927459945,0.2692307692307692,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_direction_share"":true,""minimum_fold_auc"":false,""minimum_fold_frequency"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}","[{""auc"":0.4954825442187377,""fold_id"":""D1"",""threshold"":0.3554241780347176,""trades"":69,""trades_per_weekday"":0.5267175572519084},{""auc"":0.48021707927459945,""fold_id"":""D2"",""threshold"":0.3269259134422976,""trades"":129,""trades_per_weekday"":0.9923076923076923},{""auc"":0.532976062635853,""fold_id"":""D3"",""threshold"":0.3683178192642075,""trades"":35,""trades_per_weekday"":0.2692307692307692},{""auc"":0.5059167821402653,""fold_id"":""D4"",""threshold"":0.3608722723130817,""trades"":89,""trades_per_weekday"":0.6846153846153846}]",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-30.339398383112183,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.4654927132779137,""trades"":69},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-41.29461553751225,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5856134513344479,""trades"":129},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-4.4204040141090735,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.8110473837895561,""trades"":35},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-10.577993221139765,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.8240787474759018,""trades"":89}]"
130005,3d6e4e9eeea9e35f,PRICE_EVENT_STATE,"{""event_pool_id"":0,""feature_set"":""PRICE_EVENT_STATE"",""hold_hours"":3,""model_id"":0,""stop_atr"":1.0,""target_addon_trades_per_weekday"":0.95,""target_r"":1.5}",327,521,0.6276391554702495,-89.51988072536236,0.6332936049640521,-0.2737611031356647,0.2916666666666667,95.11067987870004,-96.47334494484116,1.0,0,0.4654927132779137,0.9969418960244648,170,157,0.48021707927459945,0.27692307692307694,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_direction_share"":true,""minimum_fold_auc"":false,""minimum_fold_frequency"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}","[{""auc"":0.4954825442187377,""fold_id"":""D1"",""threshold"":0.3552400501558811,""trades"":69,""trades_per_weekday"":0.5267175572519084},{""auc"":0.48021707927459945,""fold_id"":""D2"",""threshold"":0.3249806574604561,""trades"":130,""trades_per_weekday"":1.0},{""auc"":0.532976062635853,""fold_id"":""D3"",""threshold"":0.36722479351535114,""trades"":36,""trades_per_weekday"":0.27692307692307694},{""auc"":0.5059167821402653,""fold_id"":""D4"",""threshold"":0.3596571220523173,""trades"":92,""trades_per_weekday"":0.7076923076923077}]",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-30.339398383112183,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.4654927132779137,""trades"":69},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-42.564931554549894,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5784037525277956,""trades"":130},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-5.588958991407675,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.772462474345301,""trades"":36},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-11.026591796292614,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.8216716523714883,""trades"":92}]"
130006,9c61fa12e41e6134,PRICE_EVENT_STATE,"{""event_pool_id"":0,""feature_set"":""PRICE_EVENT_STATE"",""hold_hours"":3,""model_id"":0,""stop_atr"":1.0,""target_addon_trades_per_weekday"":0.975,""target_r"":1.5}",331,521,0.6353166986564299,-86.77700989565525,0.6464031283294309,-0.2621661930382334,0.25,93.70206448493964,-93.73047411513406,1.0,0,0.4654927132779137,0.9969788519637462,172,159,0.48021707927459945,0.2846153846153846,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_direction_share"":true,""minimum_fold_auc"":false,""minimum_fold_frequency"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}","[{""auc"":0.4954825442187377,""fold_id"":""D1"",""threshold"":0.3550490507799029,""trades"":69,""trades_per_weekday"":0.5267175572519084},{""auc"":0.48021707927459945,""fold_id"":""D2"",""threshold"":0.32345585229018525,""trades"":131,""trades_per_weekday"":1.0076923076923077},{""auc"":0.532976062635853,""fold_id"":""D3"",""threshold"":0.36622174536361873,""trades"":37,""trades_per_weekday"":0.2846153846153846},{""auc"":0.5059167821402653,""fold_id"":""D4"",""threshold"":0.3583313643539809,""trades"":94,""trades_per_weekday"":0.7230769230769231}]",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-30.339398383112183,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.4654927132779137,""trades"":69},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-41.276689212168606,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5913827167971597,""trades"":131},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-6.770383628823354,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.7370135077673343,""trades"":37},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-8.390538671551113,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.8644305790932297,""trades"":94}]"
130007,62a19cfaabd51da2,PRICE_EVENT_STATE,"{""event_pool_id"":0,""feature_set"":""PRICE_EVENT_STATE"",""hold_hours"":3,""model_id"":0,""stop_atr"":1.0,""target_addon_trades_per_weekday"":1.0,""target_r"":1.5}",336,521,0.6449136276391555,-90.26793815985427,0.6392700995152257,-0.26865457785670915,0.25,98.53546803250195,-97.22140237933304,1.0,0,0.4553648294448007,0.9970238095238095,174,162,0.48021707927459945,0.2923076923076923,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_direction_share"":true,""minimum_fold_auc"":false,""minimum_fold_frequency"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}","[{""auc"":0.4954825442187377,""fold_id"":""D1"",""threshold"":0.3550421792827611,""trades"":70,""trades_per_weekday"":0.5343511450381679},{""auc"":0.48021707927459945,""fold_id"":""D2"",""threshold"":0.320676672145998,""trades"":132,""trades_per_weekday"":1.0153846153846153},{""auc"":0.532976062635853,""fold_id"":""D3"",""threshold"":0.3657970191380865,""trades"":38,""trades_per_weekday"":0.2923076923076923},{""auc"":0.5059167821402653,""fold_id"":""D4"",""threshold"":0.3572353379540077,""trades"":96,""trades_per_weekday"":0.7384615384615385}]",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-31.601843658788923,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.4553648294448007,""trades"":70},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-44.9950264270377,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5647707663499989,""trades"":132},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-5.467341606990918,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.7879554535966219,""trades"":38},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-8.203726467036722,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.869878675697247,""trades"":96}]"
130008,0e42e9a7703c8dc9,PRICE_EVENT_STATE,"{""event_pool_id"":0,""feature_set"":""PRICE_EVENT_STATE"",""hold_hours"":3,""model_id"":0,""stop_atr"":1.0,""target_addon_trades_per_weekday"":1.025,""target_r"":1.5}",339,521,0.6506717850287908,-93.76518602866433,0.6304588701546632,-0.2765934691111042,0.25,102.03271590131203,-100.71865024814312,1.0,0,0.4462400756123212,0.9970501474926253,177,162,0.48021707927459945,0.2923076923076923,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_direction_share"":true,""minimum_fold_auc"":false,""minimum_fold_frequency"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}","[{""auc"":0.4954825442187377,""fold_id"":""D1"",""threshold"":0.35480044891582657,""trades"":71,""trades_per_weekday"":0.5419847328244275},{""auc"":0.48021707927459945,""fold_id"":""D2"",""threshold"":0.31745201639711895,""trades"":133,""trades_per_weekday"":1.023076923076923},{""auc"":0.532976062635853,""fold_id"":""D3"",""threshold"":0.365338082643096,""trades"":38,""trades_per_weekday"":0.2923076923076923},{""auc"":0.5059167821402653,""fold_id"":""D4"",""threshold"":0.35712654611665295,""trades"":97,""trades_per_weekday"":0.7461538461538462}]",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-32.78832065805677,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.4462400756123212,""trades"":71},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-48.61379443253975,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5400474690947503,""trades"":133},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-5.467341606990918,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.7879554535966219,""trades"":38},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-6.895729331076879,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.890625140148393,""trades"":97}]"
130009,c64a0d16d674117d,PRICE_EVENT_STATE,"{""event_pool_id"":0,""feature_set"":""PRICE_EVENT_STATE"",""hold_hours"":3,""model_id"":0,""stop_atr"":1.0,""target_addon_trades_per_weekday"":1.05,""target_r"":1.5}",339,521,0.6506717850287908,-93.86635582369786,0.6302065966622318,-0.27689190508465444,0.20833333333333334,102.10484362057352,-100.81982004317666,1.0,0,0.4462582569996995,0.9970501474926253,178,161,0.48021707927459945,0.2923076923076923,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_direction_share"":true,""minimum_fold_auc"":false,""minimum_fold_frequency"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}","[{""auc"":0.4954825442187377,""fold_id"":""D1"",""threshold"":0.3543738864048387,""trades"":71,""trades_per_weekday"":0.5419847328244275},{""auc"":0.48021707927459945,""fold_id"":""D2"",""threshold"":0.3161720108237421,""trades"":133,""trades_per_weekday"":1.023076923076923},{""auc"":0.532976062635853,""fold_id"":""D3"",""threshold"":0.3649174922100563,""trades"":38,""trades_per_weekday"":0.2923076923076923},{""auc"":0.5059167821402653,""fold_id"":""D4"",""threshold"":0.3569357213683063,""trades"":97,""trades_per_weekday"":0.7461538461538462}]",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-32.78590831867769,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.4462582569996995,""trades"":71},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-48.61379443253975,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5400474690947503,""trades"":133},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-7.983978271066552,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.7038748113688192,""trades"":38},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-4.482674801413861,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.9276662211410154,""trades"":97}]"
130010,a8404c61f84bb9fd,PRICE_EVENT_STATE,"{""event_pool_id"":0,""feature_set"":""PRICE_EVENT_STATE"",""hold_hours"":3,""model_id"":0,""stop_atr"":1.0,""target_addon_trades_per_weekday"":1.075,""target_r"":1.5}",340,521,0.6525911708253359,-90.03289000506493,0.6436892982330013,-0.2648026176619557,0.20833333333333334,98.27137780194056,-96.9863542245437,1.0,0,0.5012860049310838,0.9970588235294118,179,161,0.48021707927459945,0.2923076923076923,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_direction_share"":true,""minimum_fold_auc"":false,""minimum_fold_frequency"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}","[{""auc"":0.4954825442187377,""fold_id"":""D1"",""threshold"":0.35373578945679174,""trades"":72,""trades_per_weekday"":0.549618320610687},{""auc"":0.48021707927459945,""fold_id"":""D2"",""threshold"":0.31589042107700865,""trades"":133,""trades_per_weekday"":1.023076923076923},{""auc"":0.532976062635853,""fold_id"":""D3"",""threshold"":0.36382768336373383,""trades"":38,""trades_per_weekday"":0.2923076923076923},{""auc"":0.5059167821402653,""fold_id"":""D4"",""threshold"":0.3567458287628989,""trades"":97,""trades_per_weekday"":0.7461538461538462}]",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-28.952442500044757,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.5012860049310838,""trades"":72},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-48.61379443253975,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5400474690947503,""trades"":133},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-7.983978271066552,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.7038748113688192,""trades"":38},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-4.482674801413861,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.9276662211410154,""trades"":97}]"
