timestamp_utc,tick_time_msc,date_utc,utc_block_start_ms,bid,ask,mid,spread_price,impulse_start_time_msc,impulse_arm_time_msc,impulse_side,impulse_displacement_price,impulse_update_imbalance,impulse_nonzero_updates,extreme_price,retracement_price,consecutive_counter_updates,candidate_side
2026-07-17T12:54:22.354000Z,1784292862354,2026-07-17,1784289600000,3970.62,3970.92,3970.77,0.3,1784292857726,1784292860929,UP,1.2600000000002183,0.9090909090909091,22,3971.1800000000003,0.41000000000030923,3,SHORT
2026-07-17T16:01:46.844000Z,1784304106844,2026-07-17,1784304000000,4013.35,4013.65,4013.5,0.3,1784304099652,1784304102724,UP,1.2299999999995634,0.7647058823529411,17,4013.9700000000003,0.47000000000025466,3,SHORT
