source_report,source_report_sha256,row_index,generated_at_utc,tag,from_date,to_date,tuning_attempted,symbol,variant,description,status,trades,win_rate_pct,parsed_net_usd,parsed_profit_factor,mt5_net_usd,mt5_profit_factor
FOREX_MT5_FREQUENCY_SCOUT_PORTABILITY_FULL_2022_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8.json,2b58a6775f390a9d11edc0ea52373461daa09012fde58e71f1080e489e70d093,1,2026-07-03T21:42:04Z,PORTABILITY_FULL_2022_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8,2022.07.01,2026.07.02,True,USDJPY,rsi_extreme_fade_m15_long_blockh1_7_21_rr0p80,"M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. BlockedEntryHours=1,7,21. RiskReward=0.80.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,1465,52.56,-122.4,0.8838,-117.92,0.89
FOREX_MT5_FREQUENCY_SCOUT_PORTABILITY_FULL_2022_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8.json,2b58a6775f390a9d11edc0ea52373461daa09012fde58e71f1080e489e70d093,2,2026-07-03T21:42:04Z,PORTABILITY_FULL_2022_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8,2022.07.01,2026.07.02,True,GBPUSD,rsi_extreme_fade_m15_long_blockh1_7_21_rr0p80,"M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. BlockedEntryHours=1,7,21. RiskReward=0.80.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,1380,54.57,-38.75,0.9597,-43.37,0.96
FOREX_MT5_FREQUENCY_SCOUT_PORTABILITY_FULL_2022_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8.json,069882e364ecb0584bc53f57462c4add90b61ff8ffa39e7af553e3b91f17d28f,1,2026-07-03T22:01:42Z,PORTABILITY_FULL_2022_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8,2022.07.01,2026.07.02,True,USDJPY,rsi_bb_close_fade_m30_long_blockh6_7_10_13_rr0p80,"M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. BlockedEntryHours=6,7,10,13. RiskReward=0.80.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,861,51.34,-125.3,0.8367,-120.95,0.84
FOREX_MT5_FREQUENCY_SCOUT_PORTABILITY_FULL_2022_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8.json,069882e364ecb0584bc53f57462c4add90b61ff8ffa39e7af553e3b91f17d28f,2,2026-07-03T22:01:42Z,PORTABILITY_FULL_2022_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8,2022.07.01,2026.07.02,True,GBPUSD,rsi_bb_close_fade_m30_long_blockh6_7_10_13_rr0p80,"M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. BlockedEntryHours=6,7,10,13. RiskReward=0.80.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,791,53.86,-37.36,0.947,-42.13,0.94
FOREX_MT5_FREQUENCY_SCOUT_PORTABILITY_OOS_2022_2024_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8.json,0a1947f9e47839f1137ca78ea67af928a09e1534b7c770186026fccb9d821fe6,1,2026-07-03T21:42:49Z,PORTABILITY_OOS_2022_2024_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8,2022.07.01,2024.06.30,True,USDJPY,rsi_extreme_fade_m15_long_blockh1_7_21_rr0p80,"M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. BlockedEntryHours=1,7,21. RiskReward=0.80.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,707,55.02,-20.17,0.9602,-17.35,0.97
FOREX_MT5_FREQUENCY_SCOUT_PORTABILITY_OOS_2022_2024_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8.json,0a1947f9e47839f1137ca78ea67af928a09e1534b7c770186026fccb9d821fe6,2,2026-07-03T21:42:49Z,PORTABILITY_OOS_2022_2024_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8,2022.07.01,2024.06.30,True,GBPUSD,rsi_extreme_fade_m15_long_blockh1_7_21_rr0p80,"M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. BlockedEntryHours=1,7,21. RiskReward=0.80.",FREQUENT_BUT_THIN_EDGE_WATCH,676,56.8,9.4,1.0188,6.98,1.01
FOREX_MT5_FREQUENCY_SCOUT_PRE2020_2018_2019_GBPUSD_BB_WICK_RECLAIM_M30_RAW_EDGE.json,67e9c610db220a3c99d1d60750d7094432dafeed56b353b051ec2d711d5b2b6f,1,2026-07-03T23:53:44Z,PRE2020_2018_2019_GBPUSD_BB_WICK_RECLAIM_M30_RAW_EDGE,2018.01.01,2019.12.31,True,GBPUSD,bb_wick_reclaim_m30_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,157,53.5,-5.22,0.9697,-7.54,0.96
FOREX_MT5_FREQUENCY_SCOUT_RECENT12_2025_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8.json,12877d986361be7db1839d1e79957020853c6a8200efada5b2e0d31b9424efd2,1,2026-07-04T02:08:14Z,RECENT12_2025_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8,2025.07.01,2026.07.03,True,EURUSD,rsi_extreme_fade_m15_long_blockh1_7_21_rr0p80,"M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. BlockedEntryHours=1,7,21. RiskReward=0.80.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,366,52.46,-16.92,0.9078,-19.89,0.89
FOREX_MT5_FREQUENCY_SCOUT_RECENT12_2025_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8.json,c2b9962505b84ee4f682b3c7c5be71b5aff549aef13c8459b0c44592e16af8b1,1,2026-07-04T02:07:54Z,RECENT12_2025_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8,2025.07.01,2026.07.03,True,EURUSD,rsi_bb_close_fade_m30_long_blockh6_7_10_13_rr0p80,"M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. BlockedEntryHours=6,7,10,13. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,242,57.02,16.87,1.1254,14.89,1.11
FOREX_MT5_FREQUENCY_SCOUT_SMOKE_MEANREV_EURUSD_BB_CLOSE.json,c71735dd582ea8b8b172d481c0b33e451d0d046e85b1d9f197577d4217f15277,1,2026-07-03T21:06:39Z,SMOKE_MEANREV_EURUSD_BB_CLOSE,2024.07.01,2026.07.02,False,EURUSD,bb_close_fade,"M5 Bollinger close outside band faded, RSI filter off.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,6469,51.62,-198.36,0.9027,-203.46,0.90
FOREX_MT5_FREQUENCY_SCOUT_SMOKE_MEANREV_EURUSD_M15_RSI_EXTREME.json,3b042b68710a4763c219750638668843a991fc26eda1a060f7486b3a95290130,1,2026-07-03T21:12:13Z,SMOKE_MEANREV_EURUSD_M15_RSI_EXTREME,2024.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade_m15,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15.,FREQUENT_BUT_THIN_EDGE_WATCH,1518,54.87,17.75,1.0231,13.35,1.02
FOREX_MT5_FREQUENCY_SCOUT_TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8.json,1e7e7240dc97cb39801dd9fbb870b09e3e0767dd4ee51945ad703b3db982c01a,1,2026-07-03T21:30:00Z,TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8,2024.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade_m15_long_blockh1_7_21_rr0p80,"M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. BlockedEntryHours=1,7,21. RiskReward=0.80.",FREQUENT_RAW_EDGE_TUNING_CANDIDATE,635,58.27,77.97,1.2733,73.02,1.25
FOREX_MT5_FREQUENCY_SCOUT_TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_RR.json,fab8d0bc3505abd09f9f98a9c3cbb51fb76a2181d552983086f196564ea9ae6f,1,2026-07-03T21:17:49Z,TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_RR,2024.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade_m15_long_rr0p6,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=0.6.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,775,62.84,45.02,1.1463,41.28,1.13
FOREX_MT5_FREQUENCY_SCOUT_TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_RR.json,fab8d0bc3505abd09f9f98a9c3cbb51fb76a2181d552983086f196564ea9ae6f,2,2026-07-03T21:17:49Z,TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_RR,2024.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade_m15_long_rr0p8,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=0.8.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,739,56.7,64.66,1.1924,59.38,1.18
FOREX_MT5_FREQUENCY_SCOUT_TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_RR.json,fab8d0bc3505abd09f9f98a9c3cbb51fb76a2181d552983086f196564ea9ae6f,3,2026-07-03T21:17:49Z,TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_RR,2024.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade_m15_long_rr1,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=1.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,718,51.25,52.5,1.1401,45.90,1.12
FOREX_MT5_FREQUENCY_SCOUT_TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_RR.json,fab8d0bc3505abd09f9f98a9c3cbb51fb76a2181d552983086f196564ea9ae6f,4,2026-07-03T21:17:49Z,TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_RR,2024.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade_m15_long_rr1p2,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=1.2.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,706,47.31,65.59,1.1646,57.78,1.14
FOREX_MT5_FREQUENCY_SCOUT_TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_RR.json,fab8d0bc3505abd09f9f98a9c3cbb51fb76a2181d552983086f196564ea9ae6f,5,2026-07-03T21:17:49Z,TUNE_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_RR,2024.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade_m15_long_rr1p5,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=1.5.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,693,43.29,104.74,1.2481,95.06,1.22
FOREX_MT5_FREQUENCY_SCOUT_TUNE_CURRENT_2024_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8.json,78f12b286a85fef14c112b86cf10b0993330912ed80b45a5542b23f240163c63,1,2026-07-03T21:59:57Z,TUNE_CURRENT_2024_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8,2024.07.01,2026.07.02,True,EURUSD,rsi_bb_close_fade_m30_long_blockh6_7_10_13_rr0p80,"M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. BlockedEntryHours=6,7,10,13. RiskReward=0.80.",FREQUENT_RAW_EDGE_TUNING_CANDIDATE,426,60.09,74.23,1.3123,68.62,1.29
FOREX_MT5_FREQUENCY_SCOUT_TUNE_DESIGN_2022_2024_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8.json,627d092cc1c82da92198cffd3e3714e4f4e55caf7927d6bb3447be7963844240,1,2026-07-03T21:59:41Z,TUNE_DESIGN_2022_2024_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8,2022.07.01,2024.06.30,True,EURUSD,rsi_bb_close_fade_m30_long_blockh6_7_10_13_rr0p80,"M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. BlockedEntryHours=6,7,10,13. RiskReward=0.80.",FREQUENT_RAW_EDGE_TUNING_CANDIDATE,405,58.52,40.57,1.1585,33.20,1.13
FOREX_MT5_FREQUENCY_SCOUT_TUNE_FULL_2022_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8.json,952c529a001731c2cd37bb1c962cf1d2cfd1b973ce80abb10f0e87ace5647c31,1,2026-07-03T21:29:19Z,TUNE_FULL_2022_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8,2022.07.01,2026.07.02,True,EURUSD,rsi_extreme_fade_m15_long_blockh1_7_21_rr0p80,"M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. BlockedEntryHours=1,7,21. RiskReward=0.80.",FREQUENT_RAW_EDGE_TUNING_CANDIDATE,1309,58.14,108.84,1.1705,97.07,1.15
FOREX_MT5_FREQUENCY_SCOUT_TUNE_FULL_2022_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8.json,cbeac573797f9854e9edd43ea3ddec060f36abecb67620251173ca181841d1c9,1,2026-07-03T22:00:21Z,TUNE_FULL_2022_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8,2022.07.01,2026.07.02,True,EURUSD,rsi_bb_close_fade_m30_long_blockh6_7_10_13_rr0p80,"M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. BlockedEntryHours=6,7,10,13. RiskReward=0.80.",FREQUENT_RAW_EDGE_TUNING_CANDIDATE,831,59.33,114.8,1.2325,101.82,1.20
FOREX_MT5_FREQUENCY_SCOUT_TUNE_OOS_2022_2024_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8.json,bb8d75119e58e01d3f2a55a69d870e40e391cfd01f893e3c82749c3d621b7967,1,2026-07-03T21:29:38Z,TUNE_OOS_2022_2024_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8,2022.07.01,2024.06.30,False,EURUSD,rsi_extreme_fade_m15_long_blockh1_7_21_rr0p80,"M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. BlockedEntryHours=1,7,21. RiskReward=0.80.",FREQUENT_RAW_EDGE_TUNING_CANDIDATE,674,58.01,30.87,1.0875,24.05,1.07
