expert,symbol,broker,cost_model,trade_count,profit_factor,total_return_pct,max_drawdown_pct,avg_trade_R,verdict
symbol_normalized_round_retest_v0,EURUSD,capital_com,median,12260,1.2975812486964304,7225025.753183129,12.720498826481752,0.18647960888478105,PASS
symbol_normalized_round_retest_v0,USDJPY,capital_com,median,14380,1.5594030435829023,214357758.92181075,12.001321245084899,0.20652557020009063,PASS
