specialist,seed_id,signal_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
S1_COMPRESSION_REVERSION,DEEP_M30_RSI_BB,2023-02-23 16:30:00+00:00,2023-02-23 17:00:00+00:00,2023-02-23 19:15:00+00:00,1.0583,1.0565675941577408,1.0596859246738073,1.0596759246738072,TARGET,0.0017324058422591992,0.7942276805144495,0.7653660830871423,1.375924673807205
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,2023-02-24 08:00:00+00:00,2023-02-24 08:15:00+00:00,2023-02-24 08:20:00+00:00,1.0583,1.057578623922137,1.0588771008622904,1.0588671008622903,TARGET,0.0007213760778630451,0.7861376051867736,0.7168256311217109,0.5671008622902818
S1_COMPRESSION_REVERSION,DEEP_M30_RSI_BB,2023-02-24 12:00:00+00:00,2023-02-24 12:30:00+00:00,2023-02-24 13:30:00+00:00,1.05715,1.055965931572591,1.0580972547419272,1.055955931572591,STOP,0.0011840684274089242,-1.0084454578541109,-1.050672747124389,-1.1940684274089897
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2023-02-28 01:45:00+00:00,2023-02-28 02:00:00+00:00,2023-02-28 02:25:00+00:00,1.0587300000000002,1.0579344186505601,1.0593664650795522,1.0593564650795522,TARGET,0.0007955813494400221,0.7874305751296713,0.7245834507781603,0.6264650795519966
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2023-02-28 20:45:00+00:00,2023-02-28 21:00:00+00:00,2023-03-01 00:30:00+00:00,1.0577100000000002,1.0566819940163836,1.0585324047868934,1.0566719940163836,STOP,0.00102800598361652,-1.0097275698385388,-1.0583654190309144,-1.0380059836165856
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2023-03-01 00:30:00+00:00,2023-03-01 00:45:00+00:00,2023-03-01 01:05:00+00:00,1.0566,1.0558994584323027,1.0571604332541578,1.0571504332541577,TARGET,0.000700541567697277,0.7857253295718332,0.7143519774317838,0.5504332541577117
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,2023-03-02 01:30:00+00:00,2023-03-02 01:45:00+00:00,2023-03-02 02:05:00+00:00,1.06482,1.0640472098024822,1.0654382321580145,1.0654282321580144,TARGET,0.0007727901975178586,0.7870598772705762,0.7223592636233068,0.6082321580143102
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,2023-03-02 06:00:00+00:00,2023-03-02 06:15:00+00:00,2023-03-02 06:40:00+00:00,1.0636100000000002,1.0629294681273889,1.0641544254980893,1.0641444254980892,TARGET,0.0006805318726113008,0.7853056110926155,0.711833666555848,0.5344254980890195
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,2023-03-02 08:00:00+00:00,2023-03-02 08:15:00+00:00,2023-03-02 08:45:00+00:00,1.0628900000000001,1.0620352870227094,1.0635737703818327,1.0635637703818326,TARGET,0.0008547129772906725,0.7883001659437017,0.7298009956625935,0.6737703818324725
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2023-03-02 10:30:00+00:00,2023-03-02 11:00:00+00:00,2023-03-02 11:05:00+00:00,1.06145,1.06000729637425,1.0626041629006,1.0625941629006,TARGET,0.0014427036257500525,0.7930685694403028,0.7584114166421976,1.144162900599932
S4_OPPOSING_CAPITULATION,DEEP_M30_RSI_BB,2023-03-02 12:30:00+00:00,2023-03-02 13:00:00+00:00,2023-03-02 13:30:00+00:00,1.06065,1.0590792432774092,1.0619066053780728,1.0590692432774091,STOP,0.0015707567225908825,-1.0063663582375577,-1.0381981494251373,-1.580756722590948
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,2023-03-07 09:30:00+00:00,2023-03-07 09:45:00+00:00,2023-03-07 11:10:00+00:00,1.0659,1.0649398376510746,1.0666681298791405,1.0666581298791404,TARGET,0.0009601623489254862,0.7895850946340355,0.737510567804323,0.7581298791403679
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,2023-03-07 15:00:00+00:00,2023-03-07 15:15:00+00:00,2023-03-07 15:20:00+00:00,1.0597,1.0580103990725949,1.0610516807419244,1.0610416807419243,TARGET,0.0016896009274052215,0.7940814426425925,0.7644886558554861,1.3416807419242005
S2_SUPPORTIVE_PULLBACK,DEEP_M30_RSI_BB,2023-03-07 15:00:00+00:00,2023-03-07 15:30:00+00:00,2023-03-07 15:50:00+00:00,1.06033,1.0582879953818323,1.0619636036945341,1.0582779953818322,STOP,0.0020420046181677254,-1.0048971485720921,-1.0293828914323921,-2.052004618167791
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2023-03-07 16:30:00+00:00,2023-03-07 17:00:00+00:00,2023-03-07 19:35:00+00:00,1.05733,1.054993842512349,1.0591989259901209,1.054983842512349,STOP,0.002336157487651036,-1.0042805333343003,-1.0256832000056617,-2.3461574876511015
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2023-03-07 19:30:00+00:00,2023-03-07 19:45:00+00:00,2023-03-08 02:50:00+00:00,1.0548600000000001,1.0533020130470587,1.0561063895623533,1.0532920130470587,STOP,0.0015579869529414037,-1.0064185389878817,-1.0385112339270803,-1.5679869529414692
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2023-03-08 02:45:00+00:00,2023-03-08 03:00:00+00:00,2023-03-08 05:20:00+00:00,1.0533400000000002,1.0526317022733018,1.0539066381813589,1.0526217022733018,STOP,0.000708297726698337,-1.0141183567631644,-1.0847101405785244,-0.7182977266984025
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,2023-03-15 09:00:00+00:00,2023-03-15 09:15:00+00:00,2023-03-15 09:30:00+00:00,1.07186,1.0707220514631401,1.072770358829488,1.07071205146314,STOP,0.0011379485368598896,-1.0087877436247337,-1.0527264617481142,-1.1479485368599551
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,2023-03-15 09:30:00+00:00,2023-03-15 09:45:00+00:00,2023-03-15 10:30:00+00:00,1.0673300000000001,1.0657468811085238,1.0685964951131812,1.0657368811085237,STOP,0.0015831188914763317,-1.0063166449809338,-1.037899869885396,-1.5931188914763972
S1_COMPRESSION_REVERSION,DEEP_M30_RSI_BB,2023-03-20 08:00:00+00:00,2023-03-20 08:30:00+00:00,2023-03-20 08:40:00+00:00,1.06322,1.0612241014437762,1.064816718844979,1.064806718844979,TARGET,0.0019958985562238407,0.7949897253199935,0.7699383519202361,1.5867188449789627
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,2023-03-23 20:45:00+00:00,2023-03-23 21:00:00+00:00,2023-03-24 03:00:00+00:00,1.08344,1.081947676628728,1.0846338586970177,1.0819376766287279,STOP,0.0014923233712720307,-1.0067009605240864,-1.0402057631442994,-1.5023233712720963
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,2023-03-24 08:00:00+00:00,2023-03-24 08:15:00+00:00,2023-03-24 08:15:00+00:00,1.0793000000000001,1.0780588027776705,1.080292957777864,1.0780488027776705,STOP,0.0012411972223296264,-1.0080567373340525,-1.0483404240040517,-1.2511972223296919
S2_SUPPORTIVE_PULLBACK,DEEP_M30_RSI_BB,2023-03-24 08:00:00+00:00,2023-03-24 08:30:00+00:00,2023-03-24 08:40:00+00:00,1.0787300000000002,1.076982271603771,1.0801281827169835,1.0769722716037708,STOP,0.0017477283962292756,-1.005721712836869,-1.0343302770210265,-1.757728396229341
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,2023-03-24 08:30:00+00:00,2023-03-24 08:45:00+00:00,2023-03-24 09:05:00+00:00,1.07729,1.075701569741971,1.0785607442064233,1.0785507442064233,TARGET,0.0015884302580291276,0.793704476510969,0.7622268590661601,1.2607442064231922
S2_SUPPORTIVE_PULLBACK,DEEP_M30_RSI_BB,2023-03-24 10:30:00+00:00,2023-03-24 11:00:00+00:00,2023-03-24 12:35:00+00:00,1.07285,1.0703919837838751,1.0748164129729,1.0748064129729,TARGET,0.0024580162161249586,0.7959316785892544,0.7755900715355692,1.9564129728999458
S1_COMPRESSION_REVERSION,DEEP_M30_RSI_BB,2023-03-29 06:30:00+00:00,2023-03-29 07:00:00+00:00,2023-03-29 07:25:00+00:00,1.08236,1.081376672204094,1.0831466622367247,1.0831366622367247,TARGET,0.0009833277959059306,0.7898304512069115,0.7389827072418023,0.7766622367246789
