specialist,seed_id,signal_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2019-01-02 22:30:00+00:00,2019-01-02 22:45:00+00:00,2019-01-02 22:45:00+00:00,1.13281,1.1314,1.1339380000000001,1.13139,STOP,0.0014100000000001334,-1.0070921985816061,-1.0425531914894042,-1.4200000000001989
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2019-01-02 23:30:00+00:00,2019-01-03 00:00:00+00:00,2019-01-03 00:00:00+00:00,1.1313,1.1290714942205895,1.1330828046235284,1.1330728046235283,TARGET,0.0022285057794104723,0.7955126883257774,0.7730761299547119,1.7728046235283568
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2019-01-04 13:30:00+00:00,2019-01-04 13:45:00+00:00,2019-01-04 14:05:00+00:00,1.13761,1.136294575771675,1.13866233938266,1.1362845757716749,STOP,0.0013154242283250905,-1.007602110243019,-1.045612661457865,-1.325424228325156
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2019-01-04 14:00:00+00:00,2019-01-04 14:15:00+00:00,2019-01-04 14:30:00+00:00,1.13663,1.1352590678847605,1.1377267456921916,1.1352490678847604,STOP,0.0013709321152395315,-1.007294307200848,-1.043765843204849,-1.380932115239597
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2019-01-04 14:30:00+00:00,2019-01-04 14:45:00+00:00,2019-01-04 15:20:00+00:00,1.13541,1.1340364922067578,1.1365088062345938,1.1364988062345938,TARGET,0.0013735077932421902,0.7927193714886641,0.7563162289320616,1.088806234593731
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2019-01-08 01:45:00+00:00,2019-01-08 02:00:00+00:00,2019-01-08 03:30:00+00:00,1.1449,1.1440971365529709,1.1455422907576234,1.1440871365529708,STOP,0.0008028634470291784,-1.0124554182122356,-1.0747325092730058,-0.812863447029244
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2019-01-08 03:30:00+00:00,2019-01-08 03:45:00+00:00,2019-01-08 06:05:00+00:00,1.1439000000000001,1.1431139354998523,1.1445288516001184,1.1445188516001183,TARGET,0.0007860645001478428,0.7872783976401622,0.7236703858413899,0.6188516001182087
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2019-01-10 09:00:00+00:00,2019-01-10 09:15:00+00:00,2019-01-10 11:20:00+00:00,1.15283,1.151575530371055,1.153833575703156,1.1538235757031559,TARGET,0.001254469628944932,0.7920285037043739,0.7521710222266818,0.9935757031558357
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2019-01-10 18:00:00+00:00,2019-01-10 18:30:00+00:00,2019-01-10 23:30:00+00:00,1.14911,1.1471975046371123,1.1506399962903102,1.1506299962903102,TARGET,0.001912495362887734,0.794771229152153,0.7686273749132055,1.5199962903100772
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2019-01-11 14:00:00+00:00,2019-01-11 14:30:00+00:00,2019-01-11 14:45:00+00:00,1.1488900000000002,1.1469978612622647,1.1504037109901886,1.1469878612622646,STOP,0.001892138737735527,-1.0052850247186595,-1.031710148311784,-1.9021387377355925
