attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,raw_signal_count,minimum_era_raw_signal_count,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2016_2019_trades,era_2016_2019_stress_net_r,era_2016_2019_stress_pf,era_2016_2019_average_stress_r,era_2016_2019_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2024_trades,era_2021_2024_stress_net_r,era_2021_2024_stress_pf,era_2021_2024_average_stress_r,era_2021_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
33155,d664635c864443fd,32155,CHOP,CHOP_POST_SHOCK_NORMALIZATION_REVERSE,510,44,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""current_spread_ratio_max"":1.5,""imbalance_min"":0.03,""intensity_min"":0.3,""prior_spread_ratio_min"":1.15,""require_body_alignment"":false,""session"":""ASIA""}",24,7.068674420602584,1.7029245056262474,0.294528100858441,4.226089965534068,0,0.0,0.0,0.0,0.0,5,3.7930441118950755,4.340851757168235,0.7586088223790151,1.1353524153703027,0,0.0,0.0,0.0,0.0,19,3.27563030870751,1.3671926296572363,0.1724015951951321,4.226089965534069,0.059302833180325365,0.14764693610978977,0,0.0,0.0,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
32989,30fc9ddeb6dd64b8,31989,CHOP,CHOP_LIQUIDITY_SHOCK_REVERSION_REVERSE,313,50,"{""chop_age_max"":432,""chop_age_min"":48,""impulse_bars"":1,""intensity_min"":0.5,""move_atr_min"":0.6,""reversal_location_min"":0.25,""session"":""LATE"",""spread_ratio_min"":1.05,""variance_ratio_min"":0.9}",14,2.0663468977226422,1.253958439399722,0.14759620698018874,4.705084555148763,2,0.42972470859111334,1.3645957109378415,0.21486235429555667,1.1786334718138676,6,0.03931189491591991,1.0111477216008178,0.0065519824859866516,3.526451083334895,5,-0.10863984722003894,0.9683401509596706,-0.02172796944400779,3.4314707907056095,1,1.7059501414356482,inf,1.7059501414356482,0.0,-6.292593398343309,0.3530004992604044,1,0.9683401509596706,-0.02172796944400779,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
32796,ffc41d0480c7c894,31796,CHOP,CHOP_BOOK_ABSORPTION_REVERSE,2546,432,"{""chop_age_max"":2000,""chop_age_min"":48,""efficiency_max"":0.7,""intensity_min"":1.4,""move_atr_min"":0.9,""price_tick_min"":0.0,""price_window"":6,""reversal_book_min"":0.08,""session"":""NY""}",346,-41.41236361051282,0.8057204146697398,-0.11968891216911219,48.07330289075936,15,-2.4232207245565545,0.7467657262837831,-0.1615480483037703,7.079214084498261,102,-19.340719920948523,0.7089969467758667,-0.18961490118576982,27.208262091989422,95,-15.5274184838851,0.7423089506600751,-0.16344651035668525,21.39910883040542,134,-4.121004481122641,0.9463908597691457,-0.030753764784497324,11.57427086626966,-47.94170558522722,1.0,15,0.7089969467758667,-0.18961490118576982,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
32554,6695b61f517bdd4e,31554,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,2282,421,"{""chop_age_max"":2000,""chop_age_min"":48,""impulse_atr_min"":0.8,""impulse_bars"":6,""impulse_tick_min"":0.005,""intensity_min"":0.3,""reversal_book_min"":0.0,""reversal_location_min"":0.45,""session"":""NY""}",461,-89.04651221419186,0.7002039797215744,-0.19315946250367,90.30224269073335,23,-2.661543425502345,0.8113231804379881,-0.11571927936966717,5.312540163809409,128,-26.021918947756884,0.6915687988022842,-0.20329624177935066,29.34110979958448,124,-21.27312175822346,0.718968198005853,-0.17155743353406017,24.056350500033005,186,-39.08992808270919,0.6818133024522278,-0.21016090367047954,39.0899280827092,-96.14167660757647,1.0,23,0.6818133024522278,-0.21016090367047954,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
32541,7b33d4e853a3afa9,31541,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,1866,352,"{""chop_age_max"":432,""chop_age_min"":12,""impulse_atr_min"":0.35,""impulse_bars"":3,""impulse_tick_min"":0.015,""intensity_min"":0.8,""reversal_book_min"":0.03,""reversal_location_min"":0.35,""session"":""NY""}",343,-53.4540995774604,0.7502141438345181,-0.15584285591096325,56.83313877053587,19,-1.898543074552389,0.8324251303636963,-0.09992331971328364,6.244639819357417,107,-12.217881017143,0.8136601151962621,-0.11418580389853271,17.498096038560075,97,-11.973387399287134,0.7887992051760658,-0.1234369834978055,18.354650907619078,120,-27.364288086477856,0.6596926179289371,-0.22803573405398214,27.65335428000982,-60.573627874978506,1.0,19,0.6596926179289371,-0.22803573405398214,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
32701,c8aadb102d661e24,31701,CHOP,CHOP_BOOK_ABSORPTION_REVERSE,809,169,"{""chop_age_max"":2000,""chop_age_min"":48,""efficiency_max"":0.3,""intensity_min"":1.4,""move_atr_min"":0.9,""price_tick_min"":0.0,""price_window"":1,""reversal_book_min"":0.08,""session"":""NY""}",133,-19.229505357451156,0.7718792279303055,-0.14458274704850493,20.736978338201467,12,-2.011118549373991,0.7404583573026459,-0.16759321244783257,3.1532566592188918,30,-2.7843125200476035,0.8540835071125235,-0.09281041733492011,6.734068913876946,38,-1.6494591758831547,0.9205631857078945,-0.043406820417977755,4.872694731966514,53,-12.784615112146408,0.6516509413921892,-0.2412191530593662,16.817671549023807,-25.654587606154422,1.0,12,0.6516509413921892,-0.2412191530593662,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
32612,2aadc4c9da22ea6a,31612,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,3909,634,"{""chop_age_max"":2000,""chop_age_min"":1,""impulse_atr_min"":0.8,""impulse_bars"":12,""impulse_tick_min"":0.005,""intensity_min"":0.8,""reversal_book_min"":0.0,""reversal_location_min"":0.45,""session"":""NY""}",715,-139.57182659364457,0.6968257445437843,-0.19520535187922317,139.59066295753104,30,-5.7873592555123325,0.7050702826669184,-0.19291197518374442,6.314144190398603,210,-41.8402584198346,0.6939395872017569,-0.19923932580873618,50.032629143735385,210,-48.52663801109946,0.6401278922466229,-0.23107922862428312,48.52663801109944,265,-43.41757090719821,0.7433881293663654,-0.1638398902158423,43.80866265375358,-146.7167353498907,1.0,30,0.6401278922466229,-0.23107922862428312,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
33026,10057df98c200f5b,32026,CHOP,CHOP_LIQUIDITY_SHOCK_REVERSION_REVERSE,12528,2334,"{""chop_age_max"":2000,""chop_age_min"":1,""impulse_bars"":3,""intensity_min"":0.5,""move_atr_min"":0.25,""reversal_location_min"":0.4,""session"":""ALL"",""spread_ratio_min"":1.05,""variance_ratio_min"":0.6}",905,-234.0901707543288,0.6478723401047739,-0.25866317210423073,238.10130672434863,58,-5.745142580429957,0.8589914673922735,-0.09905418242120616,8.730867137703088,166,-43.63384215244849,0.6315575911157049,-0.26285447079788243,50.997466443049795,219,-53.1605183095462,0.6684336610005001,-0.24274209273765388,56.00133385640216,462,-131.55066771190417,0.6190087249756935,-0.2847417050041216,133.70643765551011,-242.75236643429724,1.0,58,0.6190087249756935,-0.2847417050041216,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
32852,a9356b0755bc4f6d,31852,CHOP,CHOP_LIQUIDITY_SHOCK_REVERSION_REVERSE,4264,708,"{""chop_age_max"":2000,""chop_age_min"":48,""impulse_bars"":3,""intensity_min"":0.3,""move_atr_min"":0.25,""reversal_location_min"":0.55,""session"":""ALL"",""spread_ratio_min"":1.05,""variance_ratio_min"":1.2}",534,-120.16688763237227,0.680921227470388,-0.22503162477972335,133.0250715410464,33,5.42338254086217,1.2918126524527254,0.16434492548067184,6.200961906999896,93,-15.190416150963078,0.7524439865360766,-0.1633378080748718,21.508116188516787,125,-35.627230584587785,0.6127746305723069,-0.28501784467670227,39.48888118247581,283,-74.77262343768356,0.6346362996601351,-0.2642142170942882,78.09911061679713,-128.78384915151776,1.0,33,0.6127746305723069,-0.28501784467670227,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
32712,1dc0612c44e628bb,31712,CHOP,CHOP_BOOK_ABSORPTION_REVERSE,3468,602,"{""chop_age_max"":2000,""chop_age_min"":48,""efficiency_max"":0.5,""intensity_min"":1.4,""move_atr_min"":0.4,""price_tick_min"":0.0,""price_window"":6,""reversal_book_min"":0.08,""session"":""NY""}",446,-75.23670983840417,0.7364123783379144,-0.1686921745255699,77.96055601056491,24,-6.865440712624764,0.6006744275629579,-0.2860600296926985,11.012930526253598,137,-27.810080642785493,0.6884664096854218,-0.20299328936339775,35.10572956788971,112,-19.141614408207875,0.7317387707027587,-0.17090727150185603,25.038301309929047,173,-21.419574074786016,0.8009668101748354,-0.12381256690627755,21.419574074786023,-81.81289262577707,1.0,24,0.6006744275629579,-0.2860600296926985,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
