attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,raw_signal_count,minimum_era_raw_signal_count,parameters_json
32387,4ce8e3c03202821e,31387,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,388,52,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.5}"
32388,20e0c7f1cebe4ed5,31388,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,5588,1022,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.15}"
32389,d08eeeb135106f1b,31389,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,4577,795,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.15}"
32390,72bec4ae00771c29,31390,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1461,245,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32391,bcad4352504b86e0,31391,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,245,17,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
32392,adbd5ffc28caaf1d,31392,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1828,347,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.5}"
32393,d1a316587be541e4,31393,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,254,25,"{""book_min"":0.03,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32394,f42071264f372696,31394,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1710,305,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.15}"
32395,945ccc8fc255cf83,31395,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,3456,766,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.5}"
32396,3f721973e798dcc5,31396,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,4131,960,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
32397,0014cefe971b6769,31397,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,460,88,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.3}"
32398,bb8c22e378c380ef,31398,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1279,252,"{""book_min"":0.03,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.3}"
32399,f78cadc7a28b2e30,31399,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,651,132,"{""book_min"":0.03,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.3}"
32400,048603717d5aeb9f,31400,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,4240,711,"{""book_min"":0.06,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.5}"
32401,956629a7cf6e4d22,31401,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,11869,2166,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.3}"
32402,e2cb7d3c58554c2d,31402,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1549,334,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
32403,eaa9d0cbae61e72b,31403,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2240,503,"{""book_min"":0.03,""chop_age_max"":2000,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.15}"
32404,1a49637b15baf4dd,31404,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,964,160,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.15}"
32405,52fad3e66c83bfb9,31405,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,403,66,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.15}"
32406,e15dfa6256d81d4c,31406,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,14971,2657,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.5}"
32407,6a0ce6159c906923,31407,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1214,286,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.5}"
32408,4c2fb1cfbdf2832d,31408,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,650,93,"{""book_min"":0.1,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32409,c37d7a0f396b443f,31409,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,3535,694,"{""book_min"":0.1,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.5}"
32410,21b2f018aea5ad3e,31410,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,261,48,"{""book_min"":0.1,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32411,f68fe5a1a4d32c1f,31411,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,3202,538,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32412,4acb9fce9bddd8e1,31412,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,284,37,"{""book_min"":0.03,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.07,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.5}"
32413,f049afe599824767,31413,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1317,243,"{""book_min"":0.1,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32414,dd2bc99d7a79366a,31414,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1077,253,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.5}"
32415,ef358b9af5a3bf96,31415,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1976,453,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.5}"
32416,ea38f7efdad3685d,31416,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,3064,482,"{""book_min"":0.1,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32417,3e2be885feb85fa8,31417,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,918,147,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.5}"
32418,ed314eb4e922cfa4,31418,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,9473,2193,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.5}"
32419,9fa61b34d55884dd,31419,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,6604,1108,"{""book_min"":0.06,""chop_age_max"":2000,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.3}"
32420,f58ce080d68f2315,31420,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,272,51,"{""book_min"":0.03,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.3}"
32421,6180113cb09d4b36,31421,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,4993,766,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.3}"
32422,8d494af8ffc5da8c,31422,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,750,142,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32423,185576dca8c1667e,31423,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2791,655,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.15}"
32424,f4c0eea9c5eeede3,31424,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,10089,1974,"{""book_min"":0.03,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
32425,2f56a14cd87924e3,31425,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1936,272,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.15}"
32426,503dd98ae3e7c344,31426,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,627,120,"{""book_min"":0.06,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.15}"
32427,57f0c435e303e67e,31427,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,3265,692,"{""book_min"":0.0,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
32428,0973f79e1854f9d3,31428,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2821,360,"{""book_min"":0.0,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32429,1801b9693929c508,31429,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,8148,1444,"{""book_min"":0.0,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.15}"
32430,b3380b9207e295e8,31430,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,637,77,"{""book_min"":0.0,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.07,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.15}"
32431,5c350d282fcb1208,31431,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2908,171,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.15}"
32432,ae0d9d61645f1a4a,31432,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1295,228,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.15}"
32433,84e6959215bb17f7,31433,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1156,255,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.5}"
32434,34c32adc7a3f00be,31434,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,9268,1623,"{""book_min"":0.03,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.5}"
32435,d3b394a1cef16904,31435,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2630,519,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.3}"
32436,5e514312679cc466,31436,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,569,72,"{""book_min"":0.03,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.3}"
32437,4504659ab84e01be,31437,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1133,228,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
32438,85dd1f36140f4707,31438,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,212,37,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.3}"
32439,3282b8f341b67e4b,31439,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,535,96,"{""chop_age_max"":144,""chop_age_min"":48,""impulse_atr_min"":0.2,""impulse_bars"":6,""impulse_tick_min"":0.005,""intensity_min"":0.8,""reversal_book_min"":0.0,""reversal_location_min"":0.55,""session"":""ASIA""}"
32440,1addd8d60cd3010e,31440,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,317,35,"{""chop_age_max"":144,""chop_age_min"":12,""impulse_atr_min"":0.8,""impulse_bars"":6,""impulse_tick_min"":0.03,""intensity_min"":0.5,""reversal_book_min"":0.06,""reversal_location_min"":0.45,""session"":""LATE""}"
32441,90df37b4ec41a326,31441,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,3415,619,"{""chop_age_max"":432,""chop_age_min"":1,""impulse_atr_min"":0.2,""impulse_bars"":3,""impulse_tick_min"":0.015,""intensity_min"":1.1,""reversal_book_min"":0.03,""reversal_location_min"":0.45,""session"":""ALL""}"
32442,49f2b25b1110a247,31442,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,1913,420,"{""chop_age_max"":2000,""chop_age_min"":1,""impulse_atr_min"":0.8,""impulse_bars"":3,""impulse_tick_min"":0.005,""intensity_min"":0.8,""reversal_book_min"":0.03,""reversal_location_min"":0.35,""session"":""LONDON""}"
32443,69d1c07d87c22b2a,31443,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,131,21,"{""chop_age_max"":144,""chop_age_min"":12,""impulse_atr_min"":0.55,""impulse_bars"":1,""impulse_tick_min"":0.005,""intensity_min"":0.8,""reversal_book_min"":0.03,""reversal_location_min"":0.45,""session"":""ALL""}"
32444,f59c215b3ee2e74c,31444,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,1864,299,"{""chop_age_max"":432,""chop_age_min"":12,""impulse_atr_min"":0.8,""impulse_bars"":12,""impulse_tick_min"":0.015,""intensity_min"":0.8,""reversal_book_min"":0.0,""reversal_location_min"":0.35,""session"":""LONDON""}"
32445,21436e96f97dcbfd,31445,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,445,30,"{""chop_age_max"":2000,""chop_age_min"":48,""impulse_atr_min"":0.35,""impulse_bars"":6,""impulse_tick_min"":0.03,""intensity_min"":0.8,""reversal_book_min"":0.06,""reversal_location_min"":0.45,""session"":""LATE""}"
32446,415fe2041989dbc6,31446,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,190,36,"{""chop_age_max"":144,""chop_age_min"":1,""impulse_atr_min"":0.35,""impulse_bars"":6,""impulse_tick_min"":0.015,""intensity_min"":1.1,""reversal_book_min"":0.03,""reversal_location_min"":0.45,""session"":""ASIA""}"
32447,529540c33cf19fd4,31447,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,5370,828,"{""chop_age_max"":2000,""chop_age_min"":12,""impulse_atr_min"":0.55,""impulse_bars"":6,""impulse_tick_min"":0.015,""intensity_min"":0.8,""reversal_book_min"":0.03,""reversal_location_min"":0.45,""session"":""ALL""}"
32448,67aa6f9a4cda0acd,31448,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,931,179,"{""chop_age_max"":48,""chop_age_min"":1,""impulse_atr_min"":0.35,""impulse_bars"":3,""impulse_tick_min"":0.005,""intensity_min"":1.1,""reversal_book_min"":0.03,""reversal_location_min"":0.45,""session"":""ALL""}"
32449,ffc3a729ed0d71b0,31449,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,335,73,"{""chop_age_max"":2000,""chop_age_min"":1,""impulse_atr_min"":0.2,""impulse_bars"":1,""impulse_tick_min"":0.015,""intensity_min"":0.8,""reversal_book_min"":0.06,""reversal_location_min"":0.45,""session"":""ASIA""}"
32450,941a5168efe9c82f,31450,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,447,77,"{""chop_age_max"":2000,""chop_age_min"":48,""impulse_atr_min"":0.35,""impulse_bars"":1,""impulse_tick_min"":0.015,""intensity_min"":1.1,""reversal_book_min"":0.03,""reversal_location_min"":0.35,""session"":""NY""}"
32451,184f52b176d811a2,31451,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,1032,154,"{""chop_age_max"":2000,""chop_age_min"":1,""impulse_atr_min"":0.2,""impulse_bars"":6,""impulse_tick_min"":0.015,""intensity_min"":1.1,""reversal_book_min"":0.06,""reversal_location_min"":0.45,""session"":""LONDON""}"
32452,716c9497d6adb8d0,31452,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,1106,136,"{""chop_age_max"":432,""chop_age_min"":48,""impulse_atr_min"":0.2,""impulse_bars"":1,""impulse_tick_min"":0.03,""intensity_min"":0.8,""reversal_book_min"":0.06,""reversal_location_min"":0.35,""session"":""ALL""}"
32453,9f404aeca946bb82,31453,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,1010,206,"{""chop_age_max"":432,""chop_age_min"":12,""impulse_atr_min"":0.8,""impulse_bars"":3,""impulse_tick_min"":0.005,""intensity_min"":0.3,""reversal_book_min"":0.0,""reversal_location_min"":0.55,""session"":""NY""}"
32454,ba0efd274a49658a,31454,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,387,85,"{""chop_age_max"":432,""chop_age_min"":1,""impulse_atr_min"":0.55,""impulse_bars"":3,""impulse_tick_min"":0.005,""intensity_min"":1.1,""reversal_book_min"":0.06,""reversal_location_min"":0.45,""session"":""ASIA""}"
32455,3003c4e2d824876b,31455,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,175,34,"{""chop_age_max"":48,""chop_age_min"":1,""impulse_atr_min"":0.55,""impulse_bars"":1,""impulse_tick_min"":0.015,""intensity_min"":0.3,""reversal_book_min"":0.03,""reversal_location_min"":0.35,""session"":""ALL""}"
32456,f6801624813accd6,31456,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,1183,205,"{""chop_age_max"":48,""chop_age_min"":12,""impulse_atr_min"":0.2,""impulse_bars"":12,""impulse_tick_min"":0.005,""intensity_min"":0.5,""reversal_book_min"":0.06,""reversal_location_min"":0.55,""session"":""ALL""}"
32457,9760eccd95ee6c0c,31457,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,2831,653,"{""chop_age_max"":432,""chop_age_min"":1,""impulse_atr_min"":0.2,""impulse_bars"":3,""impulse_tick_min"":0.005,""intensity_min"":0.5,""reversal_book_min"":0.0,""reversal_location_min"":0.45,""session"":""ASIA""}"
32458,c746c3c5ef14279d,31458,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,194,44,"{""chop_age_max"":144,""chop_age_min"":48,""impulse_atr_min"":0.55,""impulse_bars"":3,""impulse_tick_min"":0.015,""intensity_min"":0.3,""reversal_book_min"":0.06,""reversal_location_min"":0.55,""session"":""LATE""}"
32459,5fb7c56546f23efa,31459,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,360,65,"{""chop_age_max"":144,""chop_age_min"":12,""impulse_atr_min"":0.8,""impulse_bars"":3,""impulse_tick_min"":0.015,""intensity_min"":0.3,""reversal_book_min"":0.0,""reversal_location_min"":0.55,""session"":""LONDON""}"
32460,ce0ee9ffc1800b67,31460,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,837,143,"{""chop_age_max"":144,""chop_age_min"":12,""impulse_atr_min"":0.35,""impulse_bars"":12,""impulse_tick_min"":0.015,""intensity_min"":0.3,""reversal_book_min"":0.06,""reversal_location_min"":0.45,""session"":""LATE""}"
32461,68c916de0cec9545,31461,CHOP,CHOP_FLOW_EXHAUSTION_REVERSE,273,31,"{""chop_age_max"":144,""chop_age_min"":1,""impulse_atr_min"":0.2,""impulse_bars"":3,""impulse_tick_min"":0.015,""intensity_min"":1.1,""reversal_book_min"":0.06,""reversal_location_min"":0.35,""session"":""LATE""}"
