attempt_no,policy_id,event_type,mode,trade_pvalue,holm_qvalue,maximum_holm_qvalue_pass,stage_pass,gate_checks,trades,source_days,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_active_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,current_account_feasible_share,event_count,event_participation,positive_active_year_share
11102,EVENT_PPI_NON_TREND_FADE_RR2,PPI,FADE,0.7712690529160118,0.7712690529160118,False,False,"{""maximum_closed_drawdown_r"":false,""maximum_holm_qvalue"":false,""minimum_average_stress_r"":false,""minimum_current_account_feasible_share"":true,""minimum_event_participation"":true,""minimum_positive_active_month_share"":false,""minimum_positive_active_year_share"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""quantitative_gate"":false,""top_winners_removed_positive"":false}",14,53,0.2641509433962264,-30.592183358891358,0.5460424888156915,-2.1851559542065258,0.42857142857142855,57.121185344075016,-60.63684288904847,0.9285714285714286,53,0.2641509433962264,0.2
