session,admitted,trades,wins,win_rate,realized_payoff_ratio,profit_factor,stress_profit_factor,net_r,stress_net_r,pnl_usd_001_lot,maximum_drawdown_r,positive_active_month_share,top_5pct_winners_removed_profit_factor,extra_0p5pip_profit_factor,latest_12_month_profit_factor
NEW_YORK,False,331,152,0.459214501510574,1.0861116491484453,0.9274661273627172,0.8817979795744394,-8.47474717956059,-14.186140019741568,-20.124999625081138,18.772172175242975,0.4423076923076923,0.7460413219506961,0.8817979795744394,1.4322052425043903
LATE_US,False,125,60,0.48,0.9527336070175939,0.8794464064777789,0.8269308611743317,-4.657010878644315,-6.889206785801225,-14.037053131152774,10.038911164004997,0.5,0.6535884094355054,0.8269308611743317,2.090425400091321
