arm,passed,early_exits,early_exit_share_pct,beneficial_exit_pct,action_benefit_usd,mean_annual_spearman,positive_action_years,v6_trades,v6_win_rate_pct,v6_net_usd,v6_profit_factor,v6_closed_drawdown_usd,combined_win_rate_pct,combined_net_usd,combined_profit_factor,combined_closed_drawdown_usd,combined_floating_drawdown_usd,failed_check_count
A_COMPETING_UTILITY,False,2,0.9569377990430622,50.0,-19.56293055555542,0.047618153986197995,0,173,37.57225433526011,267.24415889756926,1.2053731855194258,199.12416861979284,44.14871144909168,5725.631379894894,1.589827209670042,324.57180984738875,401.9868144199527,11
B_REGIME_COMPETING,False,8,3.827751196172249,87.5,14.643704861111772,0.030835314565777726,2,177,37.28813559322034,308.63190776909744,1.2355672681456276,199.12416861979284,44.11640657950232,5767.019128766422,1.5935463828440926,324.57180984738875,401.9868144199527,4
C_SEQUENCE_QUANTILE,False,56,26.794258373205743,69.64285714285714,-238.45035156249935,0.03940626274811632,1,174,30.45977011494253,109.87621727430485,1.0912679239124166,253.3038802083387,43.623310810810814,5568.26343827163,1.5794282074815997,336.1878332848887,413.6028378574547,13
D_UNANIMOUS_ENSEMBLE,False,0,0.0,0.0,0.0,0.03723682457399418,0,177,37.85310734463277,293.9882029079857,1.2213372185406122,199.12416861979284,44.15858287642345,5752.3754239053105,1.5909401016238622,324.57180984738875,401.9868144199545,5
