year,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_pnl_usd
2021,230,230,165.92842872914736,165.92842872914736,0.0
2022,110,110,57.11887127926752,57.11887127926752,0.0
2023,242,242,341.959366499673,341.959366499673,0.0
2024,326,326,731.5260613265943,731.5260613265943,0.0
2025,350,350,1167.0903446200266,1167.0903446200266,0.0
2026,132,130,1139.9422811173051,1158.4194552295462,18.477174112241073
