bar_start_utc,bar_end_utc,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe,source_terminal
2026-06-01 00:00:00,2026-06-02 00:00:00,1.34505,1.34755,1.34063,1.34592,99838,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 00:00:00,2026-06-03 00:00:00,1.34593,1.34811,1.34498,1.34522,82006,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-03 00:00:00,2026-06-04 00:00:00,1.34521,1.34713,1.34097,1.34261,88742,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-04 00:00:00,2026-06-05 00:00:00,1.34258,1.3462,1.34108,1.34222,94276,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-05 00:00:00,2026-06-06 00:00:00,1.3422,1.34827,1.33269,1.33369,115031,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-07 00:00:00,2026-06-08 00:00:00,1.33182,1.33357,1.33145,1.33346,5072,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-08 00:00:00,2026-06-09 00:00:00,1.33344,1.3369,1.33054,1.33331,125509,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-09 00:00:00,2026-06-10 00:00:00,1.3333,1.34104,1.33304,1.3371,114717,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-10 00:00:00,2026-06-11 00:00:00,1.33711,1.34228,1.33493,1.3361,128747,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-11 00:00:00,2026-06-12 00:00:00,1.33612,1.34329,1.33241,1.34136,124185,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-12 00:00:00,2026-06-13 00:00:00,1.34138,1.34252,1.33829,1.3399,123862,13,0,GBPUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
