bar_start_utc,bar_end_utc,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe,source_terminal
2026-06-01 00:00:00,2026-06-02 00:00:00,159.357,159.758,159.357,159.642,60837,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 00:00:00,2026-06-03 00:00:00,159.641,159.993,159.633,159.976,43795,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-03 00:00:00,2026-06-04 00:00:00,159.977,160.085,159.367,159.946,64432,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-04 00:00:00,2026-06-05 00:00:00,159.944,160.038,159.606,159.991,54509,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-05 00:00:00,2026-06-06 00:00:00,159.99,160.338,159.732,160.287,64336,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-07 00:00:00,2026-06-08 00:00:00,160.202,160.351,160.188,160.333,4982,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-08 00:00:00,2026-06-09 00:00:00,160.332,160.388,159.84,160.176,72939,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-09 00:00:00,2026-06-10 00:00:00,160.178,160.439,160.047,160.385,59834,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-10 00:00:00,2026-06-11 00:00:00,160.386,160.569,160.235,160.528,57667,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-11 00:00:00,2026-06-12 00:00:00,160.526,160.592,159.542,160.133,70531,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-12 00:00:00,2026-06-13 00:00:00,160.134,160.371,159.949,160.203,70424,12,0,USDJPY,D1,C:\Program Files\MetaTrader 5\terminal64.exe
