bar_start_utc,bar_end_utc,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe,source_terminal
2026-06-01 00:00:00,2026-06-02 00:00:00,4539.45,4545.93,4447.46,4484.3,371250,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 00:00:00,2026-06-03 00:00:00,4484.29,4541.13,4462,4474.04,344631,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-03 00:00:00,2026-06-04 00:00:00,4474.02,4496.56,4423.63,4457.12,385692,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-04 00:00:00,2026-06-05 00:00:00,4457.14,4515.25,4442.98,4461.43,392617,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-05 00:00:00,2026-06-06 00:00:00,4461.51,4475.59,4311.46,4328.35,500024,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-07 00:00:00,2026-06-08 00:00:00,4329.4,4346.8,4310.1,4343.79,37451,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-08 00:00:00,2026-06-09 00:00:00,4343.77,4353.24,4268.34,4317.69,516305,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-09 00:00:00,2026-06-10 00:00:00,4317.62,4363.18,4210.21,4221.8,514356,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-10 00:00:00,2026-06-11 00:00:00,4221.86,4228.17,4023.6,4047.2,687816,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-11 00:00:00,2026-06-12 00:00:00,4047.26,4246.1,4035.84,4219.82,702496,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-12 00:00:00,2026-06-13 00:00:00,4219.72,4235.42,4169.96,4218.54,499906,50,0,XAUUSD,D1,C:\Program Files\MetaTrader 5\terminal64.exe
