instrument,bar_start_utc,statistic,stored_spread_points,candidate_spread_points,absolute_error_points
EURUSD,2025-03-11T16:40:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T16:45:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T16:50:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T16:55:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T17:00:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T17:05:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T17:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T17:15:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T17:20:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-11T17:25:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T17:30:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-11T17:35:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-11T17:40:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T17:45:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T17:50:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T17:55:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:00:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:05:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:15:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:20:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:25:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:30:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:35:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:40:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:45:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:50:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T18:55:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T19:00:00+00:00,BAR_OPEN_SPREAD,17.0,29.999999999996692,12.999999999996692
EURUSD,2025-03-11T19:05:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T19:10:00+00:00,BAR_OPEN_SPREAD,17.0,29.999999999996692,12.999999999996692
EURUSD,2025-03-11T19:15:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T19:20:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T19:25:00+00:00,BAR_OPEN_SPREAD,17.0,29.999999999996692,12.999999999996692
EURUSD,2025-03-11T19:30:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T19:35:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T19:40:00+00:00,BAR_OPEN_SPREAD,5.0,29.999999999996692,24.999999999996692
EURUSD,2025-03-11T19:45:00+00:00,BAR_OPEN_SPREAD,17.0,30.000000000018897,13.000000000018897
EURUSD,2025-03-11T19:50:00+00:00,BAR_OPEN_SPREAD,17.0,29.999999999996692,12.999999999996692
EURUSD,2025-03-11T19:55:00+00:00,BAR_OPEN_SPREAD,5.0,29.999999999996692,24.999999999996692
EURUSD,2025-03-11T20:00:00+00:00,BAR_OPEN_SPREAD,19.0,29.999999999996692,10.999999999996692
EURUSD,2025-03-11T20:05:00+00:00,BAR_OPEN_SPREAD,36.0,29.999999999996692,6.000000000003308
EURUSD,2025-03-11T20:10:00+00:00,BAR_OPEN_SPREAD,39.0,29.999999999996692,9.000000000003308
EURUSD,2025-03-11T20:15:00+00:00,BAR_OPEN_SPREAD,21.0,30.000000000018897,9.000000000018897
EURUSD,2025-03-11T20:20:00+00:00,BAR_OPEN_SPREAD,21.0,29.999999999996692,8.999999999996692
EURUSD,2025-03-11T20:25:00+00:00,BAR_OPEN_SPREAD,21.0,30.000000000018897,9.000000000018897
EURUSD,2025-03-11T20:30:00+00:00,BAR_OPEN_SPREAD,21.0,29.999999999996692,8.999999999996692
EURUSD,2025-03-11T20:35:00+00:00,BAR_OPEN_SPREAD,21.0,29.999999999996692,8.999999999996692
EURUSD,2025-03-11T20:40:00+00:00,BAR_OPEN_SPREAD,21.0,29.999999999996692,8.999999999996692
EURUSD,2025-03-11T20:45:00+00:00,BAR_OPEN_SPREAD,21.0,29.999999999996692,8.999999999996692
EURUSD,2025-03-11T20:50:00+00:00,BAR_OPEN_SPREAD,21.0,29.999999999996692,8.999999999996692
EURUSD,2025-03-11T20:55:00+00:00,BAR_OPEN_SPREAD,21.0,29.999999999996692,8.999999999996692
EURUSD,2025-03-11T21:00:00+00:00,BAR_OPEN_SPREAD,17.0,29.999999999996692,12.999999999996692
EURUSD,2025-03-11T21:05:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T21:10:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T21:15:00+00:00,BAR_OPEN_SPREAD,0.0,29.999999999996692,29.999999999996692
EURUSD,2025-03-11T21:20:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T21:25:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T21:30:00+00:00,BAR_OPEN_SPREAD,17.0,29.999999999996692,12.999999999996692
EURUSD,2025-03-11T21:35:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T21:40:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T21:45:00+00:00,BAR_OPEN_SPREAD,17.0,29.999999999996692,12.999999999996692
EURUSD,2025-03-11T21:50:00+00:00,BAR_OPEN_SPREAD,17.0,29.999999999996692,12.999999999996692
EURUSD,2025-03-11T21:55:00+00:00,BAR_OPEN_SPREAD,4.0,29.999999999996692,25.999999999996692
EURUSD,2025-03-11T22:00:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-11T22:05:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-11T22:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T22:15:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T22:20:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T22:25:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-11T22:30:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T22:35:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T22:40:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T22:45:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-11T22:50:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T22:55:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:00:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:05:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:15:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:20:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:25:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:30:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:35:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:40:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:45:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:50:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-11T23:55:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:00:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:05:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:15:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:20:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:25:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:30:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:35:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:40:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-12T00:45:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:50:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T00:55:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T01:00:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T01:05:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T01:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T01:15:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T01:20:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T01:25:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T01:30:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-12T01:35:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T01:40:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-12T01:45:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T01:50:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T01:55:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T02:00:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T02:05:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T02:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T02:15:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-12T02:20:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T02:25:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T02:30:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T02:35:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T02:40:00+00:00,BAR_OPEN_SPREAD,0.0,29.999999999996692,29.999999999996692
EURUSD,2025-03-12T02:45:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T02:50:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-12T02:55:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:00:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:05:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:15:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:20:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:25:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:30:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:35:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:40:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:45:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T03:50:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-12T03:55:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:00:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:05:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:15:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:20:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:25:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:30:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:35:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:40:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:45:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:50:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T04:55:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T05:00:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T05:05:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T05:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T05:15:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T05:20:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T05:25:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-12T05:30:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-12T05:35:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T05:40:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T05:45:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T05:50:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T05:55:00+00:00,BAR_OPEN_SPREAD,2.0,30.000000000018897,28.000000000018897
EURUSD,2025-03-12T06:00:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T06:05:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T06:10:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T06:15:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T06:20:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T06:25:00+00:00,BAR_OPEN_SPREAD,2.0,29.999999999996692,27.999999999996692
EURUSD,2025-03-12T06:30:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T06:35:00+00:00,BAR_OPEN_SPREAD,1.0,30.000000000018897,29.000000000018897
EURUSD,2025-03-12T06:40:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T06:45:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T06:50:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T06:55:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T07:00:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T07:05:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T07:10:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T07:15:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T07:20:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T07:25:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T07:30:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T07:35:00+00:00,BAR_OPEN_SPREAD,1.0,30.000000000018897,29.000000000018897
EURUSD,2025-03-12T07:40:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T07:45:00+00:00,BAR_OPEN_SPREAD,1.0,30.000000000018897,29.000000000018897
EURUSD,2025-03-12T07:50:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T07:55:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T08:00:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T08:05:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T08:10:00+00:00,BAR_OPEN_SPREAD,1.0,30.000000000018897,29.000000000018897
EURUSD,2025-03-12T08:15:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T08:20:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T08:25:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T08:30:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T08:35:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
EURUSD,2025-03-12T08:40:00+00:00,BAR_OPEN_SPREAD,1.0,30.000000000018897,29.000000000018897
EURUSD,2025-03-12T08:45:00+00:00,BAR_OPEN_SPREAD,1.0,29.999999999996692,28.999999999996692
