timestamp_utc,tick_time_msc,date_utc,utc_block_start_ms,bid,ask,mid,spread_price,lookback_source_time_msc,boundary_quote_age_ms,maximum_internal_quote_gap_ms,nonzero_mid_updates,signed_update_imbalance,displacement_price,candidate_gate,raw_gate_crossing,candidate_side
2026-07-17T12:50:53.715000Z,1784292653715,2026-07-17,1784289600000,3966.8,3967.1,3966.95,0.3,1784292648625,90,547,24,0.75,0.9899999999997817,True,True,LONG
2026-07-17T16:36:14.589000Z,1784306174589,2026-07-17,1784304000000,4015.06,4015.36,4015.21,0.3,1784306169527,62,450,28,-0.7857142857142857,-1.099999999999909,True,True,SHORT
2026-07-17T20:44:47.110000Z,1784321087110,2026-07-17,1784318400000,4011.93,4012.23,4012.08,0.3,1784321081981,129,1741,16,0.75,0.6599999999998545,True,True,LONG
