attempt_no,policy_id,mechanic,parameters_json,trades,calendar_weekdays,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,block_pvalue,profitable_segments,worst_segment_pf,current_account_feasible_share,long_trades,short_trades,fdr_qvalue,gate_checks_json,gate_pass,segment_metrics_json
121001,c465c011ef5dae63,FLOW_ALIGNED_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":12,""flow_horizon"":5,""hold_hours"":8,""minimum_flow_bps"":35.0,""session"":""NY"",""stop_atr"":1.0,""target_r"":1.25}",14,652,0.02147239263803681,-0.6376318053644117,0.9217991698421165,-0.04554512895460083,0.1,6.014053723976269,-6.048887659638978,1.0,2,0.39474502875900846,1.0,5,9,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-4.935111548547583,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.39474502875900846,""trades"":10},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":3.2454438746499026,""profitable"":true,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":""Infinity"",""trades"":3},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":1.0520358685332687,""profitable"":true,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":""Infinity"",""trades"":1}]"
121002,22b3166fbd747035,FLOW_ALIGNED_BREAKOUT,"{""breakout_buffer_atr"":0.05,""channel_bars"":6,""flow_horizon"":3,""hold_hours"":6,""minimum_flow_bps"":20.0,""session"":""NY"",""stop_atr"":0.6,""target_r"":1.5}",57,652,0.08742331288343558,-25.931243642572056,0.46070396234390865,-0.4549340989924922,0.26666666666666666,26.073336832300342,-32.48982452176117,1.0,0,0.17218795492936573,1.0,24,33,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-4.068330980013358,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.7595856344480263,""trades"":24},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-7.4426227827251195,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.45838663837426974,""trades"":16},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-14.420289879833579,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.17218795492936573,""trades"":17}]"
121003,0603d6e5fac36051,FLOW_ALIGNED_BREAKOUT,"{""breakout_buffer_atr"":0.05,""channel_bars"":3,""flow_horizon"":5,""hold_hours"":4,""minimum_flow_bps"":10.0,""session"":""LONDON"",""stop_atr"":0.8,""target_r"":2.0}",196,652,0.3006134969325153,-46.020406757727955,0.6712980096060216,-0.2347979936618773,0.3,49.42620890861991,-55.20381952172997,1.0,0,0.5612945678125177,1.0,76,120,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-19.03286325262767,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.5612945678125177,""trades"":56},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-19.30343985194297,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.5710888153031418,""trades"":65},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-7.68410365315732,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.8511312734988609,""trades"":75}]"
121004,145b7cee0dd0344b,FLOW_ALIGNED_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":3,""flow_horizon"":5,""hold_hours"":6,""minimum_flow_bps"":20.0,""session"":""BOTH"",""stop_atr"":0.6,""target_r"":1.5}",167,652,0.2561349693251534,-57.56968428049147,0.5654670510604146,-0.3447286483861765,0.23333333333333334,57.56968428049148,-64.21390791981973,1.0,0,0.4830254417901633,1.0,77,90,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-17.564758350889313,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.6070424266595593,""trades"":58},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-24.605226901909834,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.4830254417901633,""trades"":57},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-15.39969902769232,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.6168545293752901,""trades"":52}]"
121005,d8bdab0edb56ec4b,FLOW_ALIGNED_BREAKOUT,"{""breakout_buffer_atr"":0.1,""channel_bars"":24,""flow_horizon"":3,""hold_hours"":6,""minimum_flow_bps"":5.0,""session"":""BOTH"",""stop_atr"":0.8,""target_r"":1.5}",117,652,0.1794478527607362,-29.917972422686837,0.6532808458856921,-0.2557091660058704,0.36666666666666664,31.47199895724645,-36.64602870315501,1.0,0,0.4791187372078565,1.0,45,72,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-17.297373305576226,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.4791187372078565,""trades"":41},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-2.4447851391846624,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.886073754871937,""trades"":33},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-10.175813977925944,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.6781996265184992,""trades"":43}]"
121006,7279c7c24a05c4ad,FLOW_ALIGNED_BREAKOUT,"{""breakout_buffer_atr"":0.05,""channel_bars"":6,""flow_horizon"":1,""hold_hours"":2,""minimum_flow_bps"":20.0,""session"":""BOTH"",""stop_atr"":1.0,""target_r"":1.25}",179,652,0.2745398773006135,-58.17679499521863,0.45254319452772923,-0.32501002790624933,0.26666666666666666,58.176794995218664,-63.76417340218531,1.0,0,0.3894250758126707,1.0,75,104,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-30.234251307459832,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.3894250758126707,""trades"":77},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-11.149147773365895,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.5741298108544433,""trades"":47},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-16.793395914392903,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.45065778890852654,""trades"":55}]"
121007,cc16ed72a8fa2e5b,FLOW_ALIGNED_BREAKOUT,"{""breakout_buffer_atr"":0.1,""channel_bars"":6,""flow_horizon"":5,""hold_hours"":6,""minimum_flow_bps"":5.0,""session"":""NY"",""stop_atr"":1.25,""target_r"":1.5}",149,652,0.2285276073619632,-53.17406571675437,0.50187190788252,-0.35687292427351924,0.3333333333333333,53.17406571675436,-60.06152094957203,1.0,0,0.32164598847512066,0.9932885906040269,53,96,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-31.27587491479307,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.32164598847512066,""trades"":60},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-9.418691770773094,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.6764132351463257,""trades"":43},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-12.479499031188192,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.6042661357174853,""trades"":46}]"
121008,316f8e9e87afe741,FLOW_ALIGNED_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":3,""flow_horizon"":3,""hold_hours"":4,""minimum_flow_bps"":35.0,""session"":""NY"",""stop_atr"":1.25,""target_r"":2.0}",181,652,0.2776073619631902,-49.03147130062501,0.5575663081742631,-0.27089210663328733,0.23333333333333334,50.20488826885304,-58.32427682005314,1.0,1,0.2353560037364019,0.994475138121547,72,109,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-39.77936823951709,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.2353560037364019,""trades"":76},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-9.291491178128581,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.6913969554603395,""trades"":49},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":0.03938811702067291,""profitable"":true,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":1.0013728589430346,""trades"":56}]"
121009,1a8adb007bb3cfc1,FLOW_ALIGNED_BREAKOUT,"{""breakout_buffer_atr"":0.1,""channel_bars"":6,""flow_horizon"":5,""hold_hours"":6,""minimum_flow_bps"":0.0,""session"":""NY"",""stop_atr"":1.25,""target_r"":1.25}",160,652,0.24539877300613497,-51.010902721772915,0.5254129391087171,-0.3188181420110807,0.23333333333333334,51.010902721772915,-56.676193741158656,1.0,0,0.40001819515589926,0.99375,57,103,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-26.760772818429214,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.40001819515589926,""trades"":62},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-8.003413457280553,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.7251626518120785,""trades"":49},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-16.246716446063147,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.5187816281587205,""trades"":49}]"
121010,75ca3b02c777905f,FLOW_ALIGNED_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":12,""flow_horizon"":1,""hold_hours"":6,""minimum_flow_bps"":0.0,""session"":""BOTH"",""stop_atr"":1.25,""target_r"":1.0}",155,652,0.23773006134969324,-43.113116023287176,0.5508119914073465,-0.2781491356341108,0.36666666666666664,43.95193313666383,-47.5085161552893,1.0,0,0.4679334983700512,0.9935483870967742,51,104,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-22.811126127686766,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.4679334983700512,""trades"":63},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-6.014025669731906,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.6850162661930036,""trades"":37},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-14.287964225868498,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.579942245397614,""trades"":55}]"
