entry_year,baseline_pnl_usd,policy_pnl_usd,delta_pnl_usd
2021,240.40120802169577,248.17111092933166,7.769902907635895
2022,69.71575181533902,14.87870109466845,-54.83705072067057
2023,408.6933556111805,344.2940268160019,-64.39932879517858
2024,874.6490441666178,935.0596118587639,60.41056769214606
2025,1782.2625114093369,1791.784543756144,9.522032346807237
2026,1669.9513830676406,1712.9422823090022,42.9908992413616
