seed,proposed_topups,accepted_topups,net_pnl_usd,delta_pnl_usd,profit_factor,nonnegative_delta_years
0,174,135,5047.130276763912,1.4570226721016297,1.6808597662666045,4
1,158,123,5075.11688189636,29.44362780454958,1.6888627067311202,5
2,176,134,5078.14036384995,32.467109758139486,1.6849241259079677,3
3,177,135,5175.318667677131,129.64541358532097,1.7006578729321111,4
4,163,127,5133.90033229435,88.22707820253981,1.6964066592790314,4
