target_year,training_rows,training_last_exit_utc,training_positive_rate,target_known_risk_rows,topup_proposals,expected_score_mean,win_probability_mean,joint_score_mean,status
2021,391,2020-12-28T13:35:00+00:00,0.4322250639386189,275,45,0.5122446100215143,0.43621551409613607,0.5184174274089517,SCORED
2022,666,2021-12-29T15:10:00+00:00,0.43243243243243246,100,16,1.0449510658073091,0.45359893956005115,0.5540136911805275,SCORED
2023,766,2022-12-28T14:50:00+00:00,0.42428198433420367,224,44,0.6150633812251913,0.4473661642966115,0.5073607358837392,SCORED
2024,992,2023-12-29T18:05:00+00:00,0.4284274193548387,232,37,0.8183424749966548,0.4467002578132497,0.519464505912204,SCORED
2025,1220,2024-12-27T09:35:00+00:00,0.43934426229508194,272,21,0.4068793916342068,0.4150030412103589,0.43471649270236973,SCORED
2026,1492,2025-12-29T06:05:00+00:00,0.44436997319034854,129,11,0.7972825144508063,0.38079433636624915,0.44003591765958583,SCORED
