name,proposals,accepted_topups,net_pnl_usd,delta_pnl_usd,profit_factor,floating_drawdown_usd,net_to_floating_drawdown,nonnegative_delta_years
expected_pnl_rank_only,216,166,5144.2855248607975,98.6122707689874,1.6787303885374876,347.5283539469465,14.802491556260536,3
win_probability_rank_only,170,134,5061.519844979957,15.846590888147148,1.683897282281014,366.93217169492436,13.794156619191785,3
market_only_dual_model,174,136,5091.854299405022,46.18104531321205,1.6864493739032826,361.8579455631775,14.07141769812548,3
