family,signal_time_utc,signal_complete_utc,entry_time_utc,state_latest_allowed_utc,side,atr,prior_day_atr,range_high,range_low,session_range,range_atr,daily_range_atr,body_fraction,close_location,matched_state_time_utc,direction,phase,shock,DXY_compressed,EURUSD_compressed,state_known_at_utc,state_known_lag_hours,neutral_owned,entry_bar_available,risk_eligible,entry_position,entry_price_decision_time,stop_price_decision_time,risk_distance,risk_pips,risk_points,window
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-01-24 08:45:00+00:00,2019-01-24 09:00:00+00:00,2019-01-24 09:00:00+00:00,2019-01-24 08:00:00+00:00,SHORT,0.0007770747228455494,0.008739271700017148,1.1388099999999999,1.1365500000000002,0.0022599999999997067,2.908343217913295,0.2586027849431975,0.5633802816902642,0.33098591549304585,2019-01-24 08:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,2019-01-24 09:00:00+00:00,0.0,False,True,False,4716,1.13644,1.1388099999999999,0.0023699999999999832,23.699999999999832,236.9999999999983,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-01-24 09:00:00+00:00,2019-01-24 09:15:00+00:00,2019-01-24 09:15:00+00:00,2019-01-24 08:00:00+00:00,SHORT,0.0007951408140708735,0.008739271700017148,1.1388099999999999,1.1365500000000002,0.0022599999999997067,2.8422638606980946,0.2586027849431975,0.8495145631066852,0.1165048543688232,2019-01-24 08:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,2019-01-24 09:00:00+00:00,0.25,False,True,False,4719,1.13558,1.1388099999999999,0.003229999999999844,32.29999999999844,322.99999999998437,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-01-24 09:15:00+00:00,2019-01-24 09:30:00+00:00,2019-01-24 09:30:00+00:00,2019-01-24 08:00:00+00:00,SHORT,0.0008912021844943689,0.008739271700017148,1.1388099999999999,1.1365500000000002,0.0022599999999997067,2.535900426772334,0.2586027849431975,0.6121495327104025,0.025700934579298645,2019-01-24 08:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,2019-01-24 09:00:00+00:00,0.5,False,True,False,4722,1.13429,1.1388099999999999,0.0045199999999998575,45.199999999998575,451.99999999998573,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-01-24 10:15:00+00:00,2019-01-24 10:30:00+00:00,2019-01-24 10:30:00+00:00,2019-01-24 09:00:00+00:00,SHORT,0.0008907791178504591,0.008739271700017148,1.1388099999999999,1.1365500000000002,0.0022599999999997067,2.537104827348577,0.2586027849431975,0.8008130081301951,0.060975609756143793,2019-01-24 09:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,2019-01-24 10:00:00+00:00,0.5,False,True,False,4734,1.1340599999999998,1.1388099999999999,0.004750000000000032,47.50000000000032,475.0000000000032,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-01-24 11:00:00+00:00,2019-01-24 11:15:00+00:00,2019-01-24 11:15:00+00:00,2019-01-24 10:00:00+00:00,SHORT,0.000910860685829989,0.008739271700017148,1.1388099999999999,1.1365500000000002,0.0022599999999997067,2.481169771797059,0.2586027849431975,0.9010989010989082,0.09157509157503675,2019-01-24 10:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,2019-01-24 11:00:00+00:00,0.25,False,True,False,4743,1.13313,1.1388099999999999,0.005679999999999907,56.79999999999907,567.9999999999907,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-01-31 08:45:00+00:00,2019-01-31 09:00:00+00:00,2019-01-31 09:00:00+00:00,2019-01-31 08:00:00+00:00,SHORT,0.0007709609892977891,0.008041362198160451,1.1514250000000001,1.1495199999999999,0.0019050000000002676,2.470942144213276,0.23690016107420916,0.6806722689080303,0.21008403361299066,2019-01-31 08:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,True,2019-01-31 09:00:00+00:00,0.0,False,True,False,6156,1.1491399999999998,1.1514250000000001,0.0022850000000003146,22.850000000003146,228.50000000003143,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-01-31 09:45:00+00:00,2019-01-31 10:00:00+00:00,2019-01-31 10:00:00+00:00,2019-01-31 09:00:00+00:00,SHORT,0.0007788459708281464,0.008041362198160451,1.1514250000000001,1.1495199999999999,0.0019050000000002676,2.445926500684959,0.23690016107420916,0.7591623036646926,0.130890052356206,2019-01-31 09:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,True,2019-01-31 10:00:00+00:00,0.0,False,True,False,6168,1.14842,1.1514250000000001,0.0030050000000001464,30.050000000001464,300.5000000000146,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-01-31 10:15:00+00:00,2019-01-31 10:30:00+00:00,2019-01-31 10:30:00+00:00,2019-01-31 09:00:00+00:00,SHORT,0.0007909692299487789,0.008041362198160451,1.1514250000000001,1.1495199999999999,0.0019050000000002676,2.4084375572026113,0.23690016107420916,0.6178343949045181,0.1847133757962486,2019-01-31 09:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,True,2019-01-31 10:00:00+00:00,0.5,False,True,False,6174,1.14797,1.1514250000000001,0.003455000000000208,34.55000000000208,345.50000000002075,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-01-31 10:30:00+00:00,2019-01-31 10:45:00+00:00,2019-01-31 10:45:00+00:00,2019-01-31 09:00:00+00:00,SHORT,0.000799471427809578,0.008041362198160451,1.1514250000000001,1.1495199999999999,0.0019050000000002676,2.38282436837006,0.23690016107420916,0.9010989010989815,0.016483516483625078,2019-01-31 09:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,True,2019-01-31 10:00:00+00:00,0.75,False,True,False,6177,1.14717,1.1514250000000001,0.00425500000000012,42.5500000000012,425.50000000001194,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-02-11 09:45:00+00:00,2019-02-11 10:00:00+00:00,2019-02-11 10:00:00+00:00,2019-02-11 09:00:00+00:00,SHORT,0.0004760403309510816,0.005893477438615528,1.133,1.13164,0.0013600000000000279,2.856900795113057,0.23076358807941982,0.8859649122805531,0.04824561403520305,2019-02-08 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-02-08 21:00:00+00:00,61.0,True,True,True,8184,1.13025,1.133,0.00275000000000003,27.500000000000302,275.000000000003,development_2019_2022
