family,signal_time_utc,signal_complete_utc,entry_time_utc,state_latest_allowed_utc,side,atr,prior_day_atr,range_high,range_low,session_range,range_atr,daily_range_atr,body_fraction,close_location,matched_state_time_utc,direction,phase,shock,DXY_compressed,EURUSD_compressed,state_known_at_utc,state_known_lag_hours,neutral_owned,entry_bar_available,risk_eligible,entry_position,entry_price_decision_time,stop_price_decision_time,risk_distance,risk_pips,risk_points,window
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-02-19 08:45:00+00:00,2019-02-19 09:00:00+00:00,2019-02-19 09:00:00+00:00,2019-02-19 08:00:00+00:00,LONG,0.0005965551051362333,0.00580840662227756,1.1305399999999999,1.129365,0.001174999999999926,1.9696420161077917,0.20229299985530141,0.46859903381622303,0.7632850241545676,2019-02-15 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-02-15 21:00:00+00:00,84.0,True,True,True,9900,1.13226,1.129365,0.002895000000000092,28.95000000000092,289.50000000000915,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-02-19 10:15:00+00:00,2019-02-19 10:30:00+00:00,2019-02-19 10:30:00+00:00,2019-02-19 09:00:00+00:00,LONG,0.0006748404895690068,0.00580840662227756,1.1305399999999999,1.129365,0.001174999999999926,1.741152195462295,0.20229299985530141,0.9000000000003454,0.9000000000003454,2019-02-15 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-02-15 21:00:00+00:00,85.5,True,True,True,9918,1.13098,1.129365,0.001615000000000144,16.15000000000144,161.5000000000144,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-02-19 11:15:00+00:00,2019-02-19 11:30:00+00:00,2019-02-19 11:30:00+00:00,2019-02-19 10:00:00+00:00,SHORT,0.0007882278015040541,0.00580840662227756,1.1305399999999999,1.129365,0.001174999999999926,1.4906858115862622,0.20229299985530141,0.9006622516556629,0.09271523178810025,2019-02-15 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-02-15 21:00:00+00:00,86.5,True,True,True,9930,1.12843,1.1305399999999999,0.0021099999999998342,21.099999999998342,210.9999999999834,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-02-28 11:00:00+00:00,2019-02-28 11:15:00+00:00,2019-02-28 11:15:00+00:00,2019-02-28 10:00:00+00:00,LONG,0.0005991505316960169,0.005150958961184813,1.13839,1.13673,0.0016599999999999948,2.770589212866137,0.3222700884454659,0.9894366197182405,0.9964788732392571,2019-02-28 10:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False,2019-02-28 11:00:00+00:00,0.25,True,True,True,11943,1.14161,1.13673,0.0048799999999999955,48.799999999999955,487.9999999999995,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-02-28 11:15:00+00:00,2019-02-28 11:30:00+00:00,2019-02-28 11:30:00+00:00,2019-02-28 10:00:00+00:00,LONG,0.0005927826365748736,0.005150958961184813,1.13839,1.13673,0.0016599999999999948,2.800351929320255,0.3222700884454659,0.3039215686272589,0.6960784313723057,2019-02-28 10:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False,2019-02-28 11:00:00+00:00,0.5,True,True,True,11946,1.14176,1.13673,0.00503000000000009,50.3000000000009,503.000000000009,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-03-27 08:30:00+00:00,2019-03-27 08:45:00+00:00,2019-03-27 08:45:00+00:00,2019-03-27 07:00:00+00:00,LONG,0.0007228679638574223,0.005559523662407966,1.126695,1.1246900000000002,0.0020049999999998125,2.7736738937780294,0.3606424078302057,0.9221789883268556,0.9805447470817571,2019-03-27 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,True,2019-03-27 08:00:00+00:00,0.75,True,True,True,17396,1.12735,1.1246900000000002,0.0026599999999998847,26.599999999998847,265.99999999998846,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-04-12 08:15:00+00:00,2019-04-12 08:30:00+00:00,2019-04-12 08:30:00+00:00,2019-04-12 07:00:00+00:00,LONG,0.0004946585457255954,0.00453288242644646,1.129155,1.1281599999999998,0.0009950000000000792,2.0114885482076375,0.21950712734018704,0.5227272727271695,0.988636363636289,2019-04-12 05:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-12 06:00:00+00:00,2.5,True,True,True,20849,1.1299000000000001,1.1281599999999998,0.0017400000000002969,17.40000000000297,174.00000000002967,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-04-12 08:30:00+00:00,2019-04-12 08:45:00+00:00,2019-04-12 08:45:00+00:00,2019-04-12 07:00:00+00:00,LONG,0.0005436115067451769,0.00453288242644646,1.129155,1.1281599999999998,0.0009950000000000792,1.8303512483713757,0.21950712734018704,0.9279661016949918,0.9872881355933224,2019-04-12 05:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-12 06:00:00+00:00,2.75,True,True,True,20852,1.13101,1.1281599999999998,0.0028500000000002412,28.500000000002412,285.0000000000241,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-04-12 09:00:00+00:00,2019-04-12 09:15:00+00:00,2019-04-12 09:15:00+00:00,2019-04-12 08:00:00+00:00,LONG,0.0005735731869384256,0.00453288242644646,1.129155,1.1281599999999998,0.0009950000000000792,1.7347393892505902,0.21950712734018704,0.8417721518990722,0.9240506329114422,2019-04-12 05:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-12 06:00:00+00:00,3.25,True,True,True,20858,1.13127,1.1281599999999998,0.003110000000000168,31.100000000001682,311.00000000001677,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-04-12 09:45:00+00:00,2019-04-12 10:00:00+00:00,2019-04-12 10:00:00+00:00,2019-04-12 09:00:00+00:00,LONG,0.000583059508638406,0.00453288242644646,1.129155,1.1281599999999998,0.0009950000000000792,1.7065153475048547,0.21950712734018704,0.8163265306122881,0.9591836734694309,2019-04-12 05:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-12 06:00:00+00:00,4.0,True,True,True,20867,1.13148,1.1281599999999998,0.0033200000000002117,33.20000000000211,332.00000000002115,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-04-12 10:00:00+00:00,2019-04-12 10:15:00+00:00,2019-04-12 10:15:00+00:00,2019-04-12 09:00:00+00:00,LONG,0.0005806981151642378,0.00453288242644646,1.129155,1.1281599999999998,0.0009950000000000792,1.7134548468762727,0.21950712734018704,0.5545454545454032,0.8454545454547583,2019-04-12 05:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-12 06:00:00+00:00,4.25,True,True,True,20870,1.13178,1.1281599999999998,0.0036200000000001786,36.200000000001786,362.00000000001785,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-04-12 10:45:00+00:00,2019-04-12 11:00:00+00:00,2019-04-12 11:00:00+00:00,2019-04-12 10:00:00+00:00,LONG,0.0005946934252973121,0.00453288242644646,1.129155,1.1281599999999998,0.0009950000000000792,1.6731309909852072,0.21950712734018704,0.9910714285709754,0.9910714285709754,2019-04-12 05:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-12 06:00:00+00:00,5.0,True,True,True,20879,1.1313900000000001,1.1281599999999998,0.003230000000000288,32.30000000000288,323.0000000000288,development_2019_2022
N48_NEUTRAL_0608_UTC_RANGE_BREAKOUT_TRANSFER,2019-04-12 11:00:00+00:00,2019-04-12 11:15:00+00:00,2019-04-12 11:15:00+00:00,2019-04-12 10:00:00+00:00,LONG,0.0006143581806332131,0.00453288242644646,1.129155,1.1281599999999998,0.0009950000000000792,1.6195763829083258,0.21950712734018704,0.6494252873562925,0.6896551724137755,2019-04-12 05:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-12 06:00:00+00:00,5.25,True,True,True,20882,1.13196,1.1281599999999998,0.0038000000000002476,38.00000000000247,380.0000000000247,development_2019_2022
