entry_time,entry_date,entry_hour,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_deal,exit_price,profit,balance,exit_comment
2024.12.30 07:30:00,2024-12-30,7,SHORT,50,0.02,1.04194,EUM15REG_TRANSFER_CHOP,2024.12.30 08:51:36,2024-12-30,8,52,1.04301,-2.14,10020.11,sl 1.04298
2024.12.30 08:30:00,2024-12-30,8,SHORT,51,0.01,1.04181,EUM15REG_TRANSFER_COMPRESSION,2024.12.30 08:51:36,2024-12-30,8,53,1.04301,-1.2,10018.91,sl 1.04300
2025.01.02 09:45:00,2025-01-02,9,SHORT,54,0.02,1.03410,EUM15REG_TRANSFER_CHOP,2025.01.02 09:49:37,2025-01-02,9,55,1.03157,5.06,10023.97,tp 1.03157
2025.01.08 08:15:00,2025-01-08,8,SHORT,56,0.02,1.03243,EUM15REG_TRANSFER_CHOP,2025.01.08 10:26:40,2025-01-08,10,57,1.03036,4.14,10028.11,tp 1.03036
2025.01.09 06:45:00,2025-01-09,6,SHORT,58,0.02,1.02937,EUM15REG_TRANSFER_CHOP,2025.01.09 08:00:05,2025-01-09,8,59,1.03096,-3.18,10024.93,sl 1.03093
2025.01.17 06:15:00,2025-01-17,6,SHORT,60,0.02,1.02838,EUM15REG_TRANSFER_CHOP,2025.01.17 08:01:14,2025-01-17,8,61,1.02993,-3.1,10021.83,sl 1.02993
2025.01.29 06:30:00,2025-01-29,6,SHORT,62,0.02,1.04215,EUM15REG_TRANSFER_CHOP,2025.01.29 08:55:36,2025-01-29,8,63,1.04043,3.44,10025.27,tp 1.04045
2025.02.24 08:30:00,2025-02-24,8,SHORT,64,0.02,1.04744,EUM15REG_TRANSFER_CHOP,2025.02.24 20:30:00,2025-02-24,20,65,1.04652,1.84,10027.11,
2025.03.03 06:15:00,2025-03-03,6,SHORT,66,0.02,1.04045,EUM15REG_TRANSFER_CHOP,2025.03.03 09:00:14,2025-03-03,9,67,1.04315,-5.4,10021.71,sl 1.04314
2025.03.19 08:15:00,2025-03-19,8,SHORT,68,0.02,1.08981,EUM15REG_TRANSFER_CHOP,2025.03.19 16:16:31,2025-03-19,16,69,1.08728,5.06,10026.77,tp 1.08728
2025.03.20 06:30:00,2025-03-20,6,SHORT,70,0.02,1.08807,EUM15REG_TRANSFER_CHOP,2025.03.20 08:24:29,2025-03-20,8,71,1.08479,6.56,10033.33,tp 1.08479
2025.03.28 07:30:00,2025-03-28,7,SHORT,72,0.01,1.07793,EUM15REG_TRANSFER_COMPRESSION,2025.03.28 12:08:15,2025-03-28,12,73,1.07944,-1.51,10031.82,sl 1.07944
2025.03.31 07:45:00,2025-03-31,7,SHORT,74,0.02,1.08209,EUM15REG_TRANSFER_CHOP,2025.03.31 14:25:31,2025-03-31,14,75,1.07907,6.04,10037.86,tp 1.07907
2025.04.01 06:45:00,2025-04-01,6,SHORT,76,0.01,1.08055,EUM15REG_TRANSFER_COMPRESSION,2025.04.01 09:03:20,2025-04-01,9,78,1.08218,-3.18,10034.68,sl 1.08218
2025.04.01 08:15:00,2025-04-01,8,SHORT,77,0.02,1.08059,EUM15REG_TRANSFER_CHOP,2025.04.01 09:03:29,2025-04-01,9,79,1.08235,-1.8,10032.88,sl 1.08233
2025.04.02 07:15:00,2025-04-02,7,SHORT,80,0.01,1.07831,EUM15REG_TRANSFER_COMPRESSION,2025.04.02 08:16:38,2025-04-02,8,81,1.07983,-1.52,10031.36,sl 1.07982
2025.04.28 07:00:00,2025-04-28,7,SHORT,82,0.02,1.13309,EUM15REG_TRANSFER_CHOP,2025.04.28 07:44:36,2025-04-28,7,83,1.13611,-6.04,10025.32,sl 1.13611
2025.05.08 06:15:00,2025-05-08,6,SHORT,84,0.02,1.12954,EUM15REG_TRANSFER_CHOP,2025.05.08 15:49:19,2025-05-08,15,85,1.12529,8.5,10033.82,tp 1.12530
2025.05.30 06:15:00,2025-05-30,6,SHORT,86,0.02,1.13373,EUM15REG_TRANSFER_CHOP,2025.05.30 17:19:28,2025-05-30,17,87,1.13619,-4.92,10028.9,sl 1.13617
2025.06.10 07:15:00,2025-06-10,7,SHORT,88,0.01,1.13780,EUM15REG_TRANSFER_COMPRESSION,2025.06.10 08:10:24,2025-06-10,8,89,1.14008,-2.28,10026.62,sl 1.14007
2025.06.23 09:15:00,2025-06-23,9,SHORT,90,0.01,1.14652,EUM15REG_TRANSFER_COMPRESSION,2025.06.23 14:01:04,2025-06-23,14,91,1.15042,-3.9,10022.72,sl 1.15042
2025.07.07 06:30:00,2025-07-07,6,SHORT,92,0.01,1.17614,EUM15REG_TRANSFER_COMPRESSION,2025.07.07 08:53:20,2025-07-07,8,93,1.17283,3.31,10026.03,tp 1.17283
2025.07.10 08:30:00,2025-07-10,8,SHORT,94,0.02,1.17267,EUM15REG_TRANSFER_CHOP,2025.07.10 12:29:59,2025-07-10,12,95,1.17051,4.32,10030.35,tp 1.17053
2025.07.17 06:15:00,2025-07-17,6,SHORT,96,0.02,1.16084,EUM15REG_TRANSFER_CHOP,2025.07.17 06:35:16,2025-07-17,6,97,1.15774,6.2,10036.55,tp 1.15774
2025.07.28 08:15:00,2025-07-28,8,SHORT,98,0.02,1.16779,EUM15REG_TRANSFER_CHOP,2025.07.28 13:21:16,2025-07-28,13,99,1.16416,7.26,10043.81,tp 1.16418
2025.08.05 08:15:00,2025-08-05,8,SHORT,100,0.02,1.15424,EUM15REG_TRANSFER_CHOP,2025.08.05 14:54:39,2025-08-05,14,101,1.15648,-4.48,10039.33,sl 1.15648
2025.08.12 07:00:00,2025-08-12,7,SHORT,102,0.01,1.16091,EUM15REG_TRANSFER_COMPRESSION,2025.08.12 12:30:17,2025-08-12,12,103,1.16260,-1.69,10037.64,sl 1.16259
2025.08.21 06:30:00,2025-08-21,6,SHORT,104,0.01,1.16341,EUM15REG_TRANSFER_COMPRESSION,2025.08.21 07:30:31,2025-08-21,7,105,1.16490,-1.49,10036.15,sl 1.16490
2025.08.27 07:15:00,2025-08-27,7,SHORT,106,0.02,1.16107,EUM15REG_TRANSFER_CHOP,2025.08.27 08:14:41,2025-08-27,8,107,1.15895,4.24,10040.39,tp 1.15896
2025.08.28 08:15:00,2025-08-28,8,SHORT,108,0.01,1.16340,EUM15REG_TRANSFER_COMPRESSION,2025.08.28 09:09:15,2025-08-28,9,109,1.16488,-1.48,10038.91,sl 1.16487
2025.09.02 07:15:00,2025-09-02,7,SHORT,110,0.02,1.16846,EUM15REG_TRANSFER_CHOP,2025.09.02 07:34:14,2025-09-02,7,111,1.16686,3.2,10042.11,tp 1.16686
2025.09.02 08:30:00,2025-09-02,8,SHORT,112,0.01,1.16398,EUM15REG_TRANSFER_COMPRESSION,2025.09.02 14:00:26,2025-09-02,14,113,1.16600,-2.02,10040.09,sl 1.16600
2025.09.03 07:30:00,2025-09-03,7,SHORT,114,0.01,1.16177,EUM15REG_TRANSFER_COMPRESSION,2025.09.03 07:48:37,2025-09-03,7,115,1.16330,-1.53,10038.56,sl 1.16330
2025.09.04 09:30:00,2025-09-04,9,SHORT,116,0.02,1.16417,EUM15REG_TRANSFER_CHOP,2025.09.04 10:14:39,2025-09-04,10,117,1.16570,-3.06,10035.5,sl 1.16570
2025.09.11 09:45:00,2025-09-11,9,SHORT,118,0.01,1.16814,EUM15REG_TRANSFER_COMPRESSION,2025.09.11 12:30:38,2025-09-11,12,119,1.16955,-1.41,10034.09,sl 1.16953
2025.09.12 09:00:00,2025-09-12,9,SHORT,120,0.01,1.17171,EUM15REG_TRANSFER_COMPRESSION,2025.09.12 10:42:54,2025-09-12,10,121,1.17329,-1.58,10032.51,sl 1.17329
2025.09.15 06:30:00,2025-09-15,6,SHORT,122,0.01,1.17187,EUM15REG_TRANSFER_COMPRESSION,2025.09.15 07:08:28,2025-09-15,7,123,1.17329,-1.42,10031.09,sl 1.17329
2025.09.19 07:00:00,2025-09-19,7,SHORT,124,0.02,1.17665,EUM15REG_TRANSFER_CHOP,2025.09.19 11:45:30,2025-09-19,11,125,1.17457,4.16,10035.25,tp 1.17457
2025.09.23 08:15:00,2025-09-23,8,SHORT,126,0.02,1.17861,EUM15REG_TRANSFER_CHOP,2025.09.23 08:52:45,2025-09-23,8,127,1.18045,-3.68,10031.57,sl 1.18045
2025.09.24 07:00:00,2025-09-24,7,SHORT,128,0.01,1.17871,EUM15REG_TRANSFER_COMPRESSION,2025.09.24 10:40:33,2025-09-24,10,129,1.17550,3.21,10034.78,tp 1.17551
2025.09.25 08:00:00,2025-09-25,8,SHORT,130,0.02,1.17331,EUM15REG_TRANSFER_CHOP,2025.09.25 09:07:34,2025-09-25,9,131,1.17470,-2.78,10032.0,sl 1.17470
2025.10.06 06:15:00,2025-10-06,6,SHORT,132,0.01,1.17068,EUM15REG_TRANSFER_COMPRESSION,2025.10.06 07:44:58,2025-10-06,7,133,1.16697,3.71,10035.71,tp 1.16697
2025.10.07 06:15:00,2025-10-07,6,SHORT,134,0.01,1.16866,EUM15REG_TRANSFER_COMPRESSION,2025.10.07 09:42:04,2025-10-07,9,136,1.16609,4.0,10039.71,tp 1.16609
2025.10.07 08:15:00,2025-10-07,8,SHORT,135,0.02,1.16809,EUM15REG_TRANSFER_CHOP,2025.10.07 11:34:02,2025-10-07,11,137,1.16575,2.91,10042.62,tp 1.16575
2025.10.13 08:00:00,2025-10-13,8,SHORT,138,0.02,1.15995,EUM15REG_TRANSFER_CHOP,2025.10.13 11:55:42,2025-10-13,11,139,1.15697,5.96,10048.58,tp 1.15701
2025.10.14 07:45:00,2025-10-14,7,SHORT,140,0.02,1.15440,EUM15REG_TRANSFER_CHOP,2025.10.14 09:23:39,2025-10-14,9,141,1.15619,-3.58,10045.0,sl 1.15619
2025.10.21 08:15:00,2025-10-21,8,SHORT,142,0.02,1.16226,EUM15REG_TRANSFER_CHOP,2025.10.21 12:33:39,2025-10-21,12,143,1.16023,4.06,10049.06,tp 1.16028
2025.10.27 07:30:00,2025-10-27,7,SHORT,144,0.02,1.16206,EUM15REG_TRANSFER_CHOP,2025.10.27 09:20:28,2025-10-27,9,145,1.16357,-3.02,10046.04,sl 1.16357
2025.10.31 07:00:00,2025-10-31,7,SHORT,146,0.02,1.15610,EUM15REG_TRANSFER_CHOP,2025.10.31 09:13:59,2025-10-31,9,147,1.15750,-2.8,10043.24,sl 1.15748
2025.11.19 09:45:00,2025-11-19,9,SHORT,148,0.02,1.15697,EUM15REG_TRANSFER_CHOP,2025.11.19 11:34:14,2025-11-19,11,149,1.15848,-3.02,10040.22,sl 1.15847
2025.12.17 06:15:00,2025-12-17,6,SHORT,150,0.01,1.17235,EUM15REG_TRANSFER_COMPRESSION,2025.12.17 12:59:40,2025-12-17,12,152,1.17280,-3.9,10036.32,sl 1.17280
2025.12.17 08:15:00,2025-12-17,8,SHORT,151,0.02,1.17085,EUM15REG_TRANSFER_CHOP,2025.12.17 14:45:39,2025-12-17,14,153,1.17425,-1.9,10034.42,sl 1.17425
2025.12.18 08:00:00,2025-12-18,8,SHORT,154,0.02,1.17334,EUM15REG_TRANSFER_CHOP,2025.12.18 09:25:41,2025-12-18,9,155,1.17177,3.14,10037.56,tp 1.17178
2025.12.19 06:45:00,2025-12-19,6,SHORT,156,0.02,1.17123,EUM15REG_TRANSFER_CHOP,2025.12.19 14:03:26,2025-12-19,14,157,1.17269,-2.92,10034.64,sl 1.17269
2025.12.30 07:45:00,2025-12-30,7,SHORT,158,0.01,1.17662,EUM15REG_TRANSFER_COMPRESSION,2025.12.30 09:37:05,2025-12-30,9,159,1.17777,-1.15,10033.49,sl 1.17777
2026.01.02 08:30:00,2026-01-02,8,SHORT,160,0.02,1.17259,EUM15REG_TRANSFER_CHOP,2026.01.02 15:39:59,2026-01-02,15,161,1.17402,-2.86,10030.63,sl 1.17402
2026.01.07 08:00:00,2026-01-07,8,SHORT,162,0.02,1.16824,EUM15REG_TRANSFER_CHOP,2026.01.07 14:54:29,2026-01-07,14,163,1.16970,-2.92,10027.71,sl 1.16967
2026.01.15 06:45:00,2026-01-15,6,SHORT,164,0.02,1.16299,EUM15REG_TRANSFER_CHOP,2026.01.15 13:30:16,2026-01-15,13,165,1.16147,3.04,10030.75,tp 1.16148
2026.02.12 06:30:00,2026-02-12,6,SHORT,166,0.02,1.18568,EUM15REG_TRANSFER_CHOP,2026.02.12 08:02:26,2026-02-12,8,167,1.18767,-3.98,10026.77,sl 1.18766
2026.02.13 06:30:00,2026-02-13,6,SHORT,168,0.02,1.18577,EUM15REG_TRANSFER_CHOP,2026.02.13 13:30:31,2026-02-13,13,169,1.18751,-3.48,10023.29,sl 1.18751
2026.02.23 08:45:00,2026-02-23,8,SHORT,170,0.02,1.18105,EUM15REG_TRANSFER_CHOP,2026.02.23 12:20:54,2026-02-23,12,171,1.17801,6.08,10029.37,tp 1.17801
2026.02.26 08:15:00,2026-02-26,8,SHORT,172,0.02,1.18066,EUM15REG_TRANSFER_CHOP,2026.02.26 15:25:38,2026-02-26,15,173,1.17888,3.56,10032.93,tp 1.17888
2026.03.02 06:15:00,2026-03-02,6,SHORT,174,0.02,1.17531,EUM15REG_TRANSFER_CHOP,2026.03.02 07:38:28,2026-03-02,7,175,1.17151,7.6,10040.53,tp 1.17151
2026.03.11 09:15:00,2026-03-11,9,SHORT,176,0.02,1.16019,EUM15REG_TRANSFER_CHOP,2026.03.11 15:30:31,2026-03-11,15,177,1.15738,5.62,10046.15,tp 1.15739
2026.03.18 07:45:00,2026-03-18,7,SHORT,178,0.02,1.15269,EUM15REG_TRANSFER_CHOP,2026.03.18 10:07:17,2026-03-18,10,179,1.15411,-2.84,10043.31,sl 1.15411
2026.03.19 07:45:00,2026-03-19,7,SHORT,180,0.02,1.14598,EUM15REG_TRANSFER_CHOP,2026.03.19 09:52:15,2026-03-19,9,181,1.14885,-5.74,10037.57,sl 1.14880
2026.03.20 10:00:00,2026-03-20,10,SHORT,182,0.02,1.15486,EUM15REG_TRANSFER_CHOP,2026.03.20 11:10:15,2026-03-20,11,183,1.15689,-4.06,10033.51,sl 1.15689
2026.03.23 06:15:00,2026-03-23,6,SHORT,184,0.02,1.15291,EUM15REG_TRANSFER_CHOP,2026.03.23 10:05:28,2026-03-23,10,185,1.14895,7.92,10041.43,tp 1.14896
2026.03.27 07:30:00,2026-03-27,7,SHORT,186,0.02,1.15229,EUM15REG_TRANSFER_CHOP,2026.03.27 15:23:54,2026-03-27,15,187,1.15430,-4.02,10037.41,sl 1.15430
2026.04.21 07:45:00,2026-04-21,7,SHORT,188,0.01,1.17714,EUM15REG_TRANSFER_COMPRESSION,2026.04.21 15:27:39,2026-04-21,15,189,1.17475,2.39,10039.8,tp 1.17478
2026.04.28 06:45:00,2026-04-28,6,SHORT,190,0.01,1.17000,EUM15REG_TRANSFER_COMPRESSION,2026.04.28 12:11:40,2026-04-28,12,191,1.16778,2.22,10042.02,tp 1.16779
2026.04.29 06:15:00,2026-04-29,6,SHORT,192,0.02,1.16975,EUM15REG_TRANSFER_CHOP,2026.04.29 10:59:59,2026-04-29,10,193,1.17097,-2.44,10039.58,sl 1.17096
2026.05.01 06:30:00,2026-05-01,6,SHORT,194,0.02,1.17202,EUM15REG_TRANSFER_CHOP,2026.05.01 06:48:31,2026-05-01,6,195,1.17348,-2.92,10036.66,sl 1.17339
2026.05.04 07:45:00,2026-05-04,7,SHORT,196,0.02,1.17184,EUM15REG_TRANSFER_CHOP,2026.05.04 10:17:30,2026-05-04,10,197,1.16924,5.2,10041.86,tp 1.16924
2026.05.12 07:00:00,2026-05-12,7,SHORT,198,0.02,1.17502,EUM15REG_TRANSFER_CHOP,2026.05.12 13:49:30,2026-05-12,13,200,1.17310,3.84,10045.7,tp 1.17315
2026.05.12 08:15:00,2026-05-12,8,SHORT,199,0.01,1.17437,EUM15REG_TRANSFER_COMPRESSION,2026.05.12 20:15:00,2026-05-12,20,201,1.17395,0.42,10046.12,
2026.05.13 06:15:00,2026-05-13,6,SHORT,202,0.02,1.17268,EUM15REG_TRANSFER_CHOP,2026.05.13 07:39:28,2026-05-13,7,203,1.17125,2.86,10048.98,tp 1.17125
2026.05.29 09:00:00,2026-05-29,9,SHORT,204,0.01,1.16280,EUM15REG_TRANSFER_COMPRESSION,2026.05.29 09:58:43,2026-05-29,9,205,1.16421,-1.41,10047.57,sl 1.16421
2026.06.03 07:30:00,2026-06-03,7,SHORT,206,0.01,1.16135,EUM15REG_TRANSFER_COMPRESSION,2026.06.03 19:30:00,2026-06-03,19,207,1.15978,1.57,10049.14,
2026.06.17 06:30:00,2026-06-17,6,SHORT,208,0.01,1.16058,EUM15REG_TRANSFER_COMPRESSION,2026.06.17 11:29:27,2026-06-17,11,210,1.15905,2.76,10051.9,tp 1.15905
2026.06.17 08:15:00,2026-06-17,8,SHORT,209,0.02,1.16043,EUM15REG_TRANSFER_CHOP,2026.06.17 11:42:30,2026-06-17,11,211,1.15862,1.96,10053.86,tp 1.15862
2026.06.18 08:15:00,2026-06-18,8,SHORT,212,0.02,1.15051,EUM15REG_TRANSFER_CHOP,2026.06.18 10:06:36,2026-06-18,10,213,1.14664,7.74,10061.6,tp 1.14664
