window,portfolio_id,window_start_utc,cutoff_exclusive_utc,trades,weekdays,trades_per_weekday,net_usd,profit_factor,closed_drawdown_usd,top5_removed_net_usd,positive_month_share
development_1,NEW,2019-01-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,545,784,0.6951530612244898,459.6300554940515,1.4689656642440556,147.69310096232698,397.39945839050597,0.4722222222222222
development_1,COMBINED,2019-01-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,1131,784,1.4426020408163265,776.6034483807615,1.308909989506467,260.5900386941678,638.8896434686558,0.5555555555555556
development_2,NEW,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,467,521,0.8963531669865643,407.8496422193052,1.4335893862106395,95.33499945055408,350.88225456632006,0.4583333333333333
development_2,COMBINED,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,1062,521,2.0383877159309023,1507.6666080480354,1.5578843855612268,268.20802176796553,1201.0166080480353,0.4583333333333333
confirmation,NEW,2024-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,257,261,0.9846743295019157,682.3702379126241,2.126122479837907,140.24827475178847,566.9990959708539,0.5
confirmation,COMBINED,2024-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,698,261,2.6743295019157087,1955.8223521749915,1.7674095233093345,280.83586184391663,1392.6823521749911,0.75
final,NEW,2025-07-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,43,261,0.16475095785440613,-190.5113949801019,0.294106217074139,217.152128922161,-250.7391812598005,0.0
final,COMBINED,2025-07-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,407,261,1.5593869731800767,2346.83376821194,1.8176506586665047,166.02283535170352,953.2210398499258,0.8333333333333334
