entry_year,baseline_pnl_usd,policy_pnl_usd,delta_pnl_usd
2021,240.40120802169577,230.00867329947351,-10.392534722222251
2022,69.71575181533902,-18.634920677806754,-88.35067249314577
2023,408.6933556111805,290.849714181805,-117.84364142937551
2024,874.6490441666178,959.065313821003,84.41626965438513
2025,1782.2625114093369,1684.7561856720213,-97.50632573731559
2026,1669.9513830676406,1681.534774053932,11.583390986291533
