month,baseline_pnl_usd,policy_pnl_usd,delta_pnl_usd
2021-01,67.87611894701776,64.42603506154524,-3.450083885472523
2021-02,62.03672887780734,53.25642550031738,-8.780303377489965
2021-03,94.67822274615365,93.94518303303326,-0.733039713120391
2021-04,7.590409740535899,7.816277421646289,0.22586768111039035
2021-05,-73.63630604840453,-67.87847094588976,5.757835102514775
2021-06,86.23669696783519,84.7255869555867,-1.51111001224848
2021-07,8.975429801516443,11.486734547817004,2.5113047463005618
2021-08,-12.478159851701008,-12.945238021263288,-0.46707816956227965
2021-09,-18.377151347229518,-21.610123764616915,-3.2329724173873977
2021-10,4.110489534979237,6.015958348606004,1.9054688136267668
2021-11,17.432302523553087,13.576997990215329,-3.8553045333377582
2021-12,-4.043573870367798,-2.6076619985158227,1.435911871851975
2022-01,0.2805606951085098,-1.9853918606584564,-2.265952555766966
2022-02,-5.103627889992934,-6.706474771874532,-1.6028468818815984
2022-03,-10.446538051053992,-14.65804626715617,-4.211508216102178
2022-04,-4.055526726346476,-5.020191020118349,-0.9646642937718735
2022-05,31.02276307319552,33.822770077750185,2.800007004554665
2022-06,18.904041413734447,11.473164639269063,-7.430876774465384
2022-07,-62.70043321060184,-71.06097746181632,-8.360544251214485
2022-08,-8.187384286157682,-8.246007314750248,-0.05862302859256552
2022-09,14.708419001628876,12.350474821194236,-2.3579441804346395
2022-10,-10.637042716374847,-10.161748505392831,0.47529421098201574
2022-11,16.10927878724398,15.910606924975786,-0.19867186226819378
2022-12,5.99124172495544,-1.267656310559241,-7.258898035514681
2023-01,337.7745537788348,307.848213658425,-29.926340120409805
2023-02,-8.520511809994304,-4.391523189017272,4.128988620977031
2023-03,-21.8448782346632,-25.93173501514977,-4.0868567804865705
2023-04,2.0303298914237935,-5.975521292669784,-8.005851184093578
2023-05,-41.559705514945065,-35.23275442729181,6.326951087653256
2023-06,-19.869335826171913,-21.420076424583506,-1.5507405984115934
2023-07,-36.32793756504935,-39.8954363401194,-3.5674987750700495
2023-08,-9.078618428659464,-11.052641212224339,-1.974022783564875
2023-09,-25.220785918203305,-29.27160477933166,-4.050818861128356
2023-10,-56.343935663237914,-56.29914091134145,0.044794751896461094
2023-11,173.46934416658235,209.31722564077495,35.847881474192604
2023-12,231.28483673526412,209.7859605685703,-21.498876166693833
2024-01,7.070335961541296,21.214449036989393,14.144113075448097
2024-02,65.4510608283727,70.96843126499299,5.517370436620283
2024-03,547.8320385748456,489.5664042746104,-58.26563430023515
2024-04,-41.41253758899259,-36.72106082589467,4.691476763097924
2024-05,-29.391219327050536,-3.791908017927451,25.599311309123085
2024-06,26.975419754612975,25.597198389312407,-1.3782213653005684
2024-07,61.427664709889335,106.28624412512656,44.85857941523722
2024-08,-155.19921818693513,-158.14797486370244,-2.9487566767673172
2024-09,54.52508963060386,92.62841825709762,38.10332862649376
2024-10,226.6483040260763,300.9087500957646,74.26044606968833
2024-11,78.82320632459529,75.02328256849708,-3.7999237560982095
2024-12,0.6884506304342737,-1.61349130285483,-2.3019419332891036
2025-01,211.1270346270463,263.7661856411473,52.639151014100975
2025-02,286.66347577521833,369.3999479781866,82.73647220296829
2025-03,505.6236918650641,446.4540720093136,-59.169619855750454
2025-04,3.7611430764360616,19.773961770726622,16.01281869429056
2025-05,71.83657349264341,79.18532809914545,7.348754606502041
2025-06,-131.58082641323864,-45.54450358370174,86.0363228295369
2025-07,-63.458510980102744,-61.48660037933066,1.971910600772084
2025-08,89.08576468613006,105.9864646131307,16.900699927000645
2025-09,413.982193692659,551.9557342624414,137.97354056978241
2025-10,3.9624665488338824,10.287481683339568,6.325015134505685
2025-11,232.69661984048653,239.00649041830064,6.3098705778141095
2025-12,156.5033340267852,167.11497917901127,10.61164515222606
2026-01,695.671714280377,789.3241342038673,93.65241992349024
2026-02,-22.627864165908417,-10.458118999907569,12.169745166000848
2026-03,647.1820281728234,839.9235365437264,192.74150837090303
2026-04,61.09430237920253,67.43359950527486,6.339297126072324
2026-05,78.41234356714929,72.85444391179192,-5.5578996553573745
2026-06,210.2188588339967,347.78285664356,137.56399780956332
