month,baseline_pnl_usd,baseline_policy_pnl_usd,delta_pnl_usd
2021-01,67.87611894701776,67.87611894701776,0.0
2021-02,62.03672887780734,62.03672887780734,0.0
2021-03,94.67822274615365,94.67822274615365,0.0
2021-04,7.590409740535899,7.590409740535899,0.0
2021-05,-73.63630604840453,-73.63630604840453,0.0
2021-06,86.23669696783519,86.23669696783519,0.0
2021-07,8.975429801516443,8.975429801516443,0.0
2021-08,-12.478159851701008,-12.478159851701008,0.0
2021-09,-18.377151347229518,-18.377151347229518,0.0
2021-10,4.110489534979237,4.110489534979237,0.0
2021-11,17.432302523553087,17.432302523553087,0.0
2021-12,-4.043573870367798,-4.043573870367798,0.0
2022-01,0.2805606951085098,0.2805606951085098,0.0
2022-02,-5.103627889992934,-5.103627889992934,0.0
2022-03,-10.446538051053992,-10.446538051053992,0.0
2022-04,-4.055526726346476,-4.055526726346476,0.0
2022-05,31.02276307319552,31.02276307319552,0.0
2022-06,18.904041413734447,18.904041413734447,0.0
2022-07,-62.70043321060184,-62.70043321060184,0.0
2022-08,-8.187384286157682,-8.187384286157682,0.0
2022-09,14.708419001628876,14.708419001628876,0.0
2022-10,-10.637042716374847,-10.637042716374847,0.0
2022-11,16.10927878724398,16.10927878724398,0.0
2022-12,5.99124172495544,5.99124172495544,0.0
2023-01,337.7745537788348,337.7745537788348,0.0
2023-02,-8.520511809994304,-8.520511809994304,0.0
2023-03,-21.8448782346632,-21.8448782346632,0.0
2023-04,2.0303298914237935,2.0303298914237935,0.0
2023-05,-41.559705514945065,-41.559705514945065,0.0
2023-06,-19.869335826171913,-19.869335826171913,0.0
2023-07,-36.32793756504935,-36.32793756504935,0.0
2023-08,-9.078618428659464,-9.078618428659464,0.0
2023-09,-25.220785918203305,-25.220785918203305,0.0
2023-10,-56.343935663237914,-56.343935663237914,0.0
2023-11,173.46934416658235,173.46934416658235,0.0
2023-12,231.28483673526412,231.28483673526412,0.0
2024-01,7.070335961541296,7.070335961541296,0.0
2024-02,65.4510608283727,65.4510608283727,0.0
2024-03,547.8320385748456,547.8320385748456,0.0
2024-04,-41.41253758899259,-41.41253758899259,0.0
2024-05,-29.391219327050536,-29.391219327050536,0.0
2024-06,26.975419754612975,26.975419754612975,0.0
2024-07,61.427664709889335,61.427664709889335,0.0
2024-08,-155.19921818693513,-155.19921818693513,0.0
2024-09,54.52508963060386,54.52508963060386,0.0
2024-10,226.6483040260763,226.6483040260763,0.0
2024-11,78.82320632459529,78.82320632459529,0.0
2024-12,0.6884506304342737,0.6884506304342737,0.0
2025-01,211.1270346270463,211.1270346270463,0.0
2025-02,286.66347577521833,286.66347577521833,0.0
2025-03,505.6236918650641,505.6236918650641,0.0
2025-04,3.7611430764360616,3.7611430764360616,0.0
2025-05,71.83657349264341,71.83657349264341,0.0
2025-06,-131.58082641323864,-131.58082641323864,0.0
2025-07,-63.458510980102744,-63.458510980102744,0.0
2025-08,89.08576468613006,89.08576468613006,0.0
2025-09,413.982193692659,413.982193692659,0.0
2025-10,3.9624665488338824,3.9624665488338824,0.0
2025-11,232.69661984048653,232.69661984048653,0.0
2025-12,156.5033340267852,156.5033340267852,0.0
2026-01,695.671714280377,695.671714280377,0.0
2026-02,-22.627864165908417,-22.627864165908417,0.0
2026-03,647.1820281728234,647.1820281728234,0.0
2026-04,61.09430237920253,61.09430237920253,0.0
2026-05,78.41234356714929,78.41234356714929,0.0
2026-06,210.2188588339967,210.2188588339967,0.0
