month,baseline_pnl_usd,policy_pnl_usd,delta_pnl_usd
2021-01,67.87611894701776,67.87611894701776,0.0
2021-02,62.03672887780734,62.03672887780734,0.0
2021-03,94.67822274615365,94.67822274615365,0.0
2021-04,7.590409740535899,7.590409740535899,0.0
2021-05,-73.63630604840453,-73.63630604840453,0.0
2021-06,86.23669696783519,86.23669696783519,0.0
2021-07,8.975429801516443,8.975429801516443,0.0
2021-08,-12.478159851701008,-12.478159851701008,0.0
2021-09,-18.377151347229518,-28.769686069451744,-10.392534722222226
2021-10,4.110489534979237,4.110489534979237,0.0
2021-11,17.432302523553087,17.432302523553087,0.0
2021-12,-4.043573870367798,-4.043573870367798,0.0
2022-01,0.2805606951085098,0.2805606951085098,0.0
2022-02,-5.103627889992934,-10.207255779985868,-5.103627889992934
2022-03,-10.446538051053992,-24.84998834295906,-14.403450291905067
2022-04,-4.055526726346476,-4.055526726346476,0.0
2022-05,31.02276307319552,37.46037796126448,6.437614888068957
2022-06,18.904041413734447,0.007529693868877807,-18.89651171986557
2022-07,-62.70043321060184,-90.76773485671966,-28.06730164611782
2022-08,-8.187384286157682,-4.184780119491016,4.002604166666666
2022-09,14.708419001628876,14.708419001628876,0.0
2022-10,-10.637042716374847,-10.637042716374847,0.0
2022-11,16.10927878724398,16.10927878724398,0.0
2022-12,5.99124172495544,-7.118758275044557,-13.109999999999996
2023-01,337.7745537788348,240.9888127416528,-96.78574103718199
2023-02,-8.520511809994304,-16.458029685528587,-7.937517875534283
2023-03,-21.8448782346632,-32.47108674023914,-10.626208505575939
2023-04,2.0303298914237935,-22.172918810251215,-24.203248701675008
2023-05,-41.559705514945065,-32.10445799413627,9.455247520808797
2023-06,-19.869335826171913,-23.996099791862306,-4.126763965690394
2023-07,-36.32793756504935,-28.048869328208774,8.27906823684058
2023-08,-9.078618428659464,-9.078618428659464,0.0
2023-09,-25.220785918203305,-42.60763881815579,-17.386852899952487
2023-10,-56.343935663237914,-58.9813074354209,-2.6373717721829877
2023-11,173.46934416658235,189.56840982035294,16.099065653770595
2023-12,231.28483673526412,224.1015186522617,-7.183318083002433
2024-01,7.070335961541296,36.661306416218565,29.59097045467727
2024-02,65.4510608283727,83.03642606714291,17.58536523877021
2024-03,547.8320385748456,382.81418785118416,-165.0178507236614
2024-04,-41.41253758899259,-31.120972820910723,10.29156476808187
2024-05,-29.391219327050536,24.00048586933287,53.391705196383406
2024-06,26.975419754612975,26.975419754612975,0.0
2024-07,61.427664709889335,86.91957994755312,25.491915237663783
2024-08,-155.19921818693513,-100.3702068903525,54.82901129658262
2024-09,54.52508963060386,58.12836757275473,3.603277942150875
2024-10,226.6483040260763,242.95532764195076,16.30702361587447
2024-11,78.82320632459529,101.49108711193395,22.66788078733866
2024-12,0.6884506304342737,18.423407642333164,17.73495701189889
2025-01,211.1270346270463,184.72812103279344,-26.39891359425286
2025-02,286.66347577521833,269.8235512016096,-16.839924573608755
2025-03,505.6236918650641,330.35241540884556,-175.27127645621852
2025-04,3.7611430764360616,39.57830952126693,35.81716644483087
2025-05,71.83657349264341,44.72857982895079,-27.107993663692618
2025-06,-131.58082641323864,39.481678488237534,171.0625049014762
2025-07,-63.458510980102744,-31.559506745532524,31.89900423457022
2025-08,89.08576468613006,84.74187721982014,-4.343887466309923
2025-09,413.982193692659,380.102329866169,-33.87986382649001
2025-10,3.9624665488338824,45.66147816565492,41.69901161682104
2025-11,232.69661984048653,186.32263778566215,-46.37398205482438
2025-12,156.5033340267852,106.67561155579274,-49.82772247099247
2026-01,695.671714280377,638.0731699968654,-57.598544283511615
2026-02,-22.627864165908417,-4.927636232459795,17.700227933448623
2026-03,647.1820281728234,566.2034257570418,-80.97860241578155
2026-04,61.09430237920253,101.36824082847696,40.273938449274425
2026-05,78.41234356714929,74.6013249075267,-3.81101865962259
2026-06,210.2188588339967,306.216248796481,95.9973899624843
