policy_id,stage,eligible_for_decision,gate_pass,trades,source_days,trades_per_source_day,net_r,stress_net_r,stress_pf,average_stress_r,closed_drawdown_r,positive_active_year_share,active_years,top_winners_removed,top_winners_removed_stress_net_r
MT5_STACKING_DIAGNOSTIC,replication_fit,False,False,424,1244,0.3408360128617363,166.83611916774927,48.215262927833734,1.1706167576289226,0.11371524275432485,75.35387422310075,0.6,5,5,38.624893028312556
MT5_STACKING_DIAGNOSTIC,development,False,False,263,931,0.2824919441460795,58.000000000000014,3.1142614683771512,1.0168569049354033,0.011841298358848484,61.64718413950011,0.75,4,5,-6.46536752066951
MT5_STACKING_DIAGNOSTIC,exam,False,False,202,624,0.32371794871794873,160.82341198833916,135.66398095873782,2.5155199166505353,0.6716038661323654,30.279589152212537,0.6666666666666666,3,5,125.97528218477078
PORTFOLIO_CONSTRAINED_PRIMARY,replication_fit,True,False,126,1244,0.10128617363344052,26.908003262938454,-9.482877898646823,0.8985865012880411,-0.07526093570354621,32.05224797577524,0.6,5,5,-19.029216543140805
PORTFOLIO_CONSTRAINED_PRIMARY,development,True,False,78,931,0.08378088077336197,24.000000000000007,7.594064809545016,1.1465540492476436,0.09735980525057714,13.401151701961595,0.5,4,5,-1.95342888912593
PORTFOLIO_CONSTRAINED_PRIMARY,exam,True,True,53,624,0.08493589743589744,30.906259930092155,24.178586799330862,1.8740108131997069,0.456199750930771,7.887516409897449,0.6666666666666666,3,5,14.551356025174057
