entry_time,exit_time,sleeve,side,volume,entry_price,exit_price,commission,swap,profit,net_pnl_usd,exit_comment,state_time_utc,matched_state_time_utc,direction,phase,shock,DXY_compressed,EURUSD_compressed,causal_regime,quarantined
2024-10-13 23:45:00+00:00,2024-10-14 00:02:28+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.09231,1.0918,0.0,0.0,-0.51,-0.51,sl 1.09180,2024-10-13 22:00:00+00:00,2024-10-11 20:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-14 00:15:00+00:00,2024-10-14 00:21:19+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.09177,1.09221,0.0,0.0,0.88,0.88,tp 1.09221,2024-10-13 23:00:00+00:00,2024-10-11 20:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-14 12:00:00+00:00,2024-10-14 13:07:36+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.09126,1.09059,0.0,0.0,-1.34,-1.34,sl 1.09060,2024-10-14 11:00:00+00:00,2024-10-14 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-15 04:15:00+00:00,2024-10-15 05:08:25+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.08952,1.08909,0.0,0.0,-0.86,-0.86,sl 1.08909,2024-10-15 03:00:00+00:00,2024-10-15 03:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-15 05:15:00+00:00,2024-10-15 05:35:36+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.08921,1.08881,0.0,0.0,-0.8,-0.8,sl 1.08881,2024-10-15 04:00:00+00:00,2024-10-15 04:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-15 06:16:00+00:00,2024-10-15 06:23:23+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.08881,1.08916,0.0,0.0,0.7,0.7,tp 1.08916,2024-10-15 05:00:00+00:00,2024-10-15 05:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-15 17:30:00+00:00,2024-10-15 20:51:25+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08849,1.0891,0.0,0.0,0.61,0.61,tp 1.08910,2024-10-15 16:00:00+00:00,2024-10-15 16:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-16 06:15:00+00:00,2024-10-16 06:19:04+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08798,1.08829,0.0,0.0,0.31,0.31,tp 1.08829,2024-10-16 05:00:00+00:00,2024-10-16 05:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-10-16 17:15:00+00:00,2024-10-16 18:36:59+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.08653,1.08565,0.0,0.0,-1.76,-1.76,sl 1.08568,2024-10-16 16:00:00+00:00,2024-10-16 16:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False,NEUTRAL,False
2024-10-16 19:00:00+00:00,2024-10-16 20:38:59+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.0856,1.08604,0.0,0.0,0.88,0.88,tp 1.08604,2024-10-16 18:00:00+00:00,2024-10-16 18:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-10-17 13:15:00+00:00,2024-10-17 13:41:03+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.08208,1.08302,0.0,0.0,1.88,1.88,tp 1.08302,2024-10-17 12:00:00+00:00,2024-10-17 12:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-10-21 06:45:00+00:00,2024-10-21 07:04:04+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.0853,1.08491,0.0,0.0,-0.39,-0.39,sl 1.08491,2024-10-21 05:00:00+00:00,2024-10-21 05:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-21 14:30:00+00:00,2024-10-21 14:57:29+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08407,1.0834,0.0,0.0,-0.67,-0.67,sl 1.08342,2024-10-21 13:00:00+00:00,2024-10-21 13:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-21 15:00:00+00:00,2024-10-21 15:08:37+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.0835,1.0828,0.0,0.0,-0.7,-0.7,sl 1.08281,2024-10-21 14:00:00+00:00,2024-10-21 14:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-10-21 15:15:00+00:00,2024-10-21 15:36:23+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08307,1.08234,0.0,0.0,-0.73,-0.73,sl 1.08234,2024-10-21 14:00:00+00:00,2024-10-21 14:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-10-21 15:45:00+00:00,2024-10-21 17:16:32+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08237,1.08164,0.0,0.0,-0.73,-0.73,sl 1.08164,2024-10-21 14:00:00+00:00,2024-10-21 14:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-10-21 17:45:00+00:00,2024-10-21 18:59:42+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08173,1.08109,0.0,0.0,-0.64,-0.64,sl 1.08109,2024-10-21 16:00:00+00:00,2024-10-21 16:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-10-21 19:00:00+00:00,2024-10-21 20:05:59+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08119,1.08157,0.0,0.0,0.38,0.38,tp 1.08157,2024-10-21 18:00:00+00:00,2024-10-21 18:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-10-23 11:45:00+00:00,2024-10-23 11:59:01+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.07705,1.07643,0.0,0.0,-1.24,-1.24,sl 1.07643,2024-10-23 10:00:00+00:00,2024-10-23 10:00:00+00:00,USD_UP,ESTABLISHED,False,False,True,USD_UP,False
2024-10-23 12:00:00+00:00,2024-10-23 12:07:00+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.07635,1.07696,0.0,0.0,1.22,1.22,tp 1.07689,2024-10-23 11:00:00+00:00,2024-10-23 11:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-10-25 07:00:00+00:00,2024-10-25 07:30:39+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.08156,1.08257,0.0,0.0,-1.01,-1.01,sl 1.08257,2024-10-25 06:00:00+00:00,2024-10-25 06:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-25 17:15:00+00:00,2024-10-25 19:30:40+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08034,1.07944,0.0,0.0,-0.9,-0.9,sl 1.07946,2024-10-25 16:00:00+00:00,2024-10-25 16:00:00+00:00,USD_UP,ESTABLISHED,False,True,False,USD_UP,False
2024-10-25 19:45:00+00:00,2024-10-27 21:00:25+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.07937,1.07886,0.0,-0.33,-0.51,-0.8400000000000001,sl 1.07889,2024-10-25 18:00:00+00:00,2024-10-25 18:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-10-28 02:45:00+00:00,2024-10-28 05:05:15+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.07854,1.07897,0.0,0.0,0.43,0.43,tp 1.07896,2024-10-28 01:00:00+00:00,2024-10-28 01:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-10-29 11:30:00+00:00,2024-10-29 11:37:37+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.07884,1.07795,0.0,0.0,-0.89,-0.89,sl 1.07796,2024-10-29 10:00:00+00:00,2024-10-29 10:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-29 11:45:00+00:00,2024-10-29 12:36:52+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.07772,1.07847,0.0,0.0,0.75,0.75,tp 1.07847,2024-10-29 10:00:00+00:00,2024-10-29 10:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-11-01 08:00:00+00:00,2024-11-01 11:30:12+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.08622,1.08736,0.0,0.0,-1.14,-1.14,sl 1.08735,2024-11-01 07:00:00+00:00,2024-11-01 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-05 23:30:00+00:00,2024-11-05 23:32:30+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08791,1.08644,0.0,0.0,-1.47,-1.47,sl 1.08647,2024-11-05 22:00:00+00:00,2024-11-05 21:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-11-05 23:45:00+00:00,2024-11-05 23:45:37+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08499,1.0832,0.0,0.0,-1.79,-1.79,sl 1.08325,2024-11-05 22:00:00+00:00,2024-11-05 21:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-11-06 00:00:00+00:00,2024-11-06 00:16:24+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08372,1.08528,0.0,0.0,1.56,1.56,tp 1.08528,2024-11-05 23:00:00+00:00,2024-11-05 21:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-11-06 02:00:00+00:00,2024-11-06 02:42:36+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.07629,1.07271,0.0,0.0,-3.58,-3.58,sl 1.07275,2024-11-06 01:00:00+00:00,2024-11-06 01:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-11-06 02:45:00+00:00,2024-11-06 03:00:28+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.07195,1.07496,0.0,0.0,3.01,3.01,tp 1.07496,2024-11-06 01:00:00+00:00,2024-11-06 01:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-11-06 03:15:00+00:00,2024-11-06 04:08:12+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.07603,1.07941,0.0,0.0,3.38,3.38,tp 1.07941,2024-11-06 02:00:00+00:00,2024-11-06 02:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-11-06 05:15:00+00:00,2024-11-06 07:36:25+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.07307,1.07601,0.0,0.0,2.94,2.94,tp 1.07601,2024-11-06 04:00:00+00:00,2024-11-06 04:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-11-06 11:45:00+00:00,2024-11-06 12:11:25+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.06887,1.07049,0.0,0.0,1.62,1.62,tp 1.07045,2024-11-06 10:00:00+00:00,2024-11-06 10:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-11-08 15:45:00+00:00,2024-11-08 15:58:41+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.07257,1.07118,0.0,0.0,-1.39,-1.39,sl 1.07118,2024-11-08 14:00:00+00:00,2024-11-08 14:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,True,SHOCK,False
2024-11-08 16:00:00+00:00,2024-11-08 16:10:13+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.071,1.06953,0.0,0.0,-1.47,-1.47,sl 1.06953,2024-11-08 15:00:00+00:00,2024-11-08 15:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-08 16:15:00+00:00,2024-11-08 16:54:15+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.06949,1.07071,0.0,0.0,1.22,1.22,tp 1.07071,2024-11-08 15:00:00+00:00,2024-11-08 15:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-11 08:30:00+00:00,2024-11-11 08:54:32+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.0671,1.06811,0.0,0.0,2.02,2.02,tp 1.06811,2024-11-11 07:00:00+00:00,2024-11-11 07:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,True,SHOCK,False
2024-11-11 10:30:00+00:00,2024-11-11 12:16:14+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.06625,1.06488,0.0,0.0,-2.74,-2.74,sl 1.06488,2024-11-11 09:00:00+00:00,2024-11-11 09:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,True,NEUTRAL,False
2024-11-11 12:30:00+00:00,2024-11-11 13:05:00+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.06414,1.06503,0.0,0.0,1.78,1.78,tp 1.06503,2024-11-11 11:00:00+00:00,2024-11-11 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-11-13 14:15:00+00:00,2024-11-13 14:33:39+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.05674,1.0586,0.0,0.0,3.72,3.72,tp 1.05860,2024-11-13 13:00:00+00:00,2024-11-13 13:00:00+00:00,USD_UP,ESTABLISHED,True,False,False,SHOCK,False
2024-11-14 08:30:00+00:00,2024-11-14 09:09:27+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.05237,1.05124,0.0,0.0,-2.26,-2.26,sl 1.05124,2024-11-14 07:00:00+00:00,2024-11-14 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-11-14 09:15:00+00:00,2024-11-14 09:38:34+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.05145,1.05021,0.0,0.0,-2.48,-2.48,sl 1.05022,2024-11-14 08:00:00+00:00,2024-11-14 08:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-11-14 10:15:00+00:00,2024-11-14 10:37:36+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.05017,1.05129,0.0,0.0,2.24,2.24,tp 1.05126,2024-11-14 09:00:00+00:00,2024-11-14 09:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-11-15 14:45:00+00:00,2024-11-15 15:04:13+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05266,1.05434,0.0,0.0,1.68,1.68,tp 1.05432,2024-11-15 13:00:00+00:00,2024-11-15 13:00:00+00:00,USD_UP,ESTABLISHED,True,True,True,SHOCK,False
2024-11-19 08:30:00+00:00,2024-11-19 08:56:27+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05349,1.0549,0.0,0.0,1.41,1.41,tp 1.05489,2024-11-19 07:00:00+00:00,2024-11-19 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-11-20 07:00:00+00:00,2024-11-20 08:33:59+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.05782,1.05552,0.0,0.0,2.3,2.3,tp 1.05553,2024-11-20 06:00:00+00:00,2024-11-20 06:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-20 08:30:00+00:00,2024-11-20 09:35:33+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05592,1.0547,0.0,0.0,-1.22,-1.22,sl 1.05472,2024-11-20 07:00:00+00:00,2024-11-20 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-20 14:00:00+00:00,2024-11-20 14:30:03+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05253,1.05366,0.0,0.0,1.13,1.13,tp 1.05365,2024-11-20 13:00:00+00:00,2024-11-20 13:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-11-21 06:30:00+00:00,2024-11-21 06:52:23+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05321,1.05374,0.0,0.0,0.53,0.53,tp 1.05372,2024-11-21 05:00:00+00:00,2024-11-21 05:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-21 07:00:00+00:00,2024-11-21 08:22:16+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.05365,1.05209,0.0,0.0,1.56,1.56,tp 1.05209,2024-11-21 06:00:00+00:00,2024-11-21 06:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,True,SHOCK,False
2024-11-21 08:45:00+00:00,2024-11-21 09:41:15+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05161,1.05261,0.0,0.0,1.0,1.0,tp 1.05260,2024-11-21 07:00:00+00:00,2024-11-21 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-21 15:30:00+00:00,2024-11-21 16:00:28+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.0489,1.04704,0.0,0.0,-1.86,-1.86,sl 1.04706,2024-11-21 14:00:00+00:00,2024-11-21 14:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-21 16:15:00+00:00,2024-11-21 16:40:34+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04691,1.04839,0.0,0.0,1.48,1.48,tp 1.04836,2024-11-21 15:00:00+00:00,2024-11-21 15:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,True,SHOCK,False
2024-11-22 08:15:00+00:00,2024-11-22 08:16:25+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.03403,1.03619,0.0,0.0,4.32,4.32,tp 1.03619,2024-11-22 07:00:00+00:00,2024-11-22 07:00:00+00:00,USD_UP,TRANSITION,False,True,True,JOINT_COMPRESSION,False
2024-11-25 23:00:00+00:00,2024-11-25 23:03:39+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04441,1.04532,0.0,0.0,0.91,0.91,tp 1.04530,2024-11-25 22:00:00+00:00,2024-11-25 21:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-25 23:15:00+00:00,2024-11-25 23:21:24+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04336,1.04442,0.0,0.0,1.06,1.06,tp 1.04442,2024-11-25 22:00:00+00:00,2024-11-25 21:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-26 00:00:00+00:00,2024-11-26 00:15:39+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04353,1.04494,0.0,0.0,1.41,1.41,tp 1.04491,2024-11-25 23:00:00+00:00,2024-11-25 21:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-11-28 06:45:00+00:00,2024-11-28 06:47:55+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05329,1.05393,0.0,0.0,0.64,0.64,tp 1.05393,2024-11-28 05:00:00+00:00,2024-11-28 05:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-01 22:30:00+00:00,2024-12-01 22:34:41+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.05343,1.05425,0.0,0.0,1.64,1.64,tp 1.05425,2024-12-01 21:00:00+00:00,2024-11-29 18:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-02 07:00:00+00:00,2024-12-02 10:35:30+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.05027,1.05285,0.0,0.0,-2.58,-2.58,sl 1.05285,2024-12-02 06:00:00+00:00,2024-12-02 06:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,False,USD_DOWN,False
2024-12-02 14:00:00+00:00,2024-12-02 15:22:02+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04713,1.04858,0.0,0.0,1.45,1.45,tp 1.04856,2024-12-02 13:00:00+00:00,2024-12-02 13:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-09 03:00:00+00:00,2024-12-09 05:38:26+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05377,1.05431,0.0,0.0,0.54,0.54,tp 1.05431,2024-12-09 02:00:00+00:00,2024-12-09 02:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,True,USD_DOWN,False
2024-12-09 19:30:00+00:00,2024-12-09 20:01:39+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05475,1.05529,0.0,0.0,0.54,0.54,tp 1.05528,2024-12-09 18:00:00+00:00,2024-12-09 18:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-10 08:15:00+00:00,2024-12-10 11:25:14+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05319,1.05223,0.0,0.0,-0.96,-0.96,sl 1.05225,2024-12-10 07:00:00+00:00,2024-12-10 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-12-10 08:00:00+00:00,2024-12-10 12:17:31+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.05375,1.0518,0.0,0.0,1.95,1.95,tp 1.05180,2024-12-10 07:00:00+00:00,2024-12-10 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-12-10 14:15:00+00:00,2024-12-10 17:15:01+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05079,1.05173,0.0,0.0,0.94,0.94,tp 1.05173,2024-12-10 13:00:00+00:00,2024-12-10 13:00:00+00:00,USD_UP,TRANSITION,False,True,False,USD_UP,False
2024-12-11 06:30:00+00:00,2024-12-11 06:35:36+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.05073,1.04996,0.0,0.0,-0.77,-0.77,sl 1.04997,2024-12-11 05:00:00+00:00,2024-12-11 05:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-11 06:45:00+00:00,2024-12-11 07:03:33+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04906,1.04984,0.0,0.0,0.78,0.78,tp 1.04983,2024-12-11 05:00:00+00:00,2024-12-11 05:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-11 07:00:00+00:00,2024-12-11 07:31:32+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.04899,1.0507,0.0,0.0,-1.71,-1.71,sl 1.05070,2024-12-11 06:00:00+00:00,2024-12-11 06:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-12 12:15:00+00:00,2024-12-12 12:15:30+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04823,1.04906,0.0,0.0,0.83,0.83,tp 1.04905,2024-12-12 11:00:00+00:00,2024-12-12 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-16 07:00:00+00:00,2024-12-16 07:30:37+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.05044,1.05218,0.0,0.0,-1.74,-1.74,sl 1.05217,2024-12-16 06:00:00+00:00,2024-12-16 06:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-17 05:30:00+00:00,2024-12-17 05:59:24+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04987,1.05025,0.0,0.0,0.38,0.38,tp 1.05022,2024-12-17 04:00:00+00:00,2024-12-17 04:00:00+00:00,USD_UP,ESTABLISHED,False,False,True,USD_UP,False
2024-12-17 08:15:00+00:00,2024-12-17 09:00:36+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04827,1.04889,0.0,0.0,0.62,0.62,tp 1.04889,2024-12-17 07:00:00+00:00,2024-12-17 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-17 09:30:00+00:00,2024-12-17 10:00:23+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04821,1.0489,0.0,0.0,0.69,0.69,tp 1.04889,2024-12-17 08:00:00+00:00,2024-12-17 08:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-17 08:00:00+00:00,2024-12-17 13:00:38+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.0489,1.05071,0.0,0.0,-1.81,-1.81,sl 1.05070,2024-12-17 07:00:00+00:00,2024-12-17 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-12-18 16:00:00+00:00,2024-12-18 16:48:08+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04694,1.04782,0.0,0.0,0.88,0.88,tp 1.04782,2024-12-18 15:00:00+00:00,2024-12-18 15:00:00+00:00,USD_UP,ESTABLISHED,False,True,False,USD_UP,False
2024-12-18 18:15:00+00:00,2024-12-18 18:38:34+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.04144,1.03975,0.0,0.0,-1.69,-1.69,sl 1.03976,2024-12-18 17:00:00+00:00,2024-12-18 17:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-12-18 18:45:00+00:00,2024-12-18 19:04:35+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.03915,1.03721,0.0,0.0,-1.94,-1.94,sl 1.03722,2024-12-18 17:00:00+00:00,2024-12-18 17:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-12-18 19:15:00+00:00,2024-12-19 01:56:16+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.0363,1.03808,0.0,-0.11,1.78,1.67,tp 1.03808,2024-12-18 18:00:00+00:00,2024-12-18 18:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
