expert,broker,cost_model,symbol,trade_count,win_rate,profit_factor,total_pnl_usd,total_return_pct,avg_trade_R,median_trade_R,max_drawdown_usd,max_drawdown_pct,worst_month_usd,best_month_usd,losing_month_pct,max_consecutive_zero_trade_months,max_consecutive_losing_months,largest_single_trade_pct_of_pnl,top5_trades_pct_of_pnl,p95_to_best_pf_ratio,cell_id,time_window,tick_source,time_window_start,time_window_end
cot_gold_positioning_reversal_v0,capital_com,p95,XAUUSD,13,0.38461538461538464,0.9458032137447865,-18.12099402449121,-0.1812099402449121,-0.024840839477167885,-0.9069872251513491,235.3235948555448,2.3503649777351443,-96.04230415921074,105.781899566633,8.333333333333332,21,2,100.0,100.0,,3,2016-01-01T00:00:00+00:00 to 2018-12-31T23:59:59+00:00,capital_com,2016-01-01T00:00:00+00:00,2018-12-31T23:59:59+00:00
