broker,symbol,timeframe,required_start_utc,required_end_utc,raw_dir,suggested_raw_filename,required_for,strict_authoritative_use
capital_com,EURUSD,H1,2016-01-01T00:00:00Z,2018-12-31T23:59:59Z,data/raw/capital_com,EURUSD_H1_20160101_20181231_capital_com.csv,gold_fx_proxy_divergence_v0_matrix_proxy,present_locally
capital_com,USDJPY,H1,2016-01-01T00:00:00Z,2018-12-31T23:59:59Z,data/raw/capital_com,USDJPY_H1_20160101_20181231_capital_com.csv,gold_fx_proxy_divergence_v0_matrix_proxy,present_locally
pepperstone,EURUSD,H1,2019-01-01T00:00:00Z,2021-12-31T23:59:59Z,data/raw/pepperstone,EURUSD_H1_20190101_20211231_pepperstone.csv,gold_fx_proxy_divergence_v0_matrix_proxy,present_locally
pepperstone,USDJPY,H1,2019-01-01T00:00:00Z,2021-12-31T23:59:59Z,data/raw/pepperstone,USDJPY_H1_20190101_20211231_pepperstone.csv,gold_fx_proxy_divergence_v0_matrix_proxy,present_locally
dukascopy,EURUSD,H1,2022-01-01T00:00:00Z,2024-12-31T23:59:59Z,data/raw/dukascopy,EURUSD_H1_20220101_20241231_dukascopy.csv,gold_fx_proxy_divergence_v0_matrix_proxy,present_locally
dukascopy,USDJPY,H1,2022-01-01T00:00:00Z,2024-12-31T23:59:59Z,data/raw/dukascopy,USDJPY_H1_20220101_20241231_dukascopy.csv,gold_fx_proxy_divergence_v0_matrix_proxy,present_locally
