fold_id,calibration_start_utc,auxiliary_fit_actions,auxiliary_fit_events,auxiliary_fit_episodes,auxiliary_fit_winners,auxiliary_fit_failures,canonical_fit_rows,canonical_calibration_rows,canonical_test_rows,chosen_quantile,chosen_threshold,selection_reason,selected_rows,selected_weight_coverage,broad_candidate_delta_usd,broad_candidate_delta_r,aux_linear_calibration_auc,aux_linear_test_auc,aux_nonlinear_calibration_auc,aux_nonlinear_test_auc,aux_win_calibration_auc,aux_win_test_auc,stacked_calibration_auc,stacked_test_auc
F2020,2020-01-01T00:00:00+00:00,16861,5636,3201,7105,9756,548,107,363,0.15,-0.435381051504324,MAXIMUM_ELIGIBLE_CALIBRATION_NORMALIZED_USD,320,0.882183908045977,-63.077477463861044,-15.330379793990161,0.5076691967109423,0.5725416072896939,0.5021347248576851,0.553584384755342,0.504506641366224,0.5713909652742379,0.5162080961416825,0.47966609987237835
F2021,2021-01-01T00:00:00+00:00,22530,8000,4542,9618,12912,817,198,226,0.0,-0.6997223527946116,RETAIN_ALL_INSUFFICIENT_CALIBRATION_USD_IMPROVEMENT,226,1.0,0.0,0.0,0.5761839756379292,0.5302528912263038,0.5357555392208339,0.5154119252321591,0.5902551716895936,0.530568177302052,0.49364695999159924,0.455381721355995
F2022,2022-01-01T00:00:00+00:00,28097,10092,5689,12035,16062,1162,81,444,0.0,-1.1718046278422722,RETAIN_ALL_INSUFFICIENT_CALIBRATION_USD_IMPROVEMENT,444,1.0,0.0,0.0,0.5592092574734812,0.5579947212871209,0.5344262295081967,0.5492916936660713,0.5826904532304724,0.5589640657679158,0.435390549662488,0.5042487843682666
F2023,2023-01-01T00:00:00+00:00,35066,12786,7108,15083,19983,1369,258,389,0.0,-0.6201649837092503,RETAIN_ALL_INSUFFICIENT_CALIBRATION_USD_IMPROVEMENT,389,1.0,0.0,0.0,0.5613479623824452,0.5700506088691744,0.5448902821316615,0.5565761477153881,0.5658620689655173,0.5701948621779845,0.5017084639498433,0.5852933751667929
F2024,2024-01-01T00:00:00+00:00,41148,14867,8253,17892,23256,1846,172,492,0.15,-0.11418943018034892,MAXIMUM_ELIGIBLE_CALIBRATION_NORMALIZED_USD,460,0.9342915811088296,56.56536880394788,3.0901511237431265,0.6216171887813677,0.5662328063820904,0.6220272265048385,0.5685826478453675,0.61448253239298,0.5639647721246177,0.7109097370291401,0.5939682700879004
F2025,2025-01-01T00:00:00+00:00,48974,17965,9913,21133,27841,2306,214,454,0.05,-0.1105607932642097,MAXIMUM_ELIGIBLE_CALIBRATION_NORMALIZED_USD,421,0.9267139479905437,-18.59485378170757,-0.6928800377202862,0.5724043715846996,0.5396222122933395,0.5849726775956285,0.5217414254985022,0.5623406193078324,0.5396109009078645,0.6522768670309654,0.528724320798433
